269351  , -78070.8    , array([ 0.843117   ,  24.067     ,  4.63721e-51,  1.76372e-26,  0.0010217  ])
269352  , -78071.7    , array([ 0.843961   ,  24.067     ,  4.63721e-51,  1.76372e-26,  0.0010217  ])
269353  , -78070.8    , array([ 0.843117   ,  24.0911    ,  4.63721e-51,  1.76372e-26,  0.0010217  ])
269354  , -78070.8    , array([ 0.843117   ,  24.067     ,  4.64185e-51,  1.76372e-26,  0.0010217  ])
269355  , -78070.8    , array([ 0.843117   ,  24.067     ,  4.63721e-51,  1.76548e-26,  0.0010217  ])
269356  , -78069.8    , array([ 0.843117   ,  24.067     ,  4.63721e-51,  1.76372e-26,  0.00102273 ])
269357  , -78070.8    , array([ 0.843117   ,  24.067     ,  4.63721e-51,  1.76372e-26,  0.0010217  ])
269358  , -75180.6    , array([ 0.423325   ,  23.2172    ,  4.63721e-51,  1.76372e-26,  0.00213641 ])
269359  , -75180.6    , array([ 0.423325   ,  23.2172    ,  4.63721e-51,  1.76372e-26,  0.00213641 ])
269360  , -75184.1    , array([ 0.423749   ,  23.2172    ,  4.63721e-51,  1.76372e-26,  0.00213641 ])
269361  , -75180.7    , array([ 0.423325   ,  23.2404    ,  4.63721e-51,  1.76372e-26,  0.00213641 ])
269362  , -75180.6    , array([ 0.423325   ,  23.2172    ,  4.64185e-51,  1.76372e-26,  0.00213641 ])
269363  , -75180.6    , array([ 0.423325   ,  23.2172    ,  4.63721e-51,  1.76548e-26,  0.00213641 ])
269364  , -75177      , array([ 0.423325   ,  23.2172    ,  4.63721e-51,  1.76372e-26,  0.00213855 ])
269365  , -156798     , array([ 0.0269041  ,  20.1076    ,  4.63721e-51,  1.76372e-26,  0.0408434  ])
269366  , -156798     , array([ 0.0269041  ,  20.1076    ,  4.63721e-51,  1.76372e-26,  0.0408434  ])
269367  , -156702     , array([ 0.026931   ,  20.1076    ,  4.63721e-51,  1.76372e-26,  0.0408434  ])
269368  , -156798     , array([ 0.0269041  ,  20.1278    ,  4.63721e-51,  1.76372e-26,  0.0408434  ])
269369  , -156798     , array([ 0.0269041  ,  20.1076    ,  4.64185e-51,  1.76372e-26,  0.0408434  ])
269370  , -156798     , array([ 0.0269041  ,  20.1076    ,  4.63721e-51,  1.76548e-26,  0.0408434  ])
269371  , -156875     , array([ 0.0269041  ,  20.1076    ,  4.63721e-51,  1.76372e-26,  0.0408843  ])
269372  , -63417.7    , array([ 0.187523   ,  22.2515    ,  4.63721e-51,  1.76372e-26,  0.00510852 ])
269373  , -63417.7    , array([ 0.187523   ,  22.2515    ,  4.63721e-51,  1.76372e-26,  0.00510852 ])
269374  , -63427.8    , array([ 0.18771    ,  22.2515    ,  4.63721e-51,  1.76372e-26,  0.00510852 ])
269375  , -63417.8    , array([ 0.187523   ,  22.2738    ,  4.63721e-51,  1.76372e-26,  0.00510852 ])
269376  , -63417.7    , array([ 0.187523   ,  22.2515    ,  4.64185e-51,  1.76372e-26,  0.00510852 ])
269377  , -63417.7    , array([ 0.187523   ,  22.2515    ,  4.63721e-51,  1.76548e-26,  0.00510852 ])
269378  , -63406.9    , array([ 0.187523   ,  22.2515    ,  4.63721e-51,  1.76372e-26,  0.00511363 ])
269379  , -52406.6    , array([ 0.105105   ,  21.5894    ,  4.63721e-51,  1.76372e-26,  0.00949496 ])
269380  , -52406.6    , array([ 0.105105   ,  21.5894    ,  4.63721e-51,  1.76372e-26,  0.00949496 ])
269381  , -52409.2    , array([ 0.10521    ,  21.5894    ,  4.63721e-51,  1.76372e-26,  0.00949496 ])
269382  , -52406.8    , array([ 0.105105   ,  21.611     ,  4.63721e-51,  1.76372e-26,  0.00949496 ])
269383  , -52406.6    , array([ 0.105105   ,  21.5894    ,  4.64185e-51,  1.76372e-26,  0.00949496 ])
269384  , -52406.6    , array([ 0.105105   ,  21.5894    ,  4.63721e-51,  1.76548e-26,  0.00949496 ])
269385  , -52401.8    , array([ 0.105105   ,  21.5894    ,  4.63721e-51,  1.76372e-26,  0.00950446 ])
269386  , -52036.1    , array([ 0.094865   ,  21.4742    ,  4.63721e-51,  1.76372e-26,  0.0105964  ])
269387  , -52036.1    , array([ 0.094865   ,  21.4742    ,  4.63721e-51,  1.76372e-26,  0.0105964  ])
269388  , -52034.3    , array([ 0.0949599  ,  21.4742    ,  4.63721e-51,  1.76372e-26,  0.0105964  ])
269389  , -52036.4    , array([ 0.094865   ,  21.4957    ,  4.63721e-51,  1.76372e-26,  0.0105964  ])
269390  , -52036.1    , array([ 0.094865   ,  21.4742    ,  4.64185e-51,  1.76372e-26,  0.0105964  ])
269391  , -52036.1    , array([ 0.094865   ,  21.4742    ,  4.63721e-51,  1.76548e-26,  0.0105964  ])
269392  , -52035.2    , array([ 0.094865   ,  21.4742    ,  4.63721e-51,  1.76372e-26,  0.010607   ])
269400  , -52031.6    , array([ 0.094885   ,  21.4611    ,  4.63721e-51,  1.76372e-26,  0.0106469  ])
269401  , -52031.6    , array([ 0.094885   ,  21.4611    ,  4.63721e-51,  1.76372e-26,  0.0106469  ])
269402  , -52029.7    , array([ 0.0949799  ,  21.4611    ,  4.63721e-51,  1.76372e-26,  0.0106469  ])
269403  , -52031.9    , array([ 0.094885   ,  21.4825    ,  4.63721e-51,  1.76372e-26,  0.0106469  ])
269404  , -52031.6    , array([ 0.094885   ,  21.4611    ,  4.64185e-51,  1.76372e-26,  0.0106469  ])
269405  , -52031.6    , array([ 0.094885   ,  21.4611    ,  4.63721e-51,  1.76548e-26,  0.0106469  ])
269406  , -52030.9    , array([ 0.094885   ,  21.4611    ,  4.63721e-51,  1.76372e-26,  0.0106576  ])
269407  , -52021      , array([ 0.0949416  ,  21.4237    ,  4.63721e-51,  1.76372e-26,  0.0107917  ])
269408  , -52021      , array([ 0.0949416  ,  21.4237    ,  4.63721e-51,  1.76372e-26,  0.0107917  ])
269409  , -52018.8    , array([ 0.0950365  ,  21.4237    ,  4.63721e-51,  1.76372e-26,  0.0107917  ])
269410  , -52021.3    , array([ 0.0949416  ,  21.4452    ,  4.63721e-51,  1.76372e-26,  0.0107917  ])
269411  , -52021      , array([ 0.0949416  ,  21.4237    ,  4.64185e-51,  1.76372e-26,  0.0107917  ])
269412  , -52021      , array([ 0.0949416  ,  21.4237    ,  4.63721e-51,  1.76548e-26,  0.0107917  ])
269413  , -52020.5    , array([ 0.0949416  ,  21.4237    ,  4.63721e-51,  1.76372e-26,  0.0108025  ])
269414  , -51988.5    , array([ 0.0948234  ,  18.8655    ,  4.63721e-51,  1.76372e-26,  0.0107921  ])
269415  , -51988.5    , array([ 0.0948234  ,  18.8655    ,  4.63721e-51,  1.76372e-26,  0.0107921  ])
269416  , -51986.2    , array([ 0.0949183  ,  18.8655    ,  4.63721e-51,  1.76372e-26,  0.0107921  ])
269417  , -51988.8    , array([ 0.0948234  ,  18.8844    ,  4.63721e-51,  1.76372e-26,  0.0107921  ])
269418  , -51988.5    , array([ 0.0948234  ,  18.8655    ,  4.64185e-51,  1.76372e-26,  0.0107921  ])
269419  , -51988.5    , array([ 0.0948234  ,  18.8655    ,  4.63721e-51,  1.76548e-26,  0.0107921  ])
269420  , -51988      , array([ 0.0948234  ,  18.8655    ,  4.63721e-51,  1.76372e-26,  0.0108029  ])
269421  , -51804.8    , array([ 0.0943525  ,  11.344     ,  4.63721e-51,  1.76372e-26,  0.0107937  ])
269422  , -51804.8    , array([ 0.0943525  ,  11.344     ,  4.63721e-51,  1.76372e-26,  0.0107937  ])
269423  , -51802.3    , array([ 0.0944469  ,  11.344     ,  4.63721e-51,  1.76372e-26,  0.0107937  ])
269424  , -51805.3    , array([ 0.0943525  ,  11.3553    ,  4.63721e-51,  1.76372e-26,  0.0107937  ])
269425  , -51804.8    , array([ 0.0943525  ,  11.344     ,  4.64185e-51,  1.76372e-26,  0.0107937  ])
269426  , -51804.8    , array([ 0.0943525  ,  11.344     ,  4.63721e-51,  1.76548e-26,  0.0107937  ])
269427  , -51804.3    , array([ 0.0943525  ,  11.344     ,  4.63721e-51,  1.76372e-26,  0.0108045  ])
269428  , -48762.9    , array([ 0.0924919  ,  1.48302    ,  4.63721e-51,  1.76372e-26,  0.0108002  ])
269429  , -48762.9    , array([ 0.0924919  ,  1.48302    ,  4.63721e-51,  1.76372e-26,  0.0108002  ])
269430  , -48759      , array([ 0.0925844  ,  1.48302    ,  4.63721e-51,  1.76372e-26,  0.0108002  ])
269431  , -48766.3    , array([ 0.0924919  ,  1.48451    ,  4.63721e-51,  1.76372e-26,  0.0108002  ])
269432  , -48762.9    , array([ 0.0924919  ,  1.48302    ,  4.64185e-51,  1.76372e-26,  0.0108002  ])
269433  , -48762.9    , array([ 0.0924919  ,  1.48302    ,  4.63721e-51,  1.76548e-26,  0.0108002  ])
