49875   , -2102.22    , array([ 0.0529593  ,  0.467442   ,  2.51398e-30,  0.0126604  ])
49876   , -2102.22    , array([ 0.0530123  ,  0.467442   ,  2.51398e-30,  0.0126604  ])
49877   , -2102.59    , array([ 0.0529593  ,  0.46791    ,  2.51398e-30,  0.0126604  ])
49878   , -2102.22    , array([ 0.0529593  ,  0.467442   ,  2.5165e-30 ,  0.0126604  ])
49879   , -2102.01    , array([ 0.0529593  ,  0.467442   ,  2.51398e-30,  0.0126731  ])
49880   , -2102.22    , array([ 0.0529593  ,  0.467442   ,  2.51398e-30,  0.0126604  ])
49881   , -1596.57    , array([ 0.0529593  ,  0.193075   ,  2.51398e-30,  0.0206277  ])
49882   , -1596.57    , array([ 0.0529593  ,  0.193075   ,  2.51398e-30,  0.0206277  ])
49883   , -1596.57    , array([ 0.0530123  ,  0.193075   ,  2.51398e-30,  0.0206277  ])
49884   , -1596.81    , array([ 0.0529593  ,  0.193268   ,  2.51398e-30,  0.0206277  ])
49885   , -1596.57    , array([ 0.0529593  ,  0.193075   ,  2.5165e-30 ,  0.0206277  ])
49886   , -1596.23    , array([ 0.0529593  ,  0.193075   ,  2.51398e-30,  0.0206483  ])
49887   , -396.74     , array([ 0.0529593  ,  0.0316775  ,  2.51398e-30,  0.11799    ])
49888   , -396.74     , array([ 0.0529593  ,  0.0316775  ,  2.51398e-30,  0.11799    ])
49889   , -396.74     , array([ 0.0530123  ,  0.0316775  ,  2.51398e-30,  0.11799    ])
49890   , -397.041    , array([ 0.0529593  ,  0.0317091  ,  2.51398e-30,  0.11799    ])
49891   , -396.74     , array([ 0.0529593  ,  0.0316775  ,  2.5165e-30 ,  0.11799    ])
49892   , -396.343    , array([ 0.0529593  ,  0.0316775  ,  2.51398e-30,  0.118108   ])
49899   , -396.699    , array([ 0.0529593  ,  0.0316756  ,  2.51398e-30,  0.117997   ])
49900   , -396.699    , array([ 0.0529593  ,  0.0316756  ,  2.51398e-30,  0.117997   ])
49901   , -396.699    , array([ 0.0530123  ,  0.0316756  ,  2.51398e-30,  0.117997   ])
49902   , -396.998    , array([ 0.0529593  ,  0.0317073  ,  2.51398e-30,  0.117997   ])
49903   , -396.699    , array([ 0.0529593  ,  0.0316756  ,  2.5165e-30 ,  0.117997   ])
49904   , -396.305    , array([ 0.0529593  ,  0.0316756  ,  2.51398e-30,  0.118115   ])
49905   , -396.53     , array([ 0.0529593  ,  0.0316676  ,  2.51398e-30,  0.118025   ])
49906   , -396.53     , array([ 0.0529593  ,  0.0316676  ,  2.51398e-30,  0.118025   ])
49907   , -396.53     , array([ 0.0530123  ,  0.0316676  ,  2.51398e-30,  0.118025   ])
49908   , -396.822    , array([ 0.0529593  ,  0.0316993  ,  2.51398e-30,  0.118025   ])
49909   , -396.53     , array([ 0.0529593  ,  0.0316676  ,  2.5165e-30 ,  0.118025   ])
49910   , -396.145    , array([ 0.0529593  ,  0.0316676  ,  2.51398e-30,  0.118144   ])
49917   , -396.52     , array([ 0.0529593  ,  0.0316672  ,  2.51398e-30,  0.118027   ])
49918   , -396.52     , array([ 0.0529593  ,  0.0316672  ,  2.51398e-30,  0.118027   ])
49919   , -396.52     , array([ 0.0530123  ,  0.0316672  ,  2.51398e-30,  0.118027   ])
49920   , -396.812    , array([ 0.0529593  ,  0.0316989  ,  2.51398e-30,  0.118027   ])
49921   , -396.52     , array([ 0.0529593  ,  0.0316672  ,  2.5165e-30 ,  0.118027   ])
49922   , -396.136    , array([ 0.0529593  ,  0.0316672  ,  2.51398e-30,  0.118145   ])
49923   , -396.48     , array([ 0.0529593  ,  0.0316653  ,  2.51398e-30,  0.118034   ])
49924   , -396.48     , array([ 0.0529593  ,  0.0316653  ,  2.51398e-30,  0.118034   ])
49925   , -396.48     , array([ 0.0530123  ,  0.0316653  ,  2.51398e-30,  0.118034   ])
49926   , -396.77     , array([ 0.0529593  ,  0.0316969  ,  2.51398e-30,  0.118034   ])
49927   , -396.48     , array([ 0.0529593  ,  0.0316653  ,  2.5165e-30 ,  0.118034   ])
