327268  , -11084.2    , array([ 0.0734214  ,  0.00360752 ,  9.78432e-32,  3.90381e-67,  0.000560948])
327269  , -11084.6    , array([ 0.0734948  ,  0.00360752 ,  9.78432e-32,  3.90381e-67,  0.000560948])
327270  , -11103.8    , array([ 0.0734214  ,  0.00361113 ,  9.78432e-32,  3.90381e-67,  0.000560948])
327271  , -11084.2    , array([ 0.0734214  ,  0.00360752 ,  9.79411e-32,  3.90381e-67,  0.000560948])
327272  , -11084.2    , array([ 0.0734214  ,  0.00360752 ,  9.78432e-32,  3.90771e-67,  0.000560948])
327273  , -11064.2    , array([ 0.0734214  ,  0.00360752 ,  9.78432e-32,  3.90381e-67,  0.00056151 ])
327274  , -11084.2    , array([ 0.0734214  ,  0.00360752 ,  9.78432e-32,  3.90381e-67,  0.000560948])
327275  , -9371.99    , array([ 0.0723881  ,  0.00177915 ,  9.78432e-32,  3.90381e-67,  0.00115389 ])
327276  , -9371.99    , array([ 0.0723881  ,  0.00177915 ,  9.78432e-32,  3.90381e-67,  0.00115389 ])
327277  , -9371.88    , array([ 0.0724606  ,  0.00177915 ,  9.78432e-32,  3.90381e-67,  0.00115389 ])
327278  , -9349.97    , array([ 0.0723881  ,  0.00178093 ,  9.78432e-32,  3.90381e-67,  0.00115389 ])
327279  , -9371.99    , array([ 0.0723881  ,  0.00177915 ,  9.79411e-32,  3.90381e-67,  0.00115389 ])
327280  , -9371.99    , array([ 0.0723881  ,  0.00177915 ,  9.78432e-32,  3.90771e-67,  0.00115389 ])
327281  , -9393.93    , array([ 0.0723881  ,  0.00177915 ,  9.78432e-32,  3.90381e-67,  0.00115504 ])
327282  , -2730.76    , array([ 0.0729299  ,  0.00258056 ,  9.78432e-32,  3.90381e-67,  0.000789545])
327283  , -2730.76    , array([ 0.0729299  ,  0.00258056 ,  9.78432e-32,  3.90381e-67,  0.000789545])
327284  , -2730.74    , array([ 0.0730028  ,  0.00258056 ,  9.78432e-32,  3.90381e-67,  0.000789545])
327285  , -2734.19    , array([ 0.0729299  ,  0.00258314 ,  9.78432e-32,  3.90381e-67,  0.000789545])
327286  , -2730.76    , array([ 0.0729299  ,  0.00258056 ,  9.79411e-32,  3.90381e-67,  0.000789545])
327287  , -2730.76    , array([ 0.0729299  ,  0.00258056 ,  9.78432e-32,  3.90771e-67,  0.000789545])
327288  , -2727.3     , array([ 0.0729299  ,  0.00258056 ,  9.78432e-32,  3.90381e-67,  0.000790335])
327296  , -2730.52    , array([ 0.073081   ,  0.00257899 ,  9.78432e-32,  3.90381e-67,  0.000789119])
327297  , -2730.52    , array([ 0.073081   ,  0.00257899 ,  9.78432e-32,  3.90381e-67,  0.000789119])
327298  , -2730.51    , array([ 0.0731542  ,  0.00257899 ,  9.78432e-32,  3.90381e-67,  0.000789119])
327299  , -2733.95    , array([ 0.073081   ,  0.00258157 ,  9.78432e-32,  3.90381e-67,  0.000789119])
327300  , -2730.52    , array([ 0.073081   ,  0.00257899 ,  9.79411e-32,  3.90381e-67,  0.000789119])
327301  , -2730.52    , array([ 0.073081   ,  0.00257899 ,  9.78432e-32,  3.90771e-67,  0.000789119])
327302  , -2727.07    , array([ 0.073081   ,  0.00257899 ,  9.78432e-32,  3.90381e-67,  0.000789908])
327303  , -2712.79    , array([ 0.0953379  ,  0.00238546 ,  9.78432e-32,  3.90381e-67,  0.000736281])
327304  , -2712.79    , array([ 0.0953379  ,  0.00238546 ,  9.78432e-32,  3.90381e-67,  0.000736281])
327305  , -2712.84    , array([ 0.0954333  ,  0.00238546 ,  9.78432e-32,  3.90381e-67,  0.000736281])
327306  , -2716.03    , array([ 0.0953379  ,  0.00238785 ,  9.78432e-32,  3.90381e-67,  0.000736281])
327307  , -2712.79    , array([ 0.0953379  ,  0.00238546 ,  9.79411e-32,  3.90381e-67,  0.000736281])
327308  , -2712.79    , array([ 0.0953379  ,  0.00238546 ,  9.78432e-32,  3.90771e-67,  0.000736281])
327309  , -2709.47    , array([ 0.0953379  ,  0.00238546 ,  9.78432e-32,  3.90381e-67,  0.000737018])
327310  , -2651.49    , array([ 0.152413   ,  0.00400562 ,  9.78432e-32,  3.90381e-67,  0.00124267 ])
327311  , -2651.49    , array([ 0.152413   ,  0.00400562 ,  9.78432e-32,  3.90381e-67,  0.00124267 ])
327312  , -2651.53    , array([ 0.152566   ,  0.00400562 ,  9.78432e-32,  3.90381e-67,  0.00124267 ])
327313  , -2654.61    , array([ 0.152413   ,  0.00400962 ,  9.78432e-32,  3.90381e-67,  0.00124267 ])
327314  , -2651.49    , array([ 0.152413   ,  0.00400562 ,  9.79411e-32,  3.90381e-67,  0.00124267 ])
327315  , -2651.49    , array([ 0.152413   ,  0.00400562 ,  9.78432e-32,  3.90771e-67,  0.00124267 ])
327316  , -2648.25    , array([ 0.152413   ,  0.00400562 ,  9.78432e-32,  3.90381e-67,  0.00124391 ])
327317  , -2074.41    , array([ 0.995527   ,  0.031846   ,  9.78432e-32,  3.90381e-67,  0.0100834  ])
327318  , -2074.41    , array([ 0.995527   ,  0.031846   ,  9.78432e-32,  3.90381e-67,  0.0100834  ])
327319  , -2074.47    , array([ 0.996523   ,  0.031846   ,  9.78432e-32,  3.90381e-67,  0.0100834  ])
