278043  , -79057.1    , array([ 8.93848    ,  0.098016   ,  3.05325e-18,  0.00275609 ,  2.67175e-06])
278044  , -79057.1    , array([ 8.94742    ,  0.098016   ,  3.05325e-18,  0.00275609 ,  2.67175e-06])
278045  , -79057.2    , array([ 8.93848    ,  0.098114   ,  3.05325e-18,  0.00275609 ,  2.67175e-06])
278046  , -79057.1    , array([ 8.93848    ,  0.098016   ,  3.0563e-18 ,  0.00275609 ,  2.67175e-06])
278047  , -79057.1    , array([ 8.93848    ,  0.098016   ,  3.05325e-18,  0.00275885 ,  2.67175e-06])
278048  , -79057.1    , array([ 8.93848    ,  0.098016   ,  3.05325e-18,  0.00275609 ,  2.67443e-06])
278049  , -79057.1    , array([ 8.93848    ,  0.098016   ,  3.05325e-18,  0.00275609 ,  2.67175e-06])
278050  , -78955.4    , array([ 8.89126    ,  0.0481571  ,  3.05325e-18,  0.00275609 ,  5.47609e-06])
278051  , -78955.4    , array([ 8.89126    ,  0.0481571  ,  3.05325e-18,  0.00275609 ,  5.47609e-06])
278052  , -78955.4    , array([ 8.90016    ,  0.0481571  ,  3.05325e-18,  0.00275609 ,  5.47609e-06])
278053  , -78955.5    , array([ 8.89126    ,  0.0482053  ,  3.05325e-18,  0.00275609 ,  5.47609e-06])
278054  , -78955.4    , array([ 8.89126    ,  0.0481571  ,  3.0563e-18 ,  0.00275609 ,  5.47609e-06])
278055  , -78955.4    , array([ 8.89126    ,  0.0481571  ,  3.05325e-18,  0.00275885 ,  5.47609e-06])
278056  , -78955.3    , array([ 8.89126    ,  0.0481571  ,  3.05325e-18,  0.00275609 ,  5.48157e-06])
278057  , -49135.9    , array([ 8.70487    ,  0.00280618 ,  3.05325e-18,  0.00275609 ,  9.66428e-05])
278058  , -49135.9    , array([ 8.70487    ,  0.00280618 ,  3.05325e-18,  0.00275609 ,  9.66428e-05])
278059  , -49135.9    , array([ 8.71358    ,  0.00280618 ,  3.05325e-18,  0.00275609 ,  9.66428e-05])
278060  , -49157.9    , array([ 8.70487    ,  0.00280898 ,  3.05325e-18,  0.00275609 ,  9.66428e-05])
278061  , -49135.9    , array([ 8.70487    ,  0.00280618 ,  3.0563e-18 ,  0.00275609 ,  9.66428e-05])
278062  , -49135.9    , array([ 8.70487    ,  0.00280618 ,  3.05325e-18,  0.00275884 ,  9.66428e-05])
278063  , -49113.8    , array([ 8.70487    ,  0.00280618 ,  3.05325e-18,  0.00275609 ,  9.67395e-05])
278071  , -48712      , array([ 8.70425    ,  0.00277957 ,  3.05325e-18,  0.00275609 ,  9.7577e-05 ])
278072  , -48712      , array([ 8.70425    ,  0.00277957 ,  3.05325e-18,  0.00275609 ,  9.7577e-05 ])
278073  , -48712      , array([ 8.71296    ,  0.00277957 ,  3.05325e-18,  0.00275609 ,  9.7577e-05 ])
278074  , -48734.2    , array([ 8.70425    ,  0.00278235 ,  3.05325e-18,  0.00275609 ,  9.7577e-05 ])
278075  , -48712      , array([ 8.70425    ,  0.00277957 ,  3.0563e-18 ,  0.00275609 ,  9.7577e-05 ])
278076  , -48712      , array([ 8.70425    ,  0.00277957 ,  3.05325e-18,  0.00275884 ,  9.7577e-05 ])
278077  , -48689.8    , array([ 8.70425    ,  0.00277957 ,  3.05325e-18,  0.00275609 ,  9.76747e-05])
278078  , -48281.5    , array([ 8.70363    ,  0.00275303 ,  3.05325e-18,  0.00275609 ,  9.85269e-05])
278079  , -48281.5    , array([ 8.70363    ,  0.00275303 ,  3.05325e-18,  0.00275609 ,  9.85269e-05])
278080  , -48281.5    , array([ 8.71234    ,  0.00275303 ,  3.05325e-18,  0.00275609 ,  9.85269e-05])
278081  , -48303.9    , array([ 8.70363    ,  0.00275579 ,  3.05325e-18,  0.00275609 ,  9.85269e-05])
278082  , -48281.5    , array([ 8.70363    ,  0.00275303 ,  3.0563e-18 ,  0.00275609 ,  9.85269e-05])
278083  , -48281.5    , array([ 8.70363    ,  0.00275303 ,  3.05325e-18,  0.00275884 ,  9.85269e-05])
278084  , -48259      , array([ 8.70363    ,  0.00275303 ,  3.05325e-18,  0.00275609 ,  9.86255e-05])
278092  , -48172.4    , array([ 8.70347    ,  0.00274638 ,  3.05325e-18,  0.00275609 ,  9.87678e-05])
278093  , -48172.4    , array([ 8.70347    ,  0.00274638 ,  3.05325e-18,  0.00275609 ,  9.87678e-05])
278094  , -48172.4    , array([ 8.71218    ,  0.00274638 ,  3.05325e-18,  0.00275609 ,  9.87678e-05])
278095  , -48194.8    , array([ 8.70347    ,  0.00274913 ,  3.05325e-18,  0.00275609 ,  9.87678e-05])
278096  , -48172.4    , array([ 8.70347    ,  0.00274638 ,  3.0563e-18 ,  0.00275609 ,  9.87678e-05])
278097  , -48172.4    , array([ 8.70347    ,  0.00274638 ,  3.05325e-18,  0.00275884 ,  9.87678e-05])
278098  , -48149.9    , array([ 8.70347    ,  0.00274638 ,  3.05325e-18,  0.00275609 ,  9.88666e-05])
278099  , -48062.9    , array([ 8.70332    ,  0.00273974 ,  3.05325e-18,  0.00275609 ,  9.90096e-05])
278100  , -48062.9    , array([ 8.70332    ,  0.00273974 ,  3.05325e-18,  0.00275609 ,  9.90096e-05])
278101  , -48062.9    , array([ 8.71202    ,  0.00273974 ,  3.05325e-18,  0.00275609 ,  9.90096e-05])
278102  , -48085.4    , array([ 8.70332    ,  0.00274248 ,  3.05325e-18,  0.00275609 ,  9.90096e-05])
278103  , -48062.9    , array([ 8.70332    ,  0.00273974 ,  3.0563e-18 ,  0.00275609 ,  9.90096e-05])
278104  , -48062.9    , array([ 8.70332    ,  0.00273974 ,  3.05325e-18,  0.00275884 ,  9.90096e-05])
278105  , -48040.4    , array([ 8.70332    ,  0.00273974 ,  3.05325e-18,  0.00275609 ,  9.91087e-05])
278113  , -48035.4    , array([ 8.70328    ,  0.00273808 ,  3.05325e-18,  0.00275609 ,  9.90702e-05])
278114  , -48035.4    , array([ 8.70328    ,  0.00273808 ,  3.05325e-18,  0.00275609 ,  9.90702e-05])
278115  , -48035.4    , array([ 8.71198    ,  0.00273808 ,  3.05325e-18,  0.00275609 ,  9.90702e-05])
278116  , -48058      , array([ 8.70328    ,  0.00274082 ,  3.05325e-18,  0.00275609 ,  9.90702e-05])
278117  , -48035.4    , array([ 8.70328    ,  0.00273808 ,  3.0563e-18 ,  0.00275609 ,  9.90702e-05])
278118  , -48035.4    , array([ 8.70328    ,  0.00273808 ,  3.05325e-18,  0.00275884 ,  9.90702e-05])
278119  , -48012.9    , array([ 8.70328    ,  0.00273808 ,  3.05325e-18,  0.00275609 ,  9.91694e-05])
278120  , -48008      , array([ 8.70324    ,  0.00273642 ,  3.05325e-18,  0.00275609 ,  9.91309e-05])
278121  , -48008      , array([ 8.70324    ,  0.00273642 ,  3.05325e-18,  0.00275609 ,  9.91309e-05])
278122  , -48008      , array([ 8.71194    ,  0.00273642 ,  3.05325e-18,  0.00275609 ,  9.91309e-05])
278123  , -48030.5    , array([ 8.70324    ,  0.00273916 ,  3.05325e-18,  0.00275609 ,  9.91309e-05])
278124  , -48008      , array([ 8.70324    ,  0.00273642 ,  3.0563e-18 ,  0.00275609 ,  9.91309e-05])
278125  , -48008      , array([ 8.70324    ,  0.00273642 ,  3.05325e-18,  0.00275884 ,  9.91309e-05])
278126  , -47985.4    , array([ 8.70324    ,  0.00273642 ,  3.05325e-18,  0.00275609 ,  9.92301e-05])
278134  , -48001.1    , array([ 8.70323    ,  0.00273601 ,  3.05325e-18,  0.00275609 ,  9.91461e-05])
278135  , -48001.1    , array([ 8.70323    ,  0.00273601 ,  3.05325e-18,  0.00275609 ,  9.91461e-05])
278136  , -48001.1    , array([ 8.71193    ,  0.00273601 ,  3.05325e-18,  0.00275609 ,  9.91461e-05])
