20560   , -78966.2    , array([ 2.75337    ,  5.3852     ,  2.44305e-11,  2.10864e-29,  0.000235268])
20561   , -78966.3    , array([ 2.75613    ,  5.3852     ,  2.44305e-11,  2.10864e-29,  0.000235268])
20562   , -78966.3    , array([ 2.75337    ,  5.39059    ,  2.44305e-11,  2.10864e-29,  0.000235268])
20563   , -78966.2    , array([ 2.75337    ,  5.3852     ,  2.44549e-11,  2.10864e-29,  0.000235268])
20564   , -78966.2    , array([ 2.75337    ,  5.3852     ,  2.44305e-11,  2.11075e-29,  0.000235268])
20565   , -78966.1    , array([ 2.75337    ,  5.3852     ,  2.44305e-11,  2.10864e-29,  0.000235503])
20566   , -78966.2    , array([ 2.75337    ,  5.3852     ,  2.44305e-11,  2.10864e-29,  0.000235268])
20567   , -78668.5    , array([ 1.73924    ,  3.81185    ,  2.44305e-11,  2.10864e-29,  0.000539795])
20568   , -78668.5    , array([ 1.73924    ,  3.81185    ,  2.44305e-11,  2.10864e-29,  0.000539795])
20569   , -78668.8    , array([ 1.74098    ,  3.81185    ,  2.44305e-11,  2.10864e-29,  0.000539795])
20570   , -78668.7    , array([ 1.73924    ,  3.81566    ,  2.44305e-11,  2.10864e-29,  0.000539795])
20571   , -78668.5    , array([ 1.73924    ,  3.81185    ,  2.44549e-11,  2.10864e-29,  0.000539795])
20572   , -78668.5    , array([ 1.73924    ,  3.81185    ,  2.44305e-11,  2.11075e-29,  0.000539795])
20573   , -78668.1    , array([ 1.73924    ,  3.81185    ,  2.44305e-11,  2.10864e-29,  0.000540335])
20574   , -46117.2    , array([ 0.276906   ,  0.956906   ,  2.44305e-11,  2.10864e-29,  0.0149587  ])
20575   , -46117.2    , array([ 0.276906   ,  0.956906   ,  2.44305e-11,  2.10864e-29,  0.0149587  ])
20576   , -46124.1    , array([ 0.277183   ,  0.956906   ,  2.44305e-11,  2.10864e-29,  0.0149587  ])
20577   , -46125.5    , array([ 0.276906   ,  0.957863   ,  2.44305e-11,  2.10864e-29,  0.0149587  ])
20578   , -46117.2    , array([ 0.276906   ,  0.956906   ,  2.44549e-11,  2.10864e-29,  0.0149587  ])
20579   , -46117.2    , array([ 0.276906   ,  0.956906   ,  2.44305e-11,  2.11075e-29,  0.0149587  ])
20580   , -46100.8    , array([ 0.276906   ,  0.956906   ,  2.44305e-11,  2.10864e-29,  0.0149736  ])
20588   , -45952.2    , array([ 0.275841   ,  0.954135   ,  2.44305e-11,  2.10864e-29,  0.0150633  ])
20589   , -45952.2    , array([ 0.275841   ,  0.954135   ,  2.44305e-11,  2.10864e-29,  0.0150633  ])
20590   , -45959      , array([ 0.276117   ,  0.954135   ,  2.44305e-11,  2.10864e-29,  0.0150633  ])
20591   , -45960.6    , array([ 0.275841   ,  0.955089   ,  2.44305e-11,  2.10864e-29,  0.0150633  ])
20592   , -45952.2    , array([ 0.275841   ,  0.954135   ,  2.44549e-11,  2.10864e-29,  0.0150633  ])
20593   , -45952.2    , array([ 0.275841   ,  0.954135   ,  2.44305e-11,  2.11075e-29,  0.0150633  ])
20594   , -45935.8    , array([ 0.275841   ,  0.954135   ,  2.44305e-11,  2.10864e-29,  0.0150784  ])
20595   , -38546.8    , array([ 0.225171   ,  0.819044   ,  2.44305e-11,  2.10864e-29,  0.0217405  ])
20596   , -38546.8    , array([ 0.225171   ,  0.819044   ,  2.44305e-11,  2.10864e-29,  0.0217405  ])
20597   , -38546      , array([ 0.225396   ,  0.819044   ,  2.44305e-11,  2.10864e-29,  0.0217405  ])
20598   , -38556.8    , array([ 0.225171   ,  0.819864   ,  2.44305e-11,  2.10864e-29,  0.0217405  ])
20599   , -38546.8    , array([ 0.225171   ,  0.819044   ,  2.44549e-11,  2.10864e-29,  0.0217405  ])
20600   , -38546.8    , array([ 0.225171   ,  0.819044   ,  2.44305e-11,  2.11075e-29,  0.0217405  ])
20601   , -38535.4    , array([ 0.225171   ,  0.819044   ,  2.44305e-11,  2.10864e-29,  0.0217622  ])
20609   , -38530.8    , array([ 0.22504    ,  0.818685   ,  2.44305e-11,  2.10864e-29,  0.0217634  ])
20610   , -38530.8    , array([ 0.22504    ,  0.818685   ,  2.44305e-11,  2.10864e-29,  0.0217634  ])
20611   , -38530      , array([ 0.225265   ,  0.818685   ,  2.44305e-11,  2.10864e-29,  0.0217634  ])
20612   , -38540.9    , array([ 0.22504    ,  0.819504   ,  2.44305e-11,  2.10864e-29,  0.0217634  ])
20613   , -38530.8    , array([ 0.22504    ,  0.818685   ,  2.44549e-11,  2.10864e-29,  0.0217634  ])
20614   , -38530.8    , array([ 0.22504    ,  0.818685   ,  2.44305e-11,  2.11075e-29,  0.0217634  ])
20615   , -38519.4    , array([ 0.22504    ,  0.818685   ,  2.44305e-11,  2.10864e-29,  0.0217852  ])
20616   , -38105.8    , array([ 0.221443   ,  0.808823   ,  2.44305e-11,  2.10864e-29,  0.0224066  ])
20617   , -38105.8    , array([ 0.221443   ,  0.808823   ,  2.44305e-11,  2.10864e-29,  0.0224066  ])
20618   , -38104.1    , array([ 0.221665   ,  0.808823   ,  2.44305e-11,  2.10864e-29,  0.0224066  ])
20619   , -38116      , array([ 0.221443   ,  0.809633   ,  2.44305e-11,  2.10864e-29,  0.0224066  ])
20620   , -38105.8    , array([ 0.221443   ,  0.808823   ,  2.44549e-11,  2.10864e-29,  0.0224066  ])
20621   , -38105.8    , array([ 0.221443   ,  0.808823   ,  2.44305e-11,  2.11075e-29,  0.0224066  ])
20622   , -38095.1    , array([ 0.221443   ,  0.808823   ,  2.44305e-11,  2.10864e-29,  0.022429   ])
20623   , -702578     , array([ 0.0374383  ,  0.212424   ,  2.44305e-11,  2.10864e-29,  0.557048   ])
20624   , -702578     , array([ 0.0374383  ,  0.212424   ,  2.44305e-11,  2.10864e-29,  0.557048   ])
20625   , -701980     , array([ 0.0374758  ,  0.212424   ,  2.44305e-11,  2.10864e-29,  0.557048   ])
20626   , -702506     , array([ 0.0374383  ,  0.212637   ,  2.44305e-11,  2.10864e-29,  0.557048   ])
20627   , -702578     , array([ 0.0374383  ,  0.212424   ,  2.44549e-11,  2.10864e-29,  0.557048   ])
20628   , -702578     , array([ 0.0374383  ,  0.212424   ,  2.44305e-11,  2.11075e-29,  0.557048   ])
20629   , -703250     , array([ 0.0374383  ,  0.212424   ,  2.44305e-11,  2.10864e-29,  0.557605   ])
20630   , -41982.6    , array([ 0.145494   ,  0.589715   ,  2.44305e-11,  2.10864e-29,  0.0478792  ])
20631   , -41982.6    , array([ 0.145494   ,  0.589715   ,  2.44305e-11,  2.10864e-29,  0.0478792  ])
20632   , -41949.4    , array([ 0.14564    ,  0.589715   ,  2.44305e-11,  2.10864e-29,  0.0478792  ])
20633   , -41995.7    , array([ 0.145494   ,  0.590305   ,  2.44305e-11,  2.10864e-29,  0.0478792  ])
20634   , -41982.6    , array([ 0.145494   ,  0.589715   ,  2.44549e-11,  2.10864e-29,  0.0478792  ])
20635   , -41982.6    , array([ 0.145494   ,  0.589715   ,  2.44305e-11,  2.11075e-29,  0.0478792  ])
20636   , -41997.1    , array([ 0.145494   ,  0.589715   ,  2.44305e-11,  2.10864e-29,  0.0479271  ])
20637   , -35868.1    , array([ 0.188766   ,  0.717296   ,  2.44305e-11,  2.10864e-29,  0.0299037  ])
20638   , -35868.1    , array([ 0.188766   ,  0.717296   ,  2.44305e-11,  2.10864e-29,  0.0299037  ])
