Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-394.27	796.54	599.35	30092.79	2.9069,0.2468,3.6862,0.6221
our_model	Round_1_Replicate_2	-393.5	795.0	597.89	7416.23	29.9364,1.0027,22.4422,3.1027
our_model	Round_1_Replicate_3	-399.05	806.1	608.2	12645.36	30.0,0.5839,3.5515,1.2762
our_model	Round_1_Replicate_4	-395.95	799.9	601.41	34966.84	1.7811,0.2129,1.7311,0.4607
our_model	Round_1_Replicate_5	-393.59	795.18	598.06	8390.88	29.7636,0.8861,17.854,2.7151
our_model	Round_1_Replicate_6	-398.36	804.72	606.93	16570.84	30.0,0.4459,2.5231,0.9915
our_model	Round_1_Replicate_7	-395.74	799.48	601.16	46307.53	2.5416,0.1607,0.3372,0.3589
our_model	Round_1_Replicate_8	-393.29	794.58	597.5	7656.84	29.7768,0.9715,28.0844,3.1764
our_model	Round_1_Replicate_9	-395.16	798.32	601.03	7577.05	30.0,0.9788,10.8498,2.509
our_model	Round_1_Replicate_10	-397.04	802.08	604.51	7059.8	30.0,1.048,8.949,2.4278
our_model	Round_2_Replicate_1	-394.88	797.76	600.51	10485.15	5.3378,0.7076,30.0,1.5858
our_model	Round_2_Replicate_2	-394.5	797.0	599.79	8501.99	7.3127,0.8732,30.0,2.0514
our_model	Round_2_Replicate_3	-394.36	796.72	599.52	4135.88	25.2204,1.7954,30.0,4.594
our_model	Round_2_Replicate_4	-398.12	804.24	606.5	2415.76	30.0,3.0591,30.0,6.1974
our_model	Round_2_Replicate_5	-397.13	802.26	604.68	3967.93	30.0,1.8644,17.5957,4.1387
our_model	Round_2_Replicate_6	-393.48	794.96	597.86	6047.66	30.0,1.2296,29.6231,3.755
our_model	Round_2_Replicate_7	-395.42	798.84	601.52	3808.74	30.0,1.9465,23.5005,4.657
our_model	Round_2_Replicate_8	-394.54	797.08	598.96	9269.97	6.8415,0.804,27.493,1.9114
our_model	Round_2_Replicate_9	-397.59	803.18	605.53	2711.94	30.0,2.7265,26.9961,5.7058
our_model	Round_2_Replicate_10	-393.29	794.58	597.49	7333.71	30.0,1.0144,29.8812,3.3108
our_model	Round_2_Replicate_11	-394.03	796.06	598.91	7930.3	9.7592,0.9368,26.4398,2.3831
our_model	Round_2_Replicate_12	-396.34	800.68	603.23	9541.32	4.7276,0.7761,30.0,1.5415
our_model	Round_2_Replicate_13	-396.27	800.54	603.09	7431.38	6.165,0.9965,30.0,1.992
our_model	Round_2_Replicate_14	-396.27	800.54	603.08	6721.8	6.8648,1.1017,30.0,2.206
our_model	Round_2_Replicate_15	-395.15	798.3	601.0	3691.56	30.0,2.0091,25.9288,4.8727
our_model	Round_2_Replicate_16	-393.74	795.48	598.35	6503.19	15.2694,1.143,29.9991,3.1233
our_model	Round_2_Replicate_17	-396.62	801.24	603.73	4989.79	9.2515,1.4835,30.0,2.9265
our_model	Round_2_Replicate_18	-393.62	795.24	598.12	5494.75	28.6903,1.3531,29.8852,3.9711
our_model	Round_2_Replicate_19	-394.29	796.58	598.56	8670.77	8.5361,0.8596,21.6942,2.1385
our_model	Round_2_Replicate_20	-395.96	799.92	602.51	9000.93	5.2493,0.8231,30.0,1.6798
