18603   , -79088.9    , array([ 0.129187   ,  82.5615    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18604   , -79088.9    , array([ 0.129187   ,  82.5615    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18605   , -79089.4    , array([ 1.12919    ,  82.5615    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18607   , -79088.9    , array([ 0.129187   ,  82.5615    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18609   , -79089.3    , array([ 0.511153   ,  82.5615    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18610   , -79089.2    , array([ 0.32017    ,  82.5615    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18612   , -79087.5    , array([ 0.0390168  ,  82.5615    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18614   , -79088.4    , array([ 0.0734587  ,  82.5615    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18615   , -79085.2    , array([ 0.0177306  ,  82.5615    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18617   , -79086.5    , array([ 0.0258612  ,  82.5615    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18618   , -79083.5    , array([ 0.0127056  ,  82.5615    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18620   , -79084.3    , array([ 0.014625   ,  82.5615    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18621   , -79082.9    , array([ 0.0115194  ,  82.5615    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18622   , -79082.9    , array([ 0.0115194  ,  82.5615    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18623   , -79082.9    , array([ 0.0115194  ,  83.5615    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18624   , -79082.9    , array([ 0.0115194  ,  80.9435    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18625   , -79082.9    , array([ 0.0115194  ,  78.3255    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18626   , -79082.9    , array([ 0.0115194  ,  74.0894    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18627   , -79082.9    , array([ 0.0115194  ,  67.2353    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18628   , -79082.9    , array([ 0.0115194  ,  56.1451    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18629   , -79082.9    , array([ 0.0115194  ,  38.2008    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18630   , -79082.9    , array([ 0.0115194  ,  9.1664     ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18632   , -79082.9    , array([ 0.0115194  ,  9.1664     ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
18634   , -79082.9    , array([ 0.0115194  ,  20.2566    ,  1.4717e-29 ,  2.01884e-08,  9.4403e-08 ])
