58835   , -86931.4    , array([ 0.0536504  ,  0.333308   ,  6.3891e-46 ,  4.10413e-49,  0.0504598  ])
58836   , -86860      , array([ 0.0537041  ,  0.333308   ,  6.3891e-46 ,  4.10413e-49,  0.0504598  ])
58837   , -86947.1    , array([ 0.0536504  ,  0.333641   ,  6.3891e-46 ,  4.10413e-49,  0.0504598  ])
58838   , -86931.4    , array([ 0.0536504  ,  0.333308   ,  6.39549e-46,  4.10413e-49,  0.0504598  ])
58839   , -86931.4    , array([ 0.0536504  ,  0.333308   ,  6.3891e-46 ,  4.10824e-49,  0.0504598  ])
58840   , -86976.1    , array([ 0.0536504  ,  0.333308   ,  6.3891e-46 ,  4.10413e-49,  0.0505103  ])
58841   , -86931.4    , array([ 0.0536504  ,  0.333308   ,  6.3891e-46 ,  4.10413e-49,  0.0504598  ])
58842   , -31082.6    , array([ 0.124435   ,  0.276914   ,  6.3891e-46 ,  4.10413e-49,  0.0297833  ])
58843   , -31082.6    , array([ 0.124435   ,  0.276914   ,  6.3891e-46 ,  4.10413e-49,  0.0297833  ])
58844   , -31057      , array([ 0.124559   ,  0.276914   ,  6.3891e-46 ,  4.10413e-49,  0.0297833  ])
58845   , -31097.1    , array([ 0.124435   ,  0.277191   ,  6.3891e-46 ,  4.10413e-49,  0.0297833  ])
58846   , -31082.6    , array([ 0.124435   ,  0.276914   ,  6.39549e-46,  4.10413e-49,  0.0297833  ])
58847   , -31082.6    , array([ 0.124435   ,  0.276914   ,  6.3891e-46 ,  4.10824e-49,  0.0297833  ])
58848   , -31089.5    , array([ 0.124435   ,  0.276914   ,  6.3891e-46 ,  4.10413e-49,  0.0298131  ])
58849   , -4.01241e+06, array([ 1.35679    ,  0.00185568 ,  6.3891e-46 ,  4.10413e-49,  0.628626   ])
58850   , -4.01241e+06, array([ 1.35679    ,  0.00185568 ,  6.3891e-46 ,  4.10413e-49,  0.628626   ])
58851   , -4.01241e+06, array([ 1.35815    ,  0.00185568 ,  6.3891e-46 ,  4.10413e-49,  0.628626   ])
58852   , -4.01236e+06, array([ 1.35679    ,  0.00185753 ,  6.3891e-46 ,  4.10413e-49,  0.628626   ])
58853   , -4.0124e+06 , array([ 1.35679    ,  0.00185568 ,  6.39549e-46,  4.10413e-49,  0.628626   ])
58854   , -4.01238e+06, array([ 1.35679    ,  0.00185568 ,  6.3891e-46 ,  4.10824e-49,  0.628626   ])
58855   , -4.01242e+06, array([ 1.35679    ,  0.00185568 ,  6.3891e-46 ,  4.10413e-49,  0.629255   ])
58856   , -30545      , array([ 0.125859   ,  0.270388   ,  6.3891e-46 ,  4.10413e-49,  0.0302192  ])
58857   , -30545      , array([ 0.125859   ,  0.270388   ,  6.3891e-46 ,  4.10413e-49,  0.0302192  ])
58858   , -30519.4    , array([ 0.125985   ,  0.270388   ,  6.3891e-46 ,  4.10413e-49,  0.0302192  ])
58859   , -30559.6    , array([ 0.125859   ,  0.270659   ,  6.3891e-46 ,  4.10413e-49,  0.0302192  ])
58860   , -30545      , array([ 0.125859   ,  0.270388   ,  6.39549e-46,  4.10413e-49,  0.0302192  ])
58861   , -30545      , array([ 0.125859   ,  0.270388   ,  6.3891e-46 ,  4.10824e-49,  0.0302192  ])
58862   , -30552      , array([ 0.125859   ,  0.270388   ,  6.3891e-46 ,  4.10413e-49,  0.0302494  ])
58863   , -23406.7    , array([ 0.147896   ,  0.192832   ,  6.3891e-46 ,  4.10413e-49,  0.0371301  ])
58864   , -23406.7    , array([ 0.147896   ,  0.192832   ,  6.3891e-46 ,  4.10413e-49,  0.0371301  ])
58865   , -23381      , array([ 0.148044   ,  0.192832   ,  6.3891e-46 ,  4.10413e-49,  0.0371301  ])
