8683    , -3980.68    , array([ 1.76872    ,  0.798722   ,  0.194703   ,  2.1655e-31 ])
8684    , -3983.63    , array([ 1.77049    ,  0.798722   ,  0.194703   ,  2.1655e-31 ])
8685    , -3980.68    , array([ 1.76872    ,  0.799521   ,  0.194703   ,  2.1655e-31 ])
8686    , -3981.85    , array([ 1.76872    ,  0.798722   ,  0.194898   ,  2.1655e-31 ])
8687    , -3980.68    , array([ 1.76872    ,  0.798722   ,  0.194703   ,  2.16767e-31])
8688    , -3980.68    , array([ 1.76872    ,  0.798722   ,  0.194703   ,  2.1655e-31 ])
8689    , -1605.7     , array([ 0.69124    ,  0.798722   ,  0.134398   ,  2.1655e-31 ])
8690    , -1605.7     , array([ 0.69124    ,  0.798722   ,  0.134398   ,  2.1655e-31 ])
8691    , -1607.49    , array([ 0.691932   ,  0.798722   ,  0.134398   ,  2.1655e-31 ])
8692    , -1605.7     , array([ 0.69124    ,  0.799521   ,  0.134398   ,  2.1655e-31 ])
8693    , -1605.25    , array([ 0.69124    ,  0.798722   ,  0.134532   ,  2.1655e-31 ])
8694    , -1605.7     , array([ 0.69124    ,  0.798722   ,  0.134398   ,  2.16767e-31])
8695    , -2329.31    , array([ 0.0713428  ,  0.798722   ,  0.689425   ,  2.1655e-31 ])
8696    , -2329.31    , array([ 0.0713428  ,  0.798722   ,  0.689425   ,  2.1655e-31 ])
8697    , -2329.24    , array([ 0.0714142  ,  0.798722   ,  0.689425   ,  2.1655e-31 ])
8698    , -2329.31    , array([ 0.0713428  ,  0.799521   ,  0.689425   ,  2.1655e-31 ])
8699    , -2329.38    , array([ 0.0713428  ,  0.798722   ,  0.690115   ,  2.1655e-31 ])
8700    , -2329.31    , array([ 0.0713428  ,  0.798722   ,  0.689425   ,  2.16767e-31])
8701    , -617.791    , array([ 0.381066   ,  0.798722   ,  0.206347   ,  2.1655e-31 ])
8702    , -617.791    , array([ 0.381066   ,  0.798722   ,  0.206347   ,  2.1655e-31 ])
8703    , -618.293    , array([ 0.381447   ,  0.798722   ,  0.206347   ,  2.1655e-31 ])
8704    , -617.791    , array([ 0.381066   ,  0.799521   ,  0.206347   ,  2.1655e-31 ])
8705    , -617.342    , array([ 0.381066   ,  0.798722   ,  0.206553   ,  2.1655e-31 ])
8706    , -617.791    , array([ 0.381066   ,  0.798722   ,  0.206347   ,  2.16767e-31])
8707    , -408.382    , array([ 0.259934   ,  0.798722   ,  0.36432    ,  2.1655e-31 ])
8708    , -408.382    , array([ 0.259934   ,  0.798722   ,  0.36432    ,  2.1655e-31 ])
8709    , -408.443    , array([ 0.260194   ,  0.798722   ,  0.36432    ,  2.1655e-31 ])
8710    , -408.382    , array([ 0.259934   ,  0.799521   ,  0.36432    ,  2.1655e-31 ])
8711    , -408.411    , array([ 0.259934   ,  0.798722   ,  0.364685   ,  2.1655e-31 ])
8712    , -408.382    , array([ 0.259934   ,  0.798722   ,  0.36432    ,  2.16767e-31])
8713    , -407.143    , array([ 0.254833   ,  0.798722   ,  0.362853   ,  2.1655e-31 ])
8714    , -407.143    , array([ 0.254833   ,  0.798722   ,  0.362853   ,  2.1655e-31 ])
8715    , -407.198    , array([ 0.255088   ,  0.798722   ,  0.362853   ,  2.1655e-31 ])
8716    , -407.143    , array([ 0.254833   ,  0.799521   ,  0.362853   ,  2.1655e-31 ])
8717    , -407.163    , array([ 0.254833   ,  0.798722   ,  0.363216   ,  2.1655e-31 ])
8718    , -407.143    , array([ 0.254833   ,  0.798722   ,  0.362853   ,  2.16767e-31])
8719    , -404.952    , array([ 0.2434     ,  0.798722   ,  0.36318    ,  2.1655e-31 ])
8720    , -404.952    , array([ 0.2434     ,  0.798722   ,  0.36318    ,  2.1655e-31 ])
8721    , -404.994    , array([ 0.243643   ,  0.798722   ,  0.36318    ,  2.1655e-31 ])
8722    , -404.952    , array([ 0.2434     ,  0.799521   ,  0.36318    ,  2.1655e-31 ])
8723    , -404.984    , array([ 0.2434     ,  0.798722   ,  0.363544   ,  2.1655e-31 ])
8724    , -404.952    , array([ 0.2434     ,  0.798722   ,  0.36318    ,  2.16767e-31])
8725    , -401.543    , array([ 0.222561   ,  0.798722   ,  0.355533   ,  2.1655e-31 ])
8726    , -401.543    , array([ 0.222561   ,  0.798722   ,  0.355533   ,  2.1655e-31 ])
8727    , -401.572    , array([ 0.222784   ,  0.798722   ,  0.355533   ,  2.1655e-31 ])
8728    , -401.543    , array([ 0.222561   ,  0.799521   ,  0.355533   ,  2.1655e-31 ])
8729    , -401.544    , array([ 0.222561   ,  0.798722   ,  0.355889   ,  2.1655e-31 ])
8730    , -401.543    , array([ 0.222561   ,  0.798722   ,  0.355533   ,  2.16767e-31])
8731    , -399.99     , array([ 0.184841   ,  0.798722   ,  0.350763   ,  2.1655e-31 ])
8732    , -399.99     , array([ 0.184841   ,  0.798722   ,  0.350763   ,  2.1655e-31 ])
8733    , -399.955    , array([ 0.185026   ,  0.798722   ,  0.350763   ,  2.1655e-31 ])
8734    , -399.99     , array([ 0.184841   ,  0.799521   ,  0.350763   ,  2.1655e-31 ])
8735    , -400.142    , array([ 0.184841   ,  0.798722   ,  0.351114   ,  2.1655e-31 ])
8736    , -399.99     , array([ 0.184841   ,  0.798722   ,  0.350763   ,  2.16767e-31])
8737    , -397.786    , array([ 0.181402   ,  0.798722   ,  0.342099   ,  2.1655e-31 ])
8738    , -397.786    , array([ 0.181402   ,  0.798722   ,  0.342099   ,  2.1655e-31 ])
8739    , -397.78     , array([ 0.181584   ,  0.798722   ,  0.342099   ,  2.1655e-31 ])
8740    , -397.786    , array([ 0.181402   ,  0.799521   ,  0.342099   ,  2.1655e-31 ])
8741    , -397.846    , array([ 0.181402   ,  0.798722   ,  0.342441   ,  2.1655e-31 ])
8742    , -397.786    , array([ 0.181402   ,  0.798722   ,  0.342099   ,  2.16767e-31])
8743    , -396.028    , array([ 0.158666   ,  0.798722   ,  0.322494   ,  2.1655e-31 ])
8744    , -396.028    , array([ 0.158666   ,  0.798722   ,  0.322494   ,  2.1655e-31 ])
8745    , -396.034    , array([ 0.158825   ,  0.798722   ,  0.322494   ,  2.1655e-31 ])
8746    , -396.028    , array([ 0.158666   ,  0.799521   ,  0.322494   ,  2.1655e-31 ])
8747    , -396.04     , array([ 0.158666   ,  0.798722   ,  0.322816   ,  2.1655e-31 ])
8748    , -396.028    , array([ 0.158666   ,  0.798722   ,  0.322494   ,  2.16767e-31])
8749    , -395.385    , array([ 0.131814   ,  0.798722   ,  0.300347   ,  2.1655e-31 ])
8750    , -395.385    , array([ 0.131814   ,  0.798722   ,  0.300347   ,  2.1655e-31 ])
8751    , -395.346    , array([ 0.131946   ,  0.798722   ,  0.300347   ,  2.1655e-31 ])
8752    , -395.385    , array([ 0.131814   ,  0.799521   ,  0.300347   ,  2.1655e-31 ])
8753    , -395.48     , array([ 0.131814   ,  0.798722   ,  0.300647   ,  2.1655e-31 ])
8754    , -395.385    , array([ 0.131814   ,  0.798722   ,  0.300347   ,  2.16767e-31])
8755    , -394.621    , array([ 0.122824   ,  0.798722   ,  0.28797    ,  2.1655e-31 ])
8756    , -394.621    , array([ 0.122824   ,  0.798722   ,  0.28797    ,  2.1655e-31 ])
8757    , -394.607    , array([ 0.122947   ,  0.798722   ,  0.28797    ,  2.1655e-31 ])
8758    , -394.621    , array([ 0.122824   ,  0.799521   ,  0.28797    ,  2.1655e-31 ])
8759    , -394.664    , array([ 0.122824   ,  0.798722   ,  0.288258   ,  2.1655e-31 ])
8760    , -394.621    , array([ 0.122824   ,  0.798722   ,  0.28797    ,  2.16767e-31])
8761    , -394.508    , array([ 0.0987824  ,  0.798722   ,  0.257826   ,  2.1655e-31 ])
8762    , -394.508    , array([ 0.0987824  ,  0.798722   ,  0.257826   ,  2.1655e-31 ])
8763    , -394.447    , array([ 0.0988812  ,  0.798722   ,  0.257826   ,  2.1655e-31 ])
8764    , -394.508    , array([ 0.0987824  ,  0.799521   ,  0.257826   ,  2.1655e-31 ])
8765    , -394.625    , array([ 0.0987824  ,  0.798722   ,  0.258084   ,  2.1655e-31 ])
8766    , -394.508    , array([ 0.0987824  ,  0.798722   ,  0.257826   ,  2.16767e-31])
8767    , -394.372    , array([ 0.0970623  ,  0.798722   ,  0.255013   ,  2.1655e-31 ])
8768    , -394.372    , array([ 0.0970623  ,  0.798722   ,  0.255013   ,  2.1655e-31 ])
8769    , -394.316    , array([ 0.0971594  ,  0.798722   ,  0.255013   ,  2.1655e-31 ])
8770    , -394.372    , array([ 0.0970623  ,  0.799521   ,  0.255013   ,  2.1655e-31 ])
8771    , -394.482    , array([ 0.0970623  ,  0.798722   ,  0.255268   ,  2.1655e-31 ])
