262673  , -900825     , array([ 0.0469592  ,  0.207473   ,  7.27024e-33,  1.28269e-25,  1.3326     ])
262674  , -898926     , array([ 0.0470062  ,  0.207473   ,  7.27024e-33,  1.28269e-25,  1.3326     ])
262675  , -900140     , array([ 0.0469592  ,  0.207681   ,  7.27024e-33,  1.28269e-25,  1.3326     ])
262676  , -900825     , array([ 0.0469592  ,  0.207473   ,  7.27751e-33,  1.28269e-25,  1.3326     ])
262677  , -900825     , array([ 0.0469592  ,  0.207473   ,  7.27024e-33,  1.28398e-25,  1.3326     ])
262678  , -970550     , array([ 0.0469592  ,  0.207473   ,  7.27024e-33,  1.28269e-25,  1.33393    ])
262679  , -900825     , array([ 0.0469592  ,  0.207473   ,  7.27024e-33,  1.28269e-25,  1.3326     ])
262680  , -498371     , array([ 0.0482683  ,  0.209541   ,  7.27024e-33,  1.28269e-25,  0.485563   ])
262681  , -498371     , array([ 0.0482683  ,  0.209541   ,  7.27024e-33,  1.28269e-25,  0.485563   ])
262682  , -497959     , array([ 0.0483166  ,  0.209541   ,  7.27024e-33,  1.28269e-25,  0.485563   ])
262683  , -498311     , array([ 0.0482683  ,  0.209751   ,  7.27024e-33,  1.28269e-25,  0.485563   ])
262684  , -498371     , array([ 0.0482683  ,  0.209541   ,  7.27751e-33,  1.28269e-25,  0.485563   ])
262685  , -498371     , array([ 0.0482683  ,  0.209541   ,  7.27024e-33,  1.28398e-25,  0.485563   ])
262686  , -498844     , array([ 0.0482683  ,  0.209541   ,  7.27024e-33,  1.28269e-25,  0.486049   ])
262687  , -114483     , array([ 0.351267   ,  0.27619    ,  7.27024e-33,  1.28269e-25,  0.507968   ])
262688  , -114483     , array([ 0.351267   ,  0.27619    ,  7.27024e-33,  1.28269e-25,  0.507968   ])
262689  , -114418     , array([ 0.351619   ,  0.27619    ,  7.27024e-33,  1.28269e-25,  0.507968   ])
262690  , -114435     , array([ 0.351267   ,  0.276466   ,  7.27024e-33,  1.28269e-25,  0.507968   ])
262691  , -114483     , array([ 0.351267   ,  0.27619    ,  7.27751e-33,  1.28269e-25,  0.507968   ])
262692  , -114483     , array([ 0.351267   ,  0.27619    ,  7.27024e-33,  1.28398e-25,  0.507968   ])
262693  , -114605     , array([ 0.351267   ,  0.27619    ,  7.27024e-33,  1.28269e-25,  0.508476   ])
262701  , -113501     , array([ 0.351056   ,  0.282388   ,  7.27024e-33,  1.28269e-25,  0.508063   ])
262702  , -113501     , array([ 0.351056   ,  0.282388   ,  7.27024e-33,  1.28269e-25,  0.508063   ])
262703  , -113436     , array([ 0.351407   ,  0.282388   ,  7.27024e-33,  1.28269e-25,  0.508063   ])
262704  , -113455     , array([ 0.351056   ,  0.28267    ,  7.27024e-33,  1.28269e-25,  0.508063   ])
262705  , -113501     , array([ 0.351056   ,  0.282388   ,  7.27751e-33,  1.28269e-25,  0.508063   ])
262706  , -113501     , array([ 0.351056   ,  0.282388   ,  7.27024e-33,  1.28398e-25,  0.508063   ])
262707  , -113622     , array([ 0.351056   ,  0.282388   ,  7.27024e-33,  1.28269e-25,  0.508571   ])
262708  , -105151     , array([ 0.348804   ,  0.357777   ,  7.27024e-33,  1.28269e-25,  0.509078   ])
262709  , -105151     , array([ 0.348804   ,  0.357777   ,  7.27024e-33,  1.28269e-25,  0.509078   ])
262710  , -105084     , array([ 0.349153   ,  0.357777   ,  7.27024e-33,  1.28269e-25,  0.509078   ])
262711  , -105121     , array([ 0.348804   ,  0.358135   ,  7.27024e-33,  1.28269e-25,  0.509078   ])
262712  , -105151     , array([ 0.348804   ,  0.357777   ,  7.27751e-33,  1.28269e-25,  0.509078   ])
262713  , -105151     , array([ 0.348804   ,  0.357777   ,  7.27024e-33,  1.28398e-25,  0.509078   ])
262714  , -105259     , array([ 0.348804   ,  0.357777   ,  7.27024e-33,  1.28269e-25,  0.509588   ])
262715  , -88290.7    , array([ 0.419945   ,  0.449174   ,  7.27024e-33,  1.28269e-25,  0.512117   ])
262716  , -88290.7    , array([ 0.419945   ,  0.449174   ,  7.27024e-33,  1.28269e-25,  0.512117   ])
262717  , -88232      , array([ 0.420366   ,  0.449174   ,  7.27024e-33,  1.28269e-25,  0.512117   ])
262718  , -88270.3    , array([ 0.419945   ,  0.449624   ,  7.27024e-33,  1.28269e-25,  0.512117   ])
262719  , -88290.7    , array([ 0.419945   ,  0.449174   ,  7.27751e-33,  1.28269e-25,  0.512117   ])
262720  , -88290.7    , array([ 0.419945   ,  0.449174   ,  7.27024e-33,  1.28398e-25,  0.512117   ])
262721  , -88380.8    , array([ 0.419945   ,  0.449174   ,  7.27024e-33,  1.28269e-25,  0.512629   ])
262722  , -60556.2    , array([ 0.674611   ,  0.645755   ,  7.27024e-33,  1.28269e-25,  0.518896   ])
