262979  , -67388.3    , array([ 0.829901   ,  2.56913    ,  1.14542e-44,  9.5738e-36 ,  0.00953663 ])
262980  , -67394.7    , array([ 0.830731   ,  2.56913    ,  1.14542e-44,  9.5738e-36 ,  0.00953663 ])
262981  , -67391.8    , array([ 0.829901   ,  2.5717     ,  1.14542e-44,  9.5738e-36 ,  0.00953663 ])
262982  , -67388.3    , array([ 0.829901   ,  2.56913    ,  1.14657e-44,  9.5738e-36 ,  0.00953663 ])
262983  , -67388.3    , array([ 0.829901   ,  2.56913    ,  1.14542e-44,  9.58338e-36,  0.00953663 ])
262984  , -67378.3    , array([ 0.829901   ,  2.56913    ,  1.14542e-44,  9.5738e-36 ,  0.00954617 ])
262985  , -67388.3    , array([ 0.829901   ,  2.56913    ,  1.14542e-44,  9.5738e-36 ,  0.00953663 ])
262986  , -49996.4    , array([ 0.491443   ,  1.93563    ,  1.14542e-44,  9.5738e-36 ,  0.0215605  ])
262987  , -49996.4    , array([ 0.491443   ,  1.93563    ,  1.14542e-44,  9.5738e-36 ,  0.0215605  ])
262988  , -50005.6    , array([ 0.491935   ,  1.93563    ,  1.14542e-44,  9.5738e-36 ,  0.0215605  ])
262989  , -50003.1    , array([ 0.491443   ,  1.93757    ,  1.14542e-44,  9.5738e-36 ,  0.0215605  ])
262990  , -49996.4    , array([ 0.491443   ,  1.93563    ,  1.14657e-44,  9.5738e-36 ,  0.0215605  ])
262991  , -49996.4    , array([ 0.491443   ,  1.93563    ,  1.14542e-44,  9.58338e-36,  0.0215605  ])
262992  , -49979.7    , array([ 0.491443   ,  1.93563    ,  1.14542e-44,  9.5738e-36 ,  0.021582   ])
262993  , -443722     , array([ 0.0604314  ,  0.623691   ,  1.14542e-44,  9.5738e-36 ,  0.563264   ])
262994  , -443722     , array([ 0.0604314  ,  0.623691   ,  1.14542e-44,  9.5738e-36 ,  0.563264   ])
262995  , -443333     , array([ 0.0604919  ,  0.623691   ,  1.14542e-44,  9.5738e-36 ,  0.563264   ])
262996  , -443720     , array([ 0.0604314  ,  0.624315   ,  1.14542e-44,  9.5738e-36 ,  0.563264   ])
