5981    , -2336.8     , array([ 2.00453    ,  0.516295   ,  9.18545e-97,  3.0732e-08 ])
5982    , -2336.8     , array([ 2.00654    ,  0.516295   ,  9.18545e-97,  3.0732e-08 ])
5983    , -2336.8     , array([ 2.00453    ,  0.516812   ,  9.18545e-97,  3.0732e-08 ])
5984    , -2336.8     , array([ 2.00453    ,  0.516295   ,  9.19464e-97,  3.0732e-08 ])
5985    , -2336.8     , array([ 2.00453    ,  0.516295   ,  9.18545e-97,  3.07627e-08])
5986    , -2336.8     , array([ 2.00453    ,  0.516295   ,  9.18545e-97,  3.0732e-08 ])
5987    , -2336.8     , array([ 2.00453    ,  0.515705   ,  9.18545e-97,  3.0749e-08 ])
5988    , -2336.8     , array([ 2.00453    ,  0.515705   ,  9.18545e-97,  3.0749e-08 ])
5989    , -2336.8     , array([ 2.00654    ,  0.515705   ,  9.18545e-97,  3.0749e-08 ])
5990    , -2336.8     , array([ 2.00453    ,  0.516221   ,  9.18545e-97,  3.0749e-08 ])
5991    , -2336.8     , array([ 2.00453    ,  0.515705   ,  9.19464e-97,  3.0749e-08 ])
5992    , -2336.8     , array([ 2.00453    ,  0.515705   ,  9.18545e-97,  3.07797e-08])
5993    , -2336.8     , array([ 2.00453    ,  0.513353   ,  9.18545e-97,  3.08171e-08])
5994    , -2336.8     , array([ 2.00453    ,  0.513353   ,  9.18545e-97,  3.08171e-08])
5995    , -2336.8     , array([ 2.00654    ,  0.513353   ,  9.18545e-97,  3.08171e-08])
5996    , -2336.8     , array([ 2.00453    ,  0.513866   ,  9.18545e-97,  3.08171e-08])
5997    , -2336.8     , array([ 2.00453    ,  0.513353   ,  9.19464e-97,  3.08171e-08])
5998    , -2336.8     , array([ 2.00453    ,  0.513353   ,  9.18545e-97,  3.0848e-08 ])
5999    , -2336.8     , array([ 2.00453    ,  0.504049   ,  9.18545e-97,  3.10912e-08])
6000    , -2336.8     , array([ 2.00453    ,  0.504049   ,  9.18545e-97,  3.10912e-08])
6001    , -2336.8     , array([ 2.00654    ,  0.504049   ,  9.18545e-97,  3.10912e-08])
6002    , -2336.8     , array([ 2.00453    ,  0.504554   ,  9.18545e-97,  3.10912e-08])
6003    , -2336.8     , array([ 2.00453    ,  0.504049   ,  9.19464e-97,  3.10912e-08])
6004    , -2336.8     , array([ 2.00453    ,  0.504049   ,  9.18545e-97,  3.11223e-08])
6005    , -2336.8     , array([ 2.00453    ,  0.468492   ,  9.18545e-97,  3.22122e-08])
6006    , -2336.8     , array([ 2.00453    ,  0.468492   ,  9.18545e-97,  3.22122e-08])
6007    , -2336.8     , array([ 2.00654    ,  0.468492   ,  9.18545e-97,  3.22122e-08])
6008    , -2336.8     , array([ 2.00453    ,  0.468961   ,  9.18545e-97,  3.22122e-08])
6009    , -2336.8     , array([ 2.00453    ,  0.468492   ,  9.19464e-97,  3.22122e-08])
6010    , -2336.8     , array([ 2.00453    ,  0.468492   ,  9.18545e-97,  3.22444e-08])
6011    , -2336.8     , array([ 2.00453    ,  0.349639   ,  9.18545e-97,  3.71149e-08])
