Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-1328.92	2667.84	36.29	19935.58	0.9916,0.1134,5.2143,1.5151,0.0537
our_model	Round_1_Replicate_2	-1326.78	2663.56	31.31	19938.44	0.9778,0.1149,5.1996,2.2258,0.0588
our_model	Round_1_Replicate_3	-1311.16	2632.32	0.45	19962.87	1.0165,0.1,4.9038,2.5034,0.0498
our_model	Round_1_Replicate_4	-2029.24	4068.48	1381.16	3738.1	5.2015,0.4841,0.5614,1.7404,30.0
our_model	Round_1_Replicate_5	-2039.68	4089.36	1401.75	10144.01	1.904,0.1844,1.5216,4.553,30.0
our_model	Round_1_Replicate_6	-1487.98	2985.96	359.48	19717.63	0.9826,0.1492,5.5358,0.2771,0.0653
our_model	Round_1_Replicate_7	-1694.61	3399.22	757.48	19363.82	1.0054,0.1819,5.3099,0.2433,0.079
our_model	Round_1_Replicate_8	-1612.21	3234.42	571.5	19460.49	0.9606,0.1797,5.1619,0.815,0.0898
our_model	Round_1_Replicate_9	-1327.14	2664.28	32.7	20019.57	0.9622,0.1135,5.4748,1.7209,0.0553
our_model	Round_1_Replicate_10	-2767.99	5545.98	2717.15	6375.91	2.6899,0.5449,0.9615,1.4154,30.0
our_model	Round_2_Replicate_1	-1786.82	3583.64	1052.73	20413.18	0.9751,0.0255,0.0214,10.5962,0.0108
our_model	Round_2_Replicate_2	-1808.29	3626.58	1097.34	20386.47	1.0866,0.0227,0.0114,15.6243,0.0103
our_model	Round_2_Replicate_3	-1313.78	2637.56	5.73	20049.17	1.0014,0.0936,5.029,2.7886,0.0466
our_model	Round_2_Replicate_4	-2203.03	4416.06	1702.98	42414.63	0.4163,0.0545,7.4038,14.9852,0.9965
our_model	Round_2_Replicate_5	-1780.08	3570.16	1039.41	20375.9	1.0453,0.0259,0.0105,10.3572,0.011
our_model	Round_2_Replicate_6	-1386.74	2783.48	152.77	19957.24	1.1625,0.0693,3.9716,5.1593,0.0351
our_model	Round_2_Replicate_7	-1379.17	2768.34	138.36	20108.96	1.0499,0.0688,4.2324,4.8664,0.0345
our_model	Round_2_Replicate_8	-1316.05	2642.1	10.35	20038.68	0.9784,0.1065,5.4067,2.158,0.0534
our_model	Round_2_Replicate_9	-1515.21	3040.42	416.12	20711.39	0.6911,0.0605,5.0001,3.603,0.0267
our_model	Round_2_Replicate_10	-1417.71	2845.42	215.5	19692.99	1.0267,0.1376,5.2997,0.7503,0.062
our_model	Round_3_Replicate_1	-1316.9	2643.8	11.88	19853.69	1.0458,0.1075,4.9234,2.3994,0.0543
our_model	Round_3_Replicate_2	-1504.21	3018.42	385.58	18994.72	1.4771,0.134,3.6913,0.8859,0.0586
our_model	Round_3_Replicate_3	-1362.28	2734.56	100.8	19910.6	0.9624,0.1237,5.1032,2.3612,0.0698
our_model	Round_3_Replicate_4	-1327.13	2664.26	32.32	19737.83	1.1064,0.1089,4.8301,2.4841,0.0556
our_model	Round_3_Replicate_5	-1400.74	2811.48	185.81	19897.93	1.2823,0.0716,4.1638,3.005,0.0322
our_model	Round_3_Replicate_6	-1331.75	2673.5	42.44	20041.1	1.0477,0.083,4.7001,3.0318,0.0399
our_model	Round_3_Replicate_7	-1323.06	2656.12	24.23	20068.76	1.0046,0.0877,4.8181,3.472,0.0453
our_model	Round_3_Replicate_8	-1350.36	2710.72	80.01	20300.37	0.9071,0.0779,5.0008,3.4739,0.038
our_model	Round_3_Replicate_9	-1316.1	2642.2	10.37	20053.06	1.0032,0.0914,4.9116,3.0499,0.0463
our_model	Round_3_Replicate_10	-1467.71	2945.42	326.04	20212.92	1.0152,0.0567,3.534,3.9029,0.0245
our_model	Round_4_Replicate_1	-1325.77	2661.54	29.97	20062.87	1.0071,0.0875,4.7632,2.5353,0.0411
our_model	Round_4_Replicate_2	-1394.11	2798.22	172.33	19995.07	1.1808,0.0681,4.1097,3.7734,0.0314
our_model	Round_4_Replicate_3	-1311.41	2632.82	0.96	20007.75	1.0043,0.0973,4.9416,2.6286,0.0486
our_model	Round_4_Replicate_4	-1311.83	2633.66	1.8	20016.27	1.0019,0.0966,4.9476,2.7533,0.0487
our_model	Round_4_Replicate_5	-1312.1	2634.2	2.35	19975.22	1.0194,0.0994,4.9948,2.3239,0.0486
our_model	Round_4_Replicate_6	-1311.92	2633.84	1.98	19977.57	0.9978,0.104,5.0362,2.3672,0.0523
our_model	Round_4_Replicate_7	-1311.5	2633.0	1.14	20026.21	0.9955,0.097,4.9692,2.6354,0.0485
our_model	Round_4_Replicate_8	-1319.22	2648.44	16.55	19807.29	1.0919,0.1046,4.862,2.441,0.0525
our_model	Round_4_Replicate_9	-1312.91	2635.82	3.99	20024.86	1.0096,0.0947,4.966,2.6061,0.0468
our_model	Round_4_Replicate_10	-1338.52	2687.04	55.07	20092.95	0.99,0.0812,4.4446,3.5187,0.0394
