212059  , -79020.6    , array([ 0.0181338  ,  0.00699373 ,  3.55222e-21,  3.80049e-10,  3.2483e-07 ])
212060  , -79020.6    , array([ 0.018152   ,  0.00699373 ,  3.55222e-21,  3.80049e-10,  3.2483e-07 ])
212061  , -79020.7    , array([ 0.0181338  ,  0.00700073 ,  3.55222e-21,  3.80049e-10,  3.2483e-07 ])
212062  , -79020.6    , array([ 0.0181338  ,  0.00699373 ,  3.55578e-21,  3.80049e-10,  3.2483e-07 ])
212063  , -79020.6    , array([ 0.0181338  ,  0.00699373 ,  3.55222e-21,  3.80429e-10,  3.2483e-07 ])
212064  , -79020.5    , array([ 0.0181338  ,  0.00699373 ,  3.55222e-21,  3.80049e-10,  3.25155e-07])
212065  , -79020.6    , array([ 0.0181338  ,  0.00699373 ,  3.55222e-21,  3.80049e-10,  3.2483e-07 ])
212066  , -78831.9    , array([ 0.0154198  ,  0.00376711 ,  3.55222e-21,  3.80049e-10,  7.09797e-07])
212067  , -78831.9    , array([ 0.0154198  ,  0.00376711 ,  3.55222e-21,  3.80049e-10,  7.09797e-07])
212068  , -78831.9    , array([ 0.0154352  ,  0.00376711 ,  3.55222e-21,  3.80049e-10,  7.09797e-07])
212069  , -78832.1    , array([ 0.0154198  ,  0.00377088 ,  3.55222e-21,  3.80049e-10,  7.09797e-07])
212070  , -78831.9    , array([ 0.0154198  ,  0.00376711 ,  3.55578e-21,  3.80049e-10,  7.09797e-07])
212071  , -78831.9    , array([ 0.0154198  ,  0.00376711 ,  3.55222e-21,  3.80429e-10,  7.09797e-07])
212072  , -78831.6    , array([ 0.0154198  ,  0.00376711 ,  3.55222e-21,  3.80049e-10,  7.10508e-07])
212080  , -78831.9    , array([ 0.0154197  ,  0.00376709 ,  3.55222e-21,  3.80049e-10,  7.09802e-07])
212081  , -78831.9    , array([ 0.0154197  ,  0.00376709 ,  3.55222e-21,  3.80049e-10,  7.09802e-07])
212082  , -78831.9    , array([ 0.0154352  ,  0.00376709 ,  3.55222e-21,  3.80049e-10,  7.09802e-07])
212083  , -78832.1    , array([ 0.0154197  ,  0.00377086 ,  3.55222e-21,  3.80049e-10,  7.09802e-07])
212084  , -78831.9    , array([ 0.0154197  ,  0.00376709 ,  3.55578e-21,  3.80049e-10,  7.09802e-07])
212085  , -78831.9    , array([ 0.0154197  ,  0.00376709 ,  3.55222e-21,  3.80429e-10,  7.09802e-07])
212086  , -78831.6    , array([ 0.0154197  ,  0.00376709 ,  3.55222e-21,  3.80049e-10,  7.10513e-07])
212087  , -78831.9    , array([ 0.0154197  ,  0.00376707 ,  3.55222e-21,  3.80049e-10,  7.09808e-07])
212088  , -78831.9    , array([ 0.0154197  ,  0.00376707 ,  3.55222e-21,  3.80049e-10,  7.09808e-07])
212089  , -78831.9    , array([ 0.0154352  ,  0.00376707 ,  3.55222e-21,  3.80049e-10,  7.09808e-07])
212090  , -78832.1    , array([ 0.0154197  ,  0.00377084 ,  3.55222e-21,  3.80049e-10,  7.09808e-07])
212091  , -78831.9    , array([ 0.0154197  ,  0.00376707 ,  3.55578e-21,  3.80049e-10,  7.09808e-07])
212092  , -78831.9    , array([ 0.0154197  ,  0.00376707 ,  3.55222e-21,  3.80429e-10,  7.09808e-07])
212093  , -78831.6    , array([ 0.0154197  ,  0.00376707 ,  3.55222e-21,  3.80049e-10,  7.10518e-07])
212094  , -75330.8    , array([ 0.0111495  ,  0.00109296 ,  3.55222e-21,  3.80049e-10,  3.38917e-06])
212095  , -75330.8    , array([ 0.0111495  ,  0.00109296 ,  3.55222e-21,  3.80049e-10,  3.38917e-06])
212096  , -75331      , array([ 0.0111606  ,  0.00109296 ,  3.55222e-21,  3.80049e-10,  3.38917e-06])
212097  , -75334.2    , array([ 0.0111495  ,  0.00109406 ,  3.55222e-21,  3.80049e-10,  3.38917e-06])
212098  , -75330.8    , array([ 0.0111495  ,  0.00109296 ,  3.55578e-21,  3.80049e-10,  3.38917e-06])
212099  , -75330.8    , array([ 0.0111495  ,  0.00109296 ,  3.55222e-21,  3.80429e-10,  3.38917e-06])
212100  , -75327.1    , array([ 0.0111495  ,  0.00109296 ,  3.55222e-21,  3.80049e-10,  3.39256e-06])
212101  , -75330.6    , array([ 0.0111494  ,  0.00109294 ,  3.55222e-21,  3.80049e-10,  3.38925e-06])
212102  , -75330.6    , array([ 0.0111494  ,  0.00109294 ,  3.55222e-21,  3.80049e-10,  3.38925e-06])
212103  , -75330.8    , array([ 0.0111606  ,  0.00109294 ,  3.55222e-21,  3.80049e-10,  3.38925e-06])
212104  , -75334      , array([ 0.0111494  ,  0.00109403 ,  3.55222e-21,  3.80049e-10,  3.38925e-06])
212105  , -75330.6    , array([ 0.0111494  ,  0.00109294 ,  3.55578e-21,  3.80049e-10,  3.38925e-06])
212106  , -75330.6    , array([ 0.0111494  ,  0.00109294 ,  3.55222e-21,  3.80429e-10,  3.38925e-06])
212107  , -75327      , array([ 0.0111494  ,  0.00109294 ,  3.55222e-21,  3.80049e-10,  3.39265e-06])
212108  , -75330.4    , array([ 0.0111493  ,  0.00109292 ,  3.55222e-21,  3.80049e-10,  3.38934e-06])
212109  , -75330.4    , array([ 0.0111493  ,  0.00109292 ,  3.55222e-21,  3.80049e-10,  3.38934e-06])
212110  , -75330.7    , array([ 0.0111605  ,  0.00109292 ,  3.55222e-21,  3.80049e-10,  3.38934e-06])
212111  , -75333.8    , array([ 0.0111493  ,  0.00109401 ,  3.55222e-21,  3.80049e-10,  3.38934e-06])
212112  , -75330.4    , array([ 0.0111493  ,  0.00109292 ,  3.55578e-21,  3.80049e-10,  3.38934e-06])
