6498    , -2353.2     , array([ 54.215     ,  1.3449     ,  0.000857796,  1.92306e-56])
6499    , -2353.2     , array([ 54.2693    ,  1.3449     ,  0.000857796,  1.92306e-56])
6500    , -2353.2     , array([ 54.215     ,  1.34625    ,  0.000857796,  1.92306e-56])
6501    , -2353.22    , array([ 54.215     ,  1.3449     ,  0.000858654,  1.92306e-56])
6502    , -2353.2     , array([ 54.215     ,  1.3449     ,  0.000857796,  1.92498e-56])
6503    , -2353.2     , array([ 54.215     ,  1.3449     ,  0.000857796,  1.92306e-56])
6504    , -2342.72    , array([ 53.1973    ,  1.3449     ,  0.000312481,  1.92306e-56])
6505    , -2342.72    , array([ 53.1973    ,  1.3449     ,  0.000312481,  1.92306e-56])
6506    , -2342.72    , array([ 53.2505    ,  1.3449     ,  0.000312481,  1.92306e-56])
6507    , -2342.72    , array([ 53.1973    ,  1.34625    ,  0.000312481,  1.92306e-56])
6508    , -2342.73    , array([ 53.1973    ,  1.3449     ,  0.000312794,  1.92306e-56])
6509    , -2342.72    , array([ 53.1973    ,  1.3449     ,  0.000312481,  1.92498e-56])
6510    , -2340.17    , array([ 52.4581    ,  1.3449     ,  0.00017791 ,  1.92306e-56])
6511    , -2340.17    , array([ 52.4581    ,  1.3449     ,  0.00017791 ,  1.92306e-56])
6512    , -2340.17    , array([ 52.5106    ,  1.3449     ,  0.00017791 ,  1.92306e-56])
6513    , -2340.17    , array([ 52.4581    ,  1.34625    ,  0.00017791 ,  1.92306e-56])
6514    , -2340.17    , array([ 52.4581    ,  1.3449     ,  0.000178088,  1.92306e-56])
6515    , -2340.17    , array([ 52.4581    ,  1.3449     ,  0.00017791 ,  1.92498e-56])
6516    , -2338.41    , array([ 51.3957    ,  1.3449     ,  8.5145e-05 ,  1.92306e-56])
6517    , -2338.41    , array([ 51.3957    ,  1.3449     ,  8.5145e-05 ,  1.92306e-56])
6518    , -2338.41    , array([ 51.4471    ,  1.3449     ,  8.5145e-05 ,  1.92306e-56])
6519    , -2338.41    , array([ 51.3957    ,  1.34625    ,  8.5145e-05 ,  1.92306e-56])
6520    , -2338.41    , array([ 51.3957    ,  1.3449     ,  8.52302e-05,  1.92306e-56])
6521    , -2338.41    , array([ 51.3957    ,  1.3449     ,  8.5145e-05 ,  1.92498e-56])
6522    , -2337.62    , array([ 50.3819    ,  1.3449     ,  4.34792e-05,  1.92306e-56])
6523    , -2337.62    , array([ 50.3819    ,  1.3449     ,  4.34792e-05,  1.92306e-56])
6524    , -2337.62    , array([ 50.4323    ,  1.3449     ,  4.34792e-05,  1.92306e-56])
6525    , -2337.62    , array([ 50.3819    ,  1.34625    ,  4.34792e-05,  1.92306e-56])
6526    , -2337.62    , array([ 50.3819    ,  1.3449     ,  4.35227e-05,  1.92306e-56])
6527    , -2337.62    , array([ 50.3819    ,  1.3449     ,  4.34792e-05,  1.92498e-56])
6528    , -2337.21    , array([ 49.3152    ,  1.3449     ,  2.16156e-05,  1.92306e-56])
6529    , -2337.21    , array([ 49.3152    ,  1.3449     ,  2.16156e-05,  1.92306e-56])
6530    , -2337.21    , array([ 49.3645    ,  1.3449     ,  2.16156e-05,  1.92306e-56])
6531    , -2337.21    , array([ 49.3152    ,  1.34625    ,  2.16156e-05,  1.92306e-56])
6532    , -2337.21    , array([ 49.3152    ,  1.3449     ,  2.16373e-05,  1.92306e-56])
6533    , -2337.21    , array([ 49.3152    ,  1.3449     ,  2.16156e-05,  1.92498e-56])
6534    , -2337.01    , array([ 48.2676    ,  1.3449     ,  1.08484e-05,  1.92306e-56])
6535    , -2337.01    , array([ 48.2676    ,  1.3449     ,  1.08484e-05,  1.92306e-56])
6536    , -2337.01    , array([ 48.3159    ,  1.3449     ,  1.08484e-05,  1.92306e-56])
6537    , -2337.01    , array([ 48.2676    ,  1.34625    ,  1.08484e-05,  1.92306e-56])
6538    , -2337.01    , array([ 48.2676    ,  1.3449     ,  1.08593e-05,  1.92306e-56])
6539    , -2337.01    , array([ 48.2676    ,  1.3449     ,  1.08484e-05,  1.92498e-56])
6540    , -2336.91    , array([ 47.2274    ,  1.3449     ,  5.42225e-06,  1.92306e-56])
6541    , -2336.91    , array([ 47.2274    ,  1.3449     ,  5.42225e-06,  1.92306e-56])
6542    , -2336.91    , array([ 47.2746    ,  1.3449     ,  5.42225e-06,  1.92306e-56])
6543    , -2336.91    , array([ 47.2274    ,  1.34625    ,  5.42225e-06,  1.92306e-56])
6544    , -2336.91    , array([ 47.2274    ,  1.3449     ,  5.42767e-06,  1.92306e-56])
6545    , -2336.91    , array([ 47.2274    ,  1.3449     ,  5.42225e-06,  1.92498e-56])
6546    , -2336.86    , array([ 46.2071    ,  1.3449     ,  2.71385e-06,  1.92306e-56])
6547    , -2336.86    , array([ 46.2071    ,  1.3449     ,  2.71385e-06,  1.92306e-56])
6548    , -2336.86    , array([ 46.2533    ,  1.3449     ,  2.71385e-06,  1.92306e-56])
6549    , -2336.86    , array([ 46.2071    ,  1.34625    ,  2.71385e-06,  1.92306e-56])
6550    , -2336.86    , array([ 46.2071    ,  1.3449     ,  2.71657e-06,  1.92306e-56])
6551    , -2336.86    , array([ 46.2071    ,  1.3449     ,  2.71385e-06,  1.92498e-56])
6552    , -2336.83    , array([ 45.2057    ,  1.3449     ,  1.35743e-06,  1.92306e-56])
6553    , -2336.83    , array([ 45.2057    ,  1.3449     ,  1.35743e-06,  1.92306e-56])
6554    , -2336.83    , array([ 45.2509    ,  1.3449     ,  1.35743e-06,  1.92306e-56])
6555    , -2336.83    , array([ 45.2057    ,  1.34625    ,  1.35743e-06,  1.92306e-56])
6556    , -2336.83    , array([ 45.2057    ,  1.3449     ,  1.35879e-06,  1.92306e-56])
6557    , -2336.83    , array([ 45.2057    ,  1.3449     ,  1.35743e-06,  1.92498e-56])
6558    , -2336.82    , array([ 44.2251    ,  1.3449     ,  6.79105e-07,  1.92306e-56])
6559    , -2336.82    , array([ 44.2251    ,  1.3449     ,  6.79105e-07,  1.92306e-56])
6560    , -2336.82    , array([ 44.2693    ,  1.3449     ,  6.79105e-07,  1.92306e-56])
6561    , -2336.82    , array([ 44.2251    ,  1.34625    ,  6.79105e-07,  1.92306e-56])
6562    , -2336.82    , array([ 44.2251    ,  1.3449     ,  6.79784e-07,  1.92306e-56])
6563    , -2336.82    , array([ 44.2251    ,  1.3449     ,  6.79105e-07,  1.92498e-56])
6564    , -2336.81    , array([ 43.2651    ,  1.3449     ,  3.39718e-07,  1.92306e-56])
6565    , -2336.81    , array([ 43.2651    ,  1.3449     ,  3.39718e-07,  1.92306e-56])
6566    , -2336.81    , array([ 43.3084    ,  1.3449     ,  3.39718e-07,  1.92306e-56])
6567    , -2336.81    , array([ 43.2651    ,  1.34625    ,  3.39718e-07,  1.92306e-56])
6568    , -2336.81    , array([ 43.2651    ,  1.3449     ,  3.40058e-07,  1.92306e-56])
6569    , -2336.81    , array([ 43.2651    ,  1.3449     ,  3.39718e-07,  1.92498e-56])
6570    , -2336.81    , array([ 42.3257    ,  1.3449     ,  1.69945e-07,  1.92306e-56])
6571    , -2336.81    , array([ 42.3257    ,  1.3449     ,  1.69945e-07,  1.92306e-56])
6572    , -2336.81    , array([ 42.3681    ,  1.3449     ,  1.69945e-07,  1.92306e-56])
6573    , -2336.81    , array([ 42.3257    ,  1.34625    ,  1.69945e-07,  1.92306e-56])
6574    , -2336.81    , array([ 42.3257    ,  1.3449     ,  1.70115e-07,  1.92306e-56])
6575    , -2336.81    , array([ 42.3257    ,  1.3449     ,  1.69945e-07,  1.92498e-56])
6576    , -2336.81    , array([ 41.4066    ,  1.3449     ,  8.50173e-08,  1.92306e-56])
6577    , -2336.81    , array([ 41.4066    ,  1.3449     ,  8.50173e-08,  1.92306e-56])
6578    , -2336.81    , array([ 41.448     ,  1.3449     ,  8.50173e-08,  1.92306e-56])
6579    , -2336.81    , array([ 41.4066    ,  1.34625    ,  8.50173e-08,  1.92306e-56])
6580    , -2336.81    , array([ 41.4066    ,  1.3449     ,  8.51024e-08,  1.92306e-56])
6581    , -2336.81    , array([ 41.4066    ,  1.3449     ,  8.50173e-08,  1.92498e-56])
6582    , -2336.81    , array([ 40.5073    ,  1.3449     ,  4.25289e-08,  1.92306e-56])
6583    , -2336.81    , array([ 40.5073    ,  1.3449     ,  4.25289e-08,  1.92306e-56])
6584    , -2336.81    , array([ 40.5478    ,  1.3449     ,  4.25289e-08,  1.92306e-56])
6585    , -2336.81    , array([ 40.5073    ,  1.34625    ,  4.25289e-08,  1.92306e-56])
6586    , -2336.81    , array([ 40.5073    ,  1.3449     ,  4.25714e-08,  1.92306e-56])
6587    , -2336.81    , array([ 40.5073    ,  1.3449     ,  4.25289e-08,  1.92498e-56])
6588    , -2336.8     , array([ 39.6276    ,  1.3449     ,  2.1276e-08 ,  1.92306e-56])
6589    , -2336.8     , array([ 39.6276    ,  1.3449     ,  2.1276e-08 ,  1.92306e-56])
6590    , -2336.8     , array([ 39.6672    ,  1.3449     ,  2.1276e-08 ,  1.92306e-56])
6591    , -2336.8     , array([ 39.6276    ,  1.34625    ,  2.1276e-08 ,  1.92306e-56])
