486     , -14962.8    , array([ 0.00660703 ,  1.3483     ,  0.0026832  ,  0.0375722  ])
487     , -14959.9    , array([ 0.00661364 ,  1.3483     ,  0.0026832  ,  0.0375722  ])
488     , -14962.6    , array([ 0.00660703 ,  1.34965    ,  0.0026832  ,  0.0375722  ])
489     , -14965.6    , array([ 0.00660703 ,  1.3483     ,  0.00268589 ,  0.0375722  ])
490     , -14962.7    , array([ 0.00660703 ,  1.3483     ,  0.0026832  ,  0.0376098  ])
491     , -14962.8    , array([ 0.00660703 ,  1.3483     ,  0.0026832  ,  0.0375722  ])
492     , -12852.4    , array([ 0.0135411  ,  1.39788    ,  0.00131996 ,  0.0385001  ])
493     , -12852.4    , array([ 0.0135411  ,  1.39788    ,  0.00131996 ,  0.0385001  ])
494     , -12852      , array([ 0.0135546  ,  1.39788    ,  0.00131996 ,  0.0385001  ])
495     , -12852.3    , array([ 0.0135411  ,  1.39928    ,  0.00131996 ,  0.0385001  ])
496     , -12852.7    , array([ 0.0135411  ,  1.39788    ,  0.00132128 ,  0.0385001  ])
497     , -12852.6    , array([ 0.0135411  ,  1.39788    ,  0.00131996 ,  0.0385387  ])
498     , -12751.1    , array([ 0.0303866  ,  45.6239    ,  0.000478604,  3.24519e-08])
499     , -12751.1    , array([ 0.0303866  ,  45.6239    ,  0.000478604,  3.24519e-08])
500     , -12751.2    , array([ 0.030417   ,  45.6239    ,  0.000478604,  3.24519e-08])
501     , -12751.1    , array([ 0.0303866  ,  45.6695    ,  0.000478604,  3.24519e-08])
502     , -12751      , array([ 0.0303866  ,  45.6239    ,  0.000479083,  3.24519e-08])
503     , -12751.1    , array([ 0.0303866  ,  45.6239    ,  0.000478604,  3.24844e-08])
510     , -12751.1    , array([ 0.0303866  ,  45.6239    ,  0.000478604,  3.24519e-08])
511     , -12751.1    , array([ 0.0303866  ,  45.6239    ,  0.000478604,  3.24519e-08])
512     , -12751.2    , array([ 0.030417   ,  45.6239    ,  0.000478604,  3.24519e-08])
513     , -12751.1    , array([ 0.0303866  ,  45.6695    ,  0.000478604,  3.24519e-08])
514     , -12751      , array([ 0.0303866  ,  45.6239    ,  0.000479083,  3.24519e-08])
515     , -12751.1    , array([ 0.0303866  ,  45.6239    ,  0.000478604,  3.24844e-08])
516     , -12751.1    , array([ 0.0303866  ,  45.6242    ,  0.000478604,  3.2452e-08 ])
517     , -12751.1    , array([ 0.0303866  ,  45.6242    ,  0.000478604,  3.2452e-08 ])
518     , -12751.2    , array([ 0.030417   ,  45.6242    ,  0.000478604,  3.2452e-08 ])
519     , -12751.1    , array([ 0.0303866  ,  45.6699    ,  0.000478604,  3.2452e-08 ])
520     , -12751      , array([ 0.0303866  ,  45.6242    ,  0.000479082,  3.2452e-08 ])
521     , -12751.1    , array([ 0.0303866  ,  45.6242    ,  0.000478604,  3.24844e-08])
528     , -12751.1    , array([ 0.0303866  ,  45.6242    ,  0.000478604,  3.2452e-08 ])
529     , -12751.1    , array([ 0.0303866  ,  45.6242    ,  0.000478604,  3.2452e-08 ])
530     , -12751.2    , array([ 0.030417   ,  45.6242    ,  0.000478604,  3.2452e-08 ])
531     , -12751.1    , array([ 0.0303866  ,  45.6699    ,  0.000478604,  3.2452e-08 ])
532     , -12751      , array([ 0.0303866  ,  45.6242    ,  0.000479082,  3.2452e-08 ])
533     , -12751.1    , array([ 0.0303866  ,  45.6242    ,  0.000478604,  3.24844e-08])
534     , -12751.1    , array([ 0.0303866  ,  45.6242    ,  0.000478604,  3.2452e-08 ])
535     , -12751.1    , array([ 0.0303866  ,  45.6242    ,  0.000478604,  3.2452e-08 ])
536     , -12751.2    , array([ 0.030417   ,  45.6242    ,  0.000478604,  3.2452e-08 ])
537     , -12751.1    , array([ 0.0303866  ,  45.6699    ,  0.000478604,  3.2452e-08 ])
538     , -12751      , array([ 0.0303866  ,  45.6242    ,  0.000479082,  3.2452e-08 ])
539     , -12751.1    , array([ 0.0303866  ,  45.6242    ,  0.000478604,  3.24844e-08])
546     , -12751.1    , array([ 0.0303866  ,  45.6242    ,  0.000478604,  3.2452e-08 ])
547     , -12751.1    , array([ 0.0303866  ,  45.6242    ,  0.000478604,  3.2452e-08 ])
548     , -12751.2    , array([ 0.030417   ,  45.6242    ,  0.000478604,  3.2452e-08 ])
