Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-395.41	798.82	600.66	28267.96	2.6953,0.2632,2.5881,0.6021
our_model	Round_1_Replicate_2	-396.74	801.48	603.96	19224.46	2.2508,0.385,30.0,0.7458
our_model	Round_1_Replicate_3	-398.13	804.26	606.52	8156.24	30.0,0.906,6.785,2.0284
our_model	Round_1_Replicate_4	-394.64	797.28	599.28	27614.58	3.8161,0.2697,3.0454,0.6771
our_model	Round_1_Replicate_5	-394.99	797.98	599.87	16832.23	8.7534,0.4423,4.7641,1.1189
our_model	Round_1_Replicate_6	-396.81	801.62	604.08	16908.5	2.5427,0.4377,30.0,0.8445
our_model	Round_1_Replicate_7	-394.55	797.1	599.05	12891.84	5.2708,0.5779,13.3824,1.3856
our_model	Round_1_Replicate_8	-394.07	796.14	598.25	26019.13	4.3666,0.2864,4.4682,0.7685
our_model	Round_1_Replicate_9	-399.05	806.1	608.2	15565.91	30.0,0.4743,2.61,1.0325
our_model	Round_1_Replicate_10	-398.59	805.18	607.36	9424.2	30.0,0.7838,5.4542,1.7349
our_model	Round_2_Replicate_1	-393.61	795.22	597.66	29237.34	4.0422,0.2548,5.7961,0.7296
our_model	Round_2_Replicate_2	-394.54	797.08	599.85	19482.8	6.3761,0.381,4.6686,0.975
our_model	Round_2_Replicate_3	-393.47	794.94	597.83	43882.29	29.9829,0.1695,2.4239,0.5545
our_model	Round_2_Replicate_4	-393.26	794.52	597.44	25417.11	29.7401,0.2927,6.9993,1.0269
our_model	Round_2_Replicate_5	-393.04	794.08	597.03	43005.86	29.7359,0.1731,7.0431,0.702
our_model	Round_2_Replicate_6	-394.22	796.44	598.67	20003.32	3.654,0.3722,9.336,0.926
our_model	Round_2_Replicate_7	-394.41	796.82	599.51	41767.98	1.493,0.1778,30.0,0.4215
our_model	Round_2_Replicate_8	-396.07	800.14	602.71	28742.62	1.6162,0.2577,30.0,0.5215
our_model	Round_2_Replicate_9	-393.27	794.54	597.45	34299.72	29.7938,0.2169,4.7155,0.7613
our_model	Round_2_Replicate_10	-394.84	797.68	600.43	13580.73	29.9994,0.5464,5.7672,1.4641
our_model	Round_2_Replicate_11	-394.2	796.4	599.36	21263.68	3.4888,0.3491,8.048,0.8663
our_model	Round_2_Replicate_12	-394.36	796.72	599.61	20124.71	7.0573,0.3688,4.6473,0.9708
our_model	Round_2_Replicate_13	-397.56	803.12	605.46	11630.64	30.0,0.6358,4.5461,1.4623
our_model	Round_2_Replicate_14	-394.88	797.76	599.79	44284.98	1.278,0.1681,29.9303,0.3803
our_model	Round_2_Replicate_15	-395.03	798.06	600.91	23630.89	9.7758,0.3137,2.6824,0.7999
our_model	Round_2_Replicate_16	-394.7	797.4	600.17	18582.43	29.9829,0.3994,3.9803,1.0864
our_model	Round_2_Replicate_17	-396.22	800.44	602.99	14835.35	30.0,0.4992,3.8764,1.2209
our_model	Round_2_Replicate_18	-393.63	795.26	598.18	23483.85	6.4652,0.3165,6.1241,0.9226
our_model	Round_2_Replicate_19	-393.48	794.96	597.88	26961.21	12.1772,0.2758,5.0863,0.875
our_model	Round_2_Replicate_20	-396.69	801.38	603.87	17525.5	30.0,0.4223,2.8343,1.0058
