136336  , -3142.08    , array([ 0.444505   ,  0.00419553 ,  1.4265e-30 ,  2.10344e-34,  0.00118847 ])
136337  , -3142.14    , array([ 0.444949   ,  0.00419553 ,  1.4265e-30 ,  2.10344e-34,  0.00118847 ])
136338  , -3148.09    , array([ 0.444505   ,  0.00419973 ,  1.4265e-30 ,  2.10344e-34,  0.00118847 ])
136339  , -3142.08    , array([ 0.444505   ,  0.00419553 ,  1.42792e-30,  2.10344e-34,  0.00118847 ])
136340  , -3142.08    , array([ 0.444505   ,  0.00419553 ,  1.4265e-30 ,  2.10555e-34,  0.00118847 ])
136341  , -3135.96    , array([ 0.444505   ,  0.00419553 ,  1.4265e-30 ,  2.10344e-34,  0.00118966 ])
136342  , -3142.08    , array([ 0.444505   ,  0.00419553 ,  1.4265e-30 ,  2.10344e-34,  0.00118847 ])
136343  , -29508.5    , array([ 0.441359   ,  0.00206827 ,  1.4265e-30 ,  2.10344e-34,  0.00244395 ])
136344  , -29508.5    , array([ 0.441359   ,  0.00206827 ,  1.4265e-30 ,  2.10344e-34,  0.00244395 ])
136345  , -29508.6    , array([ 0.441801   ,  0.00206827 ,  1.4265e-30 ,  2.10344e-34,  0.00244395 ])
136346  , -29461.7    , array([ 0.441359   ,  0.00207034 ,  1.4265e-30 ,  2.10344e-34,  0.00244395 ])
136347  , -29508.5    , array([ 0.441359   ,  0.00206827 ,  1.42792e-30,  2.10344e-34,  0.00244395 ])
136348  , -29508.5    , array([ 0.441359   ,  0.00206827 ,  1.4265e-30 ,  2.10555e-34,  0.00244395 ])
136349  , -29554.3    , array([ 0.441359   ,  0.00206827 ,  1.4265e-30 ,  2.10344e-34,  0.0024464  ])
136350  , -2536.73    , array([ 0.444091   ,  0.00382433 ,  1.4265e-30 ,  2.10344e-34,  0.00130616 ])
136351  , -2536.73    , array([ 0.444091   ,  0.00382433 ,  1.4265e-30 ,  2.10344e-34,  0.00130616 ])
136352  , -2536.77    , array([ 0.444536   ,  0.00382433 ,  1.4265e-30 ,  2.10344e-34,  0.00130616 ])
136353  , -2536.99    , array([ 0.444091   ,  0.00382815 ,  1.4265e-30 ,  2.10344e-34,  0.00130616 ])
136354  , -2536.73    , array([ 0.444091   ,  0.00382433 ,  1.42792e-30,  2.10344e-34,  0.00130616 ])
136355  , -2536.73    , array([ 0.444091   ,  0.00382433 ,  1.4265e-30 ,  2.10555e-34,  0.00130616 ])
136356  , -2536.33    , array([ 0.444091   ,  0.00382433 ,  1.4265e-30 ,  2.10344e-34,  0.00130747 ])
136357  , -3.04424e+06, array([ 0.0027868  ,  5.74827    ,  1.4265e-30 ,  2.10344e-34,  1.98805    ])
136358  , -3.04424e+06, array([ 0.0027868  ,  5.74827    ,  1.4265e-30 ,  2.10344e-34,  1.98805    ])
136359  , -3.04417e+06, array([ 0.00278959 ,  5.74827    ,  1.4265e-30 ,  2.10344e-34,  1.98805    ])
136360  , -3.04427e+06, array([ 0.0027868  ,  5.75402    ,  1.4265e-30 ,  2.10344e-34,  1.98805    ])
136361  , -3.0442e+06 , array([ 0.0027868  ,  5.74827    ,  1.42792e-30,  2.10344e-34,  1.98805    ])
136362  , -3.04424e+06, array([ 0.0027868  ,  5.74827    ,  1.4265e-30 ,  2.10555e-34,  1.98805    ])
136363  , -3.04424e+06, array([ 0.0027868  ,  5.74827    ,  1.4265e-30 ,  2.10344e-34,  1.99004    ])
136364  , -2536.62    , array([ 0.443928   ,  0.00382635 ,  1.4265e-30 ,  2.10344e-34,  0.00130686 ])
136365  , -2536.62    , array([ 0.443928   ,  0.00382635 ,  1.4265e-30 ,  2.10344e-34,  0.00130686 ])
136366  , -2536.67    , array([ 0.444373   ,  0.00382635 ,  1.4265e-30 ,  2.10344e-34,  0.00130686 ])
136367  , -2536.88    , array([ 0.443928   ,  0.00383018 ,  1.4265e-30 ,  2.10344e-34,  0.00130686 ])
136368  , -2536.62    , array([ 0.443928   ,  0.00382635 ,  1.42792e-30,  2.10344e-34,  0.00130686 ])
136369  , -2536.62    , array([ 0.443928   ,  0.00382635 ,  1.4265e-30 ,  2.10555e-34,  0.00130686 ])
136370  , -2536.22    , array([ 0.443928   ,  0.00382635 ,  1.4265e-30 ,  2.10344e-34,  0.00130816 ])
136371  , -2536.51    , array([ 0.443766   ,  0.00382838 ,  1.4265e-30 ,  2.10344e-34,  0.00130755 ])
136372  , -2536.51    , array([ 0.443766   ,  0.00382838 ,  1.4265e-30 ,  2.10344e-34,  0.00130755 ])
136373  , -2536.56    , array([ 0.44421    ,  0.00382838 ,  1.4265e-30 ,  2.10344e-34,  0.00130755 ])
136374  , -2536.78    , array([ 0.443766   ,  0.00383221 ,  1.4265e-30 ,  2.10344e-34,  0.00130755 ])
136375  , -2536.51    , array([ 0.443766   ,  0.00382838 ,  1.42792e-30,  2.10344e-34,  0.00130755 ])
136376  , -2536.51    , array([ 0.443766   ,  0.00382838 ,  1.4265e-30 ,  2.10555e-34,  0.00130755 ])
136377  , -2536.12    , array([ 0.443766   ,  0.00382838 ,  1.4265e-30 ,  2.10344e-34,  0.00130886 ])
136378  , -108920     , array([ 0.0351665  ,  0.148346   ,  1.4265e-30 ,  2.10344e-34,  0.050985   ])
136379  , -108920     , array([ 0.0351665  ,  0.148346   ,  1.4265e-30 ,  2.10344e-34,  0.050985   ])
136380  , -108829     , array([ 0.0352017  ,  0.148346   ,  1.4265e-30 ,  2.10344e-34,  0.050985   ])
136381  , -108935     , array([ 0.0351665  ,  0.148494   ,  1.4265e-30 ,  2.10344e-34,  0.050985   ])
136382  , -108920     , array([ 0.0351665  ,  0.148346   ,  1.42792e-30,  2.10344e-34,  0.050985   ])
136383  , -108920     , array([ 0.0351665  ,  0.148346   ,  1.4265e-30 ,  2.10555e-34,  0.050985   ])
136384  , -108985     , array([ 0.0351665  ,  0.148346   ,  1.4265e-30 ,  2.10344e-34,  0.051036   ])
136385  , -2348.62    , array([ 0.25399    ,  0.00856235 ,  1.4265e-30 ,  2.10344e-34,  0.00292843 ])
136386  , -2348.62    , array([ 0.25399    ,  0.00856235 ,  1.4265e-30 ,  2.10344e-34,  0.00292843 ])
136387  , -2348.58    , array([ 0.254244   ,  0.00856235 ,  1.4265e-30 ,  2.10344e-34,  0.00292843 ])
136388  , -2348.86    , array([ 0.25399    ,  0.00857092 ,  1.4265e-30 ,  2.10344e-34,  0.00292843 ])
136389  , -2348.62    , array([ 0.25399    ,  0.00856235 ,  1.42792e-30,  2.10344e-34,  0.00292843 ])
136390  , -2348.62    , array([ 0.25399    ,  0.00856235 ,  1.4265e-30 ,  2.10555e-34,  0.00292843 ])
136391  , -2348.22    , array([ 0.25399    ,  0.00856235 ,  1.4265e-30 ,  2.10344e-34,  0.00293136 ])
136392  , -25983      , array([ 0.112375   ,  0.108195   ,  1.4265e-30 ,  2.10344e-34,  0.0372436  ])
136393  , -25983      , array([ 0.112375   ,  0.108195   ,  1.4265e-30 ,  2.10344e-34,  0.0372436  ])
136394  , -25951.7    , array([ 0.112487   ,  0.108195   ,  1.4265e-30 ,  2.10344e-34,  0.0372436  ])
136395  , -25988.4    , array([ 0.112375   ,  0.108304   ,  1.4265e-30 ,  2.10344e-34,  0.0372436  ])
136396  , -25983      , array([ 0.112375   ,  0.108195   ,  1.42792e-30,  2.10344e-34,  0.0372436  ])
136397  , -25983      , array([ 0.112375   ,  0.108195   ,  1.4265e-30 ,  2.10555e-34,  0.0372436  ])
136398  , -26005.1    , array([ 0.112375   ,  0.108195   ,  1.4265e-30 ,  2.10344e-34,  0.0372809  ])
