Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-2606.44	5222.88	2437.47	3865.0	4.5306,0.8292,0.5783,0.9434,30.0
our_model	Round_1_Replicate_2	-2948.22	5906.44	3026.62	4720.01	3.5679,0.795,0.7193,0.9554,30.0
our_model	Round_1_Replicate_3	-1988.96	3987.92	1296.11	9732.11	2.0367,0.1598,1.4897,5.347,30.0
our_model	Round_1_Replicate_4	-1987.72	3985.44	1293.17	4357.71	4.5598,0.3518,0.6677,2.4324,30.0
our_model	Round_1_Replicate_5	-1473.59	2957.18	328.53	19711.32	0.9844,0.1484,5.4675,0.3848,0.0658
our_model	Round_1_Replicate_6	-2315.41	4640.82	1919.46	7319.84	2.4848,0.3625,1.0849,2.2208,30.0
our_model	Round_1_Replicate_7	-2045.98	4101.96	1414.28	9088.16	2.1205,0.2088,1.3616,4.0142,30.0
our_model	Round_1_Replicate_8	-1356.96	2723.92	93.95	19989.97	0.9738,0.1139,5.4763,0.9156,0.0507
our_model	Round_1_Replicate_9	-1991.34	3992.68	1301.48	8730.94	2.2656,0.1809,1.3338,4.7174,30.0
our_model	Round_1_Replicate_10	-2309.58	4629.16	1915.03	2666.04	6.9247,0.9727,0.3916,0.8319,30.0
our_model	Round_2_Replicate_1	-1327.57	2665.14	33.37	20236.7	0.8906,0.0939,5.1893,2.4871,0.0453
our_model	Round_2_Replicate_2	-1336.9	2683.8	52.18	19977.58	0.9638,0.119,5.3847,1.4798,0.0586
our_model	Round_2_Replicate_3	-3357.79	6725.58	3881.59	62224.98	0.2495,0.0562,13.8123,10.392,0.4622
our_model	Round_2_Replicate_4	-1412.3	2834.6	209.3	20199.25	1.0197,0.062,4.131,4.8945,0.0297
our_model	Round_2_Replicate_5	-1342.44	2694.88	61.76	19780.4	1.0194,0.1228,4.9618,1.9951,0.064
our_model	Round_2_Replicate_6	-1317.49	2644.98	13.21	20096.01	0.9816,0.0908,5.0102,2.7589,0.0443
our_model	Round_2_Replicate_7	-1418.01	2846.02	216.21	20610.05	0.7445,0.0767,5.3897,3.043,0.0357
our_model	Round_2_Replicate_8	-1425.2	2860.4	236.69	20158.31	1.0422,0.0627,3.9103,3.606,0.0276
our_model	Round_2_Replicate_9	-1329.02	2668.04	35.61	19834.3	1.0153,0.1172,4.9736,2.083,0.0603
our_model	Round_2_Replicate_10	-1533.25	3076.5	458.65	19522.43	1.0527,0.1562,5.1472,0.01,0.0698
our_model	Round_3_Replicate_1	-1311.6	2633.2	1.35	19991.49	1.0132,0.0976,4.958,2.7079,0.0492
our_model	Round_3_Replicate_2	-1457.09	2924.18	303.86	20275.68	0.9951,0.055,4.0889,5.9897,0.0264
our_model	Round_3_Replicate_3	-1322.61	2655.22	23.09	19862.43	1.0133,0.1137,4.9275,2.0661,0.0576
our_model	Round_3_Replicate_4	-1547.39	3104.78	500.98	20029.0	1.379,0.0471,2.5765,5.8184,0.0206
our_model	Round_3_Replicate_5	-1328.41	2666.82	35.12	20182.17	0.8981,0.1078,5.5674,1.8518,0.0522
our_model	Round_3_Replicate_6	-1329.57	2669.14	37.98	20023.31	1.0133,0.107,5.6373,1.6972,0.0525
our_model	Round_3_Replicate_7	-1389.91	2789.82	161.9	19907.42	1.2311,0.0709,3.9493,3.6921,0.0325
our_model	Round_3_Replicate_8	-1385.56	2781.12	153.1	19901.69	1.2368,0.0717,4.0415,3.6592,0.0332
our_model	Round_3_Replicate_9	-1317.23	2644.46	12.59	19851.69	1.0608,0.1045,4.902,2.6327,0.0535
our_model	Round_3_Replicate_10	-1407.07	2824.14	185.09	19594.7	1.0248,0.1407,4.8324,1.796,0.0759
our_model	Round_4_Replicate_1	-1310.94	2631.88	0.02	20002.49	0.9994,0.0997,4.9958,2.519,0.0498
our_model	Round_4_Replicate_2	-1318.93	2647.86	15.78	20003.77	0.9961,0.0926,4.5292,2.8278,0.0452
our_model	Round_4_Replicate_3	-1324.69	2659.38	27.79	20142.68	0.9687,0.0861,4.9318,3.0123,0.042
