16345   , -2066.24    , array([ 0.0576776  ,  0.00242456 ,  0.0389022  ,  0.0214541  ])
16346   , -2066.07    , array([ 0.0577353  ,  0.00242456 ,  0.0389022  ,  0.0214541  ])
16347   , -2064.23    , array([ 0.0576776  ,  0.00242699 ,  0.0389022  ,  0.0214541  ])
16348   , -2066.39    , array([ 0.0576776  ,  0.00242456 ,  0.0389411  ,  0.0214541  ])
16349   , -2068.48    , array([ 0.0576776  ,  0.00242456 ,  0.0389022  ,  0.0214755  ])
16350   , -2066.24    , array([ 0.0576776  ,  0.00242456 ,  0.0389022  ,  0.0214541  ])
16351   , -6525.49    , array([ 0.0609742  ,  0.00474194 ,  0.0369629  ,  0.0101212  ])
16352   , -6525.49    , array([ 0.0609742  ,  0.00474194 ,  0.0369629  ,  0.0101212  ])
16353   , -6526.69    , array([ 0.0610352  ,  0.00474194 ,  0.0369629  ,  0.0101212  ])
16354   , -6527.62    , array([ 0.0609742  ,  0.00474669 ,  0.0369629  ,  0.0101212  ])
16355   , -6524.37    , array([ 0.0609742  ,  0.00474194 ,  0.0369999  ,  0.0101212  ])
16356   , -6521.19    , array([ 0.0609742  ,  0.00474194 ,  0.0369629  ,  0.0101313  ])
16357   , -1530.8     , array([ 0.058041   ,  0.0026155  ,  0.038678   ,  0.0197078  ])
16358   , -1530.8     , array([ 0.058041   ,  0.0026155  ,  0.038678   ,  0.0197078  ])
16359   , -1530.39    , array([ 0.0580991  ,  0.0026155  ,  0.038678   ,  0.0197078  ])
16360   , -1526.65    , array([ 0.058041   ,  0.00261812 ,  0.038678   ,  0.0197078  ])
16361   , -1531.17    , array([ 0.058041   ,  0.0026155  ,  0.0387167  ,  0.0197078  ])
16362   , -1535.56    , array([ 0.058041   ,  0.0026155  ,  0.038678   ,  0.0197275  ])
16363   , -655.306    , array([ 0.0584566  ,  0.00285069 ,  0.038425   ,  0.017896   ])
16364   , -655.306    , array([ 0.0584566  ,  0.00285069 ,  0.038425   ,  0.017896   ])
16365   , -654.87     , array([ 0.0585151  ,  0.00285069 ,  0.038425   ,  0.017896   ])
16366   , -651.709    , array([ 0.0584566  ,  0.00285355 ,  0.038425   ,  0.017896   ])
16367   , -655.708    , array([ 0.0584566  ,  0.00285069 ,  0.0384634  ,  0.017896   ])
16368   , -659.609    , array([ 0.0584566  ,  0.00285069 ,  0.038425   ,  0.0179139  ])
16369   , -3122.96    , array([ 0.0597022  ,  0.00367666 ,  0.0376868  ,  0.0134584  ])
16370   , -3122.96    , array([ 0.0597022  ,  0.00367666 ,  0.0376868  ,  0.0134584  ])
16371   , -3124.71    , array([ 0.0597619  ,  0.00367666 ,  0.0376868  ,  0.0134584  ])
16372   , -3130.48    , array([ 0.0597022  ,  0.00368034 ,  0.0376868  ,  0.0134584  ])
16373   , -3121.36    , array([ 0.0597022  ,  0.00367666 ,  0.0377245  ,  0.0134584  ])
16374   , -3112.6     , array([ 0.0597022  ,  0.00367666 ,  0.0376868  ,  0.0134718  ])
16375   , -406.87     , array([ 0.0586707  ,  0.00297928 ,  0.0382959  ,  0.0170331  ])
16376   , -406.87     , array([ 0.0586707  ,  0.00297928 ,  0.0382959  ,  0.0170331  ])
16377   , -406.743    , array([ 0.0587294  ,  0.00297928 ,  0.0382959  ,  0.0170331  ])
16378   , -405.948    , array([ 0.0586707  ,  0.00298226 ,  0.0382959  ,  0.0170331  ])
