295672  , -179454     , array([ 0.338405   ,  0.774358   ,  0.0521129  ,  7.63419e-58,  2.68449    ])
295673  , -179406     , array([ 0.338743   ,  0.774358   ,  0.0521129  ,  7.63419e-58,  2.68449    ])
295674  , -179430     , array([ 0.338405   ,  0.775133   ,  0.0521129  ,  7.63419e-58,  2.68449    ])
295675  , -179414     , array([ 0.338405   ,  0.774358   ,  0.052165   ,  7.63419e-58,  2.68449    ])
295676  , -179454     , array([ 0.338405   ,  0.774358   ,  0.0521129  ,  7.64183e-58,  2.68449    ])
295677  , -179480     , array([ 0.338405   ,  0.774358   ,  0.0521129  ,  7.63419e-58,  2.68717    ])
295678  , -179454     , array([ 0.338405   ,  0.774358   ,  0.0521129  ,  7.63419e-58,  2.68449    ])
295679  , -111592     , array([ 0.666061   ,  1.08973    ,  0.0906794  ,  7.63419e-58,  1.85144    ])
295680  , -111592     , array([ 0.666061   ,  1.08973    ,  0.0906794  ,  7.63419e-58,  1.85144    ])
295681  , -111546     , array([ 0.666727   ,  1.08973    ,  0.0906794  ,  7.63419e-58,  1.85144    ])
295682  , -111580     , array([ 0.666061   ,  1.09082    ,  0.0906794  ,  7.63419e-58,  1.85144    ])
295683  , -111561     , array([ 0.666061   ,  1.08973    ,  0.0907701  ,  7.63419e-58,  1.85144    ])
295684  , -111592     , array([ 0.666061   ,  1.08973    ,  0.0906794  ,  7.64183e-58,  1.85144    ])
295685  , -111624     , array([ 0.666061   ,  1.08973    ,  0.0906794  ,  7.63419e-58,  1.85329    ])
295686  , -19416.7    , array([ 3.13838    ,  0.952071   ,  0.185996   ,  7.63419e-58,  0.454049   ])
295687  , -19416.7    , array([ 3.13838    ,  0.952071   ,  0.185996   ,  7.63419e-58,  0.454049   ])
295688  , -19415.2    , array([ 3.14152    ,  0.952071   ,  0.185996   ,  7.63419e-58,  0.454049   ])
295689  , -19415      , array([ 3.13838    ,  0.953024   ,  0.185996   ,  7.63419e-58,  0.454049   ])
295690  , -19414      , array([ 3.13838    ,  0.952071   ,  0.186182   ,  7.63419e-58,  0.454049   ])
295691  , -19416.7    , array([ 3.13838    ,  0.952071   ,  0.185996   ,  7.64183e-58,  0.454049   ])
295692  , -19434      , array([ 3.13838    ,  0.952071   ,  0.185996   ,  7.63419e-58,  0.454503   ])
295700  , -19359.3    , array([ 3.13316    ,  0.953532   ,  0.186063   ,  7.63419e-58,  0.452565   ])
295701  , -19359.3    , array([ 3.13316    ,  0.953532   ,  0.186063   ,  7.63419e-58,  0.452565   ])
295702  , -19357.8    , array([ 3.13629    ,  0.953532   ,  0.186063   ,  7.63419e-58,  0.452565   ])
295703  , -19357.6    , array([ 3.13316    ,  0.954486   ,  0.186063   ,  7.63419e-58,  0.452565   ])
295704  , -19356.6    , array([ 3.13316    ,  0.953532   ,  0.186249   ,  7.63419e-58,  0.452565   ])
295705  , -19359.3    , array([ 3.13316    ,  0.953532   ,  0.186063   ,  7.64183e-58,  0.452565   ])
295706  , -19376.5    , array([ 3.13316    ,  0.953532   ,  0.186063   ,  7.63419e-58,  0.453017   ])
295707  , -16025.4    , array([ 2.60673    ,  1.12948    ,  0.193549   ,  7.63419e-58,  0.315243   ])
295708  , -16025.4    , array([ 2.60673    ,  1.12948    ,  0.193549   ,  7.63419e-58,  0.315243   ])
295709  , -16024      , array([ 2.60934    ,  1.12948    ,  0.193549   ,  7.63419e-58,  0.315243   ])
295710  , -16034      , array([ 2.60673    ,  1.13061    ,  0.193549   ,  7.63419e-58,  0.315243   ])
295711  , -16024.4    , array([ 2.60673    ,  1.12948    ,  0.193743   ,  7.63419e-58,  0.315243   ])
295712  , -16025.4    , array([ 2.60673    ,  1.12948    ,  0.193549   ,  7.64183e-58,  0.315243   ])
295713  , -16031.6    , array([ 2.60673    ,  1.12948    ,  0.193549   ,  7.63419e-58,  0.315558   ])
295714  , -11091.9    , array([ 1.24565    ,  0.655638   ,  0.637476   ,  7.63419e-58,  0.227153   ])
295715  , -11091.9    , array([ 1.24565    ,  0.655638   ,  0.637476   ,  7.63419e-58,  0.227153   ])
295716  , -11085      , array([ 1.2469     ,  0.655638   ,  0.637476   ,  7.63419e-58,  0.227153   ])
