174756  , -57400.9    , array([ 0.659592   ,  18.3435    ,  1.35e-68   ,  7.08819e-72,  0.0260459  ])
174757  , -57412.8    , array([ 0.660251   ,  18.3435    ,  1.35e-68   ,  7.08819e-72,  0.0260459  ])
174758  , -57402      , array([ 0.659592   ,  18.3619    ,  1.35e-68   ,  7.08819e-72,  0.0260459  ])
174759  , -57400.9    , array([ 0.659592   ,  18.3435    ,  1.35135e-68,  7.08819e-72,  0.0260459  ])
174760  , -57400.9    , array([ 0.659592   ,  18.3435    ,  1.35e-68   ,  7.09528e-72,  0.0260459  ])
174761  , -57387.6    , array([ 0.659592   ,  18.3435    ,  1.35e-68   ,  7.08819e-72,  0.0260719  ])
174762  , -57400.9    , array([ 0.659592   ,  18.3435    ,  1.35e-68   ,  7.08819e-72,  0.0260459  ])
174763  , -46636.1    , array([ 0.33792    ,  17.3122    ,  1.35e-68   ,  7.08819e-72,  0.0553942  ])
174764  , -46636.1    , array([ 0.33792    ,  17.3122    ,  1.35e-68   ,  7.08819e-72,  0.0553942  ])
174765  , -46629.4    , array([ 0.338258   ,  17.3122    ,  1.35e-68   ,  7.08819e-72,  0.0553942  ])
174766  , -46637.3    , array([ 0.33792    ,  17.3295    ,  1.35e-68   ,  7.08819e-72,  0.0553942  ])
174767  , -46636.1    , array([ 0.33792    ,  17.3122    ,  1.35135e-68,  7.08819e-72,  0.0553942  ])
174768  , -46636.1    , array([ 0.33792    ,  17.3122    ,  1.35e-68   ,  7.09528e-72,  0.0553942  ])
174769  , -46638      , array([ 0.33792    ,  17.3122    ,  1.35e-68   ,  7.08819e-72,  0.0554496  ])
174777  , -46635.3    , array([ 0.337972   ,  17.3104    ,  1.35e-68   ,  7.08819e-72,  0.0554045  ])
174778  , -46635.3    , array([ 0.337972   ,  17.3104    ,  1.35e-68   ,  7.08819e-72,  0.0554045  ])
174779  , -46628.6    , array([ 0.33831    ,  17.3104    ,  1.35e-68   ,  7.08819e-72,  0.0554045  ])
174780  , -46636.5    , array([ 0.337972   ,  17.3277    ,  1.35e-68   ,  7.08819e-72,  0.0554045  ])
174781  , -46635.3    , array([ 0.337972   ,  17.3104    ,  1.35135e-68,  7.08819e-72,  0.0554045  ])
174782  , -46635.3    , array([ 0.337972   ,  17.3104    ,  1.35e-68   ,  7.09528e-72,  0.0554045  ])
174783  , -46637.2    , array([ 0.337972   ,  17.3104    ,  1.35e-68   ,  7.08819e-72,  0.05546    ])
174784  , -46631.4    , array([ 0.338228   ,  17.3012    ,  1.35e-68   ,  7.08819e-72,  0.0554555  ])
174785  , -46631.4    , array([ 0.338228   ,  17.3012    ,  1.35e-68   ,  7.08819e-72,  0.0554555  ])
174786  , -46624.7    , array([ 0.338566   ,  17.3012    ,  1.35e-68   ,  7.08819e-72,  0.0554555  ])
174787  , -46632.6    , array([ 0.338228   ,  17.3185    ,  1.35e-68   ,  7.08819e-72,  0.0554555  ])
174788  , -46631.4    , array([ 0.338228   ,  17.3012    ,  1.35135e-68,  7.08819e-72,  0.0554555  ])
174789  , -46631.4    , array([ 0.338228   ,  17.3012    ,  1.35e-68   ,  7.09528e-72,  0.0554555  ])
174790  , -46633.3    , array([ 0.338228   ,  17.3012    ,  1.35e-68   ,  7.08819e-72,  0.055511   ])
174791  , -42189.1    , array([ 2.79467    ,  3.94669    ,  1.35e-68   ,  7.08819e-72,  0.725394   ])
174792  , -42189.1    , array([ 2.79467    ,  3.94669    ,  1.35e-68   ,  7.08819e-72,  0.725394   ])
174793  , -42176.1    , array([ 2.79747    ,  3.94669    ,  1.35e-68   ,  7.08819e-72,  0.725394   ])
174794  , -42201      , array([ 2.79467    ,  3.95064    ,  1.35e-68   ,  7.08819e-72,  0.725394   ])
174795  , -42189.1    , array([ 2.79467    ,  3.94669    ,  1.35135e-68,  7.08819e-72,  0.725394   ])
174796  , -42189.1    , array([ 2.79467    ,  3.94669    ,  1.35e-68   ,  7.09528e-72,  0.725394   ])
174797  , -42212.5    , array([ 2.79467    ,  3.94669    ,  1.35e-68   ,  7.08819e-72,  0.72612    ])
174798  , -43015.3    , array([ 0.814197   ,  9.35559    ,  1.35e-68   ,  7.08819e-72,  0.161607   ])
174799  , -43015.3    , array([ 0.814197   ,  9.35559    ,  1.35e-68   ,  7.08819e-72,  0.161607   ])
174800  , -43007.2    , array([ 0.815012   ,  9.35559    ,  1.35e-68   ,  7.08819e-72,  0.161607   ])
174801  , -43020.5    , array([ 0.814197   ,  9.36495    ,  1.35e-68   ,  7.08819e-72,  0.161607   ])
174802  , -43015.3    , array([ 0.814197   ,  9.35559    ,  1.35135e-68,  7.08819e-72,  0.161607   ])
174803  , -43015.3    , array([ 0.814197   ,  9.35559    ,  1.35e-68   ,  7.09528e-72,  0.161607   ])
174804  , -43022.7    , array([ 0.814197   ,  9.35559    ,  1.35e-68   ,  7.08819e-72,  0.161769   ])
174805  , -36623.8    , array([ 2.79424    ,  1.81825    ,  1.35e-68   ,  7.08819e-72,  0.734575   ])
174806  , -36623.8    , array([ 2.79424    ,  1.81825    ,  1.35e-68   ,  7.08819e-72,  0.734575   ])
174807  , -36611.9    , array([ 2.79703    ,  1.81825    ,  1.35e-68   ,  7.08819e-72,  0.734575   ])
174808  , -36625.2    , array([ 2.79424    ,  1.82007    ,  1.35e-68   ,  7.08819e-72,  0.734575   ])
174809  , -36623.8    , array([ 2.79424    ,  1.81825    ,  1.35135e-68,  7.08819e-72,  0.734575   ])
174810  , -36623.8    , array([ 2.79424    ,  1.81825    ,  1.35e-68   ,  7.09528e-72,  0.734575   ])
174811  , -36656.4    , array([ 2.79424    ,  1.81825    ,  1.35e-68   ,  7.08819e-72,  0.73531    ])
174812  , -41396.4    , array([ 1.02185    ,  6.91846    ,  1.35e-68   ,  7.08819e-72,  0.213601   ])
