74458   , -78648.6    , array([ 0.0200413  ,  0.188      ,  1.47886e-85,  0.0143109  ,  9.6297e-06 ])
74459   , -78649      , array([ 0.0200614  ,  0.188      ,  1.47886e-85,  0.0143109  ,  9.6297e-06 ])
74460   , -78648.6    , array([ 0.0200413  ,  0.188188   ,  1.47886e-85,  0.0143109  ,  9.6297e-06 ])
74461   , -78648.6    , array([ 0.0200413  ,  0.188      ,  1.48034e-85,  0.0143109  ,  9.6297e-06 ])
74462   , -78648.6    , array([ 0.0200413  ,  0.188      ,  1.47886e-85,  0.0143253  ,  9.6297e-06 ])
74463   , -78648.2    , array([ 0.0200413  ,  0.188      ,  1.47886e-85,  0.0143109  ,  9.63933e-06])
74464   , -78648.6    , array([ 0.0200413  ,  0.188      ,  1.47886e-85,  0.0143109  ,  9.6297e-06 ])
74465   , -77414      , array([ 0.0103987  ,  0.169487   ,  1.47886e-85,  0.0143109  ,  2.06082e-05])
74466   , -77414      , array([ 0.0103987  ,  0.169487   ,  1.47886e-85,  0.0143109  ,  2.06082e-05])
74467   , -77415.5    , array([ 0.0104092  ,  0.169487   ,  1.47886e-85,  0.0143109  ,  2.06082e-05])
74468   , -77414.2    , array([ 0.0103987  ,  0.169657   ,  1.47886e-85,  0.0143109  ,  2.06082e-05])
74469   , -77414      , array([ 0.0103987  ,  0.169487   ,  1.48034e-85,  0.0143109  ,  2.06082e-05])
74470   , -77414      , array([ 0.0103987  ,  0.169487   ,  1.47886e-85,  0.0143252  ,  2.06082e-05])
74471   , -77412.4    , array([ 0.0103987  ,  0.169487   ,  1.47886e-85,  0.0143109  ,  2.06288e-05])
74479   , -77413.9    , array([ 0.0103983  ,  0.169486   ,  1.47886e-85,  0.0143109  ,  2.06091e-05])
74480   , -77413.9    , array([ 0.0103983  ,  0.169486   ,  1.47886e-85,  0.0143109  ,  2.06091e-05])
74481   , -77415.4    , array([ 0.0104087  ,  0.169486   ,  1.47886e-85,  0.0143109  ,  2.06091e-05])
74482   , -77414      , array([ 0.0103983  ,  0.169656   ,  1.47886e-85,  0.0143109  ,  2.06091e-05])
74483   , -77413.9    , array([ 0.0103983  ,  0.169486   ,  1.48034e-85,  0.0143109  ,  2.06091e-05])
74484   , -77413.9    , array([ 0.0103983  ,  0.169486   ,  1.47886e-85,  0.0143252  ,  2.06091e-05])
74485   , -77412.3    , array([ 0.0103983  ,  0.169486   ,  1.47886e-85,  0.0143109  ,  2.06297e-05])
74486   , -77413.8    , array([ 0.0103979  ,  0.169485   ,  1.47886e-85,  0.0143109  ,  2.06101e-05])
74487   , -77413.8    , array([ 0.0103979  ,  0.169485   ,  1.47886e-85,  0.0143109  ,  2.06101e-05])
74488   , -77415.3    , array([ 0.0104083  ,  0.169485   ,  1.47886e-85,  0.0143109  ,  2.06101e-05])
74489   , -77413.9    , array([ 0.0103979  ,  0.169655   ,  1.47886e-85,  0.0143109  ,  2.06101e-05])
74490   , -77413.8    , array([ 0.0103979  ,  0.169485   ,  1.48034e-85,  0.0143109  ,  2.06101e-05])
74491   , -77413.8    , array([ 0.0103979  ,  0.169485   ,  1.47886e-85,  0.0143252  ,  2.06101e-05])
74492   , -77412.1    , array([ 0.0103979  ,  0.169485   ,  1.47886e-85,  0.0143109  ,  2.06307e-05])
74493   , -61454.6    , array([ 0.00279945 ,  0.137751   ,  1.47886e-85,  0.0143109  ,  9.43873e-05])
74494   , -61454.6    , array([ 0.00279945 ,  0.137751   ,  1.47886e-85,  0.0143109  ,  9.43873e-05])
74495   , -61464.5    , array([ 0.00280225 ,  0.137751   ,  1.47886e-85,  0.0143109  ,  9.43873e-05])
74496   , -61455.2    , array([ 0.00279945 ,  0.137888   ,  1.47886e-85,  0.0143109  ,  9.43873e-05])
74497   , -61454.6    , array([ 0.00279945 ,  0.137751   ,  1.48034e-85,  0.0143109  ,  9.43873e-05])
74498   , -61454.6    , array([ 0.00279945 ,  0.137751   ,  1.47886e-85,  0.0143252  ,  9.43873e-05])
74499   , -61444.2    , array([ 0.00279945 ,  0.137751   ,  1.47886e-85,  0.0143109  ,  9.44818e-05])
74500   , -61453.2    , array([ 0.00279928 ,  0.137749   ,  1.47886e-85,  0.0143109  ,  9.43942e-05])
74501   , -61453.2    , array([ 0.00279928 ,  0.137749   ,  1.47886e-85,  0.0143109  ,  9.43942e-05])
74502   , -61463.1    , array([ 0.00280208 ,  0.137749   ,  1.47886e-85,  0.0143109  ,  9.43942e-05])
74503   , -61453.8    , array([ 0.00279928 ,  0.137887   ,  1.47886e-85,  0.0143109  ,  9.43942e-05])
74504   , -61453.2    , array([ 0.00279928 ,  0.137749   ,  1.48034e-85,  0.0143109  ,  9.43942e-05])
74505   , -61453.2    , array([ 0.00279928 ,  0.137749   ,  1.47886e-85,  0.0143252  ,  9.43942e-05])
74506   , -61442.9    , array([ 0.00279928 ,  0.137749   ,  1.47886e-85,  0.0143109  ,  9.44887e-05])
74507   , -64389.5    , array([ 0.00117746 ,  0.120134   ,  1.47886e-85,  0.0143109  ,  0.000257677])
74508   , -64389.5    , array([ 0.00117746 ,  0.120134   ,  1.47886e-85,  0.0143109  ,  0.000257677])
74509   , -64362.1    , array([ 0.00117864 ,  0.120134   ,  1.47886e-85,  0.0143109  ,  0.000257677])
74510   , -64390.5    , array([ 0.00117746 ,  0.120254   ,  1.47886e-85,  0.0143109  ,  0.000257677])
74511   , -64389.5    , array([ 0.00117746 ,  0.120134   ,  1.48034e-85,  0.0143109  ,  0.000257677])
74512   , -64389.5    , array([ 0.00117746 ,  0.120134   ,  1.47886e-85,  0.0143252  ,  0.000257677])
74513   , -64415.8    , array([ 0.00117746 ,  0.120134   ,  1.47886e-85,  0.0143109  ,  0.000257935])
74514   , -54384.2    , array([ 0.00183182 ,  0.128823   ,  1.47886e-85,  0.0143109  ,  0.000154349])
74515   , -54384.2    , array([ 0.00183182 ,  0.128823   ,  1.47886e-85,  0.0143109  ,  0.000154349])
74516   , -54386.2    , array([ 0.00183365 ,  0.128823   ,  1.47886e-85,  0.0143109  ,  0.000154349])
74517   , -54384.9    , array([ 0.00183182 ,  0.128952   ,  1.47886e-85,  0.0143109  ,  0.000154349])
74518   , -54384.2    , array([ 0.00183182 ,  0.128823   ,  1.48034e-85,  0.0143109  ,  0.000154349])
74519   , -54384.2    , array([ 0.00183182 ,  0.128823   ,  1.47886e-85,  0.0143252  ,  0.000154349])
74520   , -54381.6    , array([ 0.00183182 ,  0.128823   ,  1.47886e-85,  0.0143109  ,  0.000154503])
74521   , -54242.3    , array([ 0.00172947 ,  0.127658   ,  1.47886e-85,  0.0143109  ,  0.00016499 ])
74522   , -54242.3    , array([ 0.00172947 ,  0.127658   ,  1.47886e-85,  0.0143109  ,  0.00016499 ])
74523   , -54241.7    , array([ 0.00173121 ,  0.127658   ,  1.47886e-85,  0.0143109  ,  0.00016499 ])
74524   , -54243      , array([ 0.00172947 ,  0.127785   ,  1.47886e-85,  0.0143109  ,  0.00016499 ])
74525   , -54242.3    , array([ 0.00172947 ,  0.127658   ,  1.48034e-85,  0.0143109  ,  0.00016499 ])
74526   , -54242.3    , array([ 0.00172947 ,  0.127658   ,  1.47886e-85,  0.0143252  ,  0.00016499 ])
74527   , -54242.2    , array([ 0.00172947 ,  0.127658   ,  1.47886e-85,  0.0143109  ,  0.000165155])
74535   , -54239      , array([ 0.00172691 ,  0.126955   ,  1.47886e-85,  0.0143109  ,  0.000166183])
74536   , -54239      , array([ 0.00172691 ,  0.126955   ,  1.47886e-85,  0.0143109  ,  0.000166183])
74537   , -54238.2    , array([ 0.00172864 ,  0.126955   ,  1.47886e-85,  0.0143109  ,  0.000166183])
74538   , -54239.7    , array([ 0.00172691 ,  0.127082   ,  1.47886e-85,  0.0143109  ,  0.000166183])
74539   , -54239      , array([ 0.00172691 ,  0.126955   ,  1.48034e-85,  0.0143109  ,  0.000166183])
74540   , -54239      , array([ 0.00172691 ,  0.126955   ,  1.47886e-85,  0.0143252  ,  0.000166183])
74541   , -54239      , array([ 0.00172691 ,  0.126955   ,  1.47886e-85,  0.0143109  ,  0.000166349])
74542   , -54232.2    , array([ 0.00173046 ,  0.126082   ,  1.47886e-85,  0.0143111  ,  0.000166587])
74543   , -54232.2    , array([ 0.00173046 ,  0.126082   ,  1.47886e-85,  0.0143111  ,  0.000166587])
74544   , -54231.4    , array([ 0.00173219 ,  0.126082   ,  1.47886e-85,  0.0143111  ,  0.000166587])
74545   , -54233      , array([ 0.00173046 ,  0.126208   ,  1.47886e-85,  0.0143111  ,  0.000166587])
74546   , -54232.2    , array([ 0.00173046 ,  0.126082   ,  1.48034e-85,  0.0143111  ,  0.000166587])
74547   , -54232.2    , array([ 0.00173046 ,  0.126082   ,  1.47886e-85,  0.0143254  ,  0.000166587])
74548   , -54232.3    , array([ 0.00173046 ,  0.126082   ,  1.47886e-85,  0.0143111  ,  0.000166754])
74549   , -54204.5    , array([ 0.00174472 ,  0.122647   ,  1.47886e-85,  0.0143117  ,  0.000168212])
74550   , -54204.5    , array([ 0.00174472 ,  0.122647   ,  1.47886e-85,  0.0143117  ,  0.000168212])
74551   , -54203.7    , array([ 0.00174646 ,  0.122647   ,  1.47886e-85,  0.0143117  ,  0.000168212])
74552   , -54205.3    , array([ 0.00174472 ,  0.12277    ,  1.47886e-85,  0.0143117  ,  0.000168212])
74553   , -54204.5    , array([ 0.00174472 ,  0.122647   ,  1.48034e-85,  0.0143117  ,  0.000168212])
74554   , -54204.5    , array([ 0.00174472 ,  0.122647   ,  1.47886e-85,  0.014326   ,  0.000168212])
74555   , -54204.6    , array([ 0.00174472 ,  0.122647   ,  1.47886e-85,  0.0143117  ,  0.000168381])
74556   , -54083.5    , array([ 0.00180294 ,  0.109818   ,  1.47886e-85,  0.0143141  ,  0.000174874])
74557   , -54083.5    , array([ 0.00180294 ,  0.109818   ,  1.47886e-85,  0.0143141  ,  0.000174874])
74558   , -54082.5    , array([ 0.00180475 ,  0.109818   ,  1.47886e-85,  0.0143141  ,  0.000174874])
74559   , -54084.4    , array([ 0.00180294 ,  0.109928   ,  1.47886e-85,  0.0143141  ,  0.000174874])
74560   , -54083.5    , array([ 0.00180294 ,  0.109818   ,  1.48034e-85,  0.0143141  ,  0.000174874])
74561   , -54083.5    , array([ 0.00180294 ,  0.109818   ,  1.47886e-85,  0.0143285  ,  0.000174874])
