40071   , -1447.4     , array([ 0.00215263 ,  0.251941   ,  1.90741e-06,  0.0355871  ])
40072   , -1447.4     , array([ 0.00215478 ,  0.251941   ,  1.90741e-06,  0.0355871  ])
40073   , -1447.69    , array([ 0.00215263 ,  0.252193   ,  1.90741e-06,  0.0355871  ])
40074   , -1447.4     , array([ 0.00215263 ,  0.251941   ,  1.90932e-06,  0.0355871  ])
40075   , -1446.95    , array([ 0.00215263 ,  0.251941   ,  1.90741e-06,  0.0356227  ])
40076   , -1447.4     , array([ 0.00215263 ,  0.251941   ,  1.90741e-06,  0.0355871  ])
40077   , -1530.7     , array([ 0.00213739 ,  0.145665   ,  1.92099e-06,  0.08313    ])
40078   , -1530.7     , array([ 0.00213739 ,  0.145665   ,  1.92099e-06,  0.08313    ])
40079   , -1530.7     , array([ 0.00213953 ,  0.145665   ,  1.92099e-06,  0.08313    ])
40080   , -1529.18    , array([ 0.00213739 ,  0.14581    ,  1.92099e-06,  0.08313    ])
40081   , -1530.7     , array([ 0.00213739 ,  0.145665   ,  1.92291e-06,  0.08313    ])
40082   , -1530.61    , array([ 0.00213739 ,  0.145665   ,  1.92099e-06,  0.0832132  ])
40083   , -1299.74    , array([ 0.00214592 ,  0.198029   ,  1.91337e-06,  0.0516681  ])
40084   , -1299.74    , array([ 0.00214592 ,  0.198029   ,  1.91337e-06,  0.0516681  ])
40085   , -1299.74    , array([ 0.00214807 ,  0.198029   ,  1.91337e-06,  0.0516681  ])
40086   , -1299.39    , array([ 0.00214592 ,  0.198227   ,  1.91337e-06,  0.0516681  ])
40087   , -1299.74    , array([ 0.00214592 ,  0.198029   ,  1.91528e-06,  0.0516681  ])
40088   , -1299.45    , array([ 0.00214592 ,  0.198029   ,  1.91337e-06,  0.0517198  ])
40089   , -921.087    , array([ 0.00213514 ,  0.241417   ,  1.92302e-06,  0.11388    ])
40090   , -921.087    , array([ 0.00213514 ,  0.241417   ,  1.92302e-06,  0.11388    ])
40091   , -921.088    , array([ 0.00213727 ,  0.241417   ,  1.92302e-06,  0.11388    ])
40092   , -920.574    , array([ 0.00213514 ,  0.241659   ,  1.92302e-06,  0.11388    ])
40093   , -921.086    , array([ 0.00213514 ,  0.241417   ,  1.92494e-06,  0.11388    ])
40094   , -920.647    , array([ 0.00213514 ,  0.241417   ,  1.92302e-06,  0.113994   ])
40095   , -2284.77    , array([ 0.00209255 ,  0.533241   ,  1.96211e-06,  2.68747    ])
