227108  , -73837      , array([ 2.18257    ,  3.83859    ,  3.98415e-10,  4.62283e-84,  0.00821304 ])
227109  , -73839.7    , array([ 2.18476    ,  3.83859    ,  3.98415e-10,  4.62283e-84,  0.00821304 ])
227110  , -73839.3    , array([ 2.18257    ,  3.84243    ,  3.98415e-10,  4.62283e-84,  0.00821304 ])
227111  , -73837      , array([ 2.18257    ,  3.83859    ,  3.98813e-10,  4.62283e-84,  0.00821304 ])
227112  , -73837      , array([ 2.18257    ,  3.83859    ,  3.98415e-10,  4.62746e-84,  0.00821304 ])
227113  , -73832.1    , array([ 2.18257    ,  3.83859    ,  3.98415e-10,  4.62283e-84,  0.00822126 ])
227114  , -73837      , array([ 2.18257    ,  3.83859    ,  3.98415e-10,  4.62283e-84,  0.00821304 ])
227115  , -63365.3    , array([ 1.39129    ,  2.62028    ,  3.98415e-10,  4.62283e-84,  0.0186382  ])
227116  , -63365.3    , array([ 1.39129    ,  2.62028    ,  3.98415e-10,  4.62283e-84,  0.0186382  ])
227117  , -63372.2    , array([ 1.39268    ,  2.62028    ,  3.98415e-10,  4.62283e-84,  0.0186382  ])
227118  , -63371.3    , array([ 1.39129    ,  2.6229     ,  3.98415e-10,  4.62283e-84,  0.0186382  ])
227119  , -63365.3    , array([ 1.39129    ,  2.62028    ,  3.98813e-10,  4.62283e-84,  0.0186382  ])
227120  , -63365.3    , array([ 1.39129    ,  2.62028    ,  3.98415e-10,  4.62746e-84,  0.0186382  ])
227121  , -63352.5    , array([ 1.39129    ,  2.62028    ,  3.98415e-10,  4.62283e-84,  0.0186568  ])
227122  , -129420     , array([ 0.229727   ,  0.568918   ,  3.98415e-10,  4.62283e-84,  0.494314   ])
227123  , -129420     , array([ 0.229727   ,  0.568918   ,  3.98415e-10,  4.62283e-84,  0.494314   ])
227124  , -129318     , array([ 0.229957   ,  0.568918   ,  3.98415e-10,  4.62283e-84,  0.494314   ])
227125  , -129415     , array([ 0.229727   ,  0.569487   ,  3.98415e-10,  4.62283e-84,  0.494314   ])
227126  , -129420     , array([ 0.229727   ,  0.568918   ,  3.98813e-10,  4.62283e-84,  0.494314   ])
227127  , -129420     , array([ 0.229727   ,  0.568918   ,  3.98415e-10,  4.62746e-84,  0.494314   ])
227128  , -129535     , array([ 0.229727   ,  0.568918   ,  3.98415e-10,  4.62283e-84,  0.494809   ])
227129  , -30385      , array([ 0.685752   ,  1.43815    ,  3.98415e-10,  4.62283e-84,  0.0675451  ])
227130  , -30385      , array([ 0.685752   ,  1.43815    ,  3.98415e-10,  4.62283e-84,  0.0675451  ])
227131  , -30385.4    , array([ 0.686438   ,  1.43815    ,  3.98415e-10,  4.62283e-84,  0.0675451  ])
227132  , -30398.2    , array([ 0.685752   ,  1.43959    ,  3.98415e-10,  4.62283e-84,  0.0675451  ])
227133  , -30385      , array([ 0.685752   ,  1.43815    ,  3.98813e-10,  4.62283e-84,  0.0675451  ])
227134  , -30385      , array([ 0.685752   ,  1.43815    ,  3.98415e-10,  4.62746e-84,  0.0675451  ])
227135  , -30371.9    , array([ 0.685752   ,  1.43815    ,  3.98415e-10,  4.62283e-84,  0.0676126  ])
227136  , -26824.3    , array([ 0.511804   ,  1.12216    ,  3.98415e-10,  4.62283e-84,  0.115039   ])
227137  , -26824.3    , array([ 0.511804   ,  1.12216    ,  3.98415e-10,  4.62283e-84,  0.115039   ])
227138  , -26807      , array([ 0.512316   ,  1.12216    ,  3.98415e-10,  4.62283e-84,  0.115039   ])
227139  , -26837.5    , array([ 0.511804   ,  1.12329    ,  3.98415e-10,  4.62283e-84,  0.115039   ])
227140  , -26824.3    , array([ 0.511804   ,  1.12216    ,  3.98813e-10,  4.62283e-84,  0.115039   ])
227141  , -26824.3    , array([ 0.511804   ,  1.12216    ,  3.98415e-10,  4.62746e-84,  0.115039   ])
227142  , -26829.4    , array([ 0.511804   ,  1.12216    ,  3.98415e-10,  4.62283e-84,  0.115155   ])
227143  , -26271.5    , array([ 0.559217   ,  1.20972    ,  3.98415e-10,  4.62283e-84,  0.0979083  ])
227144  , -26271.5    , array([ 0.559217   ,  1.20972    ,  3.98415e-10,  4.62283e-84,  0.0979083  ])
227145  , -26260.2    , array([ 0.559777   ,  1.20972    ,  3.98415e-10,  4.62283e-84,  0.0979083  ])
227146  , -26284.8    , array([ 0.559217   ,  1.21093    ,  3.98415e-10,  4.62283e-84,  0.0979083  ])
227147  , -26271.5    , array([ 0.559217   ,  1.20972    ,  3.98813e-10,  4.62283e-84,  0.0979083  ])
227148  , -26271.5    , array([ 0.559217   ,  1.20972    ,  3.98415e-10,  4.62746e-84,  0.0979083  ])
227149  , -26270.1    , array([ 0.559217   ,  1.20972    ,  3.98415e-10,  4.62283e-84,  0.0980063  ])
227157  , -26256.2    , array([ 0.558848   ,  1.20791    ,  3.98415e-10,  4.62283e-84,  0.0981134  ])
227158  , -26256.2    , array([ 0.558848   ,  1.20791    ,  3.98415e-10,  4.62283e-84,  0.0981134  ])
227159  , -26244.8    , array([ 0.559407   ,  1.20791    ,  3.98415e-10,  4.62283e-84,  0.0981134  ])
227160  , -26269.5    , array([ 0.558848   ,  1.20912    ,  3.98415e-10,  4.62283e-84,  0.0981134  ])
227161  , -26256.2    , array([ 0.558848   ,  1.20791    ,  3.98813e-10,  4.62283e-84,  0.0981134  ])
227162  , -26256.2    , array([ 0.558848   ,  1.20791    ,  3.98415e-10,  4.62746e-84,  0.0981134  ])
227163  , -26254.8    , array([ 0.558848   ,  1.20791    ,  3.98415e-10,  4.62283e-84,  0.0982116  ])
227164  , -26116.4    , array([ 0.555253   ,  1.19043    ,  3.98415e-10,  4.62283e-84,  0.100139   ])
227165  , -26116.4    , array([ 0.555253   ,  1.19043    ,  3.98415e-10,  4.62283e-84,  0.100139   ])
227166  , -26104.5    , array([ 0.555809   ,  1.19043    ,  3.98415e-10,  4.62283e-84,  0.100139   ])
227167  , -26129.8    , array([ 0.555253   ,  1.19162    ,  3.98415e-10,  4.62283e-84,  0.100139   ])
227168  , -26116.4    , array([ 0.555253   ,  1.19043    ,  3.98813e-10,  4.62283e-84,  0.100139   ])
227169  , -26116.4    , array([ 0.555253   ,  1.19043    ,  3.98415e-10,  4.62746e-84,  0.100139   ])
227170  , -26115.8    , array([ 0.555253   ,  1.19043    ,  3.98415e-10,  4.62283e-84,  0.100239   ])
227171  , -26950.8    , array([ 0.300249   ,  0.653019   ,  3.98415e-10,  4.62283e-84,  0.0563427  ])
227172  , -26950.8    , array([ 0.300249   ,  0.653019   ,  3.98415e-10,  4.62283e-84,  0.0563427  ])
227173  , -26935      , array([ 0.300549   ,  0.653019   ,  3.98415e-10,  4.62283e-84,  0.0563427  ])
227174  , -26964.6    , array([ 0.300249   ,  0.653672   ,  3.98415e-10,  4.62283e-84,  0.0563427  ])
227175  , -26950.8    , array([ 0.300249   ,  0.653019   ,  3.98813e-10,  4.62283e-84,  0.0563427  ])
227176  , -26950.8    , array([ 0.300249   ,  0.653019   ,  3.98415e-10,  4.62746e-84,  0.0563427  ])
227177  , -26950.3    , array([ 0.300249   ,  0.653019   ,  3.98415e-10,  4.62283e-84,  0.0563991  ])
227178  , -26100      , array([ 0.517771   ,  1.11188    ,  3.98415e-10,  4.62283e-84,  0.0938016  ])
