4494    , -2401.6     , array([ 1.20185    ,  0.0844821  ,  0.019342   ,  3.1159e-41 ])
4495    , -2401.93    , array([ 1.20305    ,  0.0844821  ,  0.019342   ,  3.1159e-41 ])
4496    , -2401.6     , array([ 1.20185    ,  0.0845666  ,  0.019342   ,  3.1159e-41 ])
4497    , -2401.67    , array([ 1.20185    ,  0.0844821  ,  0.0193613  ,  3.1159e-41 ])
4498    , -2401.6     , array([ 1.20185    ,  0.0844821  ,  0.019342   ,  3.11902e-41])
4499    , -2401.6     , array([ 1.20185    ,  0.0844821  ,  0.019342   ,  3.1159e-41 ])
4500    , -2031.43    , array([ 0.446236   ,  0.0844821  ,  0.0158968  ,  3.1159e-41 ])
4501    , -2031.43    , array([ 0.446236   ,  0.0844821  ,  0.0158968  ,  3.1159e-41 ])
4502    , -2031.86    , array([ 0.446682   ,  0.0844821  ,  0.0158968  ,  3.1159e-41 ])
4503    , -2031.43    , array([ 0.446236   ,  0.0845666  ,  0.0158968  ,  3.1159e-41 ])
4504    , -2031.17    , array([ 0.446236   ,  0.0844821  ,  0.0159127  ,  3.1159e-41 ])
4505    , -2031.43    , array([ 0.446236   ,  0.0844821  ,  0.0158968  ,  3.11902e-41])
4506    , -5907.39    , array([ 0.00848055 ,  0.0844821  ,  0.00725346 ,  3.1159e-41 ])
4507    , -5907.39    , array([ 0.00848055 ,  0.0844821  ,  0.00725346 ,  3.1159e-41 ])
4508    , -5903.57    , array([ 0.00848903 ,  0.0844821  ,  0.00725346 ,  3.1159e-41 ])
4509    , -5907.39    , array([ 0.00848055 ,  0.0845666  ,  0.00725346 ,  3.1159e-41 ])
4510    , -5910.6     , array([ 0.00848055 ,  0.0844821  ,  0.00726072 ,  3.1159e-41 ])
4511    , -5907.39    , array([ 0.00848055 ,  0.0844821  ,  0.00725346 ,  3.11902e-41])
4512    , -1766.84    , array([ 0.211346   ,  0.0844821  ,  0.0137104  ,  3.1159e-41 ])
4513    , -1766.84    , array([ 0.211346   ,  0.0844821  ,  0.0137104  ,  3.1159e-41 ])
4514    , -1767.2     , array([ 0.211557   ,  0.0844821  ,  0.0137104  ,  3.1159e-41 ])
4515    , -1766.84    , array([ 0.211346   ,  0.0845666  ,  0.0137104  ,  3.1159e-41 ])
4516    , -1766.5     , array([ 0.211346   ,  0.0844821  ,  0.0137241  ,  3.1159e-41 ])
4517    , -1766.84    , array([ 0.211346   ,  0.0844821  ,  0.0137104  ,  3.11902e-41])
4518    , -7230.55    , array([ 0.00470319 ,  0.0844821  ,  0.0108027  ,  3.1159e-41 ])
4519    , -7230.55    , array([ 0.00470319 ,  0.0844821  ,  0.0108027  ,  3.1159e-41 ])
4520    , -7232.05    , array([ 0.0047079  ,  0.0844821  ,  0.0108027  ,  3.1159e-41 ])
4521    , -7230.55    , array([ 0.00470319 ,  0.0845666  ,  0.0108027  ,  3.1159e-41 ])
4522    , -7227.37    , array([ 0.00470319 ,  0.0844821  ,  0.0108135  ,  3.1159e-41 ])
4523    , -7230.55    , array([ 0.00470319 ,  0.0844821  ,  0.0108027  ,  3.11902e-41])
4524    , -1733.15    , array([ 0.190253   ,  0.0844821  ,  0.0136204  ,  3.1159e-41 ])
4525    , -1733.15    , array([ 0.190253   ,  0.0844821  ,  0.0136204  ,  3.1159e-41 ])
4526    , -1733.48    , array([ 0.190444   ,  0.0844821  ,  0.0136204  ,  3.1159e-41 ])
4527    , -1733.15    , array([ 0.190253   ,  0.0845666  ,  0.0136204  ,  3.1159e-41 ])
4528    , -1732.82    , array([ 0.190253   ,  0.0844821  ,  0.013634   ,  3.1159e-41 ])
4529    , -1733.15    , array([ 0.190253   ,  0.0844821  ,  0.0136204  ,  3.11902e-41])
4530    , -1674.1     , array([ 0.157249   ,  0.0844821  ,  0.0138838  ,  3.1159e-41 ])
4531    , -1674.1     , array([ 0.157249   ,  0.0844821  ,  0.0138838  ,  3.1159e-41 ])
4532    , -1674.33    , array([ 0.157406   ,  0.0844821  ,  0.0138838  ,  3.1159e-41 ])
4533    , -1674.1     , array([ 0.157249   ,  0.0845666  ,  0.0138838  ,  3.1159e-41 ])
4534    , -1673.81    , array([ 0.157249   ,  0.0844821  ,  0.0138977  ,  3.1159e-41 ])
4535    , -1674.1     , array([ 0.157249   ,  0.0844821  ,  0.0138838  ,  3.11902e-41])
4536    , -1630.21    , array([ 0.111482   ,  0.0844821  ,  0.0160232  ,  3.1159e-41 ])
4537    , -1630.21    , array([ 0.111482   ,  0.0844821  ,  0.0160232  ,  3.1159e-41 ])
4538    , -1630.03    , array([ 0.111593   ,  0.0844821  ,  0.0160232  ,  3.1159e-41 ])
4539    , -1630.21    , array([ 0.111482   ,  0.0845666  ,  0.0160232  ,  3.1159e-41 ])
4540    , -1630.16    , array([ 0.111482   ,  0.0844821  ,  0.0160392  ,  3.1159e-41 ])
4541    , -1630.21    , array([ 0.111482   ,  0.0844821  ,  0.0160232  ,  3.11902e-41])
4542    , -1604.64    , array([ 0.132891   ,  0.0844821  ,  0.0171207  ,  3.1159e-41 ])
4543    , -1604.64    , array([ 0.132891   ,  0.0844821  ,  0.0171207  ,  3.1159e-41 ])
4544    , -1604.61    , array([ 0.133024   ,  0.0844821  ,  0.0171207  ,  3.1159e-41 ])
4545    , -1604.64    , array([ 0.132891   ,  0.0845666  ,  0.0171207  ,  3.1159e-41 ])
4546    , -1604.47    , array([ 0.132891   ,  0.0844821  ,  0.0171378  ,  3.1159e-41 ])
4547    , -1604.64    , array([ 0.132891   ,  0.0844821  ,  0.0171207  ,  3.11902e-41])
4548    , -1553.41    , array([ 0.173924   ,  0.0844821  ,  0.0223286  ,  3.1159e-41 ])
4549    , -1553.41    , array([ 0.173924   ,  0.0844821  ,  0.0223286  ,  3.1159e-41 ])
4550    , -1553.52    , array([ 0.174098   ,  0.0844821  ,  0.0223286  ,  3.1159e-41 ])
4551    , -1553.41    , array([ 0.173924   ,  0.0845666  ,  0.0223286  ,  3.1159e-41 ])
