Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-1979.8	3969.6	1271.41	7797.86	2.5867,0.1737,1.2193,4.9789,30.0
our_model	Round_1_Replicate_2	-2042.19	4094.38	1406.85	4487.98	4.3026,0.4184,0.6724,2.0053,30.0
our_model	Round_1_Replicate_3	-2493.86	4997.72	2242.71	2956.51	6.0449,1.0097,0.4384,0.7847,30.0
our_model	Round_1_Replicate_4	-1330.67	2671.34	40.03	19962.21	0.9905,0.1114,5.2801,1.4092,0.052
our_model	Round_1_Replicate_5	-1415.09	2840.18	215.24	20158.5	0.892,0.1315,6.405,0.9389,0.0626
our_model	Round_1_Replicate_6	-1330.8	2671.6	40.05	20119.41	0.9217,0.1107,5.5546,1.5672,0.0528
our_model	Round_1_Replicate_7	-2255.33	4520.66	1827.09	2149.97	8.872,1.098,0.3115,0.7482,30.0
our_model	Round_1_Replicate_8	-2253.1	4516.2	1806.01	4817.81	3.8158,0.5214,0.7134,1.5555,30.0
our_model	Round_1_Replicate_9	-2470.3	4950.6	2197.23	4427.29	4.0197,0.6692,0.6589,1.184,30.0
our_model	Round_1_Replicate_10	-2629.2	5268.4	2477.42	3759.75	4.6463,0.8626,0.5631,0.9051,30.0
our_model	Round_2_Replicate_1	-1314.26	2638.52	6.71	20016.14	1.0185,0.0929,4.8901,2.7817,0.046
our_model	Round_2_Replicate_2	-1319.78	2649.56	17.89	20055.82	0.9905,0.1029,5.4939,1.9134,0.0496
our_model	Round_2_Replicate_3	-1560.4	3130.8	483.94	20228.96	0.8094,0.1594,5.9159,1.3514,0.0926
our_model	Round_2_Replicate_4	-1311.04	2632.08	0.21	19994.59	0.9995,0.101,5.0149,2.4163,0.0503
our_model	Round_2_Replicate_5	-1645.04	3300.08	703.3	20297.53	0.9891,0.0377,1.1321,6.4808,0.0157
our_model	Round_2_Replicate_6	-1315.26	2640.52	8.72	20042.94	1.0038,0.0922,4.8919,2.6893,0.0451
our_model	Round_2_Replicate_7	-1311.7	2633.4	1.54	20021.62	0.9999,0.0965,4.959,2.6435,0.0481
our_model	Round_2_Replicate_8	-1344.43	2698.86	67.27	20343.39	0.855,0.0867,5.1672,2.9211,0.042
our_model	Round_2_Replicate_9	-1521.59	3053.18	441.72	19993.77	1.35,0.0506,2.4279,4.959,0.0219
our_model	Round_2_Replicate_10	-1353.46	2716.92	85.95	20239.02	0.9361,0.0762,4.751,3.785,0.0371
our_model	Round_3_Replicate_1	-1329.48	2668.96	36.9	19951.29	0.9692,0.1167,5.2474,1.7355,0.0571
our_model	Round_3_Replicate_2	-1357.26	2724.52	94.8	20074.89	1.0429,0.0806,4.6875,2.125,0.0358
our_model	Round_3_Replicate_3	-1311.46	2632.92	1.05	20003.38	1.0044,0.0976,4.9303,2.5239,0.0483
our_model	Round_3_Replicate_4	-1313.66	2637.32	5.47	19967.95	0.9973,0.1056,5.0678,2.1083,0.0518
our_model	Round_3_Replicate_5	-1312.19	2634.38	2.53	20066.27	0.97,0.1018,5.2347,2.4351,0.0515
our_model	Round_3_Replicate_6	-1330.36	2670.72	38.47	19896.42	0.9907,0.1185,5.1878,1.8436,0.0595
our_model	Round_3_Replicate_7	-1314.38	2638.76	6.89	19893.92	1.0457,0.1036,4.971,2.5256,0.0523
our_model	Round_3_Replicate_8	-1311.95	2633.9	2.04	19942.06	1.0258,0.1019,4.966,2.3226,0.0503
our_model	Round_3_Replicate_9	-1314.19	2638.38	6.48	19958.67	0.9948,0.1073,5.0428,2.2564,0.0542
our_model	Round_3_Replicate_10	-1368.66	2747.32	119.13	20248.01	0.9725,0.071,4.8983,4.0812,0.0348
our_model	Round_3_Replicate_11	-1311.19	2632.38	0.52	20019.6	0.987,0.1007,5.0359,2.5346,0.0508
our_model	Round_3_Replicate_12	-1315.37	2640.74	8.87	19873.04	1.053,0.1051,4.9727,2.3855,0.0528
our_model	Round_3_Replicate_13	-1310.93	2631.86	0.0	19999.55	0.9996,0.1001,4.9991,2.4961,0.0501
our_model	Round_3_Replicate_14	-1312.96	2635.92	4.08	20048.59	0.9988,0.0948,5.0369,2.5768,0.0468
our_model	Round_3_Replicate_15	-1311.6	2633.2	1.33	19957.65	1.0057,0.1028,4.9125,2.3941,0.0513
our_model	Round_3_Replicate_16	-1315.59	2641.18	9.36	20109.33	0.9727,0.0922,5.0908,2.9086,0.0462
our_model	Round_3_Replicate_17	-1312.74	2635.48	3.62	20054.36	0.9727,0.0972,4.9372,2.5815,0.0481
our_model	Round_3_Replicate_18	-1313.41	2636.82	4.95	19921.79	1.045,0.0997,4.9262,2.7164,0.0505
our_model	Round_3_Replicate_19	-1329.83	2669.66	37.72	19671.32	1.1528,0.1061,4.4262,2.0281,0.0506
our_model	Round_3_Replicate_20	-1342.02	2694.04	61.09	19894.04	0.9798,0.12,5.0833,2.3005,0.0651
