315805  , -126720     , array([ 0.00477281 ,  0.0219801  ,  7.10993e-25,  3.35377e-47,  0.00668554 ])
315806  , -126617     , array([ 0.00477759 ,  0.0219801  ,  7.10993e-25,  3.35377e-47,  0.00668554 ])
315807  , -126741     , array([ 0.00477281 ,  0.0220021  ,  7.10993e-25,  3.35377e-47,  0.00668554 ])
315808  , -126720     , array([ 0.00477281 ,  0.0219801  ,  7.11704e-25,  3.35377e-47,  0.00668554 ])
315809  , -126720     , array([ 0.00477281 ,  0.0219801  ,  7.10993e-25,  3.35713e-47,  0.00668554 ])
315810  , -126797     , array([ 0.00477281 ,  0.0219801  ,  7.10993e-25,  3.35377e-47,  0.00669222 ])
315811  , -126720     , array([ 0.00477281 ,  0.0219801  ,  7.10993e-25,  3.35377e-47,  0.00668554 ])
315812  , -40069.3    , array([ 0.0106132  ,  0.0186931  ,  7.10993e-25,  3.35377e-47,  0.00368384 ])
315813  , -40069.3    , array([ 0.0106132  ,  0.0186931  ,  7.10993e-25,  3.35377e-47,  0.00368384 ])
315814  , -40028      , array([ 0.0106238  ,  0.0186931  ,  7.10993e-25,  3.35377e-47,  0.00368384 ])
315815  , -40084.9    , array([ 0.0106132  ,  0.0187118  ,  7.10993e-25,  3.35377e-47,  0.00368384 ])
315816  , -40069.3    , array([ 0.0106132  ,  0.0186931  ,  7.11704e-25,  3.35377e-47,  0.00368384 ])
315817  , -40069.3    , array([ 0.0106132  ,  0.0186931  ,  7.10993e-25,  3.35713e-47,  0.00368384 ])
315818  , -40093.9    , array([ 0.0106132  ,  0.0186931  ,  7.10993e-25,  3.35377e-47,  0.00368752 ])
315826  , -40018.3    , array([ 0.0106245  ,  0.0186389  ,  7.10993e-25,  3.35377e-47,  0.00368956 ])
315827  , -40018.3    , array([ 0.0106245  ,  0.0186389  ,  7.10993e-25,  3.35377e-47,  0.00368956 ])
315828  , -39977      , array([ 0.0106351  ,  0.0186389  ,  7.10993e-25,  3.35377e-47,  0.00368956 ])
315829  , -40033.9    , array([ 0.0106245  ,  0.0186575  ,  7.10993e-25,  3.35377e-47,  0.00368956 ])
315830  , -40018.3    , array([ 0.0106245  ,  0.0186389  ,  7.11704e-25,  3.35377e-47,  0.00368956 ])
315831  , -40018.3    , array([ 0.0106245  ,  0.0186389  ,  7.10993e-25,  3.35713e-47,  0.00368956 ])
315832  , -40042.9    , array([ 0.0106245  ,  0.0186389  ,  7.10993e-25,  3.35377e-47,  0.00369325 ])
315833  , -39248.4    , array([ 0.010801   ,  0.0178172  ,  7.10993e-25,  3.35377e-47,  0.00377946 ])
315834  , -39248.4    , array([ 0.010801   ,  0.0178172  ,  7.10993e-25,  3.35377e-47,  0.00377946 ])
315835  , -39207.3    , array([ 0.0108118  ,  0.0178172  ,  7.10993e-25,  3.35377e-47,  0.00377946 ])
315836  , -39263.4    , array([ 0.010801   ,  0.017835   ,  7.10993e-25,  3.35377e-47,  0.00377946 ])
315837  , -39248.4    , array([ 0.010801   ,  0.0178172  ,  7.11704e-25,  3.35377e-47,  0.00377946 ])
315838  , -39248.4    , array([ 0.010801   ,  0.0178172  ,  7.10993e-25,  3.35713e-47,  0.00377946 ])
315839  , -39273.4    , array([ 0.010801   ,  0.0178172  ,  7.10993e-25,  3.35377e-47,  0.00378324 ])
315847  , -39237.1    , array([ 0.0108037  ,  0.0178051  ,  7.10993e-25,  3.35377e-47,  0.00378083 ])
