51379   , -2336.8     , array([ 0.018536   ,  0.5616     ,  9.01842e-18,  2.22643e-08])
51380   , -2336.8     , array([ 0.0185546  ,  0.5616     ,  9.01842e-18,  2.22643e-08])
51381   , -2336.8     , array([ 0.018536   ,  0.562162   ,  9.01842e-18,  2.22643e-08])
51382   , -2336.8     , array([ 0.018536   ,  0.5616     ,  9.02744e-18,  2.22643e-08])
51383   , -2336.8     , array([ 0.018536   ,  0.5616     ,  9.01842e-18,  2.22865e-08])
51384   , -2336.8     , array([ 0.018536   ,  0.5616     ,  9.01842e-18,  2.22643e-08])
51385   , -2336.8     , array([ 0.018536   ,  0.561172   ,  9.01842e-18,  2.22717e-08])
51386   , -2336.8     , array([ 0.018536   ,  0.561172   ,  9.01842e-18,  2.22717e-08])
51387   , -2336.8     , array([ 0.0185546  ,  0.561172   ,  9.01842e-18,  2.22717e-08])
51388   , -2336.8     , array([ 0.018536   ,  0.561734   ,  9.01842e-18,  2.22717e-08])
51389   , -2336.8     , array([ 0.018536   ,  0.561172   ,  9.02744e-18,  2.22717e-08])
51390   , -2336.8     , array([ 0.018536   ,  0.561172   ,  9.01842e-18,  2.2294e-08 ])
51391   , -2336.8     , array([ 0.018536   ,  0.559466   ,  9.01842e-18,  2.23015e-08])
51392   , -2336.8     , array([ 0.018536   ,  0.559466   ,  9.01842e-18,  2.23015e-08])
51393   , -2336.8     , array([ 0.0185546  ,  0.559466   ,  9.01842e-18,  2.23015e-08])
51394   , -2336.8     , array([ 0.018536   ,  0.560026   ,  9.01842e-18,  2.23015e-08])
51395   , -2336.8     , array([ 0.018536   ,  0.559466   ,  9.02744e-18,  2.23015e-08])
51396   , -2336.8     , array([ 0.018536   ,  0.559466   ,  9.01842e-18,  2.23238e-08])
51397   , -2336.8     , array([ 0.018536   ,  0.552692   ,  9.01842e-18,  2.2421e-08 ])
51398   , -2336.8     , array([ 0.018536   ,  0.552692   ,  9.01842e-18,  2.2421e-08 ])
51399   , -2336.8     , array([ 0.0185546  ,  0.552692   ,  9.01842e-18,  2.2421e-08 ])
51400   , -2336.8     , array([ 0.018536   ,  0.553245   ,  9.01842e-18,  2.2421e-08 ])
51401   , -2336.8     , array([ 0.018536   ,  0.552692   ,  9.02744e-18,  2.2421e-08 ])
51402   , -2336.8     , array([ 0.018536   ,  0.552692   ,  9.01842e-18,  2.24435e-08])
51403   , -2336.8     , array([ 0.018536   ,  0.526408   ,  9.01842e-18,  2.29056e-08])
51404   , -2336.8     , array([ 0.018536   ,  0.526408   ,  9.01842e-18,  2.29056e-08])
51405   , -2336.8     , array([ 0.0185546  ,  0.526408   ,  9.01842e-18,  2.29056e-08])
51406   , -2336.8     , array([ 0.018536   ,  0.526935   ,  9.01842e-18,  2.29056e-08])
51407   , -2336.8     , array([ 0.018536   ,  0.526408   ,  9.02744e-18,  2.29056e-08])
51408   , -2336.8     , array([ 0.018536   ,  0.526408   ,  9.01842e-18,  2.29285e-08])
51409   , -2336.8     , array([ 0.018536   ,  0.433191   ,  9.01842e-18,  2.49509e-08])
51410   , -2336.8     , array([ 0.018536   ,  0.433191   ,  9.01842e-18,  2.49509e-08])
51411   , -2336.8     , array([ 0.0185546  ,  0.433191   ,  9.01842e-18,  2.49509e-08])
51412   , -2336.8     , array([ 0.018536   ,  0.433624   ,  9.01842e-18,  2.49509e-08])
51413   , -2336.8     , array([ 0.018536   ,  0.433191   ,  9.02744e-18,  2.49509e-08])
51414   , -2336.8     , array([ 0.018536   ,  0.433191   ,  9.01842e-18,  2.49759e-08])
51415   , -2336.8     , array([ 0.018536   ,  0.198658   ,  9.01842e-18,  3.51288e-08])
51416   , -2336.8     , array([ 0.018536   ,  0.198658   ,  9.01842e-18,  3.51288e-08])
51417   , -2336.8     , array([ 0.0185546  ,  0.198658   ,  9.01842e-18,  3.51288e-08])
51418   , -2336.8     , array([ 0.018536   ,  0.198856   ,  9.01842e-18,  3.51288e-08])
51419   , -2336.8     , array([ 0.018536   ,  0.198658   ,  9.02744e-18,  3.51288e-08])
51420   , -2336.8     , array([ 0.018536   ,  0.198658   ,  9.01842e-18,  3.5164e-08 ])
51421   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.01842e-18,  1.3803e-07 ])
51422   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.01842e-18,  1.3803e-07 ])
51423   , -2336.51    , array([ 0.0185546  ,  0.00878637 ,  9.01842e-18,  1.3803e-07 ])
51424   , -2336.51    , array([ 0.018536   ,  0.00879516 ,  9.01842e-18,  1.3803e-07 ])
51425   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.02744e-18,  1.3803e-07 ])
51426   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.01842e-18,  1.38169e-07])
51433   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.01842e-18,  1.3803e-07 ])
51434   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.01842e-18,  1.3803e-07 ])
51435   , -2336.51    , array([ 0.0185546  ,  0.00878637 ,  9.01842e-18,  1.3803e-07 ])
51436   , -2336.51    , array([ 0.018536   ,  0.00879516 ,  9.01842e-18,  1.3803e-07 ])
51437   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.02744e-18,  1.3803e-07 ])
51438   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.01842e-18,  1.38169e-07])
51439   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.01842e-18,  1.3803e-07 ])
51440   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.01842e-18,  1.3803e-07 ])
51441   , -2336.51    , array([ 0.0185546  ,  0.00878637 ,  9.01842e-18,  1.3803e-07 ])
51442   , -2336.51    , array([ 0.018536   ,  0.00879516 ,  9.01842e-18,  1.3803e-07 ])
51443   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.02744e-18,  1.3803e-07 ])
51444   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.01842e-18,  1.38169e-07])
51451   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.01842e-18,  1.3803e-07 ])
51452   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.01842e-18,  1.3803e-07 ])
51453   , -2336.51    , array([ 0.0185546  ,  0.00878637 ,  9.01842e-18,  1.3803e-07 ])
51454   , -2336.51    , array([ 0.018536   ,  0.00879516 ,  9.01842e-18,  1.3803e-07 ])
51455   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.02744e-18,  1.3803e-07 ])
51456   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.01842e-18,  1.38169e-07])
51457   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.01842e-18,  1.3803e-07 ])
51458   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.01842e-18,  1.3803e-07 ])
51459   , -2336.51    , array([ 0.0185546  ,  0.00878637 ,  9.01842e-18,  1.3803e-07 ])
51460   , -2336.51    , array([ 0.018536   ,  0.00879516 ,  9.01842e-18,  1.3803e-07 ])
51461   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.02744e-18,  1.3803e-07 ])
51462   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.01842e-18,  1.38169e-07])
51469   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.01842e-18,  1.3803e-07 ])
51470   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.01842e-18,  1.3803e-07 ])
51471   , -2336.51    , array([ 0.0185546  ,  0.00878637 ,  9.01842e-18,  1.3803e-07 ])
51472   , -2336.51    , array([ 0.018536   ,  0.00879516 ,  9.01842e-18,  1.3803e-07 ])
51473   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.02744e-18,  1.3803e-07 ])
51474   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.01842e-18,  1.38169e-07])
51475   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.01842e-18,  1.3803e-07 ])
51476   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.01842e-18,  1.3803e-07 ])
51477   , -2336.51    , array([ 0.0185546  ,  0.00878637 ,  9.01842e-18,  1.3803e-07 ])
51478   , -2336.51    , array([ 0.018536   ,  0.00879516 ,  9.01842e-18,  1.3803e-07 ])
51479   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.02744e-18,  1.3803e-07 ])
51480   , -2336.51    , array([ 0.018536   ,  0.00878637 ,  9.01842e-18,  1.38169e-07])
51481   , -2333.97    , array([ 0.018536   ,  0.00184783 ,  9.01842e-18,  2.73609e-07])
51482   , -2333.97    , array([ 0.018536   ,  0.00184783 ,  9.01842e-18,  2.73609e-07])
51483   , -2333.97    , array([ 0.0185546  ,  0.00184783 ,  9.01842e-18,  2.73609e-07])
51484   , -2333.97    , array([ 0.018536   ,  0.00184968 ,  9.01842e-18,  2.73609e-07])
51485   , -2333.97    , array([ 0.018536   ,  0.00184783 ,  9.02744e-18,  2.73609e-07])
51486   , -2333.97    , array([ 0.018536   ,  0.00184783 ,  9.01842e-18,  2.73883e-07])
51487   , -2333.97    , array([ 0.018536   ,  0.00184783 ,  9.01842e-18,  2.73609e-07])
51488   , -2333.97    , array([ 0.018536   ,  0.00184783 ,  9.01842e-18,  2.73609e-07])
51489   , -2333.97    , array([ 0.0185546  ,  0.00184783 ,  9.01842e-18,  2.73609e-07])
51490   , -2333.97    , array([ 0.018536   ,  0.00184968 ,  9.01842e-18,  2.73609e-07])
51491   , -2333.97    , array([ 0.018536   ,  0.00184783 ,  9.02744e-18,  2.73609e-07])
51492   , -2333.97    , array([ 0.018536   ,  0.00184783 ,  9.01842e-18,  2.73883e-07])
51493   , -2333.97    , array([ 0.018536   ,  0.00184783 ,  9.01842e-18,  2.73609e-07])
51494   , -2333.97    , array([ 0.018536   ,  0.00184783 ,  9.01842e-18,  2.73609e-07])
51495   , -2333.97    , array([ 0.0185546  ,  0.00184783 ,  9.01842e-18,  2.73609e-07])
51496   , -2333.97    , array([ 0.018536   ,  0.00184968 ,  9.01842e-18,  2.73609e-07])
51497   , -2333.97    , array([ 0.018536   ,  0.00184783 ,  9.02744e-18,  2.73609e-07])
51498   , -2333.97    , array([ 0.018536   ,  0.00184783 ,  9.01842e-18,  2.73883e-07])
51505   , -2333.97    , array([ 0.018536   ,  0.00184783 ,  9.01842e-18,  2.73609e-07])
51506   , -2333.97    , array([ 0.018536   ,  0.00184783 ,  9.01842e-18,  2.73609e-07])
51507   , -2333.97    , array([ 0.0185546  ,  0.00184783 ,  9.01842e-18,  2.73609e-07])
51508   , -2333.97    , array([ 0.018536   ,  0.00184968 ,  9.01842e-18,  2.73609e-07])
51509   , -2333.97    , array([ 0.018536   ,  0.00184783 ,  9.02744e-18,  2.73609e-07])
51510   , -2333.97    , array([ 0.018536   ,  0.00184783 ,  9.01842e-18,  2.73883e-07])
51511   , -2333.97    , array([ 0.018536   ,  0.00184783 ,  9.01842e-18,  2.73609e-07])
51512   , -2333.97    , array([ 0.018536   ,  0.00184783 ,  9.01842e-18,  2.73609e-07])
