Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-2154.34	4318.68	1623.2	3855.13	4.8673,0.5849,0.571,1.406,30.0
our_model	Round_1_Replicate_2	-1980.0	3970.0	1271.49	11640.97	1.7237,0.1183,1.8006,7.3056,29.9999
our_model	Round_1_Replicate_3	-1324.9	2659.8	28.02	20059.37	1.0187,0.0861,4.8352,3.5249,0.0439
our_model	Round_1_Replicate_4	-1347.58	2705.16	74.68	19888.47	1.0321,0.1097,5.0822,1.0643,0.0485
our_model	Round_1_Replicate_5	-1336.74	2683.48	50.59	19896.36	0.9796,0.1161,5.0513,2.539,0.061
our_model	Round_1_Replicate_6	-1445.24	2900.48	257.6	19438.4	1.0591,0.1469,4.7153,1.6245,0.0736
our_model	Round_1_Replicate_7	-2106.02	4222.04	1531.11	5925.88	3.1964,0.3572,0.8814,2.3184,30.0
our_model	Round_1_Replicate_8	-1365.17	2740.34	107.29	19611.44	1.0903,0.1267,4.9287,1.876,0.0632
our_model	Round_1_Replicate_9	-1314.69	2639.38	7.56	20016.31	0.984,0.1038,5.1757,2.0187,0.0502
our_model	Round_1_Replicate_10	-1328.94	2667.88	36.26	20060.9	1.027,0.084,4.7609,3.6061,0.0428
our_model	Round_2_Replicate_1	-2343.08	4696.16	1996.47	34707.59	0.495,0.0785,5.6868,9.3981,1.0838
our_model	Round_2_Replicate_2	-1525.82	3061.64	450.66	19874.02	1.6091,0.0516,2.8986,5.9228,0.0236
our_model	Round_2_Replicate_3	-1339.24	2688.48	57.5	19967.21	0.9919,0.1099,5.2771,1.2307,0.0497
our_model	Round_2_Replicate_4	-1316.7	2643.4	11.54	19849.35	1.0694,0.1046,4.9411,2.3764,0.0522
our_model	Round_2_Replicate_5	-1339.2	2688.4	55.58	19867.71	0.9854,0.1221,5.0784,1.7913,0.0623
our_model	Round_2_Replicate_6	-1688.55	3387.1	820.09	20368.7	1.0,0.0321,1.4714,8.9388,0.0141
our_model	Round_2_Replicate_7	-1314.36	2638.72	6.88	20035.67	1.0055,0.0926,4.8808,2.8209,0.046
our_model	Round_2_Replicate_8	-1327.51	2665.02	33.02	19704.08	1.1209,0.1075,4.6437,2.5899,0.0549
our_model	Round_2_Replicate_9	-1423.1	2856.2	236.16	20225.7	1.0617,0.0634,5.2072,4.2425,0.0296
our_model	Round_2_Replicate_10	-1315.45	2640.9	9.09	20039.88	0.9848,0.1015,5.229,2.0101,0.0487
our_model	Round_3_Replicate_1	-1311.08	2632.16	0.29	19983.06	1.0059,0.1012,5.0151,2.4619,0.0506
our_model	Round_3_Replicate_2	-1327.24	2664.48	32.98	19971.05	0.9884,0.1098,5.2423,1.5226,0.0513
our_model	Round_3_Replicate_3	-1311.13	2632.26	0.41	19988.73	1.0027,0.1007,4.9867,2.3804,0.0499
our_model	Round_3_Replicate_4	-1326.55	2663.1	31.59	20105.02	0.9969,0.0844,4.807,3.236,0.0418
our_model	Round_3_Replicate_5	-1393.78	2797.56	170.69	19988.67	1.1914,0.0676,4.2287,4.7151,0.0336
our_model	Round_3_Replicate_6	-1313.15	2636.3	4.45	20047.81	0.9669,0.1046,5.2214,2.2701,0.0525
our_model	Round_3_Replicate_7	-1315.55	2641.1	9.28	20015.12	1.0117,0.094,4.8267,2.3951,0.0453
our_model	Round_3_Replicate_8	-1312.1	2634.2	2.34	19954.26	1.0061,0.1043,4.9816,2.2984,0.0519
our_model	Round_3_Replicate_9	-1412.55	2835.1	211.91	20198.29	1.0208,0.0642,4.3085,3.5591,0.0288
our_model	Round_3_Replicate_10	-1401.69	2813.38	187.96	19943.29	1.2417,0.0682,4.0603,3.7209,0.0313
our_model	Round_3_Replicate_11	-1311.32	2632.64	0.78	20015.03	1.0007,0.0975,4.97,2.6127,0.0487
our_model	Round_3_Replicate_12	-1363.82	2737.64	107.98	19877.44	1.2255,0.0782,4.436,3.2667,0.0371
our_model	Round_3_Replicate_13	-1318.0	2646.0	14.02	19947.16	0.9888,0.111,5.1138,2.086,0.0557
our_model	Round_3_Replicate_14	-1338.82	2687.64	55.08	19675.51	1.0896,0.1151,4.6914,2.5558,0.0602
our_model	Round_3_Replicate_15	-1312.71	2635.42	3.56	19919.6	1.0316,0.1035,4.9742,2.4427,0.0521
our_model	Round_3_Replicate_16	-1322.28	2654.56	22.81	19938.42	1.0831,0.0892,4.7162,3.1427,0.0446
our_model	Round_3_Replicate_17	-1344.48	2698.96	65.69	19760.96	1.0228,0.1243,4.9717,1.8483,0.0633
our_model	Round_3_Replicate_18	-1315.49	2640.98	9.18	20069.57	0.9923,0.0917,4.9567,2.7889,0.0452
our_model	Round_3_Replicate_19	-1318.61	2647.22	15.19	19885.6	1.0143,0.1111,4.9901,2.2293,0.0564
our_model	Round_3_Replicate_20	-1338.27	2686.54	55.07	19974.69	0.9708,0.1201,5.5503,1.7525,0.0608
