97421   , -51966.5    , array([ 0.0894598  ,  1.7278     ,  5.59592e-49,  6.29416e-31,  0.0184251  ])
97422   , -51946.8    , array([ 0.0895493  ,  1.7278     ,  5.59592e-49,  6.29416e-31,  0.0184251  ])
97423   , -51970.5    , array([ 0.0894598  ,  1.72952    ,  5.59592e-49,  6.29416e-31,  0.0184251  ])
97424   , -51966.5    , array([ 0.0894598  ,  1.7278     ,  5.60152e-49,  6.29416e-31,  0.0184251  ])
97425   , -51966.5    , array([ 0.0894598  ,  1.7278     ,  5.59592e-49,  6.30046e-31,  0.0184251  ])
97426   , -51977.4    , array([ 0.0894598  ,  1.7278     ,  5.59592e-49,  6.29416e-31,  0.0184435  ])
97427   , -51966.5    , array([ 0.0894598  ,  1.7278     ,  5.59592e-49,  6.29416e-31,  0.0184251  ])
97428   , -50917.7    , array([ 0.213803   ,  1.44742    ,  5.59592e-49,  6.29416e-31,  0.01141    ])
97429   , -50917.7    , array([ 0.213803   ,  1.44742    ,  5.59592e-49,  6.29416e-31,  0.01141    ])
97430   , -50925.8    , array([ 0.214016   ,  1.44742    ,  5.59592e-49,  6.29416e-31,  0.01141    ])
97431   , -50922.4    , array([ 0.213803   ,  1.44887    ,  5.59592e-49,  6.29416e-31,  0.01141    ])
97432   , -50917.7    , array([ 0.213803   ,  1.44742    ,  5.60152e-49,  6.29416e-31,  0.01141    ])
97433   , -50917.7    , array([ 0.213803   ,  1.44742    ,  5.59592e-49,  6.30046e-31,  0.01141    ])
97434   , -50903.7    , array([ 0.213803   ,  1.44742    ,  5.59592e-49,  6.29416e-31,  0.0114215  ])
97435   , -48470.3    , array([ 0.251037   ,  1.17552    ,  5.59592e-49,  6.29416e-31,  0.0135745  ])
97436   , -48470.3    , array([ 0.251037   ,  1.17552    ,  5.59592e-49,  6.29416e-31,  0.0135745  ])
97437   , -48477.8    , array([ 0.251289   ,  1.17552    ,  5.59592e-49,  6.29416e-31,  0.0135745  ])
97438   , -48476.8    , array([ 0.251037   ,  1.17669    ,  5.59592e-49,  6.29416e-31,  0.0135745  ])
97439   , -48470.3    , array([ 0.251037   ,  1.17552    ,  5.60152e-49,  6.29416e-31,  0.0135745  ])
97440   , -48470.3    , array([ 0.251037   ,  1.17552    ,  5.59592e-49,  6.30046e-31,  0.0135745  ])
97441   , -48455      , array([ 0.251037   ,  1.17552    ,  5.59592e-49,  6.29416e-31,  0.0135881  ])
97442   , -29741.3    , array([ 0.477135   ,  0.511406   ,  5.59592e-49,  6.29416e-31,  0.027194   ])
97443   , -29741.3    , array([ 0.477135   ,  0.511406   ,  5.59592e-49,  6.29416e-31,  0.027194   ])
97444   , -29744.2    , array([ 0.477612   ,  0.511406   ,  5.59592e-49,  6.29416e-31,  0.027194   ])
97445   , -29758.3    , array([ 0.477135   ,  0.511918   ,  5.59592e-49,  6.29416e-31,  0.027194   ])
97446   , -29741.3    , array([ 0.477135   ,  0.511406   ,  5.60152e-49,  6.29416e-31,  0.027194   ])
97447   , -29741.3    , array([ 0.477135   ,  0.511406   ,  5.59592e-49,  6.30046e-31,  0.027194   ])
97448   , -29720.9    , array([ 0.477135   ,  0.511406   ,  5.59592e-49,  6.29416e-31,  0.0272212  ])
97449   , -833795     , array([ 6.2266     ,  0.0183195  ,  5.59592e-49,  6.29416e-31,  0.43799    ])
97450   , -833795     , array([ 6.2266     ,  0.0183195  ,  5.59592e-49,  6.29416e-31,  0.43799    ])
97451   , -833800     , array([ 6.23283    ,  0.0183195  ,  5.59592e-49,  6.29416e-31,  0.43799    ])
97452   , -832965     , array([ 6.2266     ,  0.0183379  ,  5.59592e-49,  6.29416e-31,  0.43799    ])
97453   , -833795     , array([ 6.2266     ,  0.0183195  ,  5.60152e-49,  6.29416e-31,  0.43799    ])
97454   , -833795     , array([ 6.2266     ,  0.0183195  ,  5.59592e-49,  6.30046e-31,  0.43799    ])
97455   , -834638     , array([ 6.2266     ,  0.0183195  ,  5.59592e-49,  6.29416e-31,  0.438428   ])
97456   , -3483.21    , array([ 0.988534   ,  0.198962   ,  5.59592e-49,  6.29416e-31,  0.0598047  ])
97457   , -3483.21    , array([ 0.988534   ,  0.198962   ,  5.59592e-49,  6.29416e-31,  0.0598047  ])
97458   , -3481.13    , array([ 0.989523   ,  0.198962   ,  5.59592e-49,  6.29416e-31,  0.0598047  ])
97459   , -3488       , array([ 0.988534   ,  0.199161   ,  5.59592e-49,  6.29416e-31,  0.0598047  ])
97460   , -3483.21    , array([ 0.988534   ,  0.198962   ,  5.60152e-49,  6.29416e-31,  0.0598047  ])
97461   , -3483.21    , array([ 0.988534   ,  0.198962   ,  5.59592e-49,  6.30046e-31,  0.0598047  ])
97462   , -3482       , array([ 0.988534   ,  0.198962   ,  5.59592e-49,  6.29416e-31,  0.0598646  ])
97470   , -3468.07    , array([ 0.988839   ,  0.198368   ,  5.59592e-49,  6.29416e-31,  0.0598201  ])
97471   , -3468.07    , array([ 0.988839   ,  0.198368   ,  5.59592e-49,  6.29416e-31,  0.0598201  ])
97472   , -3465.99    , array([ 0.989829   ,  0.198368   ,  5.59592e-49,  6.29416e-31,  0.0598201  ])
97473   , -3472.78    , array([ 0.988839   ,  0.198566   ,  5.59592e-49,  6.29416e-31,  0.0598201  ])
97474   , -3468.07    , array([ 0.988839   ,  0.198368   ,  5.60152e-49,  6.29416e-31,  0.0598201  ])
97475   , -3468.07    , array([ 0.988839   ,  0.198368   ,  5.59592e-49,  6.30046e-31,  0.0598201  ])
97476   , -3466.94    , array([ 0.988839   ,  0.198368   ,  5.59592e-49,  6.29416e-31,  0.05988    ])
97477   , -3036.06    , array([ 1.00759    ,  0.165403   ,  5.59592e-49,  6.29416e-31,  0.0607643  ])
97478   , -3036.06    , array([ 1.00759    ,  0.165403   ,  5.59592e-49,  6.29416e-31,  0.0607643  ])
97479   , -3033.94    , array([ 1.0086     ,  0.165403   ,  5.59592e-49,  6.29416e-31,  0.0607643  ])
97480   , -3035.8     , array([ 1.00759    ,  0.165569   ,  5.59592e-49,  6.29416e-31,  0.0607643  ])
97481   , -3036.06    , array([ 1.00759    ,  0.165403   ,  5.60152e-49,  6.29416e-31,  0.0607643  ])
97482   , -3036.06    , array([ 1.00759    ,  0.165403   ,  5.59592e-49,  6.30046e-31,  0.0607643  ])
97483   , -3039.88    , array([ 1.00759    ,  0.165403   ,  5.59592e-49,  6.29416e-31,  0.0608251  ])
97484   , -2799.96    , array([ 0.544985   ,  0.0907075  ,  5.59592e-49,  6.29416e-31,  0.0326272  ])
97485   , -2799.96    , array([ 0.544985   ,  0.0907075  ,  5.59592e-49,  6.29416e-31,  0.0326272  ])
97486   , -2797.02    , array([ 0.54553    ,  0.0907075  ,  5.59592e-49,  6.29416e-31,  0.0326272  ])
97487   , -2799.77    , array([ 0.544985   ,  0.0907982  ,  5.59592e-49,  6.29416e-31,  0.0326272  ])
97488   , -2799.96    , array([ 0.544985   ,  0.0907075  ,  5.60152e-49,  6.29416e-31,  0.0326272  ])
97489   , -2799.96    , array([ 0.544985   ,  0.0907075  ,  5.59592e-49,  6.30046e-31,  0.0326272  ])
