23068   , -78608.8    , array([ 1.93064    ,  0.712572   ,  8.47622e-09,  1.6938     ,  0.000232615])
23069   , -78608.9    , array([ 1.93257    ,  0.712572   ,  8.47622e-09,  1.6938     ,  0.000232615])
23070   , -78609.2    , array([ 1.93064    ,  0.713285   ,  8.47622e-09,  1.6938     ,  0.000232615])
23071   , -78608.8    , array([ 1.93064    ,  0.712572   ,  8.4847e-09 ,  1.6938     ,  0.000232615])
23072   , -78608.8    , array([ 1.93064    ,  0.712572   ,  8.47622e-09,  1.6955     ,  0.000232615])
23073   , -78608.3    , array([ 1.93064    ,  0.712572   ,  8.47622e-09,  1.6938     ,  0.000232847])
23074   , -78608.8    , array([ 1.93064    ,  0.712572   ,  8.47622e-09,  1.6938     ,  0.000232615])
23075   , -77308.7    , array([ 1.65258    ,  0.383086   ,  8.47622e-09,  1.69155    ,  0.000508205])
23076   , -77308.7    , array([ 1.65258    ,  0.383086   ,  8.47622e-09,  1.69155    ,  0.000508205])
23077   , -77308.9    , array([ 1.65424    ,  0.383086   ,  8.47622e-09,  1.69155    ,  0.000508205])
23078   , -77310.2    , array([ 1.65258    ,  0.383469   ,  8.47622e-09,  1.69155    ,  0.000508205])
23079   , -77308.7    , array([ 1.65258    ,  0.383086   ,  8.4847e-09 ,  1.69155    ,  0.000508205])
23080   , -77308.7    , array([ 1.65258    ,  0.383086   ,  8.47622e-09,  1.69324    ,  0.000508205])
23081   , -77306.9    , array([ 1.65258    ,  0.383086   ,  8.47622e-09,  1.69155    ,  0.000508713])
23082   , -1820.38    , array([ 0.887186   ,  0.0320013  ,  8.47622e-09,  1.68254    ,  0.0115783  ])
23083   , -1820.38    , array([ 0.887186   ,  0.0320013  ,  8.47622e-09,  1.68254    ,  0.0115783  ])
23084   , -1820.35    , array([ 0.888074   ,  0.0320013  ,  8.47622e-09,  1.68254    ,  0.0115783  ])
23085   , -1820.46    , array([ 0.887186   ,  0.0320333  ,  8.47622e-09,  1.68254    ,  0.0115783  ])
23086   , -1820.38    , array([ 0.887186   ,  0.0320013  ,  8.4847e-09 ,  1.68254    ,  0.0115783  ])
23087   , -1820.35    , array([ 0.887186   ,  0.0320013  ,  8.47622e-09,  1.68422    ,  0.0115783  ])
23088   , -1819.9     , array([ 0.887186   ,  0.0320013  ,  8.47622e-09,  1.68254    ,  0.0115899  ])
23096   , -1883.78    , array([ 0.895583   ,  0.0318424  ,  8.47622e-09,  1.69094    ,  0.0125673  ])
23097   , -1883.78    , array([ 0.895583   ,  0.0318424  ,  8.47622e-09,  1.69094    ,  0.0125673  ])
