213379  , -79089.4    , array([ 0.11827    ,  0.0438975  ,  0.00188794 ,  0.000248069,  3.01173e-10])
213380  , -79089.4    , array([ 0.118388   ,  0.0438975  ,  0.00188794 ,  0.000248069,  3.01173e-10])
213381  , -79089.4    , array([ 0.11827    ,  0.0439414  ,  0.00188794 ,  0.000248069,  3.01173e-10])
213382  , -79089.4    , array([ 0.11827    ,  0.0438975  ,  0.00188983 ,  0.000248069,  3.01173e-10])
213383  , -79089.4    , array([ 0.11827    ,  0.0438975  ,  0.00188794 ,  0.000248317,  3.01173e-10])
213384  , -79089.4    , array([ 0.11827    ,  0.0438975  ,  0.00188794 ,  0.000248069,  3.01474e-10])
213385  , -79089.4    , array([ 0.11827    ,  0.0438975  ,  0.00188794 ,  0.000248069,  3.01173e-10])
213386  , -79089.4    , array([ 0.118029   ,  0.0435452  ,  0.00188794 ,  0.000248069,  3.04232e-10])
213387  , -79089.4    , array([ 0.118029   ,  0.0435452  ,  0.00188794 ,  0.000248069,  3.04232e-10])
213388  , -79089.4    , array([ 0.118147   ,  0.0435452  ,  0.00188794 ,  0.000248069,  3.04232e-10])
213389  , -79089.4    , array([ 0.118029   ,  0.0435888  ,  0.00188794 ,  0.000248069,  3.04232e-10])
213390  , -79089.4    , array([ 0.118029   ,  0.0435452  ,  0.00188983 ,  0.000248069,  3.04232e-10])
213391  , -79089.4    , array([ 0.118029   ,  0.0435452  ,  0.00188794 ,  0.000248317,  3.04232e-10])
213392  , -79089.4    , array([ 0.118029   ,  0.0435452  ,  0.00188794 ,  0.000248069,  3.04536e-10])
213393  , -79089.4    , array([ 0.117074   ,  0.0421642  ,  0.00188794 ,  0.000248069,  3.16781e-10])
213394  , -79089.4    , array([ 0.117074   ,  0.0421642  ,  0.00188794 ,  0.000248069,  3.16781e-10])
213395  , -79089.4    , array([ 0.117191   ,  0.0421642  ,  0.00188794 ,  0.000248069,  3.16781e-10])
213396  , -79089.4    , array([ 0.117074   ,  0.0422064  ,  0.00188794 ,  0.000248069,  3.16781e-10])
213397  , -79089.4    , array([ 0.117074   ,  0.0421642  ,  0.00188983 ,  0.000248069,  3.16781e-10])
213398  , -79089.4    , array([ 0.117074   ,  0.0421642  ,  0.00188794 ,  0.000248317,  3.16781e-10])
213399  , -79089.4    , array([ 0.117074   ,  0.0421642  ,  0.00188794 ,  0.000248069,  3.17098e-10])
213400  , -79089.4    , array([ 0.113327   ,  0.0370644  ,  0.00188794 ,  0.000248069,  3.7237e-10 ])
213401  , -79089.4    , array([ 0.113327   ,  0.0370644  ,  0.00188794 ,  0.000248069,  3.7237e-10 ])
213402  , -79089.4    , array([ 0.113441   ,  0.0370644  ,  0.00188794 ,  0.000248069,  3.7237e-10 ])
213403  , -79089.4    , array([ 0.113327   ,  0.0371015  ,  0.00188794 ,  0.000248069,  3.7237e-10 ])
213404  , -79089.4    , array([ 0.113327   ,  0.0370644  ,  0.00188983 ,  0.000248069,  3.7237e-10 ])
213405  , -79089.4    , array([ 0.113327   ,  0.0370644  ,  0.00188794 ,  0.000248317,  3.7237e-10 ])
213406  , -79089.4    , array([ 0.113327   ,  0.0370644  ,  0.00188794 ,  0.000248069,  3.72743e-10])
213407  , -79089.4    , array([ 0.0995034  ,  0.0221316  ,  0.00188794 ,  0.000248069,  7.10951e-10])
213408  , -79089.4    , array([ 0.0995034  ,  0.0221316  ,  0.00188794 ,  0.000248069,  7.10951e-10])
213409  , -79089.4    , array([ 0.099603   ,  0.0221316  ,  0.00188794 ,  0.000248069,  7.10951e-10])
213410  , -79089.4    , array([ 0.0995034  ,  0.0221537  ,  0.00188794 ,  0.000248069,  7.10951e-10])
213411  , -79089.4    , array([ 0.0995034  ,  0.0221316  ,  0.00188983 ,  0.000248069,  7.10951e-10])
213412  , -79089.4    , array([ 0.0995034  ,  0.0221316  ,  0.00188794 ,  0.000248318,  7.10951e-10])
213413  , -79089.4    , array([ 0.0995034  ,  0.0221316  ,  0.00188794 ,  0.000248069,  7.11663e-10])
213414  , -79085.4    , array([ 0.0591358  ,  0.0028134  ,  0.00188794 ,  0.00024807 ,  9.44711e-09])
213415  , -79085.4    , array([ 0.0591358  ,  0.0028134  ,  0.00188794 ,  0.00024807 ,  9.44711e-09])
213416  , -79085.4    , array([ 0.0591949  ,  0.0028134  ,  0.00188794 ,  0.00024807 ,  9.44711e-09])
213417  , -79085.4    , array([ 0.0591358  ,  0.00281622 ,  0.00188794 ,  0.00024807 ,  9.44711e-09])
213418  , -79085.4    , array([ 0.0591358  ,  0.0028134  ,  0.00188983 ,  0.00024807 ,  9.44711e-09])
213419  , -79085.4    , array([ 0.0591358  ,  0.0028134  ,  0.00188794 ,  0.000248319,  9.44711e-09])
213420  , -79085.4    , array([ 0.0591358  ,  0.0028134  ,  0.00188794 ,  0.00024807 ,  9.45656e-09])
213428  , -79085.4    , array([ 0.0591358  ,  0.0028134  ,  0.00188794 ,  0.00024807 ,  9.44712e-09])
213429  , -79085.4    , array([ 0.0591358  ,  0.0028134  ,  0.00188794 ,  0.00024807 ,  9.44712e-09])
213430  , -79085.4    , array([ 0.0591949  ,  0.0028134  ,  0.00188794 ,  0.00024807 ,  9.44712e-09])
213431  , -79085.4    , array([ 0.0591358  ,  0.00281621 ,  0.00188794 ,  0.00024807 ,  9.44712e-09])
213432  , -79085.4    , array([ 0.0591358  ,  0.0028134  ,  0.00188983 ,  0.00024807 ,  9.44712e-09])
213433  , -79085.4    , array([ 0.0591358  ,  0.0028134  ,  0.00188794 ,  0.000248319,  9.44712e-09])
213434  , -79085.4    , array([ 0.0591358  ,  0.0028134  ,  0.00188794 ,  0.00024807 ,  9.45657e-09])
213435  , -79085.4    , array([ 0.0591357  ,  0.0028134  ,  0.00188794 ,  0.00024807 ,  9.44713e-09])
213436  , -79085.4    , array([ 0.0591357  ,  0.0028134  ,  0.00188794 ,  0.00024807 ,  9.44713e-09])
213437  , -79085.4    , array([ 0.0591949  ,  0.0028134  ,  0.00188794 ,  0.00024807 ,  9.44713e-09])
213438  , -79085.4    , array([ 0.0591357  ,  0.00281621 ,  0.00188794 ,  0.00024807 ,  9.44713e-09])
213439  , -79085.4    , array([ 0.0591357  ,  0.0028134  ,  0.00188983 ,  0.00024807 ,  9.44713e-09])
213440  , -79085.4    , array([ 0.0591357  ,  0.0028134  ,  0.00188794 ,  0.000248319,  9.44713e-09])
213441  , -79085.4    , array([ 0.0591357  ,  0.0028134  ,  0.00188794 ,  0.00024807 ,  9.45658e-09])
213449  , -79085.4    , array([ 0.0591357  ,  0.00281339 ,  0.00188794 ,  0.00024807 ,  9.44714e-09])
213450  , -79085.4    , array([ 0.0591357  ,  0.00281339 ,  0.00188794 ,  0.00024807 ,  9.44714e-09])
213451  , -79085.4    , array([ 0.0591949  ,  0.00281339 ,  0.00188794 ,  0.00024807 ,  9.44714e-09])
213452  , -79085.4    , array([ 0.0591357  ,  0.00281621 ,  0.00188794 ,  0.00024807 ,  9.44714e-09])
213453  , -79085.4    , array([ 0.0591357  ,  0.00281339 ,  0.00188983 ,  0.00024807 ,  9.44714e-09])
213454  , -79085.4    , array([ 0.0591357  ,  0.00281339 ,  0.00188794 ,  0.000248319,  9.44714e-09])
213455  , -79085.4    , array([ 0.0591357  ,  0.00281339 ,  0.00188794 ,  0.00024807 ,  9.45659e-09])
213456  , -79085.4    , array([ 0.0591357  ,  0.00281339 ,  0.00188794 ,  0.00024807 ,  9.44714e-09])
213457  , -79085.4    , array([ 0.0591357  ,  0.00281339 ,  0.00188794 ,  0.00024807 ,  9.44714e-09])
213458  , -79085.4    , array([ 0.0591949  ,  0.00281339 ,  0.00188794 ,  0.00024807 ,  9.44714e-09])
213459  , -79085.4    , array([ 0.0591357  ,  0.00281621 ,  0.00188794 ,  0.00024807 ,  9.44714e-09])
213460  , -79085.4    , array([ 0.0591357  ,  0.00281339 ,  0.00188983 ,  0.00024807 ,  9.44714e-09])
213461  , -79085.4    , array([ 0.0591357  ,  0.00281339 ,  0.00188794 ,  0.000248319,  9.44714e-09])
213462  , -79085.4    , array([ 0.0591357  ,  0.00281339 ,  0.00188794 ,  0.00024807 ,  9.45659e-09])
213470  , -79085.4    , array([ 0.0591357  ,  0.00281339 ,  0.00188794 ,  0.00024807 ,  9.44714e-09])
213471  , -79085.4    , array([ 0.0591357  ,  0.00281339 ,  0.00188794 ,  0.00024807 ,  9.44714e-09])
213472  , -79085.4    , array([ 0.0591949  ,  0.00281339 ,  0.00188794 ,  0.00024807 ,  9.44714e-09])
213473  , -79085.4    , array([ 0.0591357  ,  0.00281621 ,  0.00188794 ,  0.00024807 ,  9.44714e-09])
213474  , -79085.4    , array([ 0.0591357  ,  0.00281339 ,  0.00188983 ,  0.00024807 ,  9.44714e-09])
213475  , -79085.4    , array([ 0.0591357  ,  0.00281339 ,  0.00188794 ,  0.000248319,  9.44714e-09])
213476  , -79085.4    , array([ 0.0591357  ,  0.00281339 ,  0.00188794 ,  0.00024807 ,  9.45659e-09])
213477  , -79085.4    , array([ 0.0591357  ,  0.00281339 ,  0.00188794 ,  0.00024807 ,  9.44714e-09])
213478  , -79085.4    , array([ 0.0591357  ,  0.00281339 ,  0.00188794 ,  0.00024807 ,  9.44714e-09])
213479  , -79085.4    , array([ 0.0591949  ,  0.00281339 ,  0.00188794 ,  0.00024807 ,  9.44714e-09])
213480  , -79085.4    , array([ 0.0591357  ,  0.00281621 ,  0.00188794 ,  0.00024807 ,  9.44714e-09])
213481  , -79085.4    , array([ 0.0591357  ,  0.00281339 ,  0.00188983 ,  0.00024807 ,  9.44714e-09])
213482  , -79085.4    , array([ 0.0591357  ,  0.00281339 ,  0.00188794 ,  0.000248319,  9.44714e-09])
213483  , -79085.4    , array([ 0.0591357  ,  0.00281339 ,  0.00188794 ,  0.00024807 ,  9.45659e-09])
213484  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44373e-08])
213485  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44373e-08])
213486  , -79048.5    , array([ 0.0456342  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44373e-08])
213487  , -79048.6    , array([ 0.0455886  ,  0.00100409 ,  0.00188794 ,  0.000248071,  3.44373e-08])
213488  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188983 ,  0.000248071,  3.44373e-08])
213489  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248319,  3.44373e-08])
213490  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44718e-08])
213491  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213492  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213493  , -79048.5    , array([ 0.0456342  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213494  , -79048.6    , array([ 0.0455886  ,  0.00100409 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213495  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188983 ,  0.000248071,  3.44374e-08])
213496  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248319,  3.44374e-08])
213497  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44718e-08])
213498  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213499  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213500  , -79048.5    , array([ 0.0456342  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213501  , -79048.6    , array([ 0.0455886  ,  0.00100409 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213502  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188983 ,  0.000248071,  3.44374e-08])
213503  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248319,  3.44374e-08])
213504  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44718e-08])
213512  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213513  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213514  , -79048.5    , array([ 0.0456342  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213515  , -79048.6    , array([ 0.0455886  ,  0.00100409 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213516  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188983 ,  0.000248071,  3.44374e-08])
213517  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248319,  3.44374e-08])
213518  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44718e-08])
213519  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213520  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213521  , -79048.5    , array([ 0.0456342  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213522  , -79048.6    , array([ 0.0455886  ,  0.00100409 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213523  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188983 ,  0.000248071,  3.44374e-08])
213524  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248319,  3.44374e-08])
213525  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44718e-08])
213533  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213534  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213535  , -79048.5    , array([ 0.0456342  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213536  , -79048.6    , array([ 0.0455886  ,  0.00100409 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213537  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188983 ,  0.000248071,  3.44374e-08])
213538  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248319,  3.44374e-08])
213539  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44718e-08])
213540  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213541  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213542  , -79048.5    , array([ 0.0456342  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213543  , -79048.6    , array([ 0.0455886  ,  0.00100409 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213544  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188983 ,  0.000248071,  3.44374e-08])
213545  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248319,  3.44374e-08])
213546  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44718e-08])
213554  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213555  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213556  , -79048.5    , array([ 0.0456342  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213557  , -79048.6    , array([ 0.0455886  ,  0.00100409 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213558  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188983 ,  0.000248071,  3.44374e-08])
213559  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248319,  3.44374e-08])
213560  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44718e-08])
213561  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213562  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213563  , -79048.5    , array([ 0.0456342  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213564  , -79048.6    , array([ 0.0455886  ,  0.00100409 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213565  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188983 ,  0.000248071,  3.44374e-08])
213566  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248319,  3.44374e-08])
213567  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44718e-08])
213575  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213576  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213577  , -79048.5    , array([ 0.0456342  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213578  , -79048.6    , array([ 0.0455886  ,  0.00100409 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213579  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188983 ,  0.000248071,  3.44374e-08])
213580  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248319,  3.44374e-08])
213581  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44718e-08])
213582  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213583  , -79048.5    , array([ 0.0455886  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213584  , -79048.5    , array([ 0.0456342  ,  0.00100309 ,  0.00188794 ,  0.000248071,  3.44374e-08])
213585  , -79048.6    , array([ 0.0455886  ,  0.00100409 ,  0.00188794 ,  0.000248071,  3.44374e-08])
