227100  , -79086.8    , array([ 0.124883   ,  0.284277   ,  0.00146152 ,  4.63515e-42,  2.4895e-07 ])
227101  , -79086.8    , array([ 0.125008   ,  0.284277   ,  0.00146152 ,  4.63515e-42,  2.4895e-07 ])
227102  , -79086.8    , array([ 0.124883   ,  0.284561   ,  0.00146152 ,  4.63515e-42,  2.4895e-07 ])
227103  , -79086.8    , array([ 0.124883   ,  0.284277   ,  0.00146298 ,  4.63515e-42,  2.4895e-07 ])
227104  , -79086.8    , array([ 0.124883   ,  0.284277   ,  0.00146152 ,  4.63979e-42,  2.4895e-07 ])
227105  , -79086.8    , array([ 0.124883   ,  0.284277   ,  0.00146152 ,  4.63515e-42,  2.49199e-07])
227106  , -79086.8    , array([ 0.124883   ,  0.284277   ,  0.00146152 ,  4.63515e-42,  2.4895e-07 ])
227107  , -79080.3    , array([ 0.0760292  ,  0.206272   ,  0.00146152 ,  4.63515e-42,  5.64741e-07])
227108  , -79080.3    , array([ 0.0760292  ,  0.206272   ,  0.00146152 ,  4.63515e-42,  5.64741e-07])
227109  , -79080.3    , array([ 0.0761052  ,  0.206272   ,  0.00146152 ,  4.63515e-42,  5.64741e-07])
227110  , -79080.3    , array([ 0.0760292  ,  0.206479   ,  0.00146152 ,  4.63515e-42,  5.64741e-07])
227111  , -79080.3    , array([ 0.0760292  ,  0.206272   ,  0.00146298 ,  4.63515e-42,  5.64741e-07])
227112  , -79080.3    , array([ 0.0760292  ,  0.206272   ,  0.00146152 ,  4.63979e-42,  5.64741e-07])
227113  , -79080.3    , array([ 0.0760292  ,  0.206272   ,  0.00146152 ,  4.63515e-42,  5.65306e-07])
227114  , -77669.9    , array([ 0.0104446  ,  0.0571797  ,  0.00146152 ,  4.63515e-42,  1.49554e-05])
227115  , -77669.9    , array([ 0.0104446  ,  0.0571797  ,  0.00146152 ,  4.63515e-42,  1.49554e-05])
227116  , -77671      , array([ 0.0104551  ,  0.0571797  ,  0.00146152 ,  4.63515e-42,  1.49554e-05])
227117  , -77670.2    , array([ 0.0104446  ,  0.0572369  ,  0.00146152 ,  4.63515e-42,  1.49554e-05])
227118  , -77669.9    , array([ 0.0104446  ,  0.0571797  ,  0.00146299 ,  4.63515e-42,  1.49554e-05])
227119  , -77669.9    , array([ 0.0104446  ,  0.0571797  ,  0.00146152 ,  4.63979e-42,  1.49554e-05])
227120  , -77668.5    , array([ 0.0104446  ,  0.0571797  ,  0.00146152 ,  4.63515e-42,  1.49703e-05])
227128  , -77668.6    , array([ 0.0104407  ,  0.0571658  ,  0.00146152 ,  4.63515e-42,  1.49646e-05])
