29523   , -1798.58    , array([ 0.0598852  ,  1.32942    ,  0.00362011 ,  1.3221e-18 ])
29524   , -1798.78    , array([ 0.0599451  ,  1.32942    ,  0.00362011 ,  1.3221e-18 ])
29525   , -1798.58    , array([ 0.0598852  ,  1.33075    ,  0.00362011 ,  1.3221e-18 ])
29526   , -1798.37    , array([ 0.0598852  ,  1.32942    ,  0.00362373 ,  1.3221e-18 ])
29527   , -1798.58    , array([ 0.0598852  ,  1.32942    ,  0.00362011 ,  1.32342e-18])
29528   , -1798.58    , array([ 0.0598852  ,  1.32942    ,  0.00362011 ,  1.3221e-18 ])
29529   , -2275.27    , array([ 0.0300368  ,  1.32942    ,  0.00756902 ,  1.3221e-18 ])
29530   , -2275.27    , array([ 0.0300368  ,  1.32942    ,  0.00756902 ,  1.3221e-18 ])
29531   , -2273.81    , array([ 0.0300669  ,  1.32942    ,  0.00756902 ,  1.3221e-18 ])
29532   , -2275.27    , array([ 0.0300368  ,  1.33075    ,  0.00756902 ,  1.3221e-18 ])
29533   , -2276.45    , array([ 0.0300368  ,  1.32942    ,  0.00757659 ,  1.3221e-18 ])
29534   , -2275.27    , array([ 0.0300368  ,  1.32942    ,  0.00756902 ,  1.32342e-18])
29535   , -1748.1     , array([ 0.0501108  ,  1.32942    ,  0.00437969 ,  1.3221e-18 ])
29536   , -1748.1     , array([ 0.0501108  ,  1.32942    ,  0.00437969 ,  1.3221e-18 ])
29537   , -1748.13    , array([ 0.0501609  ,  1.32942    ,  0.00437969 ,  1.3221e-18 ])
29538   , -1748.1     , array([ 0.0501108  ,  1.33075    ,  0.00437969 ,  1.3221e-18 ])
29539   , -1748.03    , array([ 0.0501108  ,  1.32942    ,  0.00438407 ,  1.3221e-18 ])
29540   , -1748.1     , array([ 0.0501108  ,  1.32942    ,  0.00437969 ,  1.32342e-18])
29541   , -1496.34    , array([ 0.241206   ,  1.32942    ,  0.0311946  ,  1.3221e-18 ])
29542   , -1496.34    , array([ 0.241206   ,  1.32942    ,  0.0311946  ,  1.3221e-18 ])
29543   , -1496.63    , array([ 0.241447   ,  1.32942    ,  0.0311946  ,  1.3221e-18 ])
29544   , -1496.34    , array([ 0.241206   ,  1.33075    ,  0.0311946  ,  1.3221e-18 ])
29545   , -1495.91    , array([ 0.241206   ,  1.32942    ,  0.0312258  ,  1.3221e-18 ])
29546   , -1496.34    , array([ 0.241206   ,  1.32942    ,  0.0311946  ,  1.32342e-18])
29553   , -1496.33    , array([ 0.24121    ,  1.32942    ,  0.0311952  ,  1.3221e-18 ])
29554   , -1496.33    , array([ 0.24121    ,  1.32942    ,  0.0311952  ,  1.3221e-18 ])
29555   , -1496.63    , array([ 0.241451   ,  1.32942    ,  0.0311952  ,  1.3221e-18 ])
29556   , -1496.33    , array([ 0.24121    ,  1.33075    ,  0.0311952  ,  1.3221e-18 ])
29557   , -1495.9     , array([ 0.24121    ,  1.32942    ,  0.0312264  ,  1.3221e-18 ])
29558   , -1496.33    , array([ 0.24121    ,  1.32942    ,  0.0311952  ,  1.32342e-18])
29559   , -1496.3     , array([ 0.241243   ,  1.32942    ,  0.0312007  ,  1.3221e-18 ])
29560   , -1496.3     , array([ 0.241243   ,  1.32942    ,  0.0312007  ,  1.3221e-18 ])
29561   , -1496.6     , array([ 0.241485   ,  1.32942    ,  0.0312007  ,  1.3221e-18 ])
