165936  , -78977      , array([ 3.61332    ,  1.71967    ,  6.28737e-17,  1.44545e-36,  0.000122293])
165937  , -78977      , array([ 3.61694    ,  1.71967    ,  6.28737e-17,  1.44545e-36,  0.000122293])
165938  , -78977.1    , array([ 3.61332    ,  1.72139    ,  6.28737e-17,  1.44545e-36,  0.000122293])
165939  , -78977      , array([ 3.61332    ,  1.71967    ,  6.29366e-17,  1.44545e-36,  0.000122293])
165940  , -78977      , array([ 3.61332    ,  1.71967    ,  6.28737e-17,  1.4469e-36 ,  0.000122293])
165941  , -78976.9    , array([ 3.61332    ,  1.71967    ,  6.28737e-17,  1.44545e-36,  0.000122415])
165942  , -78977      , array([ 3.61332    ,  1.71967    ,  6.28737e-17,  1.44545e-36,  0.000122293])
165943  , -78679.4    , array([ 2.9847     ,  0.952502   ,  6.28737e-17,  1.44545e-36,  0.000271237])
165944  , -78679.4    , array([ 2.9847     ,  0.952502   ,  6.28737e-17,  1.44545e-36,  0.000271237])
165945  , -78679.5    , array([ 2.98768    ,  0.952502   ,  6.28737e-17,  1.44545e-36,  0.000271237])
165946  , -78679.8    , array([ 2.9847     ,  0.953455   ,  6.28737e-17,  1.44545e-36,  0.000271237])
165947  , -78679.4    , array([ 2.9847     ,  0.952502   ,  6.29366e-17,  1.44545e-36,  0.000271237])
165948  , -78679.4    , array([ 2.9847     ,  0.952502   ,  6.28737e-17,  1.4469e-36 ,  0.000271237])
165949  , -78679      , array([ 2.9847     ,  0.952502   ,  6.28737e-17,  1.44545e-36,  0.000271508])
165950  , -29254.3    , array([ 1.38955    ,  0.0896497  ,  6.28737e-17,  1.44545e-36,  0.00656356 ])
165951  , -29254.3    , array([ 1.38955    ,  0.0896497  ,  6.28737e-17,  1.44545e-36,  0.00656356 ])
165952  , -29255.2    , array([ 1.39094    ,  0.0896497  ,  6.28737e-17,  1.44545e-36,  0.00656356 ])
165953  , -29280      , array([ 1.38955    ,  0.0897394  ,  6.28737e-17,  1.44545e-36,  0.00656356 ])
165954  , -29254.3    , array([ 1.38955    ,  0.0896497  ,  6.29366e-17,  1.44545e-36,  0.00656356 ])
165955  , -29254.3    , array([ 1.38955    ,  0.0896497  ,  6.28737e-17,  1.4469e-36 ,  0.00656356 ])
