34935   , -79088.5    , array([ 37.1763    ,  0.35856    ,  1.23984e-11,  0.000376867,  2.71425e-07])
34936   , -79088.5    , array([ 37.2134    ,  0.35856    ,  1.23984e-11,  0.000376867,  2.71425e-07])
34937   , -79088.5    , array([ 37.1763    ,  0.358918   ,  1.23984e-11,  0.000376867,  2.71425e-07])
34938   , -79088.5    , array([ 37.1763    ,  0.35856    ,  1.24108e-11,  0.000376867,  2.71425e-07])
34939   , -79088.5    , array([ 37.1763    ,  0.35856    ,  1.23984e-11,  0.000377244,  2.71425e-07])
34940   , -79088.5    , array([ 37.1763    ,  0.35856    ,  1.23984e-11,  0.000376867,  2.71696e-07])
34941   , -79088.5    , array([ 37.1763    ,  0.35856    ,  1.23984e-11,  0.000376867,  2.71425e-07])
34942   , -79085.7    , array([ 37.0037    ,  0.176341   ,  1.23984e-11,  0.000376867,  5.56865e-07])
34943   , -79085.7    , array([ 37.0037    ,  0.176341   ,  1.23984e-11,  0.000376867,  5.56865e-07])
34944   , -79085.7    , array([ 37.0407    ,  0.176341   ,  1.23984e-11,  0.000376867,  5.56865e-07])
34945   , -79085.7    , array([ 37.0037    ,  0.176518   ,  1.23984e-11,  0.000376867,  5.56865e-07])
34946   , -79085.7    , array([ 37.0037    ,  0.176341   ,  1.24108e-11,  0.000376867,  5.56865e-07])
34947   , -79085.7    , array([ 37.0037    ,  0.176341   ,  1.23984e-11,  0.000377244,  5.56865e-07])
34948   , -79085.7    , array([ 37.0037    ,  0.176341   ,  1.23984e-11,  0.000376867,  5.57423e-07])
34949   , -77976.1    , array([ 36.3215    ,  0.0103163  ,  1.23984e-11,  0.000376866,  9.86625e-06])
34950   , -77976.1    , array([ 36.3215    ,  0.0103163  ,  1.23984e-11,  0.000376866,  9.86625e-06])
34951   , -77976.1    , array([ 36.3578    ,  0.0103163  ,  1.23984e-11,  0.000376866,  9.86625e-06])
34952   , -77977.2    , array([ 36.3215    ,  0.0103266  ,  1.23984e-11,  0.000376866,  9.86625e-06])
34953   , -77976.1    , array([ 36.3215    ,  0.0103163  ,  1.24108e-11,  0.000376866,  9.86625e-06])
