Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-13981.35	27978.7	5505.7	8439.62	2.1832,0.5436,1.1017,0.5945,0.6917,5.7675,2.3504,1.6643
our_model	Round_1_Replicate_2	-13939.0	27894.0	5404.81	9682.34	1.8913,0.4652,1.0186,0.8125,0.6612,6.4957,1.9139,1.4163
our_model	Round_1_Replicate_3	-13946.33	27908.66	5456.98	6482.9	2.8454,0.6413,1.6593,0.6617,0.3331,4.4776,3.4355,2.2004
our_model	Round_1_Replicate_4	-11863.39	23742.78	1394.84	21112.92	1.3066,0.3069,0.4932,0.01,1.1344,11.2987,0.0312,0.1081
our_model	Round_1_Replicate_5	-14005.14	28026.28	5538.41	7837.49	2.3183,0.6141,1.1373,0.5026,0.6936,5.2072,2.6482,1.7284
our_model	Round_1_Replicate_6	-11419.88	22855.76	478.28	20289.76	1.3963,0.4901,0.6644,0.4758,1.85,5.2721,0.11,0.0515
our_model	Round_1_Replicate_7	-11707.94	23431.88	1047.58	20612.68	1.3215,0.3164,0.5561,0.1847,0.9019,10.5119,0.0325,0.1191
our_model	Round_1_Replicate_8	-11359.19	22734.38	357.62	19638.84	1.5151,0.5803,0.8652,0.6047,1.7865,0.01,0.1345,0.038
our_model	Round_1_Replicate_9	-13955.88	27927.76	5447.05	8661.87	2.1188,0.5161,1.1357,0.6934,0.6399,5.8618,2.2988,1.5712
our_model	Round_1_Replicate_10	-11324.21	22664.42	289.24	20213.48	1.416,0.4893,0.7158,0.4676,1.6252,4.9707,0.1063,0.0527
our_model	Round_2_Replicate_1	-11375.81	22767.62	391.38	19719.5	1.5123,0.5962,0.8031,0.5489,1.9103,0.01,0.1293,0.0369
our_model	Round_2_Replicate_2	-11282.0	22580.0	203.57	20262.21	1.4367,0.4071,0.783,0.3936,0.7211,6.994,0.0689,0.076
our_model	Round_2_Replicate_3	-11203.34	22422.68	50.48	19912.48	1.5173,0.5476,1.0317,0.4996,1.2224,0.575,0.1109,0.0413
our_model	Round_2_Replicate_4	-11229.88	22475.76	103.61	19815.41	1.5217,0.5643,0.9838,0.5128,1.3642,0.01,0.1185,0.0394
our_model	Round_2_Replicate_5	-11209.45	22434.9	61.74	20116.44	1.4543,0.4526,0.9211,0.4934,0.795,5.1611,0.0837,0.0626
our_model	Round_2_Replicate_6	-11185.33	22386.66	14.15	20047.51	1.4848,0.4999,0.9122,0.4399,1.0983,3.3644,0.1003,0.0506
our_model	Round_2_Replicate_7	-11201.84	22419.68	47.34	19954.6	1.5185,0.5344,0.9519,0.4633,1.2372,1.4046,0.1098,0.0432
our_model	Round_2_Replicate_8	-11189.11	22394.22	21.92	19918.46	1.5208,0.5324,1.0866,0.5302,1.0849,1.1235,0.1081,0.0433
our_model	Round_2_Replicate_9	-11234.89	22485.78	111.98	20079.93	1.4823,0.4358,0.863,0.4408,0.7183,5.9994,0.0779,0.0688
our_model	Round_2_Replicate_10	-11179.71	22375.42	2.88	20028.51	1.4925,0.4975,0.9542,0.4682,1.0294,3.3056,0.0991,0.0509
our_model	Round_2_Replicate_11	-11181.28	22378.56	6.06	19980.88	1.5101,0.5146,1.0482,0.5187,1.0348,2.0267,0.1041,0.0461
our_model	Round_2_Replicate_12	-11204.73	22425.46	53.36	20238.64	1.4868,0.4531,1.0267,0.5364,0.7725,4.1496,0.0879,0.0546
our_model	Round_2_Replicate_13	-11198.86	22413.72	41.56	19859.94	1.535,0.5466,1.0413,0.4903,1.163,0.7237,0.1108,0.0421
our_model	Round_2_Replicate_14	-11217.38	22450.76	78.72	19904.99	1.5081,0.5556,1.0199,0.5419,1.3191,0.01,0.1151,0.0394
our_model	Round_2_Replicate_15	-11190.04	22396.08	23.6	19990.48	1.4978,0.5302,1.0099,0.4846,1.1464,1.4728,0.1073,0.0436
our_model	Round_2_Replicate_16	-11241.68	22499.36	127.43	20086.21	1.4765,0.5501,0.9282,0.4986,1.4452,0.01,0.1138,0.0381
our_model	Round_2_Replicate_17	-11195.95	22407.9	35.56	20101.01	1.4735,0.4964,0.8617,0.4009,1.1479,3.7106,0.0993,0.0513
our_model	Round_2_Replicate_18	-11200.48	22416.96	43.89	20026.23	1.503,0.4554,0.9234,0.5043,0.8454,5.1815,0.0881,0.0613
our_model	Round_2_Replicate_19	-11180.67	22377.34	4.78	19968.36	1.5071,0.502,0.9587,0.452,1.0079,3.343,0.0986,0.0515
our_model	Round_2_Replicate_20	-11213.07	22442.14	68.39	20109.13	1.4503,0.4542,0.8465,0.4432,0.8501,5.5037,0.0845,0.0642
