226037  , -75756      , array([ 0.738974   ,  11.6629    ,  6.39408e-74,  2.88754e-57,  0.00292699 ])
226038  , -75758.8    , array([ 0.739713   ,  11.6629    ,  6.39408e-74,  2.88754e-57,  0.00292699 ])
226039  , -75756.3    , array([ 0.738974   ,  11.6746    ,  6.39408e-74,  2.88754e-57,  0.00292699 ])
226040  , -75756      , array([ 0.738974   ,  11.6629    ,  6.40048e-74,  2.88754e-57,  0.00292699 ])
226041  , -75756      , array([ 0.738974   ,  11.6629    ,  6.39408e-74,  2.89043e-57,  0.00292699 ])
226042  , -75752.8    , array([ 0.738974   ,  11.6629    ,  6.39408e-74,  2.88754e-57,  0.00292992 ])
226043  , -75756      , array([ 0.738974   ,  11.6629    ,  6.39408e-74,  2.88754e-57,  0.00292699 ])
226044  , -67775.4    , array([ 0.377121   ,  10.9238    ,  6.39408e-74,  2.88754e-57,  0.00619971 ])
226045  , -67775.4    , array([ 0.377121   ,  10.9238    ,  6.39408e-74,  2.88754e-57,  0.00619971 ])
226046  , -67783.7    , array([ 0.377498   ,  10.9238    ,  6.39408e-74,  2.88754e-57,  0.00619971 ])
226047  , -67775.9    , array([ 0.377121   ,  10.9348    ,  6.39408e-74,  2.88754e-57,  0.00619971 ])
226048  , -67775.4    , array([ 0.377121   ,  10.9238    ,  6.40048e-74,  2.88754e-57,  0.00619971 ])
226049  , -67775.4    , array([ 0.377121   ,  10.9238    ,  6.39408e-74,  2.89043e-57,  0.00619971 ])
226050  , -67766.2    , array([ 0.377121   ,  10.9238    ,  6.39408e-74,  2.88754e-57,  0.00620591 ])
226051  , -303479     , array([ 0.0255792  ,  8.40699    ,  6.39408e-74,  2.88754e-57,  0.124788   ])
226052  , -303479     , array([ 0.0255792  ,  8.40699    ,  6.39408e-74,  2.88754e-57,  0.124788   ])
226053  , -303260     , array([ 0.0256048  ,  8.40699    ,  6.39408e-74,  2.88754e-57,  0.124788   ])
226054  , -303483     , array([ 0.0255792  ,  8.4154     ,  6.39408e-74,  2.88754e-57,  0.124788   ])
226055  , -303479     , array([ 0.0255792  ,  8.40699    ,  6.40048e-74,  2.88754e-57,  0.124788   ])
226056  , -303479     , array([ 0.0255792  ,  8.40699    ,  6.39408e-74,  2.89043e-57,  0.124788   ])
226057  , -303682     , array([ 0.0255792  ,  8.40699    ,  6.39408e-74,  2.88754e-57,  0.124913   ])
226058  , -52108.4    , array([ 0.185212   ,  10.1934    ,  6.39408e-74,  2.88754e-57,  0.0137061  ])
226059  , -52108.4    , array([ 0.185212   ,  10.1934    ,  6.39408e-74,  2.88754e-57,  0.0137061  ])
226060  , -52114.9    , array([ 0.185397   ,  10.1934    ,  6.39408e-74,  2.88754e-57,  0.0137061  ])
226061  , -52109.2    , array([ 0.185212   ,  10.2036    ,  6.39408e-74,  2.88754e-57,  0.0137061  ])
226062  , -52108.4    , array([ 0.185212   ,  10.1934    ,  6.40048e-74,  2.88754e-57,  0.0137061  ])
226063  , -52108.4    , array([ 0.185212   ,  10.1934    ,  6.39408e-74,  2.89043e-57,  0.0137061  ])
226064  , -52099.3    , array([ 0.185212   ,  10.1934    ,  6.39408e-74,  2.88754e-57,  0.0137198  ])
226065  , -50397.6    , array([ 0.137247   ,  9.90035    ,  6.39408e-74,  2.88754e-57,  0.0191488  ])
226066  , -50397.6    , array([ 0.137247   ,  9.90035    ,  6.39408e-74,  2.88754e-57,  0.0191488  ])
226067  , -50391.2    , array([ 0.137384   ,  9.90035    ,  6.39408e-74,  2.88754e-57,  0.0191488  ])
226068  , -50398.5    , array([ 0.137247   ,  9.91026    ,  6.39408e-74,  2.88754e-57,  0.0191488  ])
226069  , -50397.6    , array([ 0.137247   ,  9.90035    ,  6.40048e-74,  2.88754e-57,  0.0191488  ])
226070  , -50397.6    , array([ 0.137247   ,  9.90035    ,  6.39408e-74,  2.89043e-57,  0.0191488  ])
226071  , -50399.3    , array([ 0.137247   ,  9.90035    ,  6.39408e-74,  2.88754e-57,  0.0191679  ])
226072  , -50103.6    , array([ 0.151459   ,  9.99575    ,  6.39408e-74,  2.88754e-57,  0.0171553  ])
226073  , -50103.6    , array([ 0.151459   ,  9.99575    ,  6.39408e-74,  2.88754e-57,  0.0171553  ])
226074  , -50102.5    , array([ 0.15161    ,  9.99575    ,  6.39408e-74,  2.88754e-57,  0.0171553  ])
226075  , -50104.5    , array([ 0.151459   ,  10.0058    ,  6.39408e-74,  2.88754e-57,  0.0171553  ])
226076  , -50103.6    , array([ 0.151459   ,  9.99575    ,  6.40048e-74,  2.88754e-57,  0.0171553  ])
226077  , -50103.6    , array([ 0.151459   ,  9.99575    ,  6.39408e-74,  2.89043e-57,  0.0171553  ])
226078  , -50100.9    , array([ 0.151459   ,  9.99575    ,  6.39408e-74,  2.88754e-57,  0.0171724  ])
226086  , -50099.2    , array([ 0.151477   ,  9.99196    ,  6.39408e-74,  2.88754e-57,  0.0171808  ])
226087  , -50099.2    , array([ 0.151477   ,  9.99196    ,  6.39408e-74,  2.88754e-57,  0.0171808  ])
226088  , -50098      , array([ 0.151628   ,  9.99196    ,  6.39408e-74,  2.88754e-57,  0.0171808  ])
226089  , -50100      , array([ 0.151477   ,  10.002     ,  6.39408e-74,  2.88754e-57,  0.0171808  ])
226090  , -50099.2    , array([ 0.151477   ,  9.99196    ,  6.40048e-74,  2.88754e-57,  0.0171808  ])
226091  , -50099.2    , array([ 0.151477   ,  9.99196    ,  6.39408e-74,  2.89043e-57,  0.0171808  ])
226092  , -50096.5    , array([ 0.151477   ,  9.99196    ,  6.39408e-74,  2.88754e-57,  0.017198   ])
