21426   , -35050.1    , array([ 0.00529854 ,  0.0118916  ,  6.0188e-17 ,  1.3181e-46 ,  0.000582246])
21427   , -35041.6    , array([ 0.00530385 ,  0.0118916  ,  6.0188e-17 ,  1.3181e-46 ,  0.000582246])
21428   , -35064.8    , array([ 0.00529854 ,  0.0119035  ,  6.0188e-17 ,  1.3181e-46 ,  0.000582246])
21429   , -35050.1    , array([ 0.00529854 ,  0.0118916  ,  6.02482e-17,  1.3181e-46 ,  0.000582246])
21430   , -35050.1    , array([ 0.00529854 ,  0.0118916  ,  6.0188e-17 ,  1.31941e-46,  0.000582246])
21431   , -35043.9    , array([ 0.00529854 ,  0.0118916  ,  6.0188e-17 ,  1.3181e-46 ,  0.000582828])
21432   , -35050.1    , array([ 0.00529854 ,  0.0118916  ,  6.0188e-17 ,  1.3181e-46 ,  0.000582246])
21433   , -14530      , array([ 0.00853433 ,  0.0052422  ,  6.0188e-17 ,  1.3181e-46 ,  0.000825629])
21434   , -14530      , array([ 0.00853433 ,  0.0052422  ,  6.0188e-17 ,  1.3181e-46 ,  0.000825629])
21435   , -14521      , array([ 0.00854287 ,  0.0052422  ,  6.0188e-17 ,  1.3181e-46 ,  0.000825629])
21436   , -14545.2    , array([ 0.00853433 ,  0.00524745 ,  6.0188e-17 ,  1.3181e-46 ,  0.000825629])
21437   , -14530      , array([ 0.00853433 ,  0.0052422  ,  6.02482e-17,  1.3181e-46 ,  0.000825629])
21438   , -14530      , array([ 0.00853433 ,  0.0052422  ,  6.0188e-17 ,  1.31941e-46,  0.000825629])
21439   , -14523.8    , array([ 0.00853433 ,  0.0052422  ,  6.0188e-17 ,  1.3181e-46 ,  0.000826455])
21447   , -14520.5    , array([ 0.00853638 ,  0.00524004 ,  6.0188e-17 ,  1.3181e-46 ,  0.000825774])
21448   , -14520.5    , array([ 0.00853638 ,  0.00524004 ,  6.0188e-17 ,  1.3181e-46 ,  0.000825774])
21449   , -14511.4    , array([ 0.00854492 ,  0.00524004 ,  6.0188e-17 ,  1.3181e-46 ,  0.000825774])
21450   , -14535.7    , array([ 0.00853638 ,  0.00524528 ,  6.0188e-17 ,  1.3181e-46 ,  0.000825774])
21451   , -14520.5    , array([ 0.00853638 ,  0.00524004 ,  6.02482e-17,  1.3181e-46 ,  0.000825774])
21452   , -14520.5    , array([ 0.00853638 ,  0.00524004 ,  6.0188e-17 ,  1.31941e-46,  0.000825774])
21453   , -14514.3    , array([ 0.00853638 ,  0.00524004 ,  6.0188e-17 ,  1.3181e-46 ,  0.0008266  ])
21454   , -14267.4    , array([ 0.00859132 ,  0.00518259 ,  6.0188e-17 ,  1.3181e-46 ,  0.000829665])
