255261  , -63344      , array([ 0.623209   ,  1.26641    ,  7.66258e-30,  2.94054e-57,  0.00866333 ])
255262  , -63350.8    , array([ 0.623833   ,  1.26641    ,  7.66258e-30,  2.94054e-57,  0.00866333 ])
255263  , -63349.9    , array([ 0.623209   ,  1.26768    ,  7.66258e-30,  2.94054e-57,  0.00866333 ])
255264  , -63344      , array([ 0.623209   ,  1.26641    ,  7.67025e-30,  2.94054e-57,  0.00866333 ])
255265  , -63344      , array([ 0.623209   ,  1.26641    ,  7.66258e-30,  2.94348e-57,  0.00866333 ])
255266  , -63331.2    , array([ 0.623209   ,  1.26641    ,  7.66258e-30,  2.94054e-57,  0.00867199 ])
255267  , -63344      , array([ 0.623209   ,  1.26641    ,  7.66258e-30,  2.94054e-57,  0.00866333 ])
255268  , -42734.8    , array([ 0.402616   ,  0.866673   ,  7.66258e-30,  2.94054e-57,  0.0198254  ])
255269  , -42734.8    , array([ 0.402616   ,  0.866673   ,  7.66258e-30,  2.94054e-57,  0.0198254  ])
255270  , -42741.4    , array([ 0.403018   ,  0.866673   ,  7.66258e-30,  2.94054e-57,  0.0198254  ])
255271  , -42746.1    , array([ 0.402616   ,  0.86754    ,  7.66258e-30,  2.94054e-57,  0.0198254  ])
255272  , -42734.8    , array([ 0.402616   ,  0.866673   ,  7.67025e-30,  2.94054e-57,  0.0198254  ])
255273  , -42734.8    , array([ 0.402616   ,  0.866673   ,  7.66258e-30,  2.94348e-57,  0.0198254  ])
255274  , -42715.9    , array([ 0.402616   ,  0.866673   ,  7.66258e-30,  2.94054e-57,  0.0198453  ])
255275  , -417075     , array([ 0.0701323  ,  0.190097   ,  7.66258e-30,  2.94054e-57,  0.543719   ])
255276  , -417075     , array([ 0.0701323  ,  0.190097   ,  7.66258e-30,  2.94054e-57,  0.543719   ])
255277  , -416749     , array([ 0.0702024  ,  0.190097   ,  7.66258e-30,  2.94054e-57,  0.543719   ])
255278  , -416992     , array([ 0.0701323  ,  0.190287   ,  7.66258e-30,  2.94054e-57,  0.543719   ])
255279  , -417075     , array([ 0.0701323  ,  0.190097   ,  7.67025e-30,  2.94054e-57,  0.543719   ])
255280  , -417075     , array([ 0.0701323  ,  0.190097   ,  7.66258e-30,  2.94348e-57,  0.543719   ])
255281  , -417487     , array([ 0.0701323  ,  0.190097   ,  7.66258e-30,  2.94054e-57,  0.544263   ])
255282  , -28320.4    , array([ 0.246062   ,  0.565212   ,  7.66258e-30,  2.94054e-57,  0.0504001  ])
