87688   , -41525      , array([ 0.108987   ,  0.0478055  ,  8.51833e-63,  1.61639e-16,  0.0473395  ])
87689   , -41495.6    , array([ 0.109096   ,  0.0478055  ,  8.51833e-63,  1.61639e-16,  0.0473395  ])
87690   , -41500      , array([ 0.108987   ,  0.0478533  ,  8.51833e-63,  1.61639e-16,  0.0473395  ])
87691   , -41525      , array([ 0.108987   ,  0.0478055  ,  8.52685e-63,  1.61639e-16,  0.0473395  ])
87692   , -41525      , array([ 0.108987   ,  0.0478055  ,  8.51833e-63,  1.61801e-16,  0.0473395  ])
87693   , -41575.1    , array([ 0.108987   ,  0.0478055  ,  8.51833e-63,  1.61639e-16,  0.0473869  ])
87694   , -41525      , array([ 0.108987   ,  0.0478055  ,  8.51833e-63,  1.61639e-16,  0.0473395  ])
87695   , -8092.08    , array([ 0.174162   ,  0.0712286  ,  8.51833e-63,  1.61639e-16,  0.0212529  ])
87696   , -8092.08    , array([ 0.174162   ,  0.0712286  ,  8.51833e-63,  1.61639e-16,  0.0212529  ])
87697   , -8081.33    , array([ 0.174336   ,  0.0712286  ,  8.51833e-63,  1.61639e-16,  0.0212529  ])
87698   , -8096.83    , array([ 0.174162   ,  0.0712999  ,  8.51833e-63,  1.61639e-16,  0.0212529  ])
87699   , -8092.08    , array([ 0.174162   ,  0.0712286  ,  8.52685e-63,  1.61639e-16,  0.0212529  ])
87700   , -8092.08    , array([ 0.174162   ,  0.0712286  ,  8.51833e-63,  1.61801e-16,  0.0212529  ])
87701   , -8096.64    , array([ 0.174162   ,  0.0712286  ,  8.51833e-63,  1.61639e-16,  0.0212742  ])
87702   , -221766     , array([ 16.4359    ,  0.00211932 ,  8.51833e-63,  1.61639e-16,  0.0137539  ])
87703   , -221766     , array([ 16.4359    ,  0.00211932 ,  8.51833e-63,  1.61639e-16,  0.0137539  ])
87704   , -221766     , array([ 16.4523    ,  0.00211932 ,  8.51833e-63,  1.61639e-16,  0.0137539  ])
87705   , -221535     , array([ 16.4359    ,  0.00212144 ,  8.51833e-63,  1.61639e-16,  0.0137539  ])
87706   , -221766     , array([ 16.4359    ,  0.00211932 ,  8.52685e-63,  1.61639e-16,  0.0137539  ])
87707   , -221766     , array([ 16.4359    ,  0.00211932 ,  8.51833e-63,  1.61801e-16,  0.0137539  ])
87708   , -221993     , array([ 16.4359    ,  0.00211932 ,  8.51833e-63,  1.61639e-16,  0.0137677  ])
87709   , -4832.39    , array([ 0.394882   ,  0.037832   ,  8.51833e-63,  1.61639e-16,  0.0196515  ])
87710   , -4832.39    , array([ 0.394882   ,  0.037832   ,  8.51833e-63,  1.61639e-16,  0.0196515  ])
87711   , -4830.2     , array([ 0.395277   ,  0.037832   ,  8.51833e-63,  1.61639e-16,  0.0196515  ])
87712   , -4820.56    , array([ 0.394882   ,  0.0378698  ,  8.51833e-63,  1.61639e-16,  0.0196515  ])
87713   , -4832.39    , array([ 0.394882   ,  0.037832   ,  8.52685e-63,  1.61639e-16,  0.0196515  ])
