216176  , -79068      , array([ 0.256477   ,  1.88264    ,  4.86679e-29,  5.983e-17  ,  5.72662e-06])
216177  , -79068      , array([ 0.256734   ,  1.88264    ,  4.86679e-29,  5.983e-17  ,  5.72662e-06])
216178  , -79068      , array([ 0.256477   ,  1.88452    ,  4.86679e-29,  5.983e-17  ,  5.72662e-06])
216179  , -79068      , array([ 0.256477   ,  1.88264    ,  4.87166e-29,  5.983e-17  ,  5.72662e-06])
216180  , -79068      , array([ 0.256477   ,  1.88264    ,  4.86679e-29,  5.98898e-17,  5.72662e-06])
216181  , -79067.9    , array([ 0.256477   ,  1.88264    ,  4.86679e-29,  5.983e-17  ,  5.73235e-06])
216182  , -79068      , array([ 0.256477   ,  1.88264    ,  4.86679e-29,  5.983e-17  ,  5.72662e-06])
216183  , -79007.5    , array([ 0.135355   ,  1.6562     ,  4.86679e-29,  5.983e-17  ,  1.23864e-05])
216184  , -79007.5    , array([ 0.135355   ,  1.6562     ,  4.86679e-29,  5.983e-17  ,  1.23864e-05])
216185  , -79007.6    , array([ 0.13549    ,  1.6562     ,  4.86679e-29,  5.983e-17  ,  1.23864e-05])
216186  , -79007.5    , array([ 0.135355   ,  1.65786    ,  4.86679e-29,  5.983e-17  ,  1.23864e-05])
216187  , -79007.5    , array([ 0.135355   ,  1.6562     ,  4.87166e-29,  5.983e-17  ,  1.23864e-05])
216188  , -79007.5    , array([ 0.135355   ,  1.6562     ,  4.86679e-29,  5.98898e-17,  1.23864e-05])
216189  , -79007.4    , array([ 0.135355   ,  1.6562     ,  4.86679e-29,  5.983e-17  ,  1.23988e-05])
216190  , -64384.6    , array([ 0.0104996  ,  0.991985   ,  4.86679e-29,  5.983e-17  ,  0.000271107])
216191  , -64384.6    , array([ 0.0104996  ,  0.991985   ,  4.86679e-29,  5.983e-17  ,  0.000271107])
216192  , -64394.3    , array([ 0.0105101  ,  0.991985   ,  4.86679e-29,  5.983e-17  ,  0.000271107])
216193  , -64384.9    , array([ 0.0104996  ,  0.992977   ,  4.86679e-29,  5.983e-17  ,  0.000271107])
216194  , -64384.6    , array([ 0.0104996  ,  0.991985   ,  4.87166e-29,  5.983e-17  ,  0.000271107])
216195  , -64384.6    , array([ 0.0104996  ,  0.991985   ,  4.86679e-29,  5.98898e-17,  0.000271107])
216196  , -64374.7    , array([ 0.0104996  ,  0.991985   ,  4.86679e-29,  5.983e-17  ,  0.000271378])
216204  , -64302.9    , array([ 0.0104601  ,  0.991235   ,  4.86679e-29,  5.983e-17  ,  0.000272344])
216205  , -64302.9    , array([ 0.0104601  ,  0.991235   ,  4.86679e-29,  5.983e-17  ,  0.000272344])
216206  , -64312.6    , array([ 0.0104705  ,  0.991235   ,  4.86679e-29,  5.983e-17  ,  0.000272344])
216207  , -64303.2    , array([ 0.0104601  ,  0.992227   ,  4.86679e-29,  5.983e-17  ,  0.000272344])
216208  , -64302.9    , array([ 0.0104601  ,  0.991235   ,  4.87166e-29,  5.983e-17  ,  0.000272344])
216209  , -64302.9    , array([ 0.0104601  ,  0.991235   ,  4.86679e-29,  5.98898e-17,  0.000272344])
216210  , -64293      , array([ 0.0104601  ,  0.991235   ,  4.86679e-29,  5.983e-17  ,  0.000272616])
216211  , -64221      , array([ 0.0104207  ,  0.990485   ,  4.86679e-29,  5.983e-17  ,  0.000273587])
216212  , -64221      , array([ 0.0104207  ,  0.990485   ,  4.86679e-29,  5.983e-17  ,  0.000273587])
216213  , -64230.7    , array([ 0.0104311  ,  0.990485   ,  4.86679e-29,  5.983e-17  ,  0.000273587])
216214  , -64221.2    , array([ 0.0104207  ,  0.991476   ,  4.86679e-29,  5.983e-17  ,  0.000273587])
216215  , -64221      , array([ 0.0104207  ,  0.990485   ,  4.87166e-29,  5.983e-17  ,  0.000273587])
216216  , -64221      , array([ 0.0104207  ,  0.990485   ,  4.86679e-29,  5.98898e-17,  0.000273587])
216217  , -64211.1    , array([ 0.0104207  ,  0.990485   ,  4.86679e-29,  5.983e-17  ,  0.000273861])
216225  , -64200.5    , array([ 0.0104108  ,  0.990297   ,  4.86679e-29,  5.983e-17  ,  0.0002739  ])
216226  , -64200.5    , array([ 0.0104108  ,  0.990297   ,  4.86679e-29,  5.983e-17  ,  0.0002739  ])
216227  , -64210.1    , array([ 0.0104212  ,  0.990297   ,  4.86679e-29,  5.983e-17  ,  0.0002739  ])
216228  , -64200.7    , array([ 0.0104108  ,  0.991288   ,  4.86679e-29,  5.983e-17  ,  0.0002739  ])
216229  , -64200.5    , array([ 0.0104108  ,  0.990297   ,  4.87166e-29,  5.983e-17  ,  0.0002739  ])
216230  , -64200.5    , array([ 0.0104108  ,  0.990297   ,  4.86679e-29,  5.98898e-17,  0.0002739  ])
216231  , -64190.5    , array([ 0.0104108  ,  0.990297   ,  4.86679e-29,  5.983e-17  ,  0.000274174])
216232  , -64179.9    , array([ 0.010401   ,  0.99011    ,  4.86679e-29,  5.983e-17  ,  0.000274213])
216233  , -64179.9    , array([ 0.010401   ,  0.99011    ,  4.86679e-29,  5.983e-17  ,  0.000274213])
216234  , -64189.6    , array([ 0.0104114  ,  0.99011    ,  4.86679e-29,  5.983e-17  ,  0.000274213])
216235  , -64180.1    , array([ 0.010401   ,  0.9911     ,  4.86679e-29,  5.983e-17  ,  0.000274213])
216236  , -64179.9    , array([ 0.010401   ,  0.99011    ,  4.87166e-29,  5.983e-17  ,  0.000274213])
216237  , -64179.9    , array([ 0.010401   ,  0.99011    ,  4.86679e-29,  5.98898e-17,  0.000274213])
216238  , -64170      , array([ 0.010401   ,  0.99011    ,  4.86679e-29,  5.983e-17  ,  0.000274487])
216246  , -64174.8    , array([ 0.0103985  ,  0.990063   ,  4.86679e-29,  5.983e-17  ,  0.000274291])
216247  , -64174.8    , array([ 0.0103985  ,  0.990063   ,  4.86679e-29,  5.983e-17  ,  0.000274291])
216248  , -64184.5    , array([ 0.0104089  ,  0.990063   ,  4.86679e-29,  5.983e-17  ,  0.000274291])
216249  , -64175      , array([ 0.0103985  ,  0.991053   ,  4.86679e-29,  5.983e-17  ,  0.000274291])
216250  , -64174.8    , array([ 0.0103985  ,  0.990063   ,  4.87166e-29,  5.983e-17  ,  0.000274291])
216251  , -64174.8    , array([ 0.0103985  ,  0.990063   ,  4.86679e-29,  5.98898e-17,  0.000274291])
216252  , -64164.8    , array([ 0.0103985  ,  0.990063   ,  4.86679e-29,  5.983e-17  ,  0.000274565])
216253  , -64169.6    , array([ 0.010396   ,  0.990016   ,  4.86679e-29,  5.983e-17  ,  0.000274369])
216254  , -64169.6    , array([ 0.010396   ,  0.990016   ,  4.86679e-29,  5.983e-17  ,  0.000274369])
216255  , -64179.3    , array([ 0.0104065  ,  0.990016   ,  4.86679e-29,  5.983e-17  ,  0.000274369])
216256  , -64169.9    , array([ 0.010396   ,  0.991006   ,  4.86679e-29,  5.983e-17  ,  0.000274369])
216257  , -64169.6    , array([ 0.010396   ,  0.990016   ,  4.87166e-29,  5.983e-17  ,  0.000274369])
216258  , -64169.6    , array([ 0.010396   ,  0.990016   ,  4.86679e-29,  5.98898e-17,  0.000274369])
216259  , -64159.7    , array([ 0.010396   ,  0.990016   ,  4.86679e-29,  5.983e-17  ,  0.000274644])
216260  , -93309.7    , array([ 0.00290025 ,  0.766446   ,  4.86679e-29,  5.983e-17  ,  0.00128105 ])
216261  , -93309.7    , array([ 0.00290025 ,  0.766446   ,  4.86679e-29,  5.983e-17  ,  0.00128105 ])
216262  , -93252.6    , array([ 0.00290315 ,  0.766446   ,  4.86679e-29,  5.983e-17  ,  0.00128105 ])
216263  , -93310.5    , array([ 0.00290025 ,  0.767213   ,  4.86679e-29,  5.983e-17  ,  0.00128105 ])
216264  , -93309.7    , array([ 0.00290025 ,  0.766446   ,  4.87166e-29,  5.983e-17  ,  0.00128105 ])
216265  , -93309.7    , array([ 0.00290025 ,  0.766446   ,  4.86679e-29,  5.98898e-17,  0.00128105 ])
216266  , -93364.7    , array([ 0.00290025 ,  0.766446   ,  4.86679e-29,  5.983e-17  ,  0.00128233 ])
216267  , -55507.6    , array([ 0.00674421 ,  0.90774    ,  4.86679e-29,  5.983e-17  ,  0.000462579])
216268  , -55507.6    , array([ 0.00674421 ,  0.90774    ,  4.86679e-29,  5.983e-17  ,  0.000462579])
216269  , -55513.1    , array([ 0.00675095 ,  0.90774    ,  4.86679e-29,  5.983e-17  ,  0.000462579])
216270  , -55507.9    , array([ 0.00674421 ,  0.908649   ,  4.86679e-29,  5.983e-17  ,  0.000462579])
216271  , -55507.6    , array([ 0.00674421 ,  0.90774    ,  4.87166e-29,  5.983e-17  ,  0.000462579])
216272  , -55507.6    , array([ 0.00674421 ,  0.90774    ,  4.86679e-29,  5.98898e-17,  0.000462579])
216273  , -55501.7    , array([ 0.00674421 ,  0.90774    ,  4.86679e-29,  5.983e-17  ,  0.000463042])
216274  , -54526.6    , array([ 0.00568849 ,  0.87728    ,  4.86679e-29,  5.983e-17  ,  0.000568104])
216275  , -54526.6    , array([ 0.00568849 ,  0.87728    ,  4.86679e-29,  5.983e-17  ,  0.000568104])
216276  , -54525.1    , array([ 0.00569418 ,  0.87728    ,  4.86679e-29,  5.983e-17  ,  0.000568104])
216277  , -54527      , array([ 0.00568849 ,  0.878158   ,  4.86679e-29,  5.983e-17  ,  0.000568104])
216278  , -54526.6    , array([ 0.00568849 ,  0.87728    ,  4.87166e-29,  5.983e-17  ,  0.000568104])
216279  , -54526.6    , array([ 0.00568849 ,  0.87728    ,  4.86679e-29,  5.98898e-17,  0.000568104])
216280  , -54527.5    , array([ 0.00568849 ,  0.87728    ,  4.86679e-29,  5.983e-17  ,  0.000568673])
216281  , -54499.2    , array([ 0.00585187 ,  0.882275   ,  4.86679e-29,  5.983e-17  ,  0.000549016])
216282  , -54499.2    , array([ 0.00585187 ,  0.882275   ,  4.86679e-29,  5.983e-17  ,  0.000549016])
216283  , -54499.2    , array([ 0.00585772 ,  0.882275   ,  4.86679e-29,  5.983e-17  ,  0.000549016])
216284  , -54499.6    , array([ 0.00585187 ,  0.883158   ,  4.86679e-29,  5.983e-17  ,  0.000549016])
216285  , -54499.2    , array([ 0.00585187 ,  0.882275   ,  4.87166e-29,  5.983e-17  ,  0.000549016])
216286  , -54499.2    , array([ 0.00585187 ,  0.882275   ,  4.86679e-29,  5.98898e-17,  0.000549016])
216287  , -54498.8    , array([ 0.00585187 ,  0.882275   ,  4.86679e-29,  5.983e-17  ,  0.000549565])
216288  , -54497.7    , array([ 0.00582085 ,  0.881335   ,  4.86679e-29,  5.983e-17  ,  0.000552548])
216289  , -54497.7    , array([ 0.00582085 ,  0.881335   ,  4.86679e-29,  5.983e-17  ,  0.000552548])
216290  , -54497.4    , array([ 0.00582668 ,  0.881335   ,  4.86679e-29,  5.983e-17  ,  0.000552548])
216291  , -54498.1    , array([ 0.00582085 ,  0.882217   ,  4.86679e-29,  5.983e-17  ,  0.000552548])
216292  , -54497.7    , array([ 0.00582085 ,  0.881335   ,  4.87166e-29,  5.983e-17  ,  0.000552548])
216293  , -54497.7    , array([ 0.00582085 ,  0.881335   ,  4.86679e-29,  5.98898e-17,  0.000552548])
216294  , -54497.5    , array([ 0.00582085 ,  0.881335   ,  4.86679e-29,  5.983e-17  ,  0.000553101])
216302  , -54976.4    , array([ 0.00533412 ,  0.860185   ,  4.86679e-29,  5.983e-17  ,  0.000619671])
216303  , -54976.4    , array([ 0.00533412 ,  0.860185   ,  4.86679e-29,  5.983e-17  ,  0.000619671])
216304  , -54971.1    , array([ 0.00533945 ,  0.860185   ,  4.86679e-29,  5.983e-17  ,  0.000619671])
216305  , -54976.8    , array([ 0.00533412 ,  0.861046   ,  4.86679e-29,  5.983e-17  ,  0.000619671])
216306  , -54976.4    , array([ 0.00533412 ,  0.860185   ,  4.87166e-29,  5.983e-17  ,  0.000619671])
216307  , -54976.4    , array([ 0.00533412 ,  0.860185   ,  4.86679e-29,  5.98898e-17,  0.000619671])
216308  , -54981.1    , array([ 0.00533412 ,  0.860185   ,  4.86679e-29,  5.983e-17  ,  0.000620291])
216309  , -54497.7    , array([ 0.0058186  ,  0.881241   ,  4.86679e-29,  5.983e-17  ,  0.000552829])
216310  , -54497.7    , array([ 0.0058186  ,  0.881241   ,  4.86679e-29,  5.983e-17  ,  0.000552829])
216311  , -54497.4    , array([ 0.00582443 ,  0.881241   ,  4.86679e-29,  5.983e-17  ,  0.000552829])
216312  , -54498.1    , array([ 0.0058186  ,  0.882122   ,  4.86679e-29,  5.983e-17  ,  0.000552829])
216313  , -54497.7    , array([ 0.0058186  ,  0.881241   ,  4.87166e-29,  5.983e-17  ,  0.000552829])
