20022   , -2327.44    , array([ 1.09745    ,  0.71593    ,  0.792611   ,  0.0377635  ])
20023   , -2330.2     , array([ 1.09855    ,  0.71593    ,  0.792611   ,  0.0377635  ])
20024   , -2328.28    , array([ 1.09745    ,  0.716647   ,  0.792611   ,  0.0377635  ])
20025   , -2327.33    , array([ 1.09745    ,  0.71593    ,  0.793404   ,  0.0377635  ])
20026   , -2327.14    , array([ 1.09745    ,  0.71593    ,  0.792611   ,  0.0378013  ])
20027   , -2327.44    , array([ 1.09745    ,  0.71593    ,  0.792611   ,  0.0377635  ])
20028   , -1424.65    , array([ 0.420204   ,  0.533623   ,  0.821539   ,  0.041905   ])
20029   , -1424.65    , array([ 0.420204   ,  0.533623   ,  0.821539   ,  0.041905   ])
20030   , -1423.23    , array([ 0.420624   ,  0.533623   ,  0.821539   ,  0.041905   ])
20031   , -1425.63    , array([ 0.420204   ,  0.534156   ,  0.821539   ,  0.041905   ])
20032   , -1426.37    , array([ 0.420204   ,  0.533623   ,  0.822361   ,  0.041905   ])
20033   , -1424.95    , array([ 0.420204   ,  0.533623   ,  0.821539   ,  0.0419469  ])
20034   , -502.163    , array([ 0.275808   ,  0.216673   ,  0.336212   ,  0.0405247  ])
20035   , -502.163    , array([ 0.275808   ,  0.216673   ,  0.336212   ,  0.0405247  ])
20036   , -502.739    , array([ 0.276084   ,  0.216673   ,  0.336212   ,  0.0405247  ])
20037   , -501.642    , array([ 0.275808   ,  0.216889   ,  0.336212   ,  0.0405247  ])
20038   , -501.925    , array([ 0.275808   ,  0.216673   ,  0.336548   ,  0.0405247  ])
20039   , -502.112    , array([ 0.275808   ,  0.216673   ,  0.336212   ,  0.0405652  ])
20040   , -1442.67    , array([ 0.0371366  ,  7.52753    ,  0.00322654 ,  0.0205739  ])
20041   , -1442.67    , array([ 0.0371366  ,  7.52753    ,  0.00322654 ,  0.0205739  ])
20042   , -1443.47    , array([ 0.0371737  ,  7.52753    ,  0.00322654 ,  0.0205739  ])
20043   , -1442.68    , array([ 0.0371366  ,  7.53506    ,  0.00322654 ,  0.0205739  ])
20044   , -1441.89    , array([ 0.0371366  ,  7.52753    ,  0.00322977 ,  0.0205739  ])
20045   , -1442.67    , array([ 0.0371366  ,  7.52753    ,  0.00322654 ,  0.0205945  ])
20046   , -225.582    , array([ 0.170335   ,  0.508344   ,  0.110053   ,  0.0344317  ])
20047   , -225.582    , array([ 0.170335   ,  0.508344   ,  0.110053   ,  0.0344317  ])
