198851  , -79088.9    , array([ 0.178931   ,  0.00310275 ,  2.95504e-68,  4.80939e-95,  1.41176e-09])
198852  , -79088.9    , array([ 0.17911    ,  0.00310275 ,  2.95504e-68,  4.80939e-95,  1.41176e-09])
198853  , -79088.9    , array([ 0.178931   ,  0.00310586 ,  2.95504e-68,  4.80939e-95,  1.41176e-09])
198854  , -79088.9    , array([ 0.178931   ,  0.00310275 ,  2.958e-68  ,  4.80939e-95,  1.41176e-09])
198855  , -79088.9    , array([ 0.178931   ,  0.00310275 ,  2.95504e-68,  4.8142e-95 ,  1.41176e-09])
198856  , -79088.9    , array([ 0.178931   ,  0.00310275 ,  2.95504e-68,  4.80939e-95,  1.41317e-09])
198857  , -79088.9    , array([ 0.178931   ,  0.00310275 ,  2.95504e-68,  4.80939e-95,  1.41176e-09])
198858  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.95504e-68,  4.80939e-95,  2.4255e-09 ])
198859  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.95504e-68,  4.80939e-95,  2.4255e-09 ])
198860  , -79087.9    , array([ 0.177986   ,  0.00181839 ,  2.95504e-68,  4.80939e-95,  2.4255e-09 ])
198861  , -79087.9    , array([ 0.177808   ,  0.0018202  ,  2.95504e-68,  4.80939e-95,  2.4255e-09 ])
198862  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.958e-68  ,  4.80939e-95,  2.4255e-09 ])
198863  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.95504e-68,  4.8142e-95 ,  2.4255e-09 ])
198864  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.95504e-68,  4.80939e-95,  2.42793e-09])
198872  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.95504e-68,  4.80939e-95,  2.4255e-09 ])
198873  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.95504e-68,  4.80939e-95,  2.4255e-09 ])
198874  , -79087.9    , array([ 0.177986   ,  0.00181839 ,  2.95504e-68,  4.80939e-95,  2.4255e-09 ])
198875  , -79087.9    , array([ 0.177808   ,  0.0018202  ,  2.95504e-68,  4.80939e-95,  2.4255e-09 ])
198876  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.958e-68  ,  4.80939e-95,  2.4255e-09 ])
198877  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.95504e-68,  4.8142e-95 ,  2.4255e-09 ])
198878  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.95504e-68,  4.80939e-95,  2.42793e-09])
198879  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.95504e-68,  4.80939e-95,  2.4255e-09 ])
198880  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.95504e-68,  4.80939e-95,  2.4255e-09 ])
198881  , -79087.9    , array([ 0.177986   ,  0.00181839 ,  2.95504e-68,  4.80939e-95,  2.4255e-09 ])
198882  , -79087.9    , array([ 0.177808   ,  0.0018202  ,  2.95504e-68,  4.80939e-95,  2.4255e-09 ])
198883  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.958e-68  ,  4.80939e-95,  2.4255e-09 ])
198884  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.95504e-68,  4.8142e-95 ,  2.4255e-09 ])
198885  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.95504e-68,  4.80939e-95,  2.42793e-09])
198893  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.95504e-68,  4.80939e-95,  2.4255e-09 ])
198894  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.95504e-68,  4.80939e-95,  2.4255e-09 ])
198895  , -79087.9    , array([ 0.177986   ,  0.00181839 ,  2.95504e-68,  4.80939e-95,  2.4255e-09 ])
198896  , -79087.9    , array([ 0.177808   ,  0.0018202  ,  2.95504e-68,  4.80939e-95,  2.4255e-09 ])
198897  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.958e-68  ,  4.80939e-95,  2.4255e-09 ])
198898  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.95504e-68,  4.8142e-95 ,  2.4255e-09 ])
198899  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.95504e-68,  4.80939e-95,  2.42793e-09])
198900  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.95504e-68,  4.80939e-95,  2.4255e-09 ])
198901  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.95504e-68,  4.80939e-95,  2.4255e-09 ])
198902  , -79087.9    , array([ 0.177986   ,  0.00181839 ,  2.95504e-68,  4.80939e-95,  2.4255e-09 ])
198903  , -79087.9    , array([ 0.177808   ,  0.0018202  ,  2.95504e-68,  4.80939e-95,  2.4255e-09 ])
198904  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.958e-68  ,  4.80939e-95,  2.4255e-09 ])
198905  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.95504e-68,  4.8142e-95 ,  2.4255e-09 ])
198906  , -79087.9    , array([ 0.177808   ,  0.00181839 ,  2.95504e-68,  4.80939e-95,  2.42793e-09])
198907  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.95504e-68,  4.80939e-95,  4.16719e-09])
198908  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.95504e-68,  4.80939e-95,  4.16719e-09])
198909  , -79084.8    , array([ 0.176869   ,  0.00106568 ,  2.95504e-68,  4.80939e-95,  4.16719e-09])
198910  , -79084.8    , array([ 0.176692   ,  0.00106674 ,  2.95504e-68,  4.80939e-95,  4.16719e-09])
198911  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.958e-68  ,  4.80939e-95,  4.16719e-09])
198912  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.95504e-68,  4.8142e-95 ,  4.16719e-09])
198913  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.95504e-68,  4.80939e-95,  4.17136e-09])
198914  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.95504e-68,  4.80939e-95,  4.16719e-09])
198915  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.95504e-68,  4.80939e-95,  4.16719e-09])
198916  , -79084.8    , array([ 0.176869   ,  0.00106568 ,  2.95504e-68,  4.80939e-95,  4.16719e-09])
198917  , -79084.8    , array([ 0.176692   ,  0.00106674 ,  2.95504e-68,  4.80939e-95,  4.16719e-09])
198918  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.958e-68  ,  4.80939e-95,  4.16719e-09])
198919  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.95504e-68,  4.8142e-95 ,  4.16719e-09])
198920  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.95504e-68,  4.80939e-95,  4.17136e-09])
198921  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.95504e-68,  4.80939e-95,  4.16719e-09])
198922  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.95504e-68,  4.80939e-95,  4.16719e-09])
198923  , -79084.8    , array([ 0.176869   ,  0.00106568 ,  2.95504e-68,  4.80939e-95,  4.16719e-09])
198924  , -79084.8    , array([ 0.176692   ,  0.00106674 ,  2.95504e-68,  4.80939e-95,  4.16719e-09])
198925  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.958e-68  ,  4.80939e-95,  4.16719e-09])
198926  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.95504e-68,  4.8142e-95 ,  4.16719e-09])
198927  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.95504e-68,  4.80939e-95,  4.17136e-09])
198935  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.95504e-68,  4.80939e-95,  4.16719e-09])
198936  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.95504e-68,  4.80939e-95,  4.16719e-09])
198937  , -79084.8    , array([ 0.176869   ,  0.00106568 ,  2.95504e-68,  4.80939e-95,  4.16719e-09])
198938  , -79084.8    , array([ 0.176692   ,  0.00106674 ,  2.95504e-68,  4.80939e-95,  4.16719e-09])
198939  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.958e-68  ,  4.80939e-95,  4.16719e-09])
198940  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.95504e-68,  4.8142e-95 ,  4.16719e-09])
198941  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.95504e-68,  4.80939e-95,  4.17136e-09])
198942  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.95504e-68,  4.80939e-95,  4.16719e-09])
198943  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.95504e-68,  4.80939e-95,  4.16719e-09])
198944  , -79084.8    , array([ 0.176869   ,  0.00106568 ,  2.95504e-68,  4.80939e-95,  4.16719e-09])
198945  , -79084.8    , array([ 0.176692   ,  0.00106674 ,  2.95504e-68,  4.80939e-95,  4.16719e-09])
198946  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.958e-68  ,  4.80939e-95,  4.16719e-09])
198947  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.95504e-68,  4.8142e-95 ,  4.16719e-09])
198948  , -79084.8    , array([ 0.176692   ,  0.00106568 ,  2.95504e-68,  4.80939e-95,  4.17136e-09])
