99258   , -61714.6    , array([ 0.202578   ,  0.95611    ,  0.000140323,  9.10523e-21,  0.00448629 ])
99358   , -2508.95    , array([ 0.28291    ,  0.032404   ,  0.000392429,  9.10523e-21,  0.0110341  ])
99359   , -2511.27    , array([ 0.282628   ,  0.0324364  ,  0.000392429,  9.10523e-21,  0.0110341  ])
99360   , -2510.6     , array([ 0.282628   ,  0.032404   ,  0.000392822,  9.10523e-21,  0.0110341  ])
99361   , -2510.6     , array([ 0.282628   ,  0.032404   ,  0.000392429,  9.11434e-21,  0.0110341  ])
99362   , -2510.98    , array([ 0.282628   ,  0.032404   ,  0.000392429,  9.10523e-21,  0.0110452  ])
99363   , -2275.91    , array([ 0.347993   ,  0.03482    ,  0.000469591,  9.10523e-21,  0.0117299  ])
99364   , -2275.91    , array([ 0.347993   ,  0.03482    ,  0.000469591,  9.10523e-21,  0.0117299  ])
99365   , -2274.72    , array([ 0.348341   ,  0.03482    ,  0.000469591,  9.10523e-21,  0.0117299  ])
99366   , -2276.95    , array([ 0.347993   ,  0.0348548  ,  0.000469591,  9.10523e-21,  0.0117299  ])
99367   , -2275.91    , array([ 0.347993   ,  0.03482    ,  0.00047006 ,  9.10523e-21,  0.0117299  ])
99368   , -2275.91    , array([ 0.347993   ,  0.03482    ,  0.000469591,  9.11434e-21,  0.0117299  ])
99369   , -2275.51    , array([ 0.347993   ,  0.03482    ,  0.000469591,  9.10523e-21,  0.0117416  ])
99370   , -1891.68    , array([ 0.591998   ,  0.0449353  ,  0.000670159,  9.10523e-21,  0.0154015  ])
99371   , -1891.68    , array([ 0.591998   ,  0.0449353  ,  0.000670159,  9.10523e-21,  0.0154015  ])
99372   , -1891.11    , array([ 0.59259    ,  0.0449353  ,  0.000670159,  9.10523e-21,  0.0154015  ])
99373   , -1892.46    , array([ 0.591998   ,  0.0449803  ,  0.000670159,  9.10523e-21,  0.0154015  ])
99374   , -1891.68    , array([ 0.591998   ,  0.0449353  ,  0.000670829,  9.10523e-21,  0.0154015  ])
99375   , -1891.68    , array([ 0.591998   ,  0.0449353  ,  0.000670159,  9.11434e-21,  0.0154015  ])
99376   , -1891.03    , array([ 0.591998   ,  0.0449353  ,  0.000670159,  9.10523e-21,  0.015417   ])
99377   , -1647.45    , array([ 1.57136    ,  0.0805754  ,  0.00123639 ,  9.10523e-21,  0.0287599  ])
99378   , -1647.45    , array([ 1.57136    ,  0.0805754  ,  0.00123639 ,  9.10523e-21,  0.0287599  ])
99379   , -1647.47    , array([ 1.57293    ,  0.0805754  ,  0.00123639 ,  9.10523e-21,  0.0287599  ])
99380   , -1647.69    , array([ 1.57136    ,  0.080656   ,  0.00123639 ,  9.10523e-21,  0.0287599  ])
99381   , -1647.45    , array([ 1.57136    ,  0.0805754  ,  0.00123763 ,  9.10523e-21,  0.0287599  ])
99382   , -1647.45    , array([ 1.57136    ,  0.0805754  ,  0.00123639 ,  9.11434e-21,  0.0287599  ])
99383   , -1647.44    , array([ 1.57136    ,  0.0805754  ,  0.00123639 ,  9.10523e-21,  0.0287887  ])
99384   , -1638.31    , array([ 1.25299    ,  0.0674699  ,  0.00116731 ,  9.10523e-21,  0.0241207  ])
99385   , -1638.31    , array([ 1.25299    ,  0.0674699  ,  0.00116731 ,  9.10523e-21,  0.0241207  ])
99386   , -1638.23    , array([ 1.25424    ,  0.0674699  ,  0.00116731 ,  9.10523e-21,  0.0241207  ])
99387   , -1638.32    , array([ 1.25299    ,  0.0675374  ,  0.00116731 ,  9.10523e-21,  0.0241207  ])
99388   , -1638.31    , array([ 1.25299    ,  0.0674699  ,  0.00116848 ,  9.10523e-21,  0.0241207  ])
99389   , -1638.31    , array([ 1.25299    ,  0.0674699  ,  0.00116731 ,  9.11434e-21,  0.0241207  ])
99390   , -1638.35    , array([ 1.25299    ,  0.0674699  ,  0.00116731 ,  9.10523e-21,  0.0241448  ])
99391   , -1634.33    , array([ 1.33775    ,  0.0697473  ,  0.00130175 ,  9.10523e-21,  0.0249841  ])
99392   , -1634.33    , array([ 1.33775    ,  0.0697473  ,  0.00130175 ,  9.10523e-21,  0.0249841  ])
99393   , -1634.28    , array([ 1.33909    ,  0.0697473  ,  0.00130175 ,  9.10523e-21,  0.0249841  ])
99394   , -1634.32    , array([ 1.33775    ,  0.069817   ,  0.00130175 ,  9.10523e-21,  0.0249841  ])
99395   , -1634.33    , array([ 1.33775    ,  0.0697473  ,  0.00130305 ,  9.10523e-21,  0.0249841  ])
99396   , -1634.33    , array([ 1.33775    ,  0.0697473  ,  0.00130175 ,  9.11434e-21,  0.0249841  ])
99397   , -1634.41    , array([ 1.33775    ,  0.0697473  ,  0.00130175 ,  9.10523e-21,  0.0250091  ])
99398   , -1633.01    , array([ 1.38532    ,  0.0701566  ,  0.00153719 ,  9.10523e-21,  0.025149   ])
99399   , -1633.01    , array([ 1.38532    ,  0.0701566  ,  0.00153719 ,  9.10523e-21,  0.025149   ])
99400   , -1632.98    , array([ 1.3867     ,  0.0701566  ,  0.00153719 ,  9.10523e-21,  0.025149   ])
99401   , -1632.99    , array([ 1.38532    ,  0.0702268  ,  0.00153719 ,  9.10523e-21,  0.025149   ])
99402   , -1633.01    , array([ 1.38532    ,  0.0701566  ,  0.00153873 ,  9.10523e-21,  0.025149   ])
99403   , -1633.01    , array([ 1.38532    ,  0.0701566  ,  0.00153719 ,  9.11434e-21,  0.025149   ])
99404   , -1633.09    , array([ 1.38532    ,  0.0701566  ,  0.00153719 ,  9.10523e-21,  0.0251741  ])
99405   , -1632.11    , array([ 1.43266    ,  0.0694508  ,  0.00218751 ,  9.10523e-21,  0.0248989  ])
99406   , -1632.11    , array([ 1.43266    ,  0.0694508  ,  0.00218751 ,  9.10523e-21,  0.0248989  ])
99407   , -1632.1     , array([ 1.43409    ,  0.0694508  ,  0.00218751 ,  9.10523e-21,  0.0248989  ])
99408   , -1632.1     , array([ 1.43266    ,  0.0695202  ,  0.00218751 ,  9.10523e-21,  0.0248989  ])
99409   , -1632.11    , array([ 1.43266    ,  0.0694508  ,  0.0021897  ,  9.10523e-21,  0.0248989  ])
99410   , -1632.11    , array([ 1.43266    ,  0.0694508  ,  0.00218751 ,  9.11434e-21,  0.0248989  ])
99411   , -1632.16    , array([ 1.43266    ,  0.0694508  ,  0.00218751 ,  9.10523e-21,  0.0249238  ])
99412   , -1632.15    , array([ 1.44841    ,  0.0682122  ,  0.00325297 ,  9.10523e-21,  0.0244403  ])
99413   , -1632.15    , array([ 1.44841    ,  0.0682122  ,  0.00325297 ,  9.10523e-21,  0.0244403  ])
99414   , -1632.15    , array([ 1.44986    ,  0.0682122  ,  0.00325297 ,  9.10523e-21,  0.0244403  ])
99415   , -1632.14    , array([ 1.44841    ,  0.0682804  ,  0.00325297 ,  9.10523e-21,  0.0244403  ])
99416   , -1632.15    , array([ 1.44841    ,  0.0682122  ,  0.00325623 ,  9.10523e-21,  0.0244403  ])
99417   , -1632.15    , array([ 1.44841    ,  0.0682122  ,  0.00325297 ,  9.11434e-21,  0.0244403  ])
99418   , -1632.17    , array([ 1.44841    ,  0.0682122  ,  0.00325297 ,  9.10523e-21,  0.0244648  ])
99419   , -1632.06    , array([ 1.4369     ,  0.0691134  ,  0.00243546 ,  9.10523e-21,  0.024774   ])
99420   , -1632.06    , array([ 1.4369     ,  0.0691134  ,  0.00243546 ,  9.10523e-21,  0.024774   ])
99421   , -1632.06    , array([ 1.43834    ,  0.0691134  ,  0.00243546 ,  9.10523e-21,  0.024774   ])
99422   , -1632.05    , array([ 1.4369     ,  0.0691826  ,  0.00243546 ,  9.10523e-21,  0.024774   ])
99423   , -1632.06    , array([ 1.4369     ,  0.0691134  ,  0.0024379  ,  9.10523e-21,  0.024774   ])
99424   , -1632.06    , array([ 1.4369     ,  0.0691134  ,  0.00243546 ,  9.11434e-21,  0.024774   ])
99425   , -1632.1     , array([ 1.4369     ,  0.0691134  ,  0.00243546 ,  9.10523e-21,  0.0247988  ])
99426   , -1632.05    , array([ 1.43787    ,  0.0689132  ,  0.00263618 ,  9.10523e-21,  0.0246994  ])
99427   , -1632.05    , array([ 1.43787    ,  0.0689132  ,  0.00263618 ,  9.10523e-21,  0.0246994  ])
99428   , -1632.05    , array([ 1.4393     ,  0.0689132  ,  0.00263618 ,  9.10523e-21,  0.0246994  ])
99429   , -1632.04    , array([ 1.43787    ,  0.0689822  ,  0.00263618 ,  9.10523e-21,  0.0246994  ])
99430   , -1632.05    , array([ 1.43787    ,  0.0689132  ,  0.00263882 ,  9.10523e-21,  0.0246994  ])
99431   , -1632.05    , array([ 1.43787    ,  0.0689132  ,  0.00263618 ,  9.11434e-21,  0.0246994  ])
99432   , -1632.09    , array([ 1.43787    ,  0.0689132  ,  0.00263618 ,  9.10523e-21,  0.0247241  ])
99433   , -1632.05    , array([ 1.43795    ,  0.0688857  ,  0.00267559 ,  9.10523e-21,  0.0246891  ])
99434   , -1632.05    , array([ 1.43795    ,  0.0688857  ,  0.00267559 ,  9.10523e-21,  0.0246891  ])
99435   , -1632.05    , array([ 1.43938    ,  0.0688857  ,  0.00267559 ,  9.10523e-21,  0.0246891  ])
99436   , -1632.04    , array([ 1.43795    ,  0.0689546  ,  0.00267559 ,  9.10523e-21,  0.0246891  ])
99437   , -1632.05    , array([ 1.43795    ,  0.0688857  ,  0.00267827 ,  9.10523e-21,  0.0246891  ])
99438   , -1632.05    , array([ 1.43795    ,  0.0688857  ,  0.00267559 ,  9.11434e-21,  0.0246891  ])
99439   , -1632.09    , array([ 1.43795    ,  0.0688857  ,  0.00267559 ,  9.10523e-21,  0.0247138  ])
99440   , -1632.06    , array([ 1.43827    ,  0.0687758  ,  0.00283923 ,  9.10523e-21,  0.0246481  ])
99441   , -1632.06    , array([ 1.43827    ,  0.0687758  ,  0.00283923 ,  9.10523e-21,  0.0246481  ])
99442   , -1632.05    , array([ 1.43971    ,  0.0687758  ,  0.00283923 ,  9.10523e-21,  0.0246481  ])
99443   , -1632.05    , array([ 1.43827    ,  0.0688446  ,  0.00283923 ,  9.10523e-21,  0.0246481  ])
99444   , -1632.06    , array([ 1.43827    ,  0.0687758  ,  0.00284207 ,  9.10523e-21,  0.0246481  ])
99445   , -1632.06    , array([ 1.43827    ,  0.0687758  ,  0.00283923 ,  9.11434e-21,  0.0246481  ])
99446   , -1632.09    , array([ 1.43827    ,  0.0687758  ,  0.00283923 ,  9.10523e-21,  0.0246728  ])
99447   , -1632.05    , array([ 1.43801    ,  0.0688624  ,  0.00270947 ,  9.10523e-21,  0.0246804  ])
99448   , -1632.05    , array([ 1.43801    ,  0.0688624  ,  0.00270947 ,  9.10523e-21,  0.0246804  ])
99449   , -1632.05    , array([ 1.43945    ,  0.0688624  ,  0.00270947 ,  9.10523e-21,  0.0246804  ])
99450   , -1632.04    , array([ 1.43801    ,  0.0689313  ,  0.00270947 ,  9.10523e-21,  0.0246804  ])
99451   , -1632.05    , array([ 1.43801    ,  0.0688624  ,  0.00271218 ,  9.10523e-21,  0.0246804  ])
99452   , -1632.05    , array([ 1.43801    ,  0.0688624  ,  0.00270947 ,  9.11434e-21,  0.0246804  ])
99453   , -1632.09    , array([ 1.43801    ,  0.0688624  ,  0.00270947 ,  9.10523e-21,  0.0247051  ])
99454   , -1632.05    , array([ 1.43818    ,  0.0688053  ,  0.00279443 ,  9.10523e-21,  0.0246591  ])
99455   , -1632.05    , array([ 1.43818    ,  0.0688053  ,  0.00279443 ,  9.10523e-21,  0.0246591  ])
99456   , -1632.05    , array([ 1.43962    ,  0.0688053  ,  0.00279443 ,  9.10523e-21,  0.0246591  ])
99457   , -1632.04    , array([ 1.43818    ,  0.0688741  ,  0.00279443 ,  9.10523e-21,  0.0246591  ])
99458   , -1632.05    , array([ 1.43818    ,  0.0688053  ,  0.00279723 ,  9.10523e-21,  0.0246591  ])
99459   , -1632.05    , array([ 1.43818    ,  0.0688053  ,  0.00279443 ,  9.11434e-21,  0.0246591  ])
99460   , -1632.09    , array([ 1.43818    ,  0.0688053  ,  0.00279443 ,  9.10523e-21,  0.0246838  ])
99461   , -1632.05    , array([ 1.43805    ,  0.0688504  ,  0.00272707 ,  9.10523e-21,  0.024676   ])
99462   , -1632.05    , array([ 1.43805    ,  0.0688504  ,  0.00272707 ,  9.10523e-21,  0.024676   ])
99463   , -1632.05    , array([ 1.43949    ,  0.0688504  ,  0.00272707 ,  9.10523e-21,  0.024676   ])
99464   , -1632.04    , array([ 1.43805    ,  0.0689193  ,  0.00272707 ,  9.10523e-21,  0.024676   ])
99465   , -1632.05    , array([ 1.43805    ,  0.0688504  ,  0.00272979 ,  9.10523e-21,  0.024676   ])
99466   , -1632.05    , array([ 1.43805    ,  0.0688504  ,  0.00272707 ,  9.11434e-21,  0.024676   ])
99467   , -1632.09    , array([ 1.43805    ,  0.0688504  ,  0.00272707 ,  9.10523e-21,  0.0247006  ])
99468   , -1632.05    , array([ 1.43802    ,  0.0688599  ,  0.00271318 ,  9.10523e-21,  0.0246795  ])
99469   , -1632.05    , array([ 1.43802    ,  0.0688599  ,  0.00271318 ,  9.10523e-21,  0.0246795  ])
99470   , -1632.05    , array([ 1.43946    ,  0.0688599  ,  0.00271318 ,  9.10523e-21,  0.0246795  ])
99471   , -1632.04    , array([ 1.43802    ,  0.0689288  ,  0.00271318 ,  9.10523e-21,  0.0246795  ])
99472   , -1632.05    , array([ 1.43802    ,  0.0688599  ,  0.00271589 ,  9.10523e-21,  0.0246795  ])
99473   , -1632.05    , array([ 1.43802    ,  0.0688599  ,  0.00271318 ,  9.11434e-21,  0.0246795  ])
99474   , -1632.09    , array([ 1.43802    ,  0.0688599  ,  0.00271318 ,  9.10523e-21,  0.0247042  ])
99475   , -1632.05    , array([ 1.43804    ,  0.0688536  ,  0.00272234 ,  9.10523e-21,  0.0246772  ])
99476   , -1632.05    , array([ 1.43804    ,  0.0688536  ,  0.00272234 ,  9.10523e-21,  0.0246772  ])
99477   , -1632.05    , array([ 1.43948    ,  0.0688536  ,  0.00272234 ,  9.10523e-21,  0.0246772  ])
99478   , -1632.04    , array([ 1.43804    ,  0.0689225  ,  0.00272234 ,  9.10523e-21,  0.0246772  ])
99479   , -1632.05    , array([ 1.43804    ,  0.0688536  ,  0.00272506 ,  9.10523e-21,  0.0246772  ])
99480   , -1632.05    , array([ 1.43804    ,  0.0688536  ,  0.00272234 ,  9.11434e-21,  0.0246772  ])
99481   , -1632.09    , array([ 1.43804    ,  0.0688536  ,  0.00272234 ,  9.10523e-21,  0.0247018  ])
99482   , -1632.05    , array([ 1.43803    ,  0.0688586  ,  0.00271511 ,  9.10523e-21,  0.024679   ])
99483   , -1632.05    , array([ 1.43803    ,  0.0688586  ,  0.00271511 ,  9.10523e-21,  0.024679   ])
99484   , -1632.05    , array([ 1.43946    ,  0.0688586  ,  0.00271511 ,  9.10523e-21,  0.024679   ])
99485   , -1632.04    , array([ 1.43803    ,  0.0689275  ,  0.00271511 ,  9.10523e-21,  0.024679   ])
99486   , -1632.05    , array([ 1.43803    ,  0.0688586  ,  0.00271783 ,  9.10523e-21,  0.024679   ])
99487   , -1632.05    , array([ 1.43803    ,  0.0688586  ,  0.00271511 ,  9.11434e-21,  0.024679   ])
99488   , -1632.09    , array([ 1.43803    ,  0.0688586  ,  0.00271511 ,  9.10523e-21,  0.0247037  ])
99489   , -1632.05    , array([ 1.43802    ,  0.0688596  ,  0.00271359 ,  9.10523e-21,  0.0246794  ])
99490   , -1632.05    , array([ 1.43802    ,  0.0688596  ,  0.00271359 ,  9.10523e-21,  0.0246794  ])
99491   , -1632.05    , array([ 1.43946    ,  0.0688596  ,  0.00271359 ,  9.10523e-21,  0.0246794  ])
99492   , -1632.04    , array([ 1.43802    ,  0.0689285  ,  0.00271359 ,  9.10523e-21,  0.0246794  ])
99493   , -1632.05    , array([ 1.43802    ,  0.0688596  ,  0.0027163  ,  9.10523e-21,  0.0246794  ])
99494   , -1632.05    , array([ 1.43802    ,  0.0688596  ,  0.00271359 ,  9.11434e-21,  0.0246794  ])
99495   , -1632.09    , array([ 1.43802    ,  0.0688596  ,  0.00271359 ,  9.10523e-21,  0.0247041  ])
99496   , -1632.05    , array([ 1.43802    ,  0.0688589  ,  0.00271459 ,  9.10523e-21,  0.0246791  ])
99497   , -1632.05    , array([ 1.43802    ,  0.0688589  ,  0.00271459 ,  9.10523e-21,  0.0246791  ])
99498   , -1632.05    , array([ 1.43946    ,  0.0688589  ,  0.00271459 ,  9.10523e-21,  0.0246791  ])
99499   , -1632.04    , array([ 1.43802    ,  0.0689278  ,  0.00271459 ,  9.10523e-21,  0.0246791  ])
99500   , -1632.05    , array([ 1.43802    ,  0.0688589  ,  0.00271731 ,  9.10523e-21,  0.0246791  ])
99501   , -1632.05    , array([ 1.43802    ,  0.0688589  ,  0.00271459 ,  9.11434e-21,  0.0246791  ])
99502   , -1632.09    , array([ 1.43802    ,  0.0688589  ,  0.00271459 ,  9.10523e-21,  0.0247038  ])
99503   , -1632.05    , array([ 1.43803    ,  0.0688587  ,  0.00271493 ,  9.10523e-21,  0.024679   ])
99504   , -1632.05    , array([ 1.43803    ,  0.0688587  ,  0.00271493 ,  9.10523e-21,  0.024679   ])
99505   , -1632.05    , array([ 1.43946    ,  0.0688587  ,  0.00271493 ,  9.10523e-21,  0.024679   ])
99506   , -1632.04    , array([ 1.43803    ,  0.0689276  ,  0.00271493 ,  9.10523e-21,  0.024679   ])
