30682   , -79089.4    , array([ 33.8295    ,  4.703      ,  6.16676e-16,  0.000491034,  3.00557e-07])
30683   , -79089.4    , array([ 33.8633    ,  4.703      ,  6.16676e-16,  0.000491034,  3.00557e-07])
30684   , -79089.4    , array([ 33.8295    ,  4.7077     ,  6.16676e-16,  0.000491034,  3.00557e-07])
30685   , -79089.4    , array([ 33.8295    ,  4.703      ,  6.17293e-16,  0.000491034,  3.00557e-07])
30686   , -79089.4    , array([ 33.8295    ,  4.703      ,  6.16676e-16,  0.000491525,  3.00557e-07])
30687   , -79089.4    , array([ 33.8295    ,  4.703      ,  6.16676e-16,  0.000491034,  3.00858e-07])
30688   , -79089.4    , array([ 33.8295    ,  4.703      ,  6.16676e-16,  0.000491034,  3.00557e-07])
30689   , -79089.3    , array([ 33.5904    ,  4.36295    ,  6.16676e-16,  0.000491034,  3.27947e-07])
30690   , -79089.3    , array([ 33.5904    ,  4.36295    ,  6.16676e-16,  0.000491034,  3.27947e-07])
30691   , -79089.3    , array([ 33.624     ,  4.36295    ,  6.16676e-16,  0.000491034,  3.27947e-07])
30692   , -79089.3    , array([ 33.5904    ,  4.36731    ,  6.16676e-16,  0.000491034,  3.27947e-07])
30693   , -79089.3    , array([ 33.5904    ,  4.36295    ,  6.17293e-16,  0.000491034,  3.27947e-07])
30694   , -79089.3    , array([ 33.5904    ,  4.36295    ,  6.16676e-16,  0.000491525,  3.27947e-07])
30695   , -79089.3    , array([ 33.5904    ,  4.36295    ,  6.16676e-16,  0.000491034,  3.28275e-07])
30696   , -79089.3    , array([ 32.6509    ,  3.23149    ,  6.16676e-16,  0.000491033,  4.64847e-07])
30697   , -79089.3    , array([ 32.6509    ,  3.23149    ,  6.16676e-16,  0.000491033,  4.64847e-07])
30698   , -79089.3    , array([ 32.6836    ,  3.23149    ,  6.16676e-16,  0.000491033,  4.64847e-07])
30699   , -79089.3    , array([ 32.6509    ,  3.23472    ,  6.16676e-16,  0.000491033,  4.64847e-07])
30700   , -79089.3    , array([ 32.6509    ,  3.23149    ,  6.17293e-16,  0.000491033,  4.64847e-07])
30701   , -79089.3    , array([ 32.6509    ,  3.23149    ,  6.16676e-16,  0.000491524,  4.64847e-07])
30702   , -79089.3    , array([ 32.6509    ,  3.23149    ,  6.16676e-16,  0.000491033,  4.65312e-07])
30703   , -79087.1    , array([ 29.1485    ,  0.972502   ,  6.16676e-16,  0.000491029,  1.87645e-06])
30704   , -79087.1    , array([ 29.1485    ,  0.972502   ,  6.16676e-16,  0.000491029,  1.87645e-06])
30705   , -79087.1    , array([ 29.1777    ,  0.972502   ,  6.16676e-16,  0.000491029,  1.87645e-06])
30706   , -79087.1    , array([ 29.1485    ,  0.973475   ,  6.16676e-16,  0.000491029,  1.87645e-06])
30707   , -79087.1    , array([ 29.1485    ,  0.972502   ,  6.17293e-16,  0.000491029,  1.87645e-06])
30708   , -79087.1    , array([ 29.1485    ,  0.972502   ,  6.16676e-16,  0.000491521,  1.87645e-06])
30709   , -79087.1    , array([ 29.1485    ,  0.972502   ,  6.16676e-16,  0.000491029,  1.87833e-06])
30710   , -34501      , array([ 18.5141    ,  0.00797707 ,  6.16676e-16,  0.000491016,  0.000498248])
30711   , -34501      , array([ 18.5141    ,  0.00797707 ,  6.16676e-16,  0.000491016,  0.000498248])
30712   , -34501      , array([ 18.5326    ,  0.00797707 ,  6.16676e-16,  0.000491016,  0.000498248])
30713   , -34527.5    , array([ 18.5141    ,  0.00798505 ,  6.16676e-16,  0.000491016,  0.000498248])
30714   , -34501      , array([ 18.5141    ,  0.00797707 ,  6.17293e-16,  0.000491016,  0.000498248])
30715   , -34501      , array([ 18.5141    ,  0.00797707 ,  6.16676e-16,  0.000491507,  0.000498248])
30716   , -34474.6    , array([ 18.5141    ,  0.00797707 ,  6.16676e-16,  0.000491016,  0.000498746])
30724   , -32490.3    , array([ 18.4529    ,  0.00770265 ,  6.16676e-16,  0.000491016,  0.000518934])
30725   , -32490.3    , array([ 18.4529    ,  0.00770265 ,  6.16676e-16,  0.000491016,  0.000518934])
30726   , -32490.3    , array([ 18.4714    ,  0.00770265 ,  6.16676e-16,  0.000491016,  0.000518934])
30727   , -32516.9    , array([ 18.4529    ,  0.00771036 ,  6.16676e-16,  0.000491016,  0.000518934])
30728   , -32490.3    , array([ 18.4529    ,  0.00770265 ,  6.17293e-16,  0.000491016,  0.000518934])
30729   , -32490.3    , array([ 18.4529    ,  0.00770265 ,  6.16676e-16,  0.000491507,  0.000518934])
30730   , -32463.6    , array([ 18.4529    ,  0.00770265 ,  6.16676e-16,  0.000491016,  0.000519453])
30731   , -30458.6    , array([ 18.3917    ,  0.00743655 ,  6.16676e-16,  0.000491015,  0.000540575])
30732   , -30458.6    , array([ 18.3917    ,  0.00743655 ,  6.16676e-16,  0.000491015,  0.000540575])
30733   , -30458.6    , array([ 18.4101    ,  0.00743655 ,  6.16676e-16,  0.000491015,  0.000540575])
30734   , -30485.3    , array([ 18.3917    ,  0.00744399 ,  6.16676e-16,  0.000491015,  0.000540575])
30735   , -30458.6    , array([ 18.3917    ,  0.00743655 ,  6.17293e-16,  0.000491015,  0.000540575])
30736   , -30458.6    , array([ 18.3917    ,  0.00743655 ,  6.16676e-16,  0.000491507,  0.000540575])
30737   , -30431.8    , array([ 18.3917    ,  0.00743655 ,  6.16676e-16,  0.000491015,  0.000541116])
30745   , -29948.2    , array([ 18.3764    ,  0.00737127 ,  6.16676e-16,  0.000491015,  0.000546141])
30746   , -29948.2    , array([ 18.3764    ,  0.00737127 ,  6.16676e-16,  0.000491015,  0.000546141])
30747   , -29948.2    , array([ 18.3948    ,  0.00737127 ,  6.16676e-16,  0.000491015,  0.000546141])
30748   , -29975      , array([ 18.3764    ,  0.00737865 ,  6.16676e-16,  0.000491015,  0.000546141])
30749   , -29948.2    , array([ 18.3764    ,  0.00737127 ,  6.17293e-16,  0.000491015,  0.000546141])
30750   , -29948.2    , array([ 18.3764    ,  0.00737127 ,  6.16676e-16,  0.000491507,  0.000546141])
30751   , -29921.4    , array([ 18.3764    ,  0.00737127 ,  6.16676e-16,  0.000491015,  0.000546688])
30752   , -29438.5    , array([ 18.3611    ,  0.00730667 ,  6.16676e-16,  0.000491015,  0.000551757])
