222576  , -79089.4    , array([ 0.290975   ,  1.34712    ,  0.00527798 ,  9.33558e-12,  1.75016e-10])
222577  , -79089.4    , array([ 0.291267   ,  1.34712    ,  0.00527798 ,  9.33558e-12,  1.75016e-10])
222578  , -79089.4    , array([ 0.290975   ,  1.34847    ,  0.00527798 ,  9.33558e-12,  1.75016e-10])
222579  , -79089.4    , array([ 0.290975   ,  1.34712    ,  0.00528326 ,  9.33558e-12,  1.75016e-10])
222580  , -79089.4    , array([ 0.290975   ,  1.34712    ,  0.00527798 ,  9.34492e-12,  1.75016e-10])
222581  , -79089.4    , array([ 0.290975   ,  1.34712    ,  0.00527798 ,  9.33558e-12,  1.75191e-10])
222582  , -79089.4    , array([ 0.290975   ,  1.34712    ,  0.00527798 ,  9.33558e-12,  1.75016e-10])
222583  , -79089.4    , array([ 0.290836   ,  1.34692    ,  0.00527798 ,  9.33558e-12,  1.75127e-10])
222584  , -79089.4    , array([ 0.290836   ,  1.34692    ,  0.00527798 ,  9.33558e-12,  1.75127e-10])
222585  , -79089.4    , array([ 0.291127   ,  1.34692    ,  0.00527798 ,  9.33558e-12,  1.75127e-10])
222586  , -79089.4    , array([ 0.290836   ,  1.34826    ,  0.00527798 ,  9.33558e-12,  1.75127e-10])
222587  , -79089.4    , array([ 0.290836   ,  1.34692    ,  0.00528326 ,  9.33558e-12,  1.75127e-10])
222588  , -79089.4    , array([ 0.290836   ,  1.34692    ,  0.00527798 ,  9.34492e-12,  1.75127e-10])
222589  , -79089.4    , array([ 0.290836   ,  1.34692    ,  0.00527798 ,  9.33558e-12,  1.75303e-10])
222590  , -79089.4    , array([ 0.290278   ,  1.34609    ,  0.00527797 ,  9.33558e-12,  1.75574e-10])
222591  , -79089.4    , array([ 0.290278   ,  1.34609    ,  0.00527797 ,  9.33558e-12,  1.75574e-10])
222592  , -79089.4    , array([ 0.290568   ,  1.34609    ,  0.00527797 ,  9.33558e-12,  1.75574e-10])
222593  , -79089.4    , array([ 0.290278   ,  1.34744    ,  0.00527797 ,  9.33558e-12,  1.75574e-10])
222594  , -79089.4    , array([ 0.290278   ,  1.34609    ,  0.00528326 ,  9.33558e-12,  1.75574e-10])
222595  , -79089.4    , array([ 0.290278   ,  1.34609    ,  0.00527797 ,  9.34492e-12,  1.75574e-10])
222596  , -79089.4    , array([ 0.290278   ,  1.34609    ,  0.00527797 ,  9.33558e-12,  1.75749e-10])
222597  , -79089.4    , array([ 0.288056   ,  1.34281    ,  0.00527795 ,  9.33558e-12,  1.7737e-10 ])
222598  , -79089.4    , array([ 0.288056   ,  1.34281    ,  0.00527795 ,  9.33558e-12,  1.7737e-10 ])
222599  , -79089.4    , array([ 0.288345   ,  1.34281    ,  0.00527795 ,  9.33558e-12,  1.7737e-10 ])
222600  , -79089.4    , array([ 0.288056   ,  1.34416    ,  0.00527795 ,  9.33558e-12,  1.7737e-10 ])
222601  , -79089.4    , array([ 0.288056   ,  1.34281    ,  0.00528323 ,  9.33558e-12,  1.7737e-10 ])
222602  , -79089.4    , array([ 0.288056   ,  1.34281    ,  0.00527795 ,  9.34492e-12,  1.7737e-10 ])
222603  , -79089.4    , array([ 0.288056   ,  1.34281    ,  0.00527795 ,  9.33558e-12,  1.77547e-10])
222604  , -79089.4    , array([ 0.27934    ,  1.32977    ,  0.00527787 ,  9.33558e-12,  1.8474e-10 ])
222605  , -79089.4    , array([ 0.27934    ,  1.32977    ,  0.00527787 ,  9.33558e-12,  1.8474e-10 ])
222606  , -79089.4    , array([ 0.279619   ,  1.32977    ,  0.00527787 ,  9.33558e-12,  1.8474e-10 ])
222607  , -79089.4    , array([ 0.27934    ,  1.3311     ,  0.00527787 ,  9.33558e-12,  1.8474e-10 ])
222608  , -79089.4    , array([ 0.27934    ,  1.32977    ,  0.00528315 ,  9.33558e-12,  1.8474e-10 ])
222609  , -79089.4    , array([ 0.27934    ,  1.32977    ,  0.00527787 ,  9.34492e-12,  1.8474e-10 ])
222610  , -79089.4    , array([ 0.27934    ,  1.32977    ,  0.00527787 ,  9.33558e-12,  1.84924e-10])
222611  , -79089.4    , array([ 0.247032   ,  1.27884    ,  0.00527754 ,  9.33558e-12,  2.17412e-10])
222612  , -79089.4    , array([ 0.247032   ,  1.27884    ,  0.00527754 ,  9.33558e-12,  2.17412e-10])
222613  , -79089.4    , array([ 0.247279   ,  1.27884    ,  0.00527754 ,  9.33558e-12,  2.17412e-10])
222614  , -79089.4    , array([ 0.247032   ,  1.28012    ,  0.00527754 ,  9.33558e-12,  2.17412e-10])
222615  , -79089.4    , array([ 0.247032   ,  1.27884    ,  0.00528282 ,  9.33558e-12,  2.17412e-10])
222616  , -79089.4    , array([ 0.247032   ,  1.27884    ,  0.00527754 ,  9.34492e-12,  2.17412e-10])
222617  , -79089.4    , array([ 0.247032   ,  1.27884    ,  0.00527754 ,  9.33558e-12,  2.1763e-10 ])
222618  , -79089.4    , array([ 0.151089   ,  1.09389    ,  0.0052762  ,  9.33558e-12,  4.17041e-10])
222619  , -79089.4    , array([ 0.151089   ,  1.09389    ,  0.0052762  ,  9.33558e-12,  4.17041e-10])
222620  , -79089.4    , array([ 0.15124    ,  1.09389    ,  0.0052762  ,  9.33558e-12,  4.17041e-10])
222621  , -79089.4    , array([ 0.151089   ,  1.09499    ,  0.0052762  ,  9.33558e-12,  4.17041e-10])
