Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-394.58	797.16	599.94	59595.28	1.1964,0.1246,0.0345,0.2894
our_model	Round_1_Replicate_2	-394.27	796.54	598.56	24886.65	4.7212,0.2994,4.1032,0.7892
our_model	Round_1_Replicate_3	-395.58	799.16	601.81	18100.65	2.7323,0.4095,30.0,0.8594
our_model	Round_1_Replicate_4	-395.02	798.04	600.02	44502.39	1.2375,0.1672,29.8113,0.3731
our_model	Round_1_Replicate_5	-395.54	799.08	600.69	16982.37	2.9991,0.4385,30.0,0.9389
our_model	Round_1_Replicate_6	-393.69	795.38	598.25	94984.87	0.3631,0.0783,0.2286,0.1916
our_model	Round_1_Replicate_7	-393.44	794.88	597.78	6560.2	29.8287,1.1336,27.8958,3.5165
our_model	Round_1_Replicate_8	-398.79	805.58	607.72	7413.62	30.0,0.9962,7.2564,2.1781
our_model	Round_1_Replicate_9	-397.47	802.94	605.31	7196.14	30.0,1.0276,8.3749,2.3432
our_model	Round_1_Replicate_10	-396.47	800.94	603.45	11929.54	3.727,0.6206,30.0,1.2227
our_model	Round_2_Replicate_1	-400.03	808.06	609.97	2179.43	30.0,3.3849,30.0,6.4298
our_model	Round_2_Replicate_2	-398.39	804.78	607.0	2373.84	30.0,3.1122,30.0,6.2389
our_model	Round_2_Replicate_3	-393.02	794.04	596.97	15299.01	29.9679,0.4865,29.4417,1.9551
our_model	Round_2_Replicate_4	-394.2	796.4	599.22	11548.44	5.8,0.6432,30.0,1.5727
our_model	Round_2_Replicate_5	-396.16	800.32	602.89	4659.21	10.7328,1.5897,30.0,3.2481
our_model	Round_2_Replicate_6	-394.41	796.82	598.75	6661.64	11.0869,1.1188,25.6017,2.7525
our_model	Round_2_Replicate_7	-393.97	795.94	598.1	5277.11	20.2867,1.4122,29.5564,3.8118
our_model	Round_2_Replicate_8	-398.55	805.1	607.28	2351.61	30.0,3.1412,30.0,6.2608
our_model	Round_2_Replicate_9	-396.47	800.94	603.46	3798.54	30.0,1.9491,19.9932,4.4233
our_model	Round_2_Replicate_10	-395.29	798.58	600.5	5279.73	11.7437,1.4092,25.2495,3.153
our_model	Round_3_Replicate_1	-393.47	794.94	597.84	7259.26	29.9945,1.0244,23.6799,3.184
our_model	Round_3_Replicate_2	-396.6	801.2	603.7	14139.45	3.1016,0.5235,30.0,1.0228
our_model	Round_3_Replicate_3	-393.03	794.06	597.0	15651.64	19.8397,0.4755,29.7308,1.8236
our_model	Round_3_Replicate_4	-393.33	794.66	597.56	7022.39	30.0,1.0593,29.8307,3.4077
our_model	Round_3_Replicate_5	-393.05	794.1	597.04	13239.41	29.826,0.5621,27.8128,2.1558
our_model	Round_3_Replicate_6	-396.55	801.1	603.62	14229.27	3.0961,0.5203,30.0,1.0193
our_model	Round_3_Replicate_7	-393.05	794.1	597.04	12498.82	29.9176,0.5954,29.7202,2.2719
our_model	Round_3_Replicate_8	-393.4	794.8	597.71	10538.12	12.0363,0.7058,23.4433,2.1165
our_model	Round_3_Replicate_9	-396.58	801.16	603.66	14191.17	3.0973,0.5217,30.0,1.0205
our_model	Round_3_Replicate_10	-394.34	796.68	599.49	15125.81	4.2077,0.4909,30.0,1.1742
our_model	Round_3_Replicate_11	-394.8	797.6	599.52	17548.01	3.2986,0.4244,30.0,0.9717
our_model	Round_3_Replicate_12	-393.41	794.82	597.73	12268.27	9.4888,0.6062,22.1388,1.7942
our_model	Round_3_Replicate_13	-393.1	794.2	597.13	10976.58	30.0,0.6779,28.5984,2.4814
our_model	Round_3_Replicate_14	-397.71	803.42	605.75	2513.71	30.0,2.9411,29.5244,6.0681
our_model	Round_3_Replicate_15	-397.69	803.38	605.7	2513.72	30.0,2.9412,29.6031,6.0736
our_model	Round_3_Replicate_16	-393.35	794.7	597.6	6875.42	30.0,1.0819,29.6753,3.4528
our_model	Round_3_Replicate_17	-393.07	794.14	597.07	16128.57	13.8653,0.4614,29.7675,1.6719
our_model	Round_3_Replicate_18	-393.03	794.06	596.99	14335.9	29.8788,0.5192,29.6921,2.0536
our_model	Round_3_Replicate_19	-394.88	797.76	600.49	9163.73	6.1499,0.8097,30.0,1.8177
our_model	Round_3_Replicate_20	-393.03	794.06	597.01	13800.63	29.8834,0.5393,29.4926,2.1101
