3931    , -2337.88    , array([ 0.57819    ,  1.33982    ,  4.741e-71  ,  0.000220709])
3932    , -2337.88    , array([ 0.578769   ,  1.33982    ,  4.741e-71  ,  0.000220709])
3933    , -2337.88    , array([ 0.57819    ,  1.34116    ,  4.741e-71  ,  0.000220709])
3934    , -2337.88    , array([ 0.57819    ,  1.33982    ,  4.74575e-71,  0.000220709])
3935    , -2337.88    , array([ 0.57819    ,  1.33982    ,  4.741e-71  ,  0.00022093 ])
3936    , -2337.88    , array([ 0.57819    ,  1.33982    ,  4.741e-71  ,  0.000220709])
3937    , -2333.93    , array([ 0.57819    ,  0.514972   ,  4.741e-71  ,  0.00015942 ])
3938    , -2333.93    , array([ 0.57819    ,  0.514972   ,  4.741e-71  ,  0.00015942 ])
3939    , -2333.93    , array([ 0.578769   ,  0.514972   ,  4.741e-71  ,  0.00015942 ])
3940    , -2333.93    , array([ 0.57819    ,  0.515487   ,  4.741e-71  ,  0.00015942 ])
3941    , -2333.93    , array([ 0.57819    ,  0.514972   ,  4.74575e-71,  0.00015942 ])
3942    , -2333.92    , array([ 0.57819    ,  0.514972   ,  4.741e-71  ,  0.000159579])
3943    , -2267.59    , array([ 0.57819    ,  0.0112391  ,  4.741e-71  ,  4.33939e-05])
3944    , -2267.59    , array([ 0.57819    ,  0.0112391  ,  4.741e-71  ,  4.33939e-05])
3945    , -2267.59    , array([ 0.578769   ,  0.0112391  ,  4.741e-71  ,  4.33939e-05])
3946    , -2267.65    , array([ 0.57819    ,  0.0112504  ,  4.741e-71  ,  4.33939e-05])
3947    , -2267.59    , array([ 0.57819    ,  0.0112391  ,  4.74575e-71,  4.33939e-05])
3948    , -2267.52    , array([ 0.57819    ,  0.0112391  ,  4.741e-71  ,  4.34373e-05])
3955    , -2267.58    , array([ 0.57819    ,  0.0112389  ,  4.741e-71  ,  4.33937e-05])
3956    , -2267.58    , array([ 0.57819    ,  0.0112389  ,  4.741e-71  ,  4.33937e-05])
3957    , -2267.58    , array([ 0.578769   ,  0.0112389  ,  4.741e-71  ,  4.33937e-05])
3958    , -2267.65    , array([ 0.57819    ,  0.0112502  ,  4.741e-71  ,  4.33937e-05])
3959    , -2267.58    , array([ 0.57819    ,  0.0112389  ,  4.74575e-71,  4.33937e-05])
3960    , -2267.52    , array([ 0.57819    ,  0.0112389  ,  4.741e-71  ,  4.34371e-05])
3961    , -2267.58    , array([ 0.57819    ,  0.0112387  ,  4.741e-71  ,  4.33934e-05])
3962    , -2267.58    , array([ 0.57819    ,  0.0112387  ,  4.741e-71  ,  4.33934e-05])
3963    , -2267.58    , array([ 0.578769   ,  0.0112387  ,  4.741e-71  ,  4.33934e-05])
3964    , -2267.65    , array([ 0.57819    ,  0.01125    ,  4.741e-71  ,  4.33934e-05])
3965    , -2267.58    , array([ 0.57819    ,  0.0112387  ,  4.74575e-71,  4.33934e-05])
3966    , -2267.52    , array([ 0.57819    ,  0.0112387  ,  4.741e-71  ,  4.34368e-05])
3973    , -2267.58    , array([ 0.57819    ,  0.0112387  ,  4.741e-71  ,  4.33934e-05])
3974    , -2267.58    , array([ 0.57819    ,  0.0112387  ,  4.741e-71  ,  4.33934e-05])
3975    , -2267.58    , array([ 0.578769   ,  0.0112387  ,  4.741e-71  ,  4.33934e-05])
3976    , -2267.65    , array([ 0.57819    ,  0.0112499  ,  4.741e-71  ,  4.33934e-05])
3977    , -2267.58    , array([ 0.57819    ,  0.0112387  ,  4.74575e-71,  4.33934e-05])
3978    , -2267.52    , array([ 0.57819    ,  0.0112387  ,  4.741e-71  ,  4.34368e-05])
3979    , -2267.58    , array([ 0.57819    ,  0.0112386  ,  4.741e-71  ,  4.33933e-05])
3980    , -2267.58    , array([ 0.57819    ,  0.0112386  ,  4.741e-71  ,  4.33933e-05])
3981    , -2267.58    , array([ 0.578769   ,  0.0112386  ,  4.741e-71  ,  4.33933e-05])
3982    , -2267.65    , array([ 0.57819    ,  0.0112499  ,  4.741e-71  ,  4.33933e-05])
3983    , -2267.58    , array([ 0.57819    ,  0.0112386  ,  4.74575e-71,  4.33933e-05])
3984    , -2267.52    , array([ 0.57819    ,  0.0112386  ,  4.741e-71  ,  4.34367e-05])
3991    , -2267.58    , array([ 0.57819    ,  0.0112386  ,  4.741e-71  ,  4.33933e-05])
3992    , -2267.58    , array([ 0.57819    ,  0.0112386  ,  4.741e-71  ,  4.33933e-05])
3993    , -2267.58    , array([ 0.578769   ,  0.0112386  ,  4.741e-71  ,  4.33933e-05])
3994    , -2267.65    , array([ 0.57819    ,  0.0112499  ,  4.741e-71  ,  4.33933e-05])
3995    , -2267.58    , array([ 0.57819    ,  0.0112386  ,  4.74575e-71,  4.33933e-05])
3996    , -2267.52    , array([ 0.57819    ,  0.0112386  ,  4.741e-71  ,  4.34367e-05])
3997    , -2267.58    , array([ 0.57819    ,  0.0112386  ,  4.741e-71  ,  4.33933e-05])
3998    , -2267.58    , array([ 0.57819    ,  0.0112386  ,  4.741e-71  ,  4.33933e-05])
3999    , -2267.58    , array([ 0.578769   ,  0.0112386  ,  4.741e-71  ,  4.33933e-05])
4000    , -2267.65    , array([ 0.57819    ,  0.0112499  ,  4.741e-71  ,  4.33933e-05])
4001    , -2267.58    , array([ 0.57819    ,  0.0112386  ,  4.74575e-71,  4.33933e-05])
4002    , -2267.52    , array([ 0.57819    ,  0.0112386  ,  4.741e-71  ,  4.34367e-05])
4003    , -2122.49    , array([ 0.57819    ,  0.00166031 ,  4.741e-71  ,  2.26395e-05])
4004    , -2122.49    , array([ 0.57819    ,  0.00166031 ,  4.741e-71  ,  2.26395e-05])
4005    , -2122.49    , array([ 0.578769   ,  0.00166031 ,  4.741e-71  ,  2.26395e-05])
4006    , -2122.66    , array([ 0.57819    ,  0.00166198 ,  4.741e-71  ,  2.26395e-05])
4007    , -2122.49    , array([ 0.57819    ,  0.00166031 ,  4.74575e-71,  2.26395e-05])
4008    , -2122.32    , array([ 0.57819    ,  0.00166031 ,  4.741e-71  ,  2.26622e-05])
4009    , -2122.49    , array([ 0.57819    ,  0.00166031 ,  4.741e-71  ,  2.26395e-05])
4010    , -2122.49    , array([ 0.57819    ,  0.00166031 ,  4.741e-71  ,  2.26395e-05])
4011    , -2122.49    , array([ 0.578769   ,  0.00166031 ,  4.741e-71  ,  2.26395e-05])
4012    , -2122.66    , array([ 0.57819    ,  0.00166197 ,  4.741e-71  ,  2.26395e-05])
4013    , -2122.49    , array([ 0.57819    ,  0.00166031 ,  4.74575e-71,  2.26395e-05])
4014    , -2122.32    , array([ 0.57819    ,  0.00166031 ,  4.741e-71  ,  2.26622e-05])
4015    , -2122.49    , array([ 0.57819    ,  0.00166031 ,  4.741e-71  ,  2.26395e-05])
4016    , -2122.49    , array([ 0.57819    ,  0.00166031 ,  4.741e-71  ,  2.26395e-05])
4017    , -2122.49    , array([ 0.578769   ,  0.00166031 ,  4.741e-71  ,  2.26395e-05])
4018    , -2122.66    , array([ 0.57819    ,  0.00166197 ,  4.741e-71  ,  2.26395e-05])
4019    , -2122.49    , array([ 0.57819    ,  0.00166031 ,  4.74575e-71,  2.26395e-05])
4020    , -2122.32    , array([ 0.57819    ,  0.00166031 ,  4.741e-71  ,  2.26621e-05])
4027    , -2122.49    , array([ 0.57819    ,  0.00166031 ,  4.741e-71  ,  2.26395e-05])
4028    , -2122.49    , array([ 0.57819    ,  0.00166031 ,  4.741e-71  ,  2.26395e-05])
4029    , -2122.49    , array([ 0.578769   ,  0.00166031 ,  4.741e-71  ,  2.26395e-05])
4030    , -2122.66    , array([ 0.57819    ,  0.00166197 ,  4.741e-71  ,  2.26395e-05])
4031    , -2122.49    , array([ 0.57819    ,  0.00166031 ,  4.74575e-71,  2.26395e-05])
4032    , -2122.32    , array([ 0.57819    ,  0.00166031 ,  4.741e-71  ,  2.26621e-05])
4033    , -2122.49    , array([ 0.57819    ,  0.00166031 ,  4.741e-71  ,  2.26395e-05])
4034    , -2122.49    , array([ 0.57819    ,  0.00166031 ,  4.741e-71  ,  2.26395e-05])
4035    , -2122.49    , array([ 0.578769   ,  0.00166031 ,  4.741e-71  ,  2.26395e-05])
4036    , -2122.66    , array([ 0.57819    ,  0.00166197 ,  4.741e-71  ,  2.26395e-05])
4037    , -2122.49    , array([ 0.57819    ,  0.00166031 ,  4.74575e-71,  2.26395e-05])
4038    , -2122.32    , array([ 0.57819    ,  0.00166031 ,  4.741e-71  ,  2.26621e-05])
4039    , -2062.61    , array([ 0.57819    ,  0.00102934 ,  4.741e-71  ,  1.9241e-05 ])
4040    , -2062.61    , array([ 0.57819    ,  0.00102934 ,  4.741e-71  ,  1.9241e-05 ])
4041    , -2062.61    , array([ 0.578769   ,  0.00102934 ,  4.741e-71  ,  1.9241e-05 ])
