9073    , -1783.47    , array([ 2.94991    ,  0.0535749  ,  2.65669e-27,  0.00793812 ])
9074    , -1783.47    , array([ 2.95286    ,  0.0535749  ,  2.65669e-27,  0.00793812 ])
9075    , -1783.04    , array([ 2.94991    ,  0.0536285  ,  2.65669e-27,  0.00793812 ])
9076    , -1783.47    , array([ 2.94991    ,  0.0535749  ,  2.65935e-27,  0.00793812 ])
9077    , -1783.74    , array([ 2.94991    ,  0.0535749  ,  2.65669e-27,  0.00794606 ])
9078    , -1783.47    , array([ 2.94991    ,  0.0535749  ,  2.65669e-27,  0.00793812 ])
9079    , -1925.69    , array([ 2.94991    ,  0.126472   ,  2.65669e-27,  0.00466617 ])
9080    , -1925.69    , array([ 2.94991    ,  0.126472   ,  2.65669e-27,  0.00466617 ])
9081    , -1925.69    , array([ 2.95286    ,  0.126472   ,  2.65669e-27,  0.00466617 ])
9082    , -1925.98    , array([ 2.94991    ,  0.126599   ,  2.65669e-27,  0.00466617 ])
9083    , -1925.69    , array([ 2.94991    ,  0.126472   ,  2.65935e-27,  0.00466617 ])
9084    , -1925.42    , array([ 2.94991    ,  0.126472   ,  2.65669e-27,  0.00467084 ])
9085    , -1719.73    , array([ 2.94991    ,  0.0687454  ,  2.65669e-27,  0.00680353 ])
9086    , -1719.73    , array([ 2.94991    ,  0.0687454  ,  2.65669e-27,  0.00680353 ])
9087    , -1719.73    , array([ 2.95286    ,  0.0687454  ,  2.65669e-27,  0.00680353 ])
9088    , -1719.72    , array([ 2.94991    ,  0.0688142  ,  2.65669e-27,  0.00680353 ])
9089    , -1719.73    , array([ 2.94991    ,  0.0687454  ,  2.65935e-27,  0.00680353 ])
9090    , -1719.67    , array([ 2.94991    ,  0.0687454  ,  2.65669e-27,  0.00681034 ])
9091    , -1454.67    , array([ 2.94991    ,  0.258767   ,  2.65669e-27,  0.0359646  ])
9092    , -1454.67    , array([ 2.94991    ,  0.258767   ,  2.65669e-27,  0.0359646  ])
9093    , -1454.67    , array([ 2.95286    ,  0.258767   ,  2.65669e-27,  0.0359646  ])
9094    , -1454.99    , array([ 2.94991    ,  0.259026   ,  2.65669e-27,  0.0359646  ])
9095    , -1454.67    , array([ 2.94991    ,  0.258767   ,  2.65935e-27,  0.0359646  ])
9096    , -1454.2     , array([ 2.94991    ,  0.258767   ,  2.65669e-27,  0.0360006  ])
9103    , -1454.66    , array([ 2.94991    ,  0.25877    ,  2.65669e-27,  0.0359652  ])
9104    , -1454.66    , array([ 2.94991    ,  0.25877    ,  2.65669e-27,  0.0359652  ])
9105    , -1454.66    , array([ 2.95286    ,  0.25877    ,  2.65669e-27,  0.0359652  ])
9106    , -1454.99    , array([ 2.94991    ,  0.259029   ,  2.65669e-27,  0.0359652  ])
9107    , -1454.66    , array([ 2.94991    ,  0.25877    ,  2.65935e-27,  0.0359652  ])
9108    , -1454.2     , array([ 2.94991    ,  0.25877    ,  2.65669e-27,  0.0360012  ])
9109    , -1454.64    , array([ 2.94991    ,  0.258798   ,  2.65669e-27,  0.03597    ])
9110    , -1454.64    , array([ 2.94991    ,  0.258798   ,  2.65669e-27,  0.03597    ])
9111    , -1454.64    , array([ 2.95286    ,  0.258798   ,  2.65669e-27,  0.03597    ])
9112    , -1454.96    , array([ 2.94991    ,  0.259057   ,  2.65669e-27,  0.03597    ])
9113    , -1454.64    , array([ 2.94991    ,  0.258798   ,  2.65935e-27,  0.03597    ])
9114    , -1454.17    , array([ 2.94991    ,  0.258798   ,  2.65669e-27,  0.036006   ])
9115    , -10669.4    , array([ 2.94991    ,  3.66662    ,  2.65669e-27,  1.00506    ])
9116    , -10669.4    , array([ 2.94991    ,  3.66662    ,  2.65669e-27,  1.00506    ])
9117    , -10669.4    , array([ 2.95286    ,  3.66662    ,  2.65669e-27,  1.00506    ])
9118    , -10678.1    , array([ 2.94991    ,  3.67029    ,  2.65669e-27,  1.00506    ])
9119    , -10669.4    , array([ 2.94991    ,  3.66662    ,  2.65935e-27,  1.00506    ])
9120    , -10670.1    , array([ 2.94991    ,  3.66662    ,  2.65669e-27,  1.00606    ])
9121    , -1418.38    , array([ 2.94991    ,  0.301437   ,  2.65669e-27,  0.0435657  ])
9122    , -1418.38    , array([ 2.94991    ,  0.301437   ,  2.65669e-27,  0.0435657  ])
9123    , -1418.38    , array([ 2.95286    ,  0.301437   ,  2.65669e-27,  0.0435657  ])
9124    , -1418.82    , array([ 2.94991    ,  0.301738   ,  2.65669e-27,  0.0435657  ])
9125    , -1418.38    , array([ 2.94991    ,  0.301437   ,  2.65935e-27,  0.0435657  ])
9126    , -1417.85    , array([ 2.94991    ,  0.301437   ,  2.65669e-27,  0.0436092  ])
9127    , -1383.17    , array([ 2.94991    ,  0.407225   ,  2.65669e-27,  0.0635696  ])
9128    , -1383.17    , array([ 2.94991    ,  0.407225   ,  2.65669e-27,  0.0635696  ])
9129    , -1383.17    , array([ 2.95286    ,  0.407225   ,  2.65669e-27,  0.0635696  ])
9130    , -1383.95    , array([ 2.94991    ,  0.407632   ,  2.65669e-27,  0.0635696  ])
9131    , -1383.17    , array([ 2.94991    ,  0.407225   ,  2.65935e-27,  0.0635696  ])
9132    , -1382.57    , array([ 2.94991    ,  0.407225   ,  2.65669e-27,  0.0636332  ])
