143955  , -98030.7    , array([ 0.220483   ,  2.96738    ,  0.255788   ,  1.91047e-34,  0.30135    ])
143956  , -97962.8    , array([ 0.220703   ,  2.96738    ,  0.255788   ,  1.91047e-34,  0.30135    ])
143957  , -98045      , array([ 0.220483   ,  2.97035    ,  0.255788   ,  1.91047e-34,  0.30135    ])
143958  , -98021.8    , array([ 0.220483   ,  2.96738    ,  0.256044   ,  1.91047e-34,  0.30135    ])
143959  , -98030.7    , array([ 0.220483   ,  2.96738    ,  0.255788   ,  1.91238e-34,  0.30135    ])
143960  , -98078.3    , array([ 0.220483   ,  2.96738    ,  0.255788   ,  1.91047e-34,  0.301652   ])
143961  , -98030.7    , array([ 0.220483   ,  2.96738    ,  0.255788   ,  1.91047e-34,  0.30135    ])
143962  , -40227.7    , array([ 0.495886   ,  2.50261    ,  0.284575   ,  1.91047e-34,  0.170743   ])
143963  , -40227.7    , array([ 0.495886   ,  2.50261    ,  0.284575   ,  1.91047e-34,  0.170743   ])
143964  , -40202.7    , array([ 0.496382   ,  2.50261    ,  0.284575   ,  1.91047e-34,  0.170743   ])
143965  , -40239.1    , array([ 0.495886   ,  2.50512    ,  0.284575   ,  1.91047e-34,  0.170743   ])
143966  , -40226.3    , array([ 0.495886   ,  2.50261    ,  0.28486    ,  1.91047e-34,  0.170743   ])
143967  , -40227.7    , array([ 0.495886   ,  2.50261    ,  0.284575   ,  1.91238e-34,  0.170743   ])
143968  , -40242.5    , array([ 0.495886   ,  2.50261    ,  0.284575   ,  1.91047e-34,  0.170914   ])
143976  , -40205      , array([ 0.496084   ,  2.49776    ,  0.284428   ,  1.91047e-34,  0.170841   ])
143977  , -40205      , array([ 0.496084   ,  2.49776    ,  0.284428   ,  1.91047e-34,  0.170841   ])
143978  , -40179.9    , array([ 0.496581   ,  2.49776    ,  0.284428   ,  1.91047e-34,  0.170841   ])
143979  , -40216.3    , array([ 0.496084   ,  2.50026    ,  0.284428   ,  1.91047e-34,  0.170841   ])
143980  , -40203.6    , array([ 0.496084   ,  2.49776    ,  0.284712   ,  1.91047e-34,  0.170841   ])
143981  , -40205      , array([ 0.496084   ,  2.49776    ,  0.284428   ,  1.91238e-34,  0.170841   ])
143982  , -40219.8    , array([ 0.496084   ,  2.49776    ,  0.284428   ,  1.91047e-34,  0.171012   ])
143983  , -40182.2    , array([ 0.496283   ,  2.49292    ,  0.284281   ,  1.91047e-34,  0.17094    ])
143984  , -40182.2    , array([ 0.496283   ,  2.49292    ,  0.284281   ,  1.91047e-34,  0.17094    ])
143985  , -40157.1    , array([ 0.496779   ,  2.49292    ,  0.284281   ,  1.91047e-34,  0.17094    ])
143986  , -40193.6    , array([ 0.496283   ,  2.49541    ,  0.284281   ,  1.91047e-34,  0.17094    ])
143987  , -40180.8    , array([ 0.496283   ,  2.49292    ,  0.284565   ,  1.91047e-34,  0.17094    ])
143988  , -40182.2    , array([ 0.496283   ,  2.49292    ,  0.284281   ,  1.91238e-34,  0.17094    ])
143989  , -40197      , array([ 0.496283   ,  2.49292    ,  0.284281   ,  1.91047e-34,  0.171111   ])
143990  , -549707     , array([ 1.38375    ,  0.0170591  ,  0.0752869  ,  1.91047e-34,  0.752508   ])
143991  , -549707     , array([ 1.38375    ,  0.0170591  ,  0.0752869  ,  1.91047e-34,  0.752508   ])
143992  , -549831     , array([ 1.38513    ,  0.0170591  ,  0.0752869  ,  1.91047e-34,  0.752508   ])
143993  , -549509     , array([ 1.38375    ,  0.0170761  ,  0.0752869  ,  1.91047e-34,  0.752508   ])
143994  , -549666     , array([ 1.38375    ,  0.0170591  ,  0.0753622  ,  1.91047e-34,  0.752508   ])
143995  , -549707     , array([ 1.38375    ,  0.0170591  ,  0.0752869  ,  1.91238e-34,  0.752508   ])
143996  , -549720     , array([ 1.38375    ,  0.0170591  ,  0.0752869  ,  1.91047e-34,  0.753261   ])
143997  , -36614.5    , array([ 0.526152   ,  1.8764     ,  0.263547   ,  1.91047e-34,  0.186007   ])
143998  , -36614.5    , array([ 0.526152   ,  1.8764     ,  0.263547   ,  1.91047e-34,  0.186007   ])
143999  , -36588.8    , array([ 0.526678   ,  1.8764     ,  0.263547   ,  1.91047e-34,  0.186007   ])
144000  , -36627.2    , array([ 0.526152   ,  1.87827    ,  0.263547   ,  1.91047e-34,  0.186007   ])
144001  , -36612.9    , array([ 0.526152   ,  1.8764     ,  0.263811   ,  1.91047e-34,  0.186007   ])
144002  , -36614.5    , array([ 0.526152   ,  1.8764     ,  0.263547   ,  1.91238e-34,  0.186007   ])
144003  , -36629.2    , array([ 0.526152   ,  1.8764     ,  0.263547   ,  1.91047e-34,  0.186194   ])
144004  , -33018.4    , array([ 0.555902   ,  1.43617    ,  0.245418   ,  1.91047e-34,  0.201399   ])
144005  , -33018.4    , array([ 0.555902   ,  1.43617    ,  0.245418   ,  1.91047e-34,  0.201399   ])
144006  , -32992.4    , array([ 0.556459   ,  1.43617    ,  0.245418   ,  1.91047e-34,  0.201399   ])
144007  , -33031.5    , array([ 0.555902   ,  1.43761    ,  0.245418   ,  1.91047e-34,  0.201399   ])
144008  , -33016.6    , array([ 0.555902   ,  1.43617    ,  0.245664   ,  1.91047e-34,  0.201399   ])
144009  , -33018.4    , array([ 0.555902   ,  1.43617    ,  0.245418   ,  1.91238e-34,  0.201399   ])
144010  , -33033.7    , array([ 0.555902   ,  1.43617    ,  0.245418   ,  1.91047e-34,  0.2016     ])
144011  , -79414.3    , array([ 0.877057   ,  0.156524   ,  0.135929   ,  1.91047e-34,  0.3893     ])
144012  , -79414.3    , array([ 0.877057   ,  0.156524   ,  0.135929   ,  1.91047e-34,  0.3893     ])
144013  , -79401.4    , array([ 0.877934   ,  0.156524   ,  0.135929   ,  1.91047e-34,  0.3893     ])
144014  , -79338.6    , array([ 0.877057   ,  0.156681   ,  0.135929   ,  1.91047e-34,  0.3893     ])
144015  , -79407.6    , array([ 0.877057   ,  0.156524   ,  0.136065   ,  1.91047e-34,  0.3893     ])
144016  , -79414.3    , array([ 0.877057   ,  0.156524   ,  0.135929   ,  1.91238e-34,  0.3893     ])
144017  , -79501.9    , array([ 0.877057   ,  0.156524   ,  0.135929   ,  1.91047e-34,  0.389689   ])
144018  , -26054.9    , array([ 0.637601   ,  0.737444   ,  0.205468   ,  1.91047e-34,  0.245544   ])
144019  , -26054.9    , array([ 0.637601   ,  0.737444   ,  0.205468   ,  1.91047e-34,  0.245544   ])
144020  , -26030.1    , array([ 0.638239   ,  0.737444   ,  0.205468   ,  1.91047e-34,  0.245544   ])
144021  , -26061.7    , array([ 0.637601   ,  0.738182   ,  0.205468   ,  1.91047e-34,  0.245544   ])
144022  , -26052.4    , array([ 0.637601   ,  0.737444   ,  0.205674   ,  1.91047e-34,  0.245544   ])
144023  , -26054.9    , array([ 0.637601   ,  0.737444   ,  0.205468   ,  1.91238e-34,  0.245544   ])
144024  , -26076.3    , array([ 0.637601   ,  0.737444   ,  0.205468   ,  1.91047e-34,  0.24579    ])
144025  , -22551      , array([ 0.080907   ,  0.0183564  ,  0.0315831  ,  1.91047e-34,  0.015058   ])
144026  , -22551      , array([ 0.080907   ,  0.0183564  ,  0.0315831  ,  1.91047e-34,  0.015058   ])
144027  , -22537.3    , array([ 0.0809879  ,  0.0183564  ,  0.0315831  ,  1.91047e-34,  0.015058   ])
144028  , -22526.7    , array([ 0.080907   ,  0.0183748  ,  0.0315831  ,  1.91047e-34,  0.015058   ])
144029  , -22551      , array([ 0.080907   ,  0.0183564  ,  0.0316147  ,  1.91047e-34,  0.015058   ])
144030  , -22551      , array([ 0.080907   ,  0.0183564  ,  0.0315831  ,  1.91238e-34,  0.015058   ])
144031  , -22587.1    , array([ 0.080907   ,  0.0183564  ,  0.0315831  ,  1.91047e-34,  0.015073   ])
144032  , -16354.1    , array([ 0.0649336  ,  0.0110284  ,  0.00592002 ,  1.91047e-34,  0.00806736 ])
144033  , -16354.1    , array([ 0.0649336  ,  0.0110284  ,  0.00592002 ,  1.91047e-34,  0.00806736 ])
144034  , -16345.3    , array([ 0.0649985  ,  0.0110284  ,  0.00592002 ,  1.91047e-34,  0.00806736 ])
144035  , -16331.8    , array([ 0.0649336  ,  0.0110395  ,  0.00592002 ,  1.91047e-34,  0.00806736 ])
144036  , -16354.1    , array([ 0.0649336  ,  0.0110284  ,  0.00592594 ,  1.91047e-34,  0.00806736 ])
144037  , -16354.1    , array([ 0.0649336  ,  0.0110284  ,  0.00592002 ,  1.91238e-34,  0.00806736 ])
144038  , -16384.1    , array([ 0.0649336  ,  0.0110284  ,  0.00592002 ,  1.91047e-34,  0.00807543 ])
144039  , -7071.37    , array([ 0.0265684  ,  0.00461224 ,  0.00171036 ,  1.91047e-34,  0.0021369  ])
144040  , -7071.37    , array([ 0.0265684  ,  0.00461224 ,  0.00171036 ,  1.91047e-34,  0.0021369  ])
144041  , -7065.51    , array([ 0.0265949  ,  0.00461224 ,  0.00171036 ,  1.91047e-34,  0.0021369  ])
144042  , -7062.99    , array([ 0.0265684  ,  0.00461685 ,  0.00171036 ,  1.91047e-34,  0.0021369  ])
144043  , -7071.37    , array([ 0.0265684  ,  0.00461224 ,  0.00171207 ,  1.91047e-34,  0.0021369  ])
144044  , -7071.37    , array([ 0.0265684  ,  0.00461224 ,  0.00171036 ,  1.91238e-34,  0.0021369  ])
144045  , -7085.36    , array([ 0.0265684  ,  0.00461224 ,  0.00171036 ,  1.91047e-34,  0.00213904 ])
144053  , -7071.27    , array([ 0.0265678  ,  0.00461212 ,  0.00171028 ,  1.91047e-34,  0.00213683 ])
144054  , -7071.27    , array([ 0.0265678  ,  0.00461212 ,  0.00171028 ,  1.91047e-34,  0.00213683 ])
144055  , -7065.41    , array([ 0.0265944  ,  0.00461212 ,  0.00171028 ,  1.91047e-34,  0.00213683 ])
144056  , -7062.88    , array([ 0.0265678  ,  0.00461673 ,  0.00171028 ,  1.91047e-34,  0.00213683 ])
144057  , -7071.27    , array([ 0.0265678  ,  0.00461212 ,  0.00171199 ,  1.91047e-34,  0.00213683 ])
144058  , -7071.27    , array([ 0.0265678  ,  0.00461212 ,  0.00171028 ,  1.91238e-34,  0.00213683 ])
144059  , -7085.25    , array([ 0.0265678  ,  0.00461212 ,  0.00171028 ,  1.91047e-34,  0.00213897 ])
144060  , -3651.47    , array([ 0.00998759 ,  0.00122534 ,  0.000182866,  1.91047e-34,  0.00043858 ])
144061  , -3651.47    , array([ 0.00998759 ,  0.00122534 ,  0.000182866,  1.91047e-34,  0.00043858 ])
