Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-1320.35	2650.7	19.04	20028.39	0.9858,0.1035,5.2371,1.7015,0.0488
our_model	Round_1_Replicate_2	-1332.94	2675.88	43.9	19670.23	1.1092,0.1115,4.444,1.9471,0.0529
our_model	Round_1_Replicate_3	-2558.43	5126.86	2366.92	2347.61	7.668,1.2982,0.3454,0.6098,30.0
our_model	Round_1_Replicate_4	-1330.94	2671.88	39.65	19724.13	1.1625,0.0957,4.1266,2.6999,0.0474
our_model	Round_1_Replicate_5	-2002.99	4015.98	1326.74	4701.4	4.1773,0.3551,0.7129,2.391,30.0
our_model	Round_1_Replicate_6	-2152.86	4315.72	1620.79	3586.83	5.2398,0.6265,0.5312,1.3133,30.0
our_model	Round_1_Replicate_7	-2374.79	4759.58	2026.53	5413.92	3.3299,0.5131,0.8037,1.5592,30.0
our_model	Round_1_Replicate_8	-1407.6	2825.2	198.76	19919.74	0.9775,0.1231,5.5537,0.3901,0.0524
our_model	Round_1_Replicate_9	-2386.85	4783.7	2049.05	3722.54	4.8431,0.7509,0.5517,1.0647,30.0
our_model	Round_1_Replicate_10	-1337.5	2685.0	53.86	19999.2	0.9725,0.1104,5.3279,1.2809,0.0504
our_model	Round_2_Replicate_1	-1619.37	3248.74	652.66	20296.75	1.0507,0.0371,2.1407,9.4486,0.0172
our_model	Round_2_Replicate_2	-1747.11	3504.22	956.48	20326.12	1.0551,0.0303,0.01,6.5336,0.0123
our_model	Round_2_Replicate_3	-1409.54	2829.08	203.31	20230.13	0.9927,0.0646,4.6138,4.3937,0.0299
our_model	Round_2_Replicate_4	-1371.9	2753.8	120.73	19525.91	1.3602,0.0928,4.0348,3.2876,0.0471
our_model	Round_2_Replicate_5	-1389.78	2789.56	160.68	19750.26	1.0375,0.1274,5.2024,0.7159,0.0562
our_model	Round_2_Replicate_6	-1322.9	2655.8	23.98	20200.57	0.9091,0.0934,5.0989,2.6456,0.0457
our_model	Round_2_Replicate_7	-1339.75	2689.5	59.1	20044.92	0.9882,0.1137,5.8068,1.6583,0.0575
our_model	Round_2_Replicate_8	-1792.72	3595.44	1065.1	20372.65	1.089,0.0241,0.0101,13.389,0.0106
our_model	Round_2_Replicate_9	-1351.33	2712.66	83.21	20057.46	0.985,0.1161,5.9433,1.4881,0.0586
our_model	Round_2_Replicate_10	-1368.97	2747.94	118.07	20167.71	1.0019,0.0709,4.3937,4.3021,0.035
our_model	Round_3_Replicate_1	-1595.67	3201.34	605.37	19946.64	1.7157,0.0429,2.436,7.7866,0.0197
our_model	Round_3_Replicate_2	-1315.45	2640.9	9.05	19945.66	1.001,0.1078,5.0631,2.0131,0.0528
our_model	Round_3_Replicate_3	-1310.94	2631.88	0.02	19997.31	1.002,0.0997,4.9829,2.5076,0.0498
our_model	Round_3_Replicate_4	-1466.11	2942.22	300.07	20022.21	0.8772,0.1467,5.4562,1.7258,0.0853
our_model	Round_3_Replicate_5	-1631.12	3272.24	628.16	18875.29	1.2688,0.173,4.2981,0.5193,0.0789
our_model	Round_3_Replicate_6	-1360.03	2730.06	100.57	19938.46	1.1683,0.0767,4.3476,3.2814,0.036
our_model	Round_3_Replicate_7	-1486.75	2983.5	355.58	19244.02	1.2404,0.1439,4.4393,0.4122,0.0619
our_model	Round_3_Replicate_8	-1321.77	2653.54	21.49	19945.21	0.9887,0.112,5.1365,2.3447,0.0586
our_model	Round_3_Replicate_9	-1413.48	2836.96	212.5	20030.17	1.1605,0.0645,3.849,3.9222,0.0291
our_model	Round_3_Replicate_10	-1365.8	2741.6	110.8	19853.98	0.9932,0.1243,5.3088,1.0485,0.0567
our_model	Round_4_Replicate_1	-1356.54	2723.08	92.77	19862.54	1.2158,0.0808,4.4478,3.0285,0.0381
our_model	Round_4_Replicate_2	-1317.24	2644.48	12.74	20006.29	0.9896,0.1061,5.3011,1.9236,0.0513
our_model	Round_4_Replicate_3	-1318.14	2646.28	14.43	20121.77	0.9288,0.1065,5.3739,2.3435,0.0545
our_model	Round_4_Replicate_4	-1312.41	2634.82	2.96	20021.39	0.9822,0.1035,5.1647,2.4858,0.0527
our_model	Round_4_Replicate_5	-1311.94	2633.88	2.02	19939.6	1.0258,0.102,4.9744,2.5067,0.0514
our_model	Round_4_Replicate_6	-1342.87	2695.74	64.54	20187.49	0.8971,0.1167,5.851,1.5495,0.0582
our_model	Round_4_Replicate_7	-1328.71	2667.42	35.46	19718.09	1.1407,0.1065,4.802,2.3716,0.0534
our_model	Round_4_Replicate_8	-1358.06	2726.12	91.89	19747.03	1.0111,0.1293,5.0196,1.734,0.066
our_model	Round_4_Replicate_9	-1321.6	2653.2	21.61	20100.4	0.9923,0.0877,4.9626,2.8841,0.0426
our_model	Round_4_Replicate_10	-1316.85	2643.7	11.9	20025.17	1.0221,0.0906,4.874,3.0385,0.0454
our_model	Round_4_Replicate_11	-1334.54	2679.08	47.05	20098.71	0.981,0.0831,4.5515,3.5296,0.0407
our_model	Round_4_Replicate_12	-1317.13	2644.26	12.52	20008.09	1.0303,0.0916,4.8294,2.5645,0.0444
our_model	Round_4_Replicate_13	-1312.96	2635.92	4.07	19981.28	1.0292,0.0962,4.9432,2.5017,0.0471
our_model	Round_4_Replicate_14	-1311.14	2632.28	0.41	19991.78	0.9982,0.1018,5.0247,2.4054,0.0508
