53199   , -72415.5    , array([ 0.1165     ,  4.64628    ,  9.09779e-29,  5.45621e-36,  0.00106364 ])
53200   , -72421.1    , array([ 0.116616   ,  4.64628    ,  9.09779e-29,  5.45621e-36,  0.00106364 ])
53201   , -72415.8    , array([ 0.1165     ,  4.65093    ,  9.09779e-29,  5.45621e-36,  0.00106364 ])
53202   , -72415.5    , array([ 0.1165     ,  4.64628    ,  9.10689e-29,  5.45621e-36,  0.00106364 ])
53203   , -72415.5    , array([ 0.1165     ,  4.64628    ,  9.09779e-29,  5.46167e-36,  0.00106364 ])
53204   , -72409.7    , array([ 0.1165     ,  4.64628    ,  9.09779e-29,  5.45621e-36,  0.0010647  ])
53205   , -72415.5    , array([ 0.1165     ,  4.64628    ,  9.09779e-29,  5.45621e-36,  0.00106364 ])
53206   , -60115.4    , array([ 0.0581142  ,  4.51159    ,  9.09779e-29,  5.45621e-36,  0.00221114 ])
53207   , -60115.4    , array([ 0.0581142  ,  4.51159    ,  9.09779e-29,  5.45621e-36,  0.00221114 ])
53208   , -60125.4    , array([ 0.0581723  ,  4.51159    ,  9.09779e-29,  5.45621e-36,  0.00221114 ])
53209   , -60115.8    , array([ 0.0581142  ,  4.51611    ,  9.09779e-29,  5.45621e-36,  0.00221114 ])
53210   , -60115.4    , array([ 0.0581142  ,  4.51159    ,  9.10689e-29,  5.45621e-36,  0.00221114 ])
53211   , -60115.4    , array([ 0.0581142  ,  4.51159    ,  9.09779e-29,  5.46167e-36,  0.00221114 ])
53212   , -60104.8    , array([ 0.0581142  ,  4.51159    ,  9.09779e-29,  5.45621e-36,  0.00221335 ])
53213   , -608452     , array([ 0.00359844 ,  4.01078    ,  9.09779e-29,  5.45621e-36,  0.0412952  ])
53214   , -608452     , array([ 0.00359844 ,  4.01078    ,  9.09779e-29,  5.45621e-36,  0.0412952  ])
53215   , -607981     , array([ 0.00360204 ,  4.01078    ,  9.09779e-29,  5.45621e-36,  0.0412952  ])
53216   , -608454     , array([ 0.00359844 ,  4.01479    ,  9.09779e-29,  5.45621e-36,  0.0412952  ])
53217   , -608452     , array([ 0.00359844 ,  4.01078    ,  9.10689e-29,  5.45621e-36,  0.0412952  ])
53218   , -608452     , array([ 0.00359844 ,  4.01078    ,  9.09779e-29,  5.46167e-36,  0.0412952  ])
53219   , -608896     , array([ 0.00359844 ,  4.01078    ,  9.09779e-29,  5.45621e-36,  0.0413365  ])
53220   , -55218.1    , array([ 0.0302676  ,  4.38881    ,  9.09779e-29,  5.45621e-36,  0.00439258 ])
53221   , -55218.1    , array([ 0.0302676  ,  4.38881    ,  9.09779e-29,  5.45621e-36,  0.00439258 ])
