260243  , -62541.6    , array([ 4.47307    ,  10.319     ,  0.0826066  ,  2.71505e-38,  0.095095   ])
260244  , -62552.7    , array([ 4.47754    ,  10.319     ,  0.0826066  ,  2.71505e-38,  0.095095   ])
260245  , -62548.6    , array([ 4.47307    ,  10.3294    ,  0.0826066  ,  2.71505e-38,  0.095095   ])
260246  , -62541.7    , array([ 4.47307    ,  10.319     ,  0.0826893  ,  2.71505e-38,  0.095095   ])
260247  , -62541.6    , array([ 4.47307    ,  10.319     ,  0.0826066  ,  2.71777e-38,  0.095095   ])
260248  , -62531.6    , array([ 4.47307    ,  10.319     ,  0.0826066  ,  2.71505e-38,  0.0951901  ])
260249  , -62541.6    , array([ 4.47307    ,  10.319     ,  0.0826066  ,  2.71505e-38,  0.095095   ])
260250  , -43320.1    , array([ 2.26722    ,  6.74678    ,  0.0820355  ,  2.71505e-38,  0.175823   ])
260251  , -43320.1    , array([ 2.26722    ,  6.74678    ,  0.0820355  ,  2.71505e-38,  0.175823   ])
260252  , -43330.3    , array([ 2.26948    ,  6.74678    ,  0.0820355  ,  2.71505e-38,  0.175823   ])
260253  , -43330.2    , array([ 2.26722    ,  6.75353    ,  0.0820355  ,  2.71505e-38,  0.175823   ])
260254  , -43320.3    , array([ 2.26722    ,  6.74678    ,  0.0821176  ,  2.71505e-38,  0.175823   ])
260255  , -43320.1    , array([ 2.26722    ,  6.74678    ,  0.0820355  ,  2.71777e-38,  0.175823   ])
260256  , -43310.3    , array([ 2.26722    ,  6.74678    ,  0.0820355  ,  2.71505e-38,  0.175999   ])
260257  , -198842     , array([ 0.149638   ,  1.23289    ,  0.0797902  ,  2.71505e-38,  2.05472    ])
260258  , -198842     , array([ 0.149638   ,  1.23289    ,  0.0797902  ,  2.71505e-38,  2.05472    ])
260259  , -198780     , array([ 0.149787   ,  1.23289    ,  0.0797902  ,  2.71505e-38,  2.05472    ])
260260  , -198848     , array([ 0.149638   ,  1.23412    ,  0.0797902  ,  2.71505e-38,  2.05472    ])
260261  , -198802     , array([ 0.149638   ,  1.23289    ,  0.07987    ,  2.71505e-38,  2.05472    ])
260262  , -198842     , array([ 0.149638   ,  1.23289    ,  0.0797902  ,  2.71777e-38,  2.05472    ])
260263  , -198855     , array([ 0.149638   ,  1.23289    ,  0.0797902  ,  2.71505e-38,  2.05678    ])
260264  , -38511.7    , array([ 1.78118    ,  5.80192    ,  0.0818337  ,  2.71505e-38,  0.218701   ])
260265  , -38511.7    , array([ 1.78118    ,  5.80192    ,  0.0818337  ,  2.71505e-38,  0.218701   ])
260266  , -38515.2    , array([ 1.78296    ,  5.80192    ,  0.0818337  ,  2.71505e-38,  0.218701   ])
260267  , -38522.4    , array([ 1.78118    ,  5.80772    ,  0.0818337  ,  2.71505e-38,  0.218701   ])
260268  , -38511.8    , array([ 1.78118    ,  5.80192    ,  0.0819155  ,  2.71505e-38,  0.218701   ])
260269  , -38511.7    , array([ 1.78118    ,  5.80192    ,  0.0818337  ,  2.71777e-38,  0.218701   ])
260270  , -38508.4    , array([ 1.78118    ,  5.80192    ,  0.0818337  ,  2.71505e-38,  0.21892    ])
260271  , -166077     , array([ 0.621544   ,  0.119087   ,  0.0792901  ,  2.71505e-38,  0.587393   ])
260272  , -166077     , array([ 0.621544   ,  0.119087   ,  0.0792901  ,  2.71505e-38,  0.587393   ])
260273  , -166056     , array([ 0.622166   ,  0.119087   ,  0.0792901  ,  2.71505e-38,  0.587393   ])
260274  , -165948     , array([ 0.621544   ,  0.119206   ,  0.0792901  ,  2.71505e-38,  0.587393   ])
260275  , -166062     , array([ 0.621544   ,  0.119087   ,  0.0793695  ,  2.71505e-38,  0.587393   ])
260276  , -166077     , array([ 0.621544   ,  0.119087   ,  0.0792901  ,  2.71777e-38,  0.587393   ])
260277  , -166212     , array([ 0.621544   ,  0.119087   ,  0.0792901  ,  2.71505e-38,  0.587981   ])
260278  , -26135      , array([ 1.31438    ,  1.8897     ,  0.0810912  ,  2.71505e-38,  0.290877   ])
260279  , -26135      , array([ 1.31438    ,  1.8897     ,  0.0810912  ,  2.71505e-38,  0.290877   ])
260280  , -26123      , array([ 1.3157     ,  1.8897     ,  0.0810912  ,  2.71505e-38,  0.290877   ])
260281  , -26147.9    , array([ 1.31438    ,  1.89159    ,  0.0810912  ,  2.71505e-38,  0.290877   ])
260282  , -26134.5    , array([ 1.31438    ,  1.8897     ,  0.0811723  ,  2.71505e-38,  0.290877   ])
260283  , -26135      , array([ 1.31438    ,  1.8897     ,  0.0810912  ,  2.71777e-38,  0.290877   ])
260284  , -26144.9    , array([ 1.31438    ,  1.8897     ,  0.0810912  ,  2.71505e-38,  0.291168   ])
260292  , -26134      , array([ 1.31468    ,  1.88955    ,  0.0811215  ,  2.71505e-38,  0.290964   ])
260293  , -26134      , array([ 1.31468    ,  1.88955    ,  0.0811215  ,  2.71505e-38,  0.290964   ])
260294  , -26122      , array([ 1.31599    ,  1.88955    ,  0.0811215  ,  2.71505e-38,  0.290964   ])
260295  , -26146.9    , array([ 1.31468    ,  1.89144    ,  0.0811215  ,  2.71505e-38,  0.290964   ])
260296  , -26133.4    , array([ 1.31468    ,  1.88955    ,  0.0812027  ,  2.71505e-38,  0.290964   ])
260297  , -26134      , array([ 1.31468    ,  1.88955    ,  0.0811215  ,  2.71777e-38,  0.290964   ])
260298  , -26143.9    , array([ 1.31468    ,  1.88955    ,  0.0811215  ,  2.71505e-38,  0.291255   ])
260299  , -26129.2    , array([ 1.31604    ,  1.88882    ,  0.0812614  ,  2.71505e-38,  0.291364   ])
260300  , -26129.2    , array([ 1.31604    ,  1.88882    ,  0.0812614  ,  2.71505e-38,  0.291364   ])
260301  , -26117.1    , array([ 1.31736    ,  1.88882    ,  0.0812614  ,  2.71505e-38,  0.291364   ])
260302  , -26142.1    , array([ 1.31604    ,  1.89071    ,  0.0812614  ,  2.71505e-38,  0.291364   ])
260303  , -26128.6    , array([ 1.31604    ,  1.88882    ,  0.0813427  ,  2.71505e-38,  0.291364   ])
260304  , -26129.2    , array([ 1.31604    ,  1.88882    ,  0.0812614  ,  2.71777e-38,  0.291364   ])
260305  , -26139.1    , array([ 1.31604    ,  1.88882    ,  0.0812614  ,  2.71505e-38,  0.291656   ])
260313  , -26128.9    , array([ 1.31612    ,  1.88878    ,  0.081269   ,  2.71505e-38,  0.291386   ])
260314  , -26128.9    , array([ 1.31612    ,  1.88878    ,  0.081269   ,  2.71505e-38,  0.291386   ])
260315  , -26116.9    , array([ 1.31743    ,  1.88878    ,  0.081269   ,  2.71505e-38,  0.291386   ])
260316  , -26141.8    , array([ 1.31612    ,  1.89067    ,  0.081269   ,  2.71505e-38,  0.291386   ])
260317  , -26128.3    , array([ 1.31612    ,  1.88878    ,  0.0813503  ,  2.71505e-38,  0.291386   ])
260318  , -26128.9    , array([ 1.31612    ,  1.88878    ,  0.081269   ,  2.71777e-38,  0.291386   ])
260319  , -26138.8    , array([ 1.31612    ,  1.88878    ,  0.081269   ,  2.71505e-38,  0.291677   ])
260320  , -26127.7    , array([ 1.31646    ,  1.8886     ,  0.0813037  ,  2.71505e-38,  0.291485   ])
260321  , -26127.7    , array([ 1.31646    ,  1.8886     ,  0.0813037  ,  2.71505e-38,  0.291485   ])
260322  , -26115.7    , array([ 1.31777    ,  1.8886     ,  0.0813037  ,  2.71505e-38,  0.291485   ])
260323  , -26140.6    , array([ 1.31646    ,  1.89049    ,  0.0813037  ,  2.71505e-38,  0.291485   ])
260324  , -26127.2    , array([ 1.31646    ,  1.8886     ,  0.0813851  ,  2.71505e-38,  0.291485   ])
260325  , -26127.7    , array([ 1.31646    ,  1.8886     ,  0.0813037  ,  2.71777e-38,  0.291485   ])
260326  , -26137.6    , array([ 1.31646    ,  1.8886     ,  0.0813037  ,  2.71505e-38,  0.291777   ])
260327  , -25755.2    , array([ 5.07916    ,  1.14533    ,  0.764589   ,  2.71505e-38,  1.74441    ])
260328  , -25755.2    , array([ 5.07916    ,  1.14533    ,  0.764589   ,  2.71505e-38,  1.74441    ])
260329  , -25762.4    , array([ 5.08424    ,  1.14533    ,  0.764589   ,  2.71505e-38,  1.74441    ])
260330  , -25737.5    , array([ 5.07916    ,  1.14647    ,  0.764589   ,  2.71505e-38,  1.74441    ])
260331  , -25740.1    , array([ 5.07916    ,  1.14533    ,  0.765354   ,  2.71505e-38,  1.74441    ])
260332  , -25755.2    , array([ 5.07916    ,  1.14533    ,  0.764589   ,  2.71777e-38,  1.74441    ])
