1       , -16899.1    , array([ 0.00604822 ,  1.6048     ,  0.00453483 ,  0.0367277  ])
2       , -16895.7    , array([ 0.00605427 ,  1.6048     ,  0.00453483 ,  0.0367277  ])
3       , -16899.2    , array([ 0.00604822 ,  1.6064     ,  0.00453483 ,  0.0367277  ])
4       , -16902.4    , array([ 0.00604822 ,  1.6048     ,  0.00453937 ,  0.0367277  ])
5       , -16899.1    , array([ 0.00604822 ,  1.6048     ,  0.00453483 ,  0.0367644  ])
6       , -16899.1    , array([ 0.00604822 ,  1.6048     ,  0.00453483 ,  0.0367277  ])
7       , -13275.6    , array([ 0.0124527  ,  1.56156    ,  0.00223945 ,  0.0366269  ])
8       , -13275.6    , array([ 0.0124527  ,  1.56156    ,  0.00223945 ,  0.0366269  ])
9       , -13274.4    , array([ 0.0124652  ,  1.56156    ,  0.00223945 ,  0.0366269  ])
10      , -13275.4    , array([ 0.0124527  ,  1.56312    ,  0.00223945 ,  0.0366269  ])
11      , -13276.8    , array([ 0.0124527  ,  1.56156    ,  0.00224169 ,  0.0366269  ])
12      , -13275.7    , array([ 0.0124527  ,  1.56156    ,  0.00223945 ,  0.0366636  ])
19      , -13275.5    , array([ 0.0124528  ,  1.56186    ,  0.0022394  ,  0.0366225  ])
20      , -13275.5    , array([ 0.0124528  ,  1.56186    ,  0.0022394  ,  0.0366225  ])
21      , -13274.3    , array([ 0.0124653  ,  1.56186    ,  0.0022394  ,  0.0366225  ])
22      , -13275.3    , array([ 0.0124528  ,  1.56342    ,  0.0022394  ,  0.0366225  ])
23      , -13276.7    , array([ 0.0124528  ,  1.56186    ,  0.00224164 ,  0.0366225  ])
24      , -13275.7    , array([ 0.0124528  ,  1.56186    ,  0.0022394  ,  0.0366592  ])
25      , -12949.5    , array([ 0.0133059  ,  6.147      ,  0.00187899 ,  0.015448   ])
26      , -12949.5    , array([ 0.0133059  ,  6.147      ,  0.00187899 ,  0.015448   ])
27      , -12948.5    , array([ 0.0133192  ,  6.147      ,  0.00187899 ,  0.015448   ])
28      , -12949.5    , array([ 0.0133059  ,  6.15315    ,  0.00187899 ,  0.015448   ])
29      , -12950.4    , array([ 0.0133059  ,  6.147      ,  0.00188087 ,  0.015448   ])
30      , -12949.3    , array([ 0.0133059  ,  6.147      ,  0.00187899 ,  0.0154634  ])
37      , -12949.5    , array([ 0.0133059  ,  6.14702    ,  0.00187899 ,  0.015448   ])
38      , -12949.5    , array([ 0.0133059  ,  6.14702    ,  0.00187899 ,  0.015448   ])
39      , -12948.5    , array([ 0.0133192  ,  6.14702    ,  0.00187899 ,  0.015448   ])
40      , -12949.5    , array([ 0.0133059  ,  6.15317    ,  0.00187899 ,  0.015448   ])
41      , -12950.4    , array([ 0.0133059  ,  6.14702    ,  0.00188087 ,  0.015448   ])
42      , -12949.3    , array([ 0.0133059  ,  6.14702    ,  0.00187899 ,  0.0154635  ])
43      , -12863      , array([ 0.0133408  ,  42.3873    ,  0.00152044 ,  0.0432721  ])
44      , -12863      , array([ 0.0133408  ,  42.3873    ,  0.00152044 ,  0.0432721  ])
45      , -12862.8    , array([ 0.0133541  ,  42.3873    ,  0.00152044 ,  0.0432721  ])
46      , -12863      , array([ 0.0133408  ,  42.4297    ,  0.00152044 ,  0.0432721  ])
47      , -12863.3    , array([ 0.0133408  ,  42.3873    ,  0.00152196 ,  0.0432721  ])
48      , -12863.5    , array([ 0.0133408  ,  42.3873    ,  0.00152044 ,  0.0433154  ])
49      , -12800      , array([ 0.0133229  ,  15.8062    ,  0.00169413 ,  0.0255666  ])
50      , -12800      , array([ 0.0133229  ,  15.8062    ,  0.00169413 ,  0.0255666  ])
51      , -12799.4    , array([ 0.0133363  ,  15.8062    ,  0.00169413 ,  0.0255666  ])
52      , -12799.9    , array([ 0.0133229  ,  15.822     ,  0.00169413 ,  0.0255666  ])
53      , -12800.5    , array([ 0.0133229  ,  15.8062    ,  0.00169582 ,  0.0255666  ])
54      , -12800      , array([ 0.0133229  ,  15.8062    ,  0.00169413 ,  0.0255922  ])
61      , -12800      , array([ 0.0133229  ,  15.8062    ,  0.00169413 ,  0.0255666  ])
62      , -12800      , array([ 0.0133229  ,  15.8062    ,  0.00169413 ,  0.0255666  ])
63      , -12799.4    , array([ 0.0133362  ,  15.8062    ,  0.00169413 ,  0.0255666  ])
64      , -12799.9    , array([ 0.0133229  ,  15.822     ,  0.00169413 ,  0.0255666  ])
65      , -12800.5    , array([ 0.0133229  ,  15.8062    ,  0.00169582 ,  0.0255666  ])
66      , -12800      , array([ 0.0133229  ,  15.8062    ,  0.00169413 ,  0.0255922  ])
73      , -12800      , array([ 0.0133229  ,  15.8062    ,  0.00169412 ,  0.0255666  ])
74      , -12800      , array([ 0.0133229  ,  15.8062    ,  0.00169412 ,  0.0255666  ])
75      , -12799.4    , array([ 0.0133362  ,  15.8062    ,  0.00169412 ,  0.0255666  ])
76      , -12799.9    , array([ 0.0133229  ,  15.822     ,  0.00169412 ,  0.0255666  ])
77      , -12800.5    , array([ 0.0133229  ,  15.8062    ,  0.00169582 ,  0.0255666  ])
78      , -12800      , array([ 0.0133229  ,  15.8062    ,  0.00169412 ,  0.0255922  ])
85      , -12800      , array([ 0.0133229  ,  15.8062    ,  0.00169412 ,  0.0255666  ])
86      , -12800      , array([ 0.0133229  ,  15.8062    ,  0.00169412 ,  0.0255666  ])
87      , -12799.4    , array([ 0.0133362  ,  15.8062    ,  0.00169412 ,  0.0255666  ])
88      , -12799.9    , array([ 0.0133229  ,  15.822     ,  0.00169412 ,  0.0255666  ])
89      , -12800.5    , array([ 0.0133229  ,  15.8062    ,  0.00169582 ,  0.0255666  ])
90      , -12800      , array([ 0.0133229  ,  15.8062    ,  0.00169412 ,  0.0255922  ])
91      , -12738.2    , array([ 0.00214824 ,  16.5229    ,  0.000240797,  0.0245005  ])
92      , -12738.2    , array([ 0.00214824 ,  16.5229    ,  0.000240797,  0.0245005  ])
93      , -12737.8    , array([ 0.00215039 ,  16.5229    ,  0.000240797,  0.0245005  ])
94      , -12738.2    , array([ 0.00214824 ,  16.5395    ,  0.000240797,  0.0245005  ])
95      , -12738.6    , array([ 0.00214824 ,  16.5229    ,  0.000241038,  0.0245005  ])
96      , -12738.2    , array([ 0.00214824 ,  16.5229    ,  0.000240797,  0.024525   ])
103     , -12738.2    , array([ 0.00214823 ,  16.5229    ,  0.000240797,  0.0245005  ])
104     , -12738.2    , array([ 0.00214823 ,  16.5229    ,  0.000240797,  0.0245005  ])
105     , -12737.8    , array([ 0.00215038 ,  16.5229    ,  0.000240797,  0.0245005  ])
106     , -12738.2    , array([ 0.00214823 ,  16.5395    ,  0.000240797,  0.0245005  ])
107     , -12738.6    , array([ 0.00214823 ,  16.5229    ,  0.000241038,  0.0245005  ])
108     , -12738.2    , array([ 0.00214823 ,  16.5229    ,  0.000240797,  0.024525   ])
115     , -12738.2    , array([ 0.00214823 ,  16.5229    ,  0.000240796,  0.0245005  ])
116     , -12738.2    , array([ 0.00214823 ,  16.5229    ,  0.000240796,  0.0245005  ])
117     , -12737.8    , array([ 0.00215038 ,  16.5229    ,  0.000240796,  0.0245005  ])
118     , -12738.2    , array([ 0.00214823 ,  16.5395    ,  0.000240796,  0.0245005  ])
119     , -12738.6    , array([ 0.00214823 ,  16.5229    ,  0.000241037,  0.0245005  ])
120     , -12738.2    , array([ 0.00214823 ,  16.5229    ,  0.000240796,  0.024525   ])
127     , -12738.2    , array([ 0.00214823 ,  16.5229    ,  0.000240796,  0.0245005  ])
128     , -12738.2    , array([ 0.00214823 ,  16.5229    ,  0.000240796,  0.0245005  ])
129     , -12737.8    , array([ 0.00215038 ,  16.5229    ,  0.000240796,  0.0245005  ])
130     , -12738.2    , array([ 0.00214823 ,  16.5395    ,  0.000240796,  0.0245005  ])
131     , -12738.6    , array([ 0.00214823 ,  16.5229    ,  0.000241037,  0.0245005  ])
132     , -12738.2    , array([ 0.00214823 ,  16.5229    ,  0.000240796,  0.024525   ])
139     , -12738.2    , array([ 0.00214823 ,  16.5229    ,  0.000240796,  0.0245005  ])
140     , -12738.2    , array([ 0.00214823 ,  16.5229    ,  0.000240796,  0.0245005  ])
141     , -12737.8    , array([ 0.00215038 ,  16.5229    ,  0.000240796,  0.0245005  ])
142     , -12738.2    , array([ 0.00214823 ,  16.5395    ,  0.000240796,  0.0245005  ])
143     , -12738.6    , array([ 0.00214823 ,  16.5229    ,  0.000241037,  0.0245005  ])
