Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-394.83	797.66	599.57	50290.63	1.1429,0.1481,29.9847,0.3379
our_model	Round_1_Replicate_2	-398.99	805.98	608.09	21473.26	30.0,0.3439,1.493,0.7373
our_model	Round_1_Replicate_3	-399.09	806.18	608.27	15762.07	30.0,0.4684,2.5517,1.0181
our_model	Round_1_Replicate_4	-393.95	795.9	598.74	7532.83	29.9997,0.9864,16.1193,2.835
our_model	Round_1_Replicate_5	-395.28	798.56	601.39	19879.64	2.6059,0.3728,29.9976,0.8025
our_model	Round_1_Replicate_6	-393.33	794.66	597.58	72034.2	1.6766,0.1033,3.3082,0.3134
our_model	Round_1_Replicate_7	-394.92	797.84	600.57	9696.91	29.744,0.7651,8.5619,2.0184
our_model	Round_1_Replicate_8	-394.3	796.6	598.6	49339.27	2.0558,0.1511,1.3308,0.3883
our_model	Round_1_Replicate_9	-394.99	797.98	599.81	52522.16	1.0612,0.1418,24.2269,0.3185
our_model	Round_1_Replicate_10	-398.58	805.16	607.34	10402.95	30.0,0.71,4.8043,1.5745
our_model	Round_2_Replicate_1	-394.29	796.58	600.21	86766.54	0.56,0.0853,0.6834,0.1977
our_model	Round_2_Replicate_2	-393.03	794.06	597.01	132449.19	2.5916,0.0562,2.1392,0.2169
our_model	Round_2_Replicate_3	-393.01	794.02	596.96	113679.68	2.731,0.0655,4.332,0.2578
our_model	Round_2_Replicate_4	-394.51	797.02	600.49	91857.41	0.5915,0.0806,1.2331,0.1855
our_model	Round_2_Replicate_5	-393.36	794.72	597.66	63300.14	1.8221,0.1175,4.2944,0.3525
our_model	Round_2_Replicate_6	-394.45	796.9	600.64	85659.05	0.5056,0.0864,0.6044,0.1936
our_model	Round_2_Replicate_7	-394.22	796.44	599.32	36112.17	5.82,0.2056,1.9434,0.5595
our_model	Round_2_Replicate_8	-393.18	794.36	597.29	95612.98	1.5696,0.0778,3.101,0.2546
our_model	Round_2_Replicate_9	-394.04	796.08	598.91	107311.67	0.6472,0.0692,2.5808,0.1733
our_model	Round_2_Replicate_10	-394.1	796.2	599.02	90273.79	0.7366,0.0823,1.9668,0.2033
our_model	Round_2_Replicate_11	-393.4	794.8	597.7	118945.46	0.8664,0.0625,3.537,0.1831
our_model	Round_2_Replicate_12	-393.75	795.5	597.79	54152.08	1.6048,0.1376,3.771,0.3721
our_model	Round_2_Replicate_13	-395.26	798.52	600.55	78531.63	0.6694,0.0947,29.9978,0.2061
our_model	Round_2_Replicate_14	-399.6	807.2	609.19	23612.34	30.0,0.3125,1.1317,0.6499
our_model	Round_2_Replicate_15	-394.3	796.6	599.54	42494.13	1.698,0.1747,2.9358,0.4275
our_model	Round_2_Replicate_16	-394.23	796.46	600.19	96804.79	0.4799,0.0764,0.6288,0.1774
our_model	Round_2_Replicate_17	-393.13	794.26	597.2	45815.14	29.8443,0.1624,4.459,0.6119
our_model	Round_2_Replicate_18	-393.01	794.02	596.97	59950.95	16.6932,0.1241,5.9268,0.5184
our_model	Round_2_Replicate_19	-394.45	796.9	600.48	101859.33	0.5079,0.0727,0.9951,0.1669
our_model	Round_2_Replicate_20	-393.07	794.14	597.08	55513.97	5.4275,0.1341,5.7455,0.4969
