217369  , -79089.4    , array([ 0.0993099  ,  0.0486823  ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217370  , -79089.4    , array([ 0.0993099  ,  0.0486823  ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217371  , -79089.4    , array([ 1.09931    ,  0.0486823  ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217372  , -79089.4    , array([ 2.71734    ,  0.0486823  ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217373  , -79089.4    , array([ 1.09931    ,  0.0486823  ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217374  , -79089.4    , array([ 1.71734    ,  0.0486823  ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217375  , -79089.4    , array([ 2.09931    ,  0.0486823  ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217376  , -79089.4    , array([ 2.33538    ,  0.0486823  ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217377  , -79089.4    , array([ 2.48128    ,  0.0486823  ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217378  , -79089.4    , array([ 2.57145    ,  0.0486823  ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217379  , -79089.4    , array([ 2.62717    ,  0.0486823  ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217380  , -79089.4    , array([ 2.66162    ,  0.0486823  ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217381  , -79089.4    , array([ 2.68724    ,  0.0486823  ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217382  , -79089.4    , array([ 2.68724    ,  0.0486823  ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217383  , -79089.4    , array([ 2.68724    ,  1.04868    ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217384  , -79089.4    , array([ 2.68724    ,  2.66672    ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217385  , -79089.4    , array([ 2.68724    ,  1.04868    ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217386  , -79089.4    , array([ 2.68724    ,  1.66672    ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217387  , -79089.4    , array([ 2.68724    ,  2.04868    ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217388  , -79089.4    , array([ 2.68724    ,  2.28475    ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217389  , -79089.4    , array([ 2.68724    ,  2.43065    ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217390  , -79089.4    , array([ 2.68724    ,  2.52082    ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217391  , -79089.4    , array([ 2.68724    ,  2.57655    ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217392  , -79089.4    , array([ 2.68724    ,  2.61099    ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217393  , -79089.4    , array([ 2.68724    ,  2.63661    ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217394  , -79089.4    , array([ 2.68724    ,  2.63661    ,  0.282613   ,  1.32643e-14,  2.22698e-94])
217395  , -79089.4    , array([ 2.68724    ,  2.63661    ,  1.28261    ,  1.32643e-14,  2.22698e-94])
217396  , -79089.4    , array([ 2.68724    ,  2.63661    ,  2.90065    ,  1.32643e-14,  2.22698e-94])
217397  , -79089.4    , array([ 2.68724    ,  2.63661    ,  1.28261    ,  1.32643e-14,  2.22698e-94])
217398  , -79089.4    , array([ 2.68724    ,  2.63661    ,  1.90065    ,  1.32643e-14,  2.22698e-94])
217399  , -79089.4    , array([ 2.68724    ,  2.63661    ,  2.28261    ,  1.32643e-14,  2.22698e-94])
217400  , -79089.4    , array([ 2.68724    ,  2.63661    ,  2.51868    ,  1.32643e-14,  2.22698e-94])
217401  , -79089.4    , array([ 2.68724    ,  2.63661    ,  2.66458    ,  1.32643e-14,  2.22698e-94])
217402  , -79089.4    , array([ 2.68724    ,  2.63661    ,  2.75475    ,  1.32643e-14,  2.22698e-94])
217403  , -79089.4    , array([ 2.68724    ,  2.63661    ,  2.81048    ,  1.32643e-14,  2.22698e-94])
217404  , -79089.4    , array([ 2.68724    ,  2.63661    ,  2.84492    ,  1.32643e-14,  2.22698e-94])
217405  , -79089.4    , array([ 2.68724    ,  2.63661    ,  2.87054    ,  1.32643e-14,  2.22698e-94])
217406  , -79089.4    , array([ 2.68724    ,  2.63661    ,  2.87054    ,  1.32643e-14,  2.22698e-94])
217407  , -79089.4    , array([ 2.68724    ,  2.63661    ,  2.87054    ,  1          ,  2.22698e-94])
217408  , -79089.4    , array([ 2.68724    ,  2.63661    ,  2.87054    ,  2.61803    ,  2.22698e-94])
217409  , -79089.4    , array([ 2.68724    ,  2.63661    ,  2.87054    ,  1          ,  2.22698e-94])
217410  , -79089.4    , array([ 2.68724    ,  2.63661    ,  2.87054    ,  1.61803    ,  2.22698e-94])
217411  , -79089.4    , array([ 2.68724    ,  2.63661    ,  2.87054    ,  2          ,  2.22698e-94])
217412  , -79089.4    , array([ 2.68724    ,  2.63661    ,  2.87054    ,  2.23607    ,  2.22698e-94])
217413  , -79089.4    , array([ 2.68724    ,  2.63661    ,  2.87054    ,  2.38197    ,  2.22698e-94])
217414  , -79089.4    , array([ 2.68724    ,  2.63661    ,  2.87054    ,  2.47214    ,  2.22698e-94])
217415  , -79089.4    , array([ 2.68724    ,  2.63661    ,  2.87054    ,  2.52786    ,  2.22698e-94])
