Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-1980.7	3971.4	1271.34	9211.14	2.1999,0.1416,1.4501,6.1288,30.0
our_model	Round_1_Replicate_2	-2019.68	4049.36	1361.43	6411.66	3.0362,0.2765,0.9665,3.052,30.0
our_model	Round_1_Replicate_3	-1318.29	2646.58	14.68	20048.46	1.0066,0.0906,4.9182,3.2846,0.0463
our_model	Round_1_Replicate_4	-1322.48	2654.96	23.3	20049.0	0.9662,0.1057,5.332,1.6854,0.0498
our_model	Round_1_Replicate_5	-1321.69	2653.38	21.61	19972.36	0.9825,0.1115,5.2552,1.7705,0.0541
our_model	Round_1_Replicate_6	-1347.65	2705.3	75.5	19999.56	0.9897,0.1098,5.3631,0.934,0.0496
our_model	Round_1_Replicate_7	-1312.34	2634.68	2.82	20009.4	0.9862,0.1026,5.097,2.2923,0.0505
our_model	Round_1_Replicate_8	-1997.1	4004.2	1314.11	3817.73	5.1739,0.4226,0.5804,2.0157,30.0
our_model	Round_1_Replicate_9	-1341.51	2693.02	62.21	19967.55	0.9835,0.1135,5.3701,1.1798,0.052
our_model	Round_1_Replicate_10	-2032.22	4074.44	1386.88	4876.17	3.9733,0.3761,0.7324,2.2361,30.0
our_model	Round_2_Replicate_1	-1646.23	3302.46	711.33	20304.85	1.015,0.0361,1.368,7.7993,0.0156
our_model	Round_2_Replicate_2	-1657.73	3325.46	738.12	20260.06	1.1032,0.0346,1.1137,8.8257,0.0151
our_model	Round_2_Replicate_3	-1637.87	3285.74	686.38	20124.42	1.2987,0.0367,1.0569,9.2639,0.0163
our_model	Round_2_Replicate_4	-2003.72	4017.44	1322.03	37546.03	0.5086,0.0458,6.1301,18.5096,1.4524
our_model	Round_2_Replicate_5	-1808.52	3627.04	1097.62	20386.88	1.0858,0.0227,0.0119,15.6818,0.0102
our_model	Round_2_Replicate_6	-1764.54	3539.08	1001.17	20353.91	1.0548,0.0276,0.01,8.8475,0.0115
our_model	Round_2_Replicate_7	-1748.42	3506.84	946.81	20327.77	1.1153,0.0267,0.4127,13.4936,0.0122
our_model	Round_2_Replicate_8	-1490.7	2991.4	365.06	20071.6	1.1799,0.0521,3.3047,8.0329,0.0267
our_model	Round_2_Replicate_9	-2150.12	4310.24	1602.42	46119.18	0.3895,0.0478,7.9306,17.2622,1.0331
our_model	Round_2_Replicate_10	-1576.27	3162.54	560.06	19925.98	1.6521,0.0451,2.1853,6.898,0.0202
our_model	Round_3_Replicate_1	-1331.99	2673.98	41.84	19943.59	1.0637,0.0849,4.1995,3.2418,0.0409
our_model	Round_3_Replicate_2	-1401.47	2812.94	175.08	19452.4	1.0987,0.1352,4.5852,2.1251,0.0719
our_model	Round_3_Replicate_3	-1666.23	3342.46	757.47	20248.94	1.1333,0.0338,0.9734,9.1823,0.0148
our_model	Round_3_Replicate_4	-1525.59	3061.18	413.98	19338.88	1.0633,0.1655,4.9856,1.0783,0.0837
our_model	Round_3_Replicate_5	-1358.68	2727.36	94.62	19503.11	1.2913,0.1021,4.1659,2.8034,0.052
our_model	Round_3_Replicate_6	-1411.41	2832.82	203.13	20686.89	0.7643,0.1004,7.1792,1.1797,0.0469
our_model	Round_3_Replicate_7	-1570.84	3151.68	515.14	19251.86	2.544,0.0709,2.075,3.738,0.0317
our_model	Round_3_Replicate_8	-1427.88	2865.76	241.88	19901.37	1.3201,0.0643,3.7139,4.247,0.0294
our_model	Round_3_Replicate_9	-1549.22	3108.44	507.82	20257.46	1.0545,0.046,3.1002,5.2866,0.0198
our_model	Round_3_Replicate_10	-1533.34	3076.68	471.49	20094.72	1.263,0.0471,2.8,6.1199,0.0211
our_model	Round_4_Replicate_1	-1311.35	2632.7	0.84	20018.14	0.9899,0.0987,4.9459,2.5096,0.049
our_model	Round_4_Replicate_2	-1332.87	2675.74	44.4	19909.2	1.1303,0.0863,4.6398,2.8755,0.0414
our_model	Round_4_Replicate_3	-1329.9	2669.8	38.29	20143.88	0.9727,0.0882,5.1844,2.381,0.0411
our_model	Round_4_Replicate_4	-1345.61	2701.22	70.79	19991.82	1.1169,0.0812,4.9135,3.3114,0.0393
our_model	Round_4_Replicate_5	-1365.05	2740.1	111.23	19967.37	1.1582,0.0748,4.372,3.4211,0.0351
our_model	Round_4_Replicate_6	-1311.64	2633.28	1.41	20020.07	0.9978,0.097,4.9465,2.7048,0.0488
our_model	Round_4_Replicate_7	-1318.48	2646.96	15.14	20047.52	1.0087,0.0894,4.8384,3.1564,0.0448
our_model	Round_4_Replicate_8	-1344.39	2698.78	68.08	20068.44	1.0294,0.0834,4.738,2.2193,0.0376
our_model	Round_4_Replicate_9	-1344.67	2699.34	67.18	19990.25	0.9514,0.1229,5.5124,1.8454,0.0639
our_model	Round_4_Replicate_10	-1383.08	2776.16	148.49	19900.14	1.2442,0.0735,4.2103,3.2187,0.0338
our_model	Round_4_Replicate_11	-1391.91	2793.82	167.45	19966.78	1.2064,0.0692,4.2036,3.8696,0.0322
our_model	Round_4_Replicate_12	-1317.49	2644.98	13.05	19811.71	1.0573,0.1073,4.7151,2.3342,0.0534
our_model	Round_4_Replicate_13	-1344.1	2698.2	67.65	19990.51	0.973,0.1192,5.6908,1.4617,0.0578
our_model	Round_4_Replicate_14	-1314.58	2639.16	7.28	19955.47	1.0006,0.1017,4.7608,2.7209,0.0524
our_model	Round_4_Replicate_15	-1311.25	2632.5	0.64	19999.21	1.0017,0.0988,4.9301,2.4613,0.0489
our_model	Round_4_Replicate_16	-1316.05	2642.1	10.26	20045.58	1.0026,0.0912,4.8626,2.9529,0.0453
our_model	Round_4_Replicate_17	-1319.85	2649.7	18.02	20076.45	1.0039,0.0881,4.9029,3.0465,0.0438
our_model	Round_4_Replicate_18	-1316.31	2642.62	10.81	19983.13	1.0375,0.0915,4.7329,2.8077,0.045
our_model	Round_4_Replicate_19	-1338.61	2687.22	55.65	20208.94	0.953,0.0808,4.93,3.8505,0.0415
our_model	Round_4_Replicate_20	-1311.68	2633.36	1.5	20015.89	0.9985,0.0981,4.9916,2.4249,0.0481
