[000:34:06]	223067.083313	[     1.669,      0.501,      1.362,      1.484,      0.001,  7.831e-06,      4.384,      1.080]	rm
[000:34:11]	224458.265553	[     1.669,      0.501,      1.362,      2.493,      0.001,  7.831e-06,      4.384,      1.080]	rm
[000:35:03]	797299.462579	[     2.051,      0.286,      0.013,  1.456e-04,  5.926e-09,      0.057,      1.414,      1.528]	rm
[000:35:39]	780972.339989	[     2.051,      0.286,      0.013,  1.456e-04,  5.926e-09,      0.057,      1.414,      1.063]	rm
[000:35:43]	401172.637342	[     0.396,      0.079,     28.383,  1.320e-05,      0.006,  7.433e-05,      0.031,      0.416]	rm
[000:35:48]	254894.518565	[     0.396,      0.167,     28.383,  1.320e-05,      0.006,  7.433e-05,      0.031,      0.416]	rm
[000:35:52]	106522.123439	[    13.418,      0.549,      4.074,      3.083,  2.484e-12,      0.143,      1.858,      1.686]	c
[000:37:11]	556348.950858	[     0.316,     51.851,      0.010,      0.356,      0.140,  2.377e-04,      1.979,      1.875]	c
[000:37:24]	261727.826549	[     0.026,     12.603,      1.519,      0.909,      1.065,      0.207,      4.604,      0.735]	c
[000:37:28]	282334.042373	[     9.031,      2.094,      0.136,      0.176,  1.412e-04,      0.055,      0.524,      0.885]	r
[000:37:37]	673317.329475	[    27.790,      0.309,      0.769,  4.405e-06,      2.327,  1.313e-07,      1.537,      4.219]	r
[000:37:41]	289853.577742	[     0.396,      0.167,     28.383,  1.320e-05,      0.006,  7.433e-05,      0.031,      0.485]	rmm
[000:37:46]	175858.982682	[     0.396,      0.167,     28.383,  1.320e-05,      0.006,  7.433e-05,      0.031,      0.269]	rmm
[000:37:51]	294460.523575	[     0.396,      0.167,     28.383,  7.759e-06,      0.006,  8.876e-05,      0.031,      0.495]	rmm
[000:37:56]	217998.974778	[     0.396,      0.167,     28.383,  1.545e-05,      0.006,  6.069e-05,      0.031,      0.346]	rmm
[000:38:00]	274246.415549	[     9.031,      2.094,      0.136,      0.176,  1.412e-04,      0.055,      0.524,      0.732]	rm
[000:38:05]	288577.803408	[     9.031,      2.094,      0.136,      0.176,  1.412e-04,      0.055,      0.524,      1.311]	rm
[000:38:10]	36798.9608853	[    34.121,      0.491,      1.099,      0.517,  3.185e-04,      0.001,      0.111,      0.128]	c
[000:38:14]	212215.985647	[    34.121,      0.501,      1.362,      0.517,      0.001,  7.831e-06,      0.111,      1.474]	c
[000:38:19]	142282.487647	[     0.396,      0.167,     28.383,      0.909,      0.006,      0.207,      0.031,      0.416]	c
[000:39:16]	1273744.29806	[     0.012,      0.006,      0.031,      0.002,  1.332e-07,      0.007,      0.479,      0.755]	r
[000:39:21]	271455.006531	[     0.715,     30.895,      3.715,  1.289e-05,      0.022,  1.096e-04,      1.548,      1.244]	r
[000:39:26]	243677.382357	[     9.031,      1.950,      0.180,      0.176,  1.412e-04,      0.055,      0.524,      0.732]	rmm
[000:39:32]	346598.008489	[     9.031,      2.772,      0.051,      0.176,  1.412e-04,      0.055,      0.524,      0.732]	rmm
[000:39:37]	162471.209865	[     0.275,      0.167,     28.383,      0.909,      0.006,      0.207,      0.031,      0.416]	cm
[000:39:42]	130087.898032	[     0.519,      0.167,     28.383,      0.909,      0.006,      0.207,      0.031,      0.416]	cm
[000:39:46]	36240.345701	[    26.360,      0.491,      1.099,      0.517,  3.185e-04,      0.001,      0.111,      0.128]	cm
[000:39:51]	37257.9132755	[    44.064,      0.491,      1.099,      0.517,  3.185e-04,      0.001,      0.111,      0.128]	cm
[000:39:56]	34771.8259699	[    34.121,      0.501,      1.362,      0.517,      0.001,      0.001,      0.111,      0.128]	c
[000:40:02]	191952.486734	[     7.922,      0.491,      1.362,      0.517,  3.185e-04,      0.001,      0.111,      1.474]	c
[000:40:07]	536900.749061	[    34.121,      2.094,      0.136,      0.517,      0.001,  7.831e-06,      0.524,      1.474]	c
[000:40:12]	312556.900061	[    18.822,      0.215,      3.675,      0.011,      0.010,      0.124,      3.695,      2.236]	r
[000:40:29]	811623.924044	[     7.340,      0.125,      0.082,  1.122e-05,      0.051,  6.312e-05,      4.912,      2.749]	r
[000:40:34]	244006.00518	[     9.362,      1.950,      0.180,      0.176,  1.412e-04,      0.055,      0.524,      0.732]	rmmm
[000:40:40]	242395.414555	[     7.752,      1.950,      0.180,      0.176,  1.412e-04,      0.055,      0.524,      0.732]	rmmm
[000:40:44]	190983.147113	[     7.922,      0.491,      1.362,      0.546,  3.185e-04,      0.001,      0.111,      1.474]	cm
[000:40:48]	194631.342874	[     7.922,      0.491,      1.362,      0.447,  3.185e-04,      0.001,      0.111,      1.474]	cm
[000:40:53]	126965.289301	[     7.922,      0.154,      6.766,  2.358e-06,  3.185e-04,      0.001,      0.174,      0.128]	rm
[000:40:57]	32770.2979303	[     7.922,      0.577,      5.366,  2.358e-06,  3.185e-04,      0.001,      0.174,      0.128]	rm
[000:41:02]	84084.1059911	[     7.922,      0.167,      6.196,      0.909,      0.006,      0.207,      0.174,      0.128]	c
[000:41:07]	121187.342366	[    34.121,      0.167,     28.383,      0.909,  3.185e-04,      0.207,      0.031,      0.416]	c
[000:41:12]	118436.205835	[     0.519,      0.167,      3.675,      0.909,      0.006,      0.207,      0.031,      0.416]	c
[000:41:16]	309955.762126	[     0.197,      0.159,      6.794,      0.001,      0.977,      0.033,      0.717,      0.535]	r
[000:41:30]	735352.338384	[     0.086,      8.681,      3.618,  2.240e-05,  8.228e-12,      0.121,      4.349,      3.227]	r
[000:41:35]	241777.404585	[     7.752,      2.430,      0.180,      0.176,  1.412e-04,      0.055,      0.524,      0.732]	rmmmm
[000:41:40]	243180.540972	[     7.752,      1.764,      0.180,      0.176,  1.412e-04,      0.055,      0.524,      0.732]	rmmmm
[000:41:44]	236814.796991	[     7.922,      0.491,      1.362,      0.546,  3.185e-04,      0.001,      0.111,      2.317]	cmm
[000:41:49]	160017.255815	[     7.922,      0.491,      1.362,      0.546,  3.185e-04,      0.001,      0.111,      1.043]	cmm
[000:41:54]	34013.5816892	[    34.121,      0.501,      1.362,      0.517,      0.001,      0.001,      0.087,      0.128]	cm
[000:41:59]	35172.3543566	[    34.121,      0.501,      1.362,      0.517,      0.001,      0.002,      0.118,      0.128]	cm
[000:42:03]	278298.001415	[     7.922,      0.577,      0.180,      0.176,  1.412e-04,      0.055,      0.524,      0.732]	c
[000:42:08]	251175.737332	[    34.121,      0.167,      1.362,      0.546,  3.185e-04,      0.001,      0.031,      1.474]	c
[000:42:12]	89377.7685552	[    34.121,      0.501,     28.383,      0.909,      0.001,      0.001,      0.111,      0.416]	c
[000:45:52]	1185569.34061	[     0.006,      2.007,      0.371,  9.497e-06,  7.267e-08,      0.011,      2.723,      3.385]	r
[000:45:57]	222150.352856	[     3.210,      0.926,      0.347,  1.098e-04,      0.095,      0.005,      2.069,      0.485]	r
[000:46:01]	34675.6438577	[    34.121,      0.501,      1.362,      0.517,      0.001,      0.001,      0.109,      0.128]	cmm
[000:46:06]	34924.8005162	[    34.121,      0.501,      1.362,      0.517,      0.001,      0.001,      0.058,      0.128]	cmm
[000:46:10]	209578.847661	[     6.754,      0.577,      0.180,      0.176,  1.412e-04,      0.026,      0.482,      0.368]	cm
[000:46:15]	292866.582224	[    10.023,      0.577,      0.180,      0.176,  1.412e-04,      0.061,      0.656,      0.839]	cm
[000:46:20]	270639.620588	[    34.121,      0.167,      1.362,      0.324,  3.185e-04,      0.001,      0.031,      1.474]	cm
[000:46:24]	247296.886906	[    34.121,      0.167,      1.362,      0.608,  3.185e-04,      0.001,      0.031,      1.474]	cm
[000:46:29]	258109.299396	[     3.210,      0.167,      0.347,  1.098e-04,  3.185e-04,      0.005,      0.031,      0.485]	c
[000:46:33]	65240.0100611	[     7.752,      2.430,      5.366,      0.176,  3.185e-04,      0.001,      0.174,      0.732]	c
[000:46:38]	33355.0133909	[    34.121,      0.501,     28.383,      0.517,      0.001,      0.001,      0.111,      0.128]	c
[000:46:42]	216350.874395	[     9.592,      4.308,      1.427,  1.953e-12,  5.441e-05,      0.023,      4.149,      1.253]	r
[000:46:47]	472495.190439	[     7.745,      0.458,      8.637,      0.004,  8.485e-08,  2.419e-08,      1.336,      2.583]	r
