26908   , -90330.4    , array([ 0.195888   ,  1.07356    ,  3.56553e-07,  1.7452e-27 ,  0.245378   ])
26909   , -90256.1    , array([ 0.196084   ,  1.07356    ,  3.56553e-07,  1.7452e-27 ,  0.245378   ])
26910   , -90344.8    , array([ 0.195888   ,  1.07463    ,  3.56553e-07,  1.7452e-27 ,  0.245378   ])
26911   , -90330.4    , array([ 0.195888   ,  1.07356    ,  3.5691e-07 ,  1.7452e-27 ,  0.245378   ])
26912   , -90330.4    , array([ 0.195888   ,  1.07356    ,  3.56553e-07,  1.74694e-27,  0.245378   ])
26913   , -90390.6    , array([ 0.195888   ,  1.07356    ,  3.56553e-07,  1.7452e-27 ,  0.245623   ])
26914   , -90330.4    , array([ 0.195888   ,  1.07356    ,  3.56553e-07,  1.7452e-27 ,  0.245378   ])
26915   , -29459.1    , array([ 0.42558    ,  0.923278   ,  3.56553e-07,  1.7452e-27 ,  0.13085    ])
26916   , -29459.1    , array([ 0.42558    ,  0.923278   ,  3.56553e-07,  1.7452e-27 ,  0.13085    ])
26917   , -29433.4    , array([ 0.426006   ,  0.923278   ,  3.56553e-07,  1.7452e-27 ,  0.13085    ])
26918   , -29471.8    , array([ 0.42558    ,  0.924202   ,  3.56553e-07,  1.7452e-27 ,  0.13085    ])
26919   , -29459.1    , array([ 0.42558    ,  0.923278   ,  3.5691e-07 ,  1.7452e-27 ,  0.13085    ])
26920   , -29459.1    , array([ 0.42558    ,  0.923278   ,  3.56553e-07,  1.74694e-27,  0.13085    ])
26921   , -29472.7    , array([ 0.42558    ,  0.923278   ,  3.56553e-07,  1.7452e-27 ,  0.130981   ])
26929   , -29433.9    , array([ 0.425856   ,  0.921934   ,  3.56553e-07,  1.7452e-27 ,  0.130946   ])
26930   , -29433.9    , array([ 0.425856   ,  0.921934   ,  3.56553e-07,  1.7452e-27 ,  0.130946   ])
26931   , -29408.2    , array([ 0.426282   ,  0.921934   ,  3.56553e-07,  1.7452e-27 ,  0.130946   ])
26932   , -29446.6    , array([ 0.425856   ,  0.922856   ,  3.56553e-07,  1.7452e-27 ,  0.130946   ])
26933   , -29433.9    , array([ 0.425856   ,  0.921934   ,  3.5691e-07 ,  1.7452e-27 ,  0.130946   ])
