54919   , -1949.77    , array([ 0.831361   ,  0.880544   ,  1.06593    ,  0.0324114  ])
54920   , -1950.98    , array([ 0.832193   ,  0.880544   ,  1.06593    ,  0.0324114  ])
54921   , -1950.36    , array([ 0.831361   ,  0.881425   ,  1.06593    ,  0.0324114  ])
54922   , -1950.19    , array([ 0.831361   ,  0.880544   ,  1.067      ,  0.0324114  ])
54923   , -1949.82    , array([ 0.831361   ,  0.880544   ,  1.06593    ,  0.0324438  ])
54924   , -1949.77    , array([ 0.831361   ,  0.880544   ,  1.06593    ,  0.0324114  ])
54925   , -1628.62    , array([ 0.349603   ,  0.575976   ,  0.791784   ,  0.0313504  ])
54926   , -1628.62    , array([ 0.349603   ,  0.575976   ,  0.791784   ,  0.0313504  ])
54927   , -1626.48    , array([ 0.349952   ,  0.575976   ,  0.791784   ,  0.0313504  ])
54928   , -1629.51    , array([ 0.349603   ,  0.576552   ,  0.791784   ,  0.0313504  ])
54929   , -1630.91    , array([ 0.349603   ,  0.575976   ,  0.792576   ,  0.0313504  ])
54930   , -1629.15    , array([ 0.349603   ,  0.575976   ,  0.791784   ,  0.0313818  ])
54931   , -977.383    , array([ 0.272336   ,  0.422208   ,  0.542069   ,  0.0292424  ])
54932   , -977.383    , array([ 0.272336   ,  0.422208   ,  0.542069   ,  0.0292424  ])
54933   , -975.688    , array([ 0.272609   ,  0.422208   ,  0.542069   ,  0.0292424  ])
54934   , -978.062    , array([ 0.272336   ,  0.42263    ,  0.542069   ,  0.0292424  ])
54935   , -979.5      , array([ 0.272336   ,  0.422208   ,  0.542611   ,  0.0292424  ])
54936   , -977.791    , array([ 0.272336   ,  0.422208   ,  0.542069   ,  0.0292717  ])
54937   , -1180.33    , array([ 0.100283   ,  0.121903   ,  0.119082   ,  0.0221357  ])
54938   , -1180.33    , array([ 0.100283   ,  0.121903   ,  0.119082   ,  0.0221357  ])
54939   , -1181.82    , array([ 0.100384   ,  0.121903   ,  0.119082   ,  0.0221357  ])
54940   , -1178.95    , array([ 0.100283   ,  0.122025   ,  0.119082   ,  0.0221357  ])
54941   , -1178.59    , array([ 0.100283   ,  0.121903   ,  0.119201   ,  0.0221357  ])
54942   , -1179.96    , array([ 0.100283   ,  0.121903   ,  0.119082   ,  0.0221578  ])
54943   , -308.185    , array([ 0.171282   ,  0.237192   ,  0.268245   ,  0.0256972  ])
54944   , -308.185    , array([ 0.171282   ,  0.237192   ,  0.268245   ,  0.0256972  ])
54945   , -308.339    , array([ 0.171454   ,  0.237192   ,  0.268245   ,  0.0256972  ])
54946   , -307.981    , array([ 0.171282   ,  0.237429   ,  0.268245   ,  0.0256972  ])
54947   , -308.28     , array([ 0.171282   ,  0.237192   ,  0.268513   ,  0.0256972  ])
54948   , -308.226    , array([ 0.171282   ,  0.237192   ,  0.268245   ,  0.0257229  ])
54955   , -308.173    , array([ 0.17128    ,  0.237199   ,  0.268237   ,  0.0256969  ])
54956   , -308.173    , array([ 0.17128    ,  0.237199   ,  0.268237   ,  0.0256969  ])
54957   , -308.327    , array([ 0.171451   ,  0.237199   ,  0.268237   ,  0.0256969  ])
54958   , -307.97     , array([ 0.17128    ,  0.237437   ,  0.268237   ,  0.0256969  ])
