132691  , -124725     , array([ 0.0297625  ,  10.5271    ,  0.153936   ,  5.89266e-58,  0.0295698  ])
132968  , -1632.9     , array([ 1.46456    ,  0.0671891  ,  1.30537e-12,  5.89266e-58,  0.0240625  ])
132969  , -1632.9     , array([ 1.46456    ,  0.0671891  ,  1.30407e-12,  5.89856e-58,  0.0240625  ])
132970  , -1632.88    , array([ 1.46456    ,  0.0671891  ,  1.30407e-12,  5.89266e-58,  0.0240866  ])
132971  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
132972  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
132973  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
132974  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
132975  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
132976  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
132977  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
132978  , -1632.53    , array([ 1.43659    ,  0.0676536  ,  1.43484e-12,  5.89266e-58,  0.0242274  ])
132979  , -1632.53    , array([ 1.43659    ,  0.0676536  ,  1.43484e-12,  5.89266e-58,  0.0242274  ])
132980  , -1632.53    , array([ 1.43803    ,  0.0676536  ,  1.43484e-12,  5.89266e-58,  0.0242274  ])
132981  , -1632.53    , array([ 1.43659    ,  0.0677213  ,  1.43484e-12,  5.89266e-58,  0.0242274  ])
132982  , -1632.53    , array([ 1.43659    ,  0.0676536  ,  1.43628e-12,  5.89266e-58,  0.0242274  ])
132983  , -1632.53    , array([ 1.43659    ,  0.0676536  ,  1.43484e-12,  5.89856e-58,  0.0242274  ])
132984  , -1632.53    , array([ 1.43659    ,  0.0676536  ,  1.43484e-12,  5.89266e-58,  0.0242517  ])
132985  , -1632.51    , array([ 1.43731    ,  0.0677086  ,  1.44565e-12,  5.89266e-58,  0.0242478  ])
132986  , -1632.51    , array([ 1.43731    ,  0.0677086  ,  1.44565e-12,  5.89266e-58,  0.0242478  ])
132987  , -1632.51    , array([ 1.43875    ,  0.0677086  ,  1.44565e-12,  5.89266e-58,  0.0242478  ])
132988  , -1632.51    , array([ 1.43731    ,  0.0677763  ,  1.44565e-12,  5.89266e-58,  0.0242478  ])
132989  , -1632.51    , array([ 1.43731    ,  0.0677086  ,  1.44709e-12,  5.89266e-58,  0.0242478  ])
132990  , -1632.51    , array([ 1.43731    ,  0.0677086  ,  1.44565e-12,  5.89856e-58,  0.0242478  ])
132991  , -1632.51    , array([ 1.43731    ,  0.0677086  ,  1.44565e-12,  5.89266e-58,  0.0242721  ])
132992  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
132993  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
132994  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
132995  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
132996  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
132997  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
132998  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
132999  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133000  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133001  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133002  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133003  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133004  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133005  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133006  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133007  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133008  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133009  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133010  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133011  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133012  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133013  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133014  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133015  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133016  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133017  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133018  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133019  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133020  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133021  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133022  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133023  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133024  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133025  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133026  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133027  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133028  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133029  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133030  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133031  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133032  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133033  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133034  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133035  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133036  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133037  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133038  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133039  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133040  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133041  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133042  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133043  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133044  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133045  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133046  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133047  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133048  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133049  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133050  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133051  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133052  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133053  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133054  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133055  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133056  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133057  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133058  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133059  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133060  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133061  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133062  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133063  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133064  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133065  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133066  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133067  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133068  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133069  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133070  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133071  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133072  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133073  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133074  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133075  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133076  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133077  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133078  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133079  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133080  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133081  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133082  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133083  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133084  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133085  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133086  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133087  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133088  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133089  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133090  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133091  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133092  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133093  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133094  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133095  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133096  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133097  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133098  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133099  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133100  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133101  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133102  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133103  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133104  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133105  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133106  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133107  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133108  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133109  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133110  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133111  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133112  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133113  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133114  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133115  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133116  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133117  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133118  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133119  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133120  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133121  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133122  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133123  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133124  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133125  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133126  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133127  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133128  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133129  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133130  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133131  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133132  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133133  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133134  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133135  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133136  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133137  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133138  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133139  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133140  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133141  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133142  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133143  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133144  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133145  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133146  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133147  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133148  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133149  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133150  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133151  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133152  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133153  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133154  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133155  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133156  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133157  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133158  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133159  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133160  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133161  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133162  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133163  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133164  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133165  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133166  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133167  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133168  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133169  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133170  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133171  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133172  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133173  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133174  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133175  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133176  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133177  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133178  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133179  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133180  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133181  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133182  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133183  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133184  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133185  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133186  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133187  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133188  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133189  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133190  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133191  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133192  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133193  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133194  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133195  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133196  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133197  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133198  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133199  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
133200  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89856e-58,  0.024248   ])
133201  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.0242722  ])
133202  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133203  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133204  , -1632.51    , array([ 1.43875    ,  0.0677089  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133205  , -1632.51    , array([ 1.43732    ,  0.0677767  ,  1.44571e-12,  5.89266e-58,  0.024248   ])
133206  , -1632.51    , array([ 1.43732    ,  0.0677089  ,  1.44716e-12,  5.89266e-58,  0.024248   ])
