124275  , -79085      , array([ 0.194336   ,  25.4097    ,  4.78255e-17,  5.3607e-11 ,  1.07063e-06])
124276  , -79085      , array([ 0.194531   ,  25.4097    ,  4.78255e-17,  5.3607e-11 ,  1.07063e-06])
124277  , -79085      , array([ 0.194336   ,  25.4351    ,  4.78255e-17,  5.3607e-11 ,  1.07063e-06])
124278  , -79085      , array([ 0.194336   ,  25.4097    ,  4.78734e-17,  5.3607e-11 ,  1.07063e-06])
124279  , -79085      , array([ 0.194336   ,  25.4097    ,  4.78255e-17,  5.36606e-11,  1.07063e-06])
124280  , -79085      , array([ 0.194336   ,  25.4097    ,  4.78255e-17,  5.3607e-11 ,  1.0717e-06 ])
124281  , -79085      , array([ 0.194336   ,  25.4097    ,  4.78255e-17,  5.3607e-11 ,  1.07063e-06])
124282  , -79071      , array([ 0.0957016  ,  25.208     ,  4.78255e-17,  5.3607e-11 ,  2.19934e-06])
124283  , -79071      , array([ 0.0957016  ,  25.208     ,  4.78255e-17,  5.3607e-11 ,  2.19934e-06])
124284  , -79071      , array([ 0.0957973  ,  25.208     ,  4.78255e-17,  5.3607e-11 ,  2.19934e-06])
124285  , -79071      , array([ 0.0957016  ,  25.2332    ,  4.78255e-17,  5.3607e-11 ,  2.19934e-06])
124286  , -79071      , array([ 0.0957016  ,  25.208     ,  4.78734e-17,  5.3607e-11 ,  2.19934e-06])
124287  , -79071      , array([ 0.0957016  ,  25.208     ,  4.78255e-17,  5.36606e-11,  2.19934e-06])
124288  , -79070.9    , array([ 0.0957016  ,  25.208     ,  4.78255e-17,  5.3607e-11 ,  2.20154e-06])
124289  , -74069      , array([ 0.00562834 ,  24.4169    ,  4.78255e-17,  5.3607e-11 ,  3.91654e-05])
124290  , -74069      , array([ 0.00562834 ,  24.4169    ,  4.78255e-17,  5.3607e-11 ,  3.91654e-05])
124291  , -74073.5    , array([ 0.00563397 ,  24.4169    ,  4.78255e-17,  5.3607e-11 ,  3.91654e-05])
124292  , -74069      , array([ 0.00562834 ,  24.4413    ,  4.78255e-17,  5.3607e-11 ,  3.91654e-05])
124293  , -74069      , array([ 0.00562834 ,  24.4169    ,  4.78734e-17,  5.3607e-11 ,  3.91654e-05])
124294  , -74069      , array([ 0.00562834 ,  24.4169    ,  4.78255e-17,  5.36606e-11,  3.91654e-05])
124295  , -74064.5    , array([ 0.00562834 ,  24.4169    ,  4.78255e-17,  5.3607e-11 ,  3.92046e-05])
124303  , -74051.2    , array([ 0.00561737 ,  24.4164    ,  4.78255e-17,  5.3607e-11 ,  3.92432e-05])
124304  , -74051.2    , array([ 0.00561737 ,  24.4164    ,  4.78255e-17,  5.3607e-11 ,  3.92432e-05])
124305  , -74055.7    , array([ 0.00562299 ,  24.4164    ,  4.78255e-17,  5.3607e-11 ,  3.92432e-05])
124306  , -74051.2    , array([ 0.00561737 ,  24.4408    ,  4.78255e-17,  5.3607e-11 ,  3.92432e-05])
124307  , -74051.2    , array([ 0.00561737 ,  24.4164    ,  4.78734e-17,  5.3607e-11 ,  3.92432e-05])
124308  , -74051.2    , array([ 0.00561737 ,  24.4164    ,  4.78255e-17,  5.36606e-11,  3.92432e-05])
124309  , -74046.6    , array([ 0.00561737 ,  24.4164    ,  4.78255e-17,  5.3607e-11 ,  3.92824e-05])
124310  , -74033.2    , array([ 0.00560638 ,  24.4158    ,  4.78255e-17,  5.3607e-11 ,  3.93213e-05])
124311  , -74033.2    , array([ 0.00560638 ,  24.4158    ,  4.78255e-17,  5.3607e-11 ,  3.93213e-05])
124312  , -74037.8    , array([ 0.00561199 ,  24.4158    ,  4.78255e-17,  5.3607e-11 ,  3.93213e-05])
124313  , -74033.2    , array([ 0.00560638 ,  24.4402    ,  4.78255e-17,  5.3607e-11 ,  3.93213e-05])
124314  , -74033.2    , array([ 0.00560638 ,  24.4158    ,  4.78734e-17,  5.3607e-11 ,  3.93213e-05])
124315  , -74033.2    , array([ 0.00560638 ,  24.4158    ,  4.78255e-17,  5.36606e-11,  3.93213e-05])
124316  , -74028.7    , array([ 0.00560638 ,  24.4158    ,  4.78255e-17,  5.3607e-11 ,  3.93607e-05])
124324  , -74028.7    , array([ 0.00560363 ,  24.4157    ,  4.78255e-17,  5.3607e-11 ,  3.93409e-05])
124325  , -74028.7    , array([ 0.00560363 ,  24.4157    ,  4.78255e-17,  5.3607e-11 ,  3.93409e-05])
124326  , -74033.3    , array([ 0.00560924 ,  24.4157    ,  4.78255e-17,  5.3607e-11 ,  3.93409e-05])
124327  , -74028.7    , array([ 0.00560363 ,  24.4401    ,  4.78255e-17,  5.3607e-11 ,  3.93409e-05])
124328  , -74028.7    , array([ 0.00560363 ,  24.4157    ,  4.78734e-17,  5.3607e-11 ,  3.93409e-05])
124329  , -74028.7    , array([ 0.00560363 ,  24.4157    ,  4.78255e-17,  5.36606e-11,  3.93409e-05])
124330  , -74024.2    , array([ 0.00560363 ,  24.4157    ,  4.78255e-17,  5.3607e-11 ,  3.93803e-05])
124331  , -74024.2    , array([ 0.00560088 ,  24.4155    ,  4.78255e-17,  5.3607e-11 ,  3.93606e-05])
124332  , -74024.2    , array([ 0.00560088 ,  24.4155    ,  4.78255e-17,  5.3607e-11 ,  3.93606e-05])
124333  , -74028.8    , array([ 0.00560649 ,  24.4155    ,  4.78255e-17,  5.3607e-11 ,  3.93606e-05])
124334  , -74024.2    , array([ 0.00560088 ,  24.44      ,  4.78255e-17,  5.3607e-11 ,  3.93606e-05])
124335  , -74024.2    , array([ 0.00560088 ,  24.4155    ,  4.78734e-17,  5.3607e-11 ,  3.93606e-05])
124336  , -74024.2    , array([ 0.00560088 ,  24.4155    ,  4.78255e-17,  5.36606e-11,  3.93606e-05])
124337  , -74019.7    , array([ 0.00560088 ,  24.4155    ,  4.78255e-17,  5.3607e-11 ,  3.94e-05   ])
124345  , -74023.1    , array([ 0.00560019 ,  24.4155    ,  4.78255e-17,  5.3607e-11 ,  3.93655e-05])
124346  , -74023.1    , array([ 0.00560019 ,  24.4155    ,  4.78255e-17,  5.3607e-11 ,  3.93655e-05])
124347  , -74027.6    , array([ 0.0056058  ,  24.4155    ,  4.78255e-17,  5.3607e-11 ,  3.93655e-05])
